mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	staff_text
4	4	15/2	15/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	20		
4	4	6	6	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	21		
4	4	15/2	15/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	22		
5	5	8	8	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	23		
5	5	33/4	33/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	24		
5	5	17/2	17/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	25		
5	5	35/4	35/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	26		
5	5	9	9	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	27		
5	5	37/4	37/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	28		
5	5	19/2	19/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	29		
5	5	39/4	39/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	30		
5	5	8	8	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	31		
5	5	19/2	19/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	32		
6	6	10	10	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	33		
6	6	41/4	41/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	34		
6	6	21/2	21/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	35		
6	6	43/4	43/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	36		
6	6	11	11	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	37		
6	6	23/2	23/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	38		
6	6	10	10	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	39		
6	6	23/2	23/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	40		
7	7	12	12	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	41		
7	7	49/4	49/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	42		
7	7	25/2	25/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	43		
7	7	51/4	51/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	44		
7	7	13	13	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	45		
7	7	53/4	53/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	46		
7	7	27/2	27/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	47		
7	7	55/4	55/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	48		
7	7	12	12	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	49		
7	7	27/2	27/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	50		
8	8	14	14	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	51		
8	8	57/4	57/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	52		
8	8	29/2	29/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	53		
8	8	59/4	59/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	54		
8	8	15	15	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	55		
8	8	31/2	31/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	56		
8	8	14	14	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	57		
8	8	31/2	31/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	58		
9	9	16	16	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	59		
9	9	65/4	65/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	60		
9	9	33/2	33/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	61		
9	9	67/4	67/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	62		
9	9	17	17	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	63		
9	9	69/4	69/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	64		
9	9	35/2	35/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	65		
9	9	71/4	71/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	66		
9	9	16	16	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	67		
9	9	33/2	33/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	68		
9	9	17	17	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	69		
9	9	35/2	35/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	70		
10	10	18	18	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	71		
10	10	37/2	37/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	72		
10	10	19	19	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	73		
10	10	77/4	77/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	74		
10	10	39/2	39/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	75		
10	10	79/4	79/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32	1/32	1	76		
10	10	159/8	159/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	77		
10	10	18	18	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	78		
10	10	19	19	1.0	1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	79		
11	11	20	20	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	80		
11	11	41/2	41/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	81		
11	11	21	21	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	82		
11	11	85/4	85/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	83		
11	11	43/2	43/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32	1/32	1	84		
11	11	173/8	173/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32	1/32	1	85		
11	11	87/4	87/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32	1/32	1	86		
11	11	175/8	175/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	87		
11	11	20	20	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	88		
11	11	21	21	1.0	1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	89		
12	12	22	22	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	90		
12	12	45/2	45/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	91		
12	12	23	23	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	92		
12	12	93/4	93/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	93		
12	12	47/2	47/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	94		
12	12	95/4	95/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32	1/32	1	95		
12	12	191/8	191/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	96		
12	12	22	22	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	97		
12	12	23	23	1.0	1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	98		
13	13	24	24	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	99		
13	13	49/2	49/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	100		
13	13	25	25	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	101		
13	13	101/4	101/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	102		
13	13	51/2	51/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32	1/32	1	103		
13	13	205/8	205/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32	1/32	1	104		
13	13	103/4	103/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32	1/32	1	105		
13	13	207/8	207/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	106		
13	13	24	24	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	107		
13	13	25	25	1.0	1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	108		
14	14	26	26	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	109		
14	14	53/2	53/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	110		
14	14	27	27	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	111		
14	14	109/4	109/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	112		
14	14	55/2	55/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	113		
14	14	111/4	111/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32	1/32	1	114		
14	14	223/8	223/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	115		
14	14	26	26	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	116		
14	14	27	27	1.0	1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	117		
15	15	28	28	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	118		
15	15	113/4	113/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	119		
15	15	57/2	57/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	120		
15	15	115/4	115/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	121		
15	15	29	29	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	122		
15	15	117/4	117/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	123		
15	15	59/2	59/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	124		
15	15	119/4	119/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	125		
15	15	28	28	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	126		
15	15	57/2	57/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	127		
15	15	29	29	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	128		
15	15	59/2	59/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	129		
16	16	30	30	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	130		
16	16	121/4	121/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	131		
16	16	61/2	61/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	132		
16	16	123/4	123/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	133		
16	16	31	31	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	134		
16	16	125/4	125/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	135		
16	16	63/2	63/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	136		
16	16	127/4	127/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	137		
16	16	30	30	0.5	0	0	Chord	2/4	2	2	1/8	1/8	1	138		
17	17	32	32	0.25	0	0	Chord	2/4	2	1	1/16	1/16	1	139		
17	17	129/4	129/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	140		
17	17	65/2	65/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	141		
17	17	131/4	131/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	142		
17	17	33	33	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	143		
17	17	133/4	133/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	144		
17	17	67/2	67/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	145		
17	17	135/4	135/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	146		
18	18	34	34	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	147		
19	19	36	36	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	148		
19	19	37	37	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	149		
19	19	36	36	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	150		
19	19	37	37	1.0	1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	151		
20	20	38	38	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	152	ornamentTrill	
20	20	77/2	77/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	153		
20	20	155/4	155/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	154		
20	20	39	39	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	155		
20	20	79/2	79/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	156		
20	20	38	38	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	157		
21	21	40	40	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	158		
21	21	81/2	81/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	159		
21	21	41	41	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	160		
21	21	83/2	83/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	161		
21	21	40	40	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	162		
21	21	41	41	1.0	1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	163		
22	22	42	42	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	164	ornamentTrill	
22	22	85/2	85/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	165		
22	22	171/4	171/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	166		
22	22	43	43	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	167		
22	22	173/4	173/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	168		
22	22	87/2	87/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	169		
22	22	175/4	175/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	170		
22	22	42	42	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	171		
23	23	44	44	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	172		
23	23	177/4	177/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	173		
23	23	89/2	89/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	174		
23	23	179/4	179/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	175		
23	23	45	45	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	176		
23	23	181/4	181/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	177		
23	23	91/2	91/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	178		
23	23	183/4	183/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	179		
23	23	44	44	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	180		
23	23	45	45	1.0	1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	181		
24	24	46	46	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	182	ornamentTrill	
24	24	93/2	93/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	183		
24	24	187/4	187/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	184		
24	24	47	47	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	185		
24	24	189/4	189/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	186		
24	24	95/2	95/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	187		
24	24	191/4	191/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	188		
24	24	46	46	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	189		
25	25	48	48	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	190		
25	25	193/4	193/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	191		
25	25	97/2	97/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	192		
25	25	195/4	195/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	193		
25	25	49	49	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	194		
25	25	197/4	197/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	195		
25	25	99/2	99/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	196		
25	25	199/4	199/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	197		
25	25	48	48	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	198		
25	25	49	49	1.0	1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	199		
26	26	50	50	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	200	ornamentTrill	
26	26	101/2	101/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	201		
26	26	203/4	203/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	202		
26	26	51	51	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	203		
26	26	103/2	103/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	204		
26	26	50	50	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	205		
27	27	52	52	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	206		
27	27	209/4	209/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	207		
27	27	105/2	105/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	208		
27	27	211/4	211/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	209		
27	27	53	53	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	210		
27	27	213/4	213/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	211		
27	27	107/2	107/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	212		
27	27	215/4	215/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	213		
27	27	52	52	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	214		
27	27	53	53	1.0	1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	215		
28	28	54	54	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	216		
28	28	217/4	217/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	217		
28	28	109/2	109/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	218		
28	28	219/4	219/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	219		
28	28	55	55	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	220		
28	28	111/2	111/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	221		
28	28	54	54	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	222		
29	29	56	56	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	223		
29	29	225/4	225/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	224		
29	29	113/2	113/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	225		
29	29	227/4	227/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	226		
29	29	57	57	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	227		
29	29	229/4	229/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	228		
29	29	115/2	115/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	229		
29	29	231/4	231/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	230		
29	29	56	56	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	231		
29	29	57	57	1.0	1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	232		
30	30	58	58	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	233	ornamentTrill	
30	30	117/2	117/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	234		
30	30	235/4	235/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	235		
30	30	59	59	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	236		
30	30	237/4	237/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	237		
30	30	119/2	119/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	238		
30	30	239/4	239/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	239		
30	30	58	58	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	240		
30	30	119/2	119/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	241		
31	31	60	60	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	242		
31	31	241/4	241/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	243		
31	31	121/2	121/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	244		
31	31	243/4	243/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	245		
31	31	61	61	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	246		
31	31	245/4	245/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	247		
31	31	123/2	123/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	248		
31	31	247/4	247/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	249		
31	31	60	60	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	250		
31	31	121/2	121/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	251		
31	31	61	61	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	252		
31	31	123/2	123/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	253		
32	32	62	62	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	254		
32	32	125/2	125/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	255		
32	32	63	63	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	256		
32	32	253/4	253/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	257		
32	32	127/2	127/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	258		
32	32	255/4	255/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32	1/32	1	259		
32	32	511/8	511/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	260		
32	32	62	62	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	261		
32	32	63	63	1.0	1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	262		
33	33	64	64	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	263		
33	33	129/2	129/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	264		
33	33	65	65	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	265		
33	33	261/4	261/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	266		
33	33	131/2	131/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32	1/32	1	267		
33	33	525/8	525/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32	1/32	1	268		
33	33	263/4	263/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32	1/32	1	269		
33	33	527/8	527/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	270		
33	33	64	64	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	271		
33	33	65	65	1.0	1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	272		
34	34	66	66	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	273		
34	34	133/2	133/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	274		
34	34	67	67	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	275		
34	34	269/4	269/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	276		
34	34	135/2	135/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	277		
34	34	271/4	271/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32	1/32	1	278		
34	34	543/8	543/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	279		
34	34	66	66	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	280		
34	34	67	67	1.0	1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	281		
35	35	68	68	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	282		
35	35	137/2	137/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	283		
35	35	69	69	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	284		
35	35	277/4	277/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	285		
35	35	139/2	139/2	0.125	3/8	3/8	Chord	2/4	1	1	1/32	1/32	1	286		
35	35	557/8	557/8	0.125	13/32	13/32	Chord	2/4	1	1	1/32	1/32	1	287		
35	35	279/4	279/4	0.125	7/16	7/16	Chord	2/4	1	1	1/32	1/32	1	288		
35	35	559/8	559/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32	1/32	1	289		
35	35	68	68	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	290		
35	35	69	69	1.0	1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	291		
36	36	70	70	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	292		
36	36	141/2	141/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	293		
36	36	71	71	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	294		
36	36	285/4	285/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	295		
