mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	staff_text
1	0	0	0	0.0	0	3/4	StaffText	4/4	1	1	0						Allegro
1	0	1/2	1/2	0.16666666666666666	1/8	7/8	Chord	4/4	1	1	1/24		1/16	2/3	0		
1	0	2/3	2/3	0.16666666666666666	1/6	11/12	Chord	4/4	1	1	1/24		1/16	2/3	1		
1	0	5/6	5/6	0.16666666666666666	5/24	23/24	Chord	4/4	1	1	1/24		1/16	2/3	2		
2	1	1	1	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	3		
2	1	5/4	5/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	4		
2	1	3/2	3/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	5		
2	1	7/4	7/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	6		
2	1	2	2	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	7		
2	1	9/4	9/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	8		
2	1	5/2	5/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	9		
2	1	11/4	11/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	10		
2	1	3	3	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	11		
2	1	7/2	7/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	12		
2	1	4	4	0.75	3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	13	ornamentTrill	
2	1	19/4	19/4	0.125	15/16	15/16	Chord	4/4	1	1	1/32		1/32	1	14		
2	1	39/8	39/8	0.125	31/32	31/32	Chord	4/4	1	1	1/32		1/32	1	15		
2	1	9/2	9/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	16		
3	2	5	5	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	17		
3	2	11/2	11/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	18		
3	2	6	6	0.75	1/4	1/4	Chord	4/4	1	1	3/16		1/8	3/2	19	ornamentTrill	
3	2	27/4	27/4	0.125	7/16	7/16	Chord	4/4	1	1	1/32		1/32	1	20		
3	2	55/8	55/8	0.125	15/32	15/32	Chord	4/4	1	1	1/32		1/32	1	21		
3	2	7	7	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	22		
3	2	15/2	15/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	23		
3	2	8	8	0.75	3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	24	ornamentTrill	
3	2	35/4	35/4	0.125	15/16	15/16	Chord	4/4	1	1	1/32		1/32	1	25		
3	2	71/8	71/8	0.125	31/32	31/32	Chord	4/4	1	1	1/32		1/32	1	26		
3	2	5	5	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	27		
3	2	11/2	11/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	28		
3	2	13/2	13/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	29		
3	2	7	7	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	30		
3	2	15/2	15/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	31		
3	2	17/2	17/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	32		
3	2	17/2	17/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8		1/8	1	33		
4	3	9	9	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	34		
4	3	37/4	37/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	35		
4	3	19/2	19/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	36		
4	3	39/4	39/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	37		
4	3	10	10	0.0	1/4	1/4	Chord	4/4	1	1	0	grace16	1/32	1	38		
4	3	10	10	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	39		
4	3	11	11	0.0	1/2	1/2	Chord	4/4	1	1	0	grace32	1/32	1	40		
4	3	11	11	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	41		
4	3	45/4	45/4	0.125	9/16	9/16	Chord	4/4	1	1	1/32		1/32	1	42		
4	3	91/8	91/8	0.125	19/32	19/32	Chord	4/4	1	1	1/32		1/32	1	43		
4	3	23/2	23/2	1.0	5/8	5/8	Chord	4/4	1	1	1/4		1/4	1	44		
4	3	25/2	25/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	45		
4	3	9	9	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	46		
4	3	19/2	19/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	47		
4	3	10	10	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	48		
4	3	21/2	21/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	49		
4	3	11	11	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	50		
4	3	12	12	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	51		
4	3	9	9	0.5	0	0	Chord	4/4	2	2	1/8		1/8	1	52		
4	3	19/2	19/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8		1/8	1	53		
4	3	10	10	1.0	1/4	1/4	Chord	4/4	2	2	1/4		1/4	1	54		
4	3	11	11	0.5	1/2	1/2	Chord	4/4	2	2	1/8		1/8	1	55		
4	3	23/2	23/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8		1/8	1	56		
5	4	13	13	0.16666666666666666	0	0	Chord	4/4	1	1	1/24		1/16	2/3	57		
5	4	79/6	79/6	0.16666666666666666	1/24	1/24	Chord	4/4	1	1	1/24		1/16	2/3	58		
5	4	40/3	40/3	0.16666666666666666	1/12	1/12	Chord	4/4	1	1	1/24		1/16	2/3	59		
5	4	27/2	27/2	1.0	1/8	1/8	Chord	4/4	1	1	1/4		1/4	1	60		
5	4	29/2	29/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	61		
5	4	15	15	0.16666666666666666	1/2	1/2	Chord	4/4	1	1	1/24		1/16	2/3	62		
5	4	91/6	91/6	0.16666666666666666	13/24	13/24	Chord	4/4	1	1	1/24		1/16	2/3	63		
5	4	46/3	46/3	0.16666666666666666	7/12	7/12	Chord	4/4	1	1	1/24		1/16	2/3	64		
5	4	31/2	31/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	65		
5	4	16	16	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	66		
5	4	33/2	33/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	67		
5	4	13	13	0.16666666666666666	0	0	Chord	4/4	1	2	1/24		1/16	2/3	68		
5	4	79/6	79/6	0.16666666666666666	1/24	1/24	Chord	4/4	1	2	1/24		1/16	2/3	69		
5	4	40/3	40/3	0.16666666666666666	1/12	1/12	Chord	4/4	1	2	1/24		1/16	2/3	70		
5	4	27/2	27/2	1.0	1/8	1/8	Chord	4/4	1	2	1/4		1/4	1	71		
5	4	29/2	29/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	72		
5	4	15	15	0.16666666666666666	1/2	1/2	Chord	4/4	1	2	1/24		1/16	2/3	73		
5	4	91/6	91/6	0.16666666666666666	13/24	13/24	Chord	4/4	1	2	1/24		1/16	2/3	74		
5	4	46/3	46/3	0.16666666666666666	7/12	7/12	Chord	4/4	1	2	1/24		1/16	2/3	75		
5	4	31/2	31/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8		1/8	1	76		
5	4	16	16	1.0	3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	77		
5	4	14	14	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	78		
5	4	15	15	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	79		
6	5	17	17	0.16666666666666666	0	0	Chord	4/4	1	1	1/24		1/16	2/3	80		
6	5	103/6	103/6	0.16666666666666666	1/24	1/24	Chord	4/4	1	1	1/24		1/16	2/3	81		
6	5	52/3	52/3	0.16666666666666666	1/12	1/12	Chord	4/4	1	1	1/24		1/16	2/3	82		
6	5	35/2	35/2	1.0	1/8	1/8	Chord	4/4	1	1	1/4		1/4	1	83		
6	5	37/2	37/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	84		
6	5	19	19	0.16666666666666666	1/2	1/2	Chord	4/4	1	1	1/24		1/16	2/3	85		
6	5	115/6	115/6	0.16666666666666666	13/24	13/24	Chord	4/4	1	1	1/24		1/16	2/3	86		
6	5	58/3	58/3	0.16666666666666666	7/12	7/12	Chord	4/4	1	1	1/24		1/16	2/3	87		
6	5	39/2	39/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	88		
6	5	20	20	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	89		
6	5	41/2	41/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	90		
6	5	17	17	0.16666666666666666	0	0	Chord	4/4	1	2	1/24		1/16	2/3	91		
6	5	103/6	103/6	0.16666666666666666	1/24	1/24	Chord	4/4	1	2	1/24		1/16	2/3	92		
6	5	52/3	52/3	0.16666666666666666	1/12	1/12	Chord	4/4	1	2	1/24		1/16	2/3	93		
6	5	35/2	35/2	1.0	1/8	1/8	Chord	4/4	1	2	1/4		1/4	1	94		
6	5	37/2	37/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	95		
6	5	19	19	0.16666666666666666	1/2	1/2	Chord	4/4	1	2	1/24		1/16	2/3	96		
6	5	115/6	115/6	0.16666666666666666	13/24	13/24	Chord	4/4	1	2	1/24		1/16	2/3	97		
6	5	58/3	58/3	0.16666666666666666	7/12	7/12	Chord	4/4	1	2	1/24		1/16	2/3	98		
6	5	39/2	39/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8		1/8	1	99		
6	5	20	20	1.0	3/4	3/4	Chord	4/4	1	2	1/4		1/4	1	100		
6	5	18	18	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	101		
6	5	19	19	2.0	1/2	1/2	Chord	4/4	2	1	1/2		1/2	1	102		
7	6	21	21	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	103		
7	6	43/2	43/2	1.0	1/8	1/8	Chord	4/4	1	1	1/4		1/4	1	104		
7	6	45/2	45/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	105		
7	6	23	23	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	106		
7	6	47/2	47/2	1.0	5/8	5/8	Chord	4/4	1	1	1/4		1/4	1	107		
7	6	49/2	49/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	108		
7	6	21	21	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	109		
7	6	85/4	85/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	110		
7	6	43/2	43/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	111		
7	6	87/4	87/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	112		
7	6	22	22	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	113		
7	6	89/4	89/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	114		
