mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
3	3	15/4	15/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	18						
3	3	4	4	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	19						
3	3	17/4	17/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	20						
4	4	9/2	9/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	21						
4	4	5	5	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	22						
4	4	11/2	11/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	23						0
4	4	9/2	9/2	0.25	0	0	Chord	3/8	1	2	1/16	1/16	1	24						
4	4	19/4	19/4	0.25	1/16	1/16	Chord	3/8	1	2	1/16	1/16	1	25						
4	4	5	5	0.25	1/8	1/8	Chord	3/8	1	2	1/16	1/16	1	26						
4	4	21/4	21/4	0.25	3/16	3/16	Chord	3/8	1	2	1/16	1/16	1	27						
4	4	11/2	11/2	0.25	1/4	1/4	Chord	3/8	1	2	1/16	1/16	1	28						
4	4	23/4	23/4	0.25	5/16	5/16	Chord	3/8	1	2	1/16	1/16	1	29						
4	4	9/2	9/2	1.0	0	0	Chord	3/8	2	1	1/4	1/4	1	30						1
4	4	11/2	11/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	31						
4	4	9/2	9/2	0.5	0	0	Chord	3/8	2	2	1/8	1/8	1	32						2
4	4	5	5	0.5	1/8	1/8	Chord	3/8	2	2	1/8	1/8	1	33						
4	4	11/2	11/2	0.5	1/4	1/4	Chord	3/8	2	2	1/8	1/8	1	34						
5	5	6	6	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	35						
5	5	13/2	13/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	36						3
5	5	7	7	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	37						
5	5	6	6	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	38						
5	5	25/4	25/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	39						
5	5	13/2	13/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	40						
5	5	27/4	27/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	41						
5	5	7	7	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	42						
5	5	29/4	29/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	43						
6	6	15/2	15/2	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	44						
6	6	31/4	31/4	0.5	1/16	1/16	Chord	3/8	1	1	1/8	1/8	1	45						4
6	6	33/4	33/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	46						4
6	6	17/2	17/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	47						4
6	6	35/4	35/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	48						
6	6	15/2	15/2	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	49						
6	6	31/4	31/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	50						
6	6	8	8	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	51						
6	6	33/4	33/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	52						
6	6	17/2	17/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	53						
6	6	35/4	35/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	54						
7	7	37/4	37/4	0.5	1/16	1/16	Chord	3/8	1	1	1/8	1/8	1	55						5
7	7	39/4	39/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	56						
7	7	10	10	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	57						
7	7	41/4	41/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	58						
7	7	9	9	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	59						
7	7	37/4	37/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	60						
7	7	19/2	19/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	61						
7	7	39/4	39/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	62						
7	7	10	10	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	63						
7	7	41/4	41/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	64						
8	8	21/2	21/2	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	65						
8	8	43/4	43/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	66						
8	8	11	11	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	67						
8	8	45/4	45/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	68						
8	8	23/2	23/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	69						
8	8	47/4	47/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	70						
8	8	21/2	21/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	71						
8	8	11	11	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	72						6
8	8	23/2	23/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	73						6
9	9	12	12	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	74						
9	9	49/4	49/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	75						
9	9	25/2	25/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	76						
9	9	51/4	51/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	77						
9	9	13	13	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	78						
9	9	53/4	53/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	79						
9	9	12	12	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	80						
9	9	25/2	25/2	1.0	1/8	1/8	Chord	3/8	2	1	1/4	1/4	1	81						
9	9	12	12	0.5	0	0	Chord	3/8	2	2	1/8	1/8	1	82						
9	9	25/2	25/2	0.5	1/8	1/8	Chord	3/8	2	2	1/8	1/8	1	83						
9	9	13	13	0.5	1/4	1/4	Chord	3/8	2	2	1/8	1/8	1	84						
10	10	27/2	27/2	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	85						
10	10	55/4	55/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	86						
10	10	14	14	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	87						
10	10	57/4	57/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	88						
10	10	29/2	29/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	89						
10	10	59/4	59/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	90						
10	10	27/2	27/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	91						
10	10	14	14	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	92						7
10	10	29/2	29/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	93						7
11	11	15	15	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	94						
11	11	61/4	61/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	95						
11	11	31/2	31/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	96						
11	11	63/4	63/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	97						
11	11	16	16	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	98						
11	11	65/4	65/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	99						
11	11	15	15	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	100						
11	11	31/2	31/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	101						
11	11	16	16	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	102						
12	12	33/2	33/2	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	103						
12	12	67/4	67/4	0.5	1/16	1/16	Chord	3/8	1	1	1/8	1/8	1	104						8
12	12	69/4	69/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	105						
12	12	35/2	35/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	106						
12	12	71/4	71/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	107						
12	12	33/2	33/2	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	108						
12	12	67/4	67/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	109						
12	12	17	17	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	110						
12	12	69/4	69/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	111						
12	12	35/2	35/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	112						
12	12	71/4	71/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	113						
13	13	18	18	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	114						
13	13	37/2	37/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	115						9
13	13	19	19	0.16666666666666666	1/4	1/4	Chord	3/8	1	1	1/24	1/16	2/3	116						
13	13	115/6	115/6	0.16666666666666666	7/24	7/24	Chord	3/8	1	1	1/24	1/16	2/3	117						
13	13	58/3	58/3	0.16666666666666666	1/3	1/3	Chord	3/8	1	1	1/24	1/16	2/3	118						
13	13	18	18	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	119						
13	13	73/4	73/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	120						
13	13	37/2	37/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	121						
13	13	75/4	75/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	122						
13	13	19	19	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	123						
13	13	77/4	77/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	124						
14	14	39/2	39/2	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	125						
14	14	79/4	79/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	126						
14	14	20	20	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	127						
14	14	81/4	81/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	128						
14	14	41/2	41/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	129						
14	14	83/4	83/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	130						
14	14	39/2	39/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	131						
14	14	20	20	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	132						
14	14	41/2	41/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	133						10
15	15	21	21	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	134						
15	15	85/4	85/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	135						
15	15	43/2	43/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	136						
15	15	87/4	87/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	137						
15	15	22	22	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	138						
15	15	89/4	89/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	139						
15	15	21	21	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	140						
15	15	43/2	43/2	1.0	1/8	1/8	Chord	3/8	2	1	1/4	1/4	1	141						
15	15	21	21	0.5	0	0	Chord	3/8	2	2	1/8	1/8	1	142						
15	15	43/2	43/2	0.5	1/8	1/8	Chord	3/8	2	2	1/8	1/8	1	143						
15	15	22	22	0.5	1/4	1/4	Chord	3/8	2	2	1/8	1/8	1	144						
16	16	45/2	45/2	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	145						
16	16	91/4	91/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	146						
16	16	23	23	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	147						
16	16	93/4	93/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	148						
16	16	47/2	47/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	149						
16	16	95/4	95/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	150						
16	16	45/2	45/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	151						
16	16	23	23	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	152						
16	16	47/2	47/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	153						
17	17	24	24	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	154						
17	17	97/4	97/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	155						
17	17	49/2	49/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	156						
17	17	99/4	99/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	157						
17	17	25	25	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	158						
17	17	101/4	101/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	159						
17	17	24	24	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	160						
17	17	49/2	49/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	161						
17	17	25	25	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	162						
18	18	51/2	51/2	0.75	0	0	Chord	3/8	1	1	3/16	1/8	3/2	163						
18	18	105/4	105/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	164						
18	18	53/2	53/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	165						
18	18	107/4	107/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	166						
18	18	51/2	51/2	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	167						
18	18	103/4	103/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	168						
18	18	26	26	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	169						
18	18	105/4	105/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	170						
18	18	53/2	53/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	171						
18	18	107/4	107/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	172						
19	19	27	27	0.75	0	0	Chord	3/8	1	1	3/16	1/8	3/2	173						
19	19	111/4	111/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	174						
19	19	28	28	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	175						
19	19	113/4	113/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	176						11
19	19	27	27	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	177						
19	19	109/4	109/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	178						
19	19	55/2	55/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	179						
19	19	111/4	111/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	180						
19	19	28	28	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	181						
19	19	113/4	113/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	182						
20	20	57/2	57/2	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	183						11
20	20	115/4	115/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	184						11
20	20	29	29	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	185						11
20	20	117/4	117/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	186						11
20	20	59/2	59/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	187						11
20	20	119/4	119/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	188						11
20	20	57/2	57/2	0.5	0	0	Chord	3/8	1	2	1/8	1/8	1	189						
20	20	29	29	0.25	1/8	1/8	Chord	3/8	1	2	1/16	1/16	1	190						
20	20	117/4	117/4	0.25	3/16	3/16	Chord	3/8	1	2	1/16	1/16	1	191						
20	20	59/2	59/2	0.5	1/4	1/4	Chord	3/8	1	2	1/8	1/8	1	192						
20	20	57/2	57/2	1.0	0	0	Chord	3/8	2	1	1/4	1/4	1	193						12
20	20	59/2	59/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	194						
20	20	57/2	57/2	0.5	0	0	Chord	3/8	2	2	1/8	1/8	1	195						
20	20	29	29	0.5	1/8	1/8	Chord	3/8	2	2	1/8	1/8	1	196						
20	20	59/2	59/2	0.5	1/4	1/4	Chord	3/8	2	2	1/8	1/8	1	197						
21	21	30	30	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	198						11
21	21	121/4	121/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	199						11
21	21	61/2	61/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	200						11
21	21	123/4	123/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	201						11
21	21	31	31	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	202						11
21	21	125/4	125/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	203						
21	21	30	30	0.5	0	0	Chord	3/8	1	2	1/8	1/8	1	204						
21	21	61/2	61/2	0.25	1/8	1/8	Chord	3/8	1	2	1/16	1/16	1	205						
21	21	123/4	123/4	0.25	3/16	3/16	Chord	3/8	1	2	1/16	1/16	1	206						
21	21	31	31	0.5	1/4	1/4	Chord	3/8	1	2	1/8	1/8	1	207						
21	21	30	30	1.0	0	0	Chord	3/8	2	1	1/4	1/4	1	208						13
21	21	31	31	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	209						
21	21	30	30	0.5	0	0	Chord	3/8	2	2	1/8	1/8	1	210						
21	21	61/2	61/2	0.5	1/8	1/8	Chord	3/8	2	2	1/8	1/8	1	211						
21	21	31	31	0.5	1/4	1/4	Chord	3/8	2	2	1/8	1/8	1	212						
22	22	63/2	63/2	0.75	0	0	Chord	3/8	1	1	3/16	1/8	3/2	213						
22	22	129/4	129/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	214						14
22	22	65/2	65/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	215						
22	22	131/4	131/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	216						
22	22	63/2	63/2	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	217						15
22	22	127/4	127/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	218						15
22	22	32	32	0.25	1/8	1/8	Chord	3/8	2	1	1/16	1/16	1	219						15
22	22	129/4	129/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	220						15
22	22	65/2	65/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16	1/16	1	221						15
22	22	131/4	131/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16	1/16	1	222						15
23	23	33	33	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	223						
23	23	133/4	133/4	0.5	1/16	1/16	Chord	3/8	1	1	1/8	1/8	1	224						16
23	23	135/4	135/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	225						16
23	23	34	34	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	226						16
23	23	137/4	137/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	227						16
23	23	33	33	1.0	0	0	Chord	3/8	2	1	1/4	1/4	1	228						15
23	23	34	34	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	229						
23	23	33	33	0.5	0	0	Chord	3/8	2	2	1/8	1/8	1	230						
23	23	67/2	67/2	0.5	1/8	1/8	Chord	3/8	2	2	1/8	1/8	1	231						
23	23	34	34	0.5	1/4	1/4	Chord	3/8	2	2	1/8	1/8	1	232						
24	24	69/2	69/2	1.0	0	0	Chord	3/8	1	1	1/4	1/4	1	233						
24	24	143/4	143/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	234						17
24	24	139/4	139/4	0.25	1/16	1/16	Chord	3/8	1	2	1/16	1/16	1	235						18
24	24	35	35	0.25	1/8	1/8	Chord	3/8	1	2	1/16	1/16	1	236						
24	24	141/4	141/4	0.25	3/16	3/16	Chord	3/8	1	2	1/16	1/16	1	237						
24	24	71/2	71/2	0.5	1/4	1/4	Chord	3/8	1	2	1/8	1/8	1	238						
24	24	69/2	69/2	1.0	0	0	Chord	3/8	2	1	1/4	1/4	1	239						19
24	24	71/2	71/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	240						
24	24	69/2	69/2	0.5	0	0	Chord	3/8	2	2	1/8	1/8	1	241						
24	24	35	35	0.5	1/8	1/8	Chord	3/8	2	2	1/8	1/8	1	242						
24	24	71/2	71/2	0.5	1/4	1/4	Chord	3/8	2	2	1/8	1/8	1	243						
25	25	36	36	1.5	0	0	Chord	3/8	1	1	3/8	1/4	3/2	244						
25	25	36	36	0.125	0	0	Chord	3/8	2	1	1/32	1/32	1	245						
25	25	289/8	289/8	0.125	1/32	1/32	Chord	3/8	2	1	1/32	1/32	1	246						
25	25	145/4	145/4	0.125	1/16	1/16	Chord	3/8	2	1	1/32	1/32	1	247						
25	25	291/8	291/8	0.125	3/32	3/32	Chord	3/8	2	1	1/32	1/32	1	248						
25	25	73/2	73/2	0.125	1/8	1/8	Chord	3/8	2	1	1/32	1/32	1	249						
25	25	293/8	293/8	0.125	5/32	5/32	Chord	3/8	2	1	1/32	1/32	1	250						
25	25	147/4	147/4	0.125	3/16	3/16	Chord	3/8	2	1	1/32	1/32	1	251						
25	25	295/8	295/8	0.125	7/32	7/32	Chord	3/8	2	1	1/32	1/32	1	252						
25	25	37	37	0.125	1/4	1/4	Chord	3/8	2	1	1/32	1/32	1	253						
25	25	297/8	297/8	0.125	9/32	9/32	Chord	3/8	2	1	1/32	1/32	1	254						
25	25	149/4	149/4	0.125	5/16	5/16	Chord	3/8	2	1	1/32	1/32	1	255						
25	25	299/8	299/8	0.125	11/32	11/32	Chord	3/8	2	1	1/32	1/32	1	256						
26	26	301/8	301/8	0.125	1/32	1/32	Chord	3/8	1	1	1/32	1/32	1	257						
26	26	151/4	151/4	0.125	1/16	1/16	Chord	3/8	1	1	1/32	1/32	1	258						
26	26	303/8	303/8	0.125	3/32	3/32	Chord	3/8	1	1	1/32	1/32	1	259						
26	26	38	38	0.125	1/8	1/8	Chord	3/8	1	1	1/32	1/32	1	260						
26	26	305/8	305/8	0.125	5/32	5/32	Chord	3/8	1	1	1/32	1/32	1	261						
26	26	153/4	153/4	0.125	3/16	3/16	Chord	3/8	1	1	1/32	1/32	1	262						
26	26	307/8	307/8	0.125	7/32	7/32	Chord	3/8	1	1	1/32	1/32	1	263						
26	26	77/2	77/2	0.125	1/4	1/4	Chord	3/8	1	1	1/32	1/32	1	264						
26	26	309/8	309/8	0.125	9/32	9/32	Chord	3/8	1	1	1/32	1/32	1	265						
26	26	155/4	155/4	0.125	5/16	5/16	Chord	3/8	1	1	1/32	1/32	1	266						
26	26	311/8	311/8	0.125	11/32	11/32	Chord	3/8	1	1	1/32	1/32	1	267						
26	26	75/2	75/2	1.5	0	0	Chord	3/8	2	1	3/8	1/4	3/2	268						
27	27	39	39	0.125	0	0	Chord	3/8	1	1	1/32	1/32	1	269						
27	27	313/8	313/8	0.125	1/32	1/32	Chord	3/8	1	1	1/32	1/32	1	270						
27	27	157/4	157/4	0.125	1/16	1/16	Chord	3/8	1	1	1/32	1/32	1	271						
27	27	315/8	315/8	0.125	3/32	3/32	Chord	3/8	1	1	1/32	1/32	1	272						
27	27	79/2	79/2	0.125	1/8	1/8	Chord	3/8	1	1	1/32	1/32	1	273						
27	27	317/8	317/8	0.125	5/32	5/32	Chord	3/8	1	1	1/32	1/32	1	274						
27	27	159/4	159/4	0.125	3/16	3/16	Chord	3/8	1	1	1/32	1/32	1	275						
27	27	319/8	319/8	0.125	7/32	7/32	Chord	3/8	1	1	1/32	1/32	1	276						
27	27	40	40	0.125	1/4	1/4	Chord	3/8	1	1	1/32	1/32	1	277						
27	27	321/8	321/8	0.125	9/32	9/32	Chord	3/8	1	1	1/32	1/32	1	278						
27	27	161/4	161/4	0.125	5/16	5/16	Chord	3/8	1	1	1/32	1/32	1	279						
27	27	323/8	323/8	0.125	11/32	11/32	Chord	3/8	1	1	1/32	1/32	1	280						
28	28	81/2	81/2	1.5	0	0	Chord	3/8	2	1	3/8	1/4	3/2	281						
29	29	42	42	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	282						
29	29	85/2	85/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	283						
29	29	43	43	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	284						
30	30	87/2	87/2	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	285						
30	30	175/4	175/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	286						
30	30	44	44	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	287						
30	30	177/4	177/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	288						
30	30	89/2	89/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	289						
