mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	staff_text
1	1	0	0	0.0	0	0	StaffText	3/8	1	1	0					Minuet
1	1	0	0	0.16666666666666666	0	0	Chord	3/8	1	1	1/24	1/16	2/3	0		
1	1	1/6	1/6	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24	1/16	2/3	1		
1	1	1/3	1/3	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24	1/16	2/3	2		
1	1	1/2	1/2	0.75	1/8	1/8	Chord	3/8	1	1	3/16	1/8	3/2	3		
1	1	5/4	5/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	4		
1	1	0	0	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	5		
1	1	1/2	1/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	6		
1	1	1	1	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	7		
2	2	3/2	3/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	8		
2	2	2	2	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	9		
2	2	9/4	9/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	10		
2	2	5/2	5/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	11		
2	2	3/2	3/2	1.0	0	0	Chord	3/8	2	1	1/4	1/4	1	12		
2	2	5/2	5/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	13		
3	3	3	3	0.16666666666666666	0	0	Chord	3/8	1	1	1/24	1/16	2/3	14		
3	3	19/6	19/6	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24	1/16	2/3	15		
3	3	10/3	10/3	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24	1/16	2/3	16		
3	3	7/2	7/2	0.75	1/8	1/8	Chord	3/8	1	1	3/16	1/8	3/2	17		
3	3	17/4	17/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	18		
3	3	3	3	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	19		
3	3	7/2	7/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	20		
3	3	4	4	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	21		
4	4	9/2	9/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	22		
4	4	5	5	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	23		
4	4	21/4	21/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	24		
4	4	11/2	11/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	25		
4	4	9/2	9/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	26		
4	4	5	5	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	27		
4	4	11/2	11/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	28		
5	5	6	6	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	29		
5	5	25/4	25/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	30		
5	5	13/2	13/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	31		
5	5	7	7	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	32		
5	5	6	6	1.0	0	0	Chord	3/8	2	1	1/4	1/4	1	33		
5	5	7	7	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	34		
6	6	15/2	15/2	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	35		
6	6	31/4	31/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	36		
6	6	8	8	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	37		
6	6	17/2	17/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	38		
6	6	15/2	15/2	1.0	0	0	Chord	3/8	2	1	1/4	1/4	1	39		
6	6	17/2	17/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	40		
7	7	9	9	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	41		
7	7	37/4	37/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	42		
7	7	19/2	19/2	0.75	1/8	1/8	Chord	3/8	1	1	3/16	1/8	3/2	43	ornamentTrill	
7	7	41/4	41/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	44		
7	7	9	9	0.25	0	0	Chord	3/8	2	1	1/16	1/16	1	45		
7	7	37/4	37/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16	1/16	1	46		
7	7	19/2	19/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	47		
7	7	10	10	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	48		
8	8	21/2	21/2	1.5	0	0	Chord	3/8	1	1	3/8	1/4	3/2	49		
8	8	21/2	21/2	1.5	0	0	Chord	3/8	2	1	3/8	1/4	3/2	50		
9	9	12	12	0.16666666666666666	0	0	Chord	3/8	1	1	1/24	1/16	2/3	51		
9	9	73/6	73/6	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24	1/16	2/3	52		
9	9	37/3	37/3	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24	1/16	2/3	53		
9	9	25/2	25/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	54		
9	9	13	13	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	55		
9	9	12	12	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	56		
9	9	25/2	25/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	57		
9	9	13	13	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	58		
10	10	27/2	27/2	0.16666666666666666	0	0	Chord	3/8	1	1	1/24	1/16	2/3	59		
10	10	41/3	41/3	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24	1/16	2/3	60		
10	10	83/6	83/6	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24	1/16	2/3	61		
10	10	14	14	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	62		
10	10	29/2	29/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	63		
10	10	27/2	27/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	64		
10	10	14	14	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	65		
10	10	29/2	29/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	66		
11	11	15	15	0.16666666666666666	0	0	Chord	3/8	1	1	1/24	1/16	2/3	67		
11	11	91/6	91/6	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24	1/16	2/3	68		
11	11	46/3	46/3	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24	1/16	2/3	69		
11	11	31/2	31/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	70		
11	11	16	16	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	71		
11	11	15	15	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	72		
11	11	31/2	31/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	73		
11	11	16	16	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	74		
12	12	33/2	33/2	0.16666666666666666	0	0	Chord	3/8	1	1	1/24	1/16	2/3	75		
12	12	50/3	50/3	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24	1/16	2/3	76		
12	12	101/6	101/6	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24	1/16	2/3	77		
12	12	17	17	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	78		
12	12	35/2	35/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	79		
12	12	33/2	33/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	80		
12	12	17	17	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	81		
12	12	35/2	35/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	82		
13	13	18	18	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	83		
13	13	37/2	37/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	84		
13	13	75/4	75/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	85		
13	13	19	19	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	86		
13	13	18	18	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	87		
13	13	37/2	37/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	88		
