mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible
19	19	151/2	151/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	292							
19	19	72	72	1.0	0	0	Chord	4/4	1	2	1/4		1/4	1	293							
19	19	73	73	1.0	1/4	1/4	Chord	4/4	1	2	1/4		1/4	1	294							
19	19	74	74	1.0	1/2	1/2	Chord	4/4	1	2	1/4		1/4	1	295							
19	19	72	72	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	296							
19	19	73	73	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	297							
19	19	74	74	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	298							
19	19	75	75	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	299							
20	20	76	76	0.125	0	0	Chord	4/4	1	1	1/32		1/32	1	300							
20	20	609/8	609/8	0.125	1/32	1/32	Chord	4/4	1	1	1/32		1/32	1	301							
20	20	305/4	305/4	0.75	1/16	1/16	Chord	4/4	1	1	3/16		1/8	3/2	302							
20	20	77	77	0.75	1/4	1/4	Chord	4/4	1	1	3/16		1/8	3/2	303	ornamentTrill						
20	20	311/4	311/4	0.125	7/16	7/16	Chord	4/4	1	1	1/32		1/32	1	304							
20	20	623/8	623/8	0.125	15/32	15/32	Chord	4/4	1	1	1/32		1/32	1	305							
20	20	78	78	0.0	1/2	1/2	Chord	4/4	1	1	0	grace32	1/32	1	306							
20	20	78	78	1.5	1/2	1/2	Chord	4/4	1	1	3/8		1/4	3/2	307	ornamentTrill						
20	20	159/2	159/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	308							
20	20	76	76	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	309							
20	20	77	77	1.0	1/4	1/4	Chord	4/4	2	1	1/4		1/4	1	310							
20	20	78	78	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	311							
21	21	80	80	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	312							
21	21	81	81	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	313							
21	21	82	82	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	314							
21	21	83	83	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	315							
21	21	80	80	0.5	0	0	Chord	4/4	1	2	1/8		1/8	1	316							
21	21	161/2	161/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	317							
21	21	81	81	0.5	1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	318							
21	21	163/2	163/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	319							
21	21	82	82	0.5	1/2	1/2	Chord	4/4	1	2	1/8		1/8	1	320							
21	21	165/2	165/2	0.25	5/8	5/8	Chord	4/4	1	2	1/16		1/16	1	321							
21	21	331/4	331/4	0.25	11/16	11/16	Chord	4/4	1	2	1/16		1/16	1	322							
21	21	83	83	0.25	3/4	3/4	Chord	4/4	1	2	1/16		1/16	1	323							
21	21	333/4	333/4	0.25	13/16	13/16	Chord	4/4	1	2	1/16		1/16	1	324							
21	21	167/2	167/2	0.25	7/8	7/8	Chord	4/4	1	2	1/16		1/16	1	325							
21	21	335/4	335/4	0.25	15/16	15/16	Chord	4/4	1	2	1/16		1/16	1	326							
22	22	84	84	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	327							
22	22	85	85	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	328							
22	22	86	86	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	329							
22	22	87	87	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	330							
22	22	175/2	175/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	331							
22	22	84	84	0.5	0	0	Chord	4/4	1	2	1/8		1/8	1	332							
22	22	169/2	169/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8		1/8	1	333							
22	22	85	85	0.5	1/4	1/4	Chord	4/4	1	2	1/8		1/8	1	334							
22	22	171/2	171/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8		1/8	1	335							
22	22	86	86	0.5	1/2	1/2	Chord	4/4	1	2	1/8		1/8	1	336							
22	22	173/2	173/2	0.25	5/8	5/8	Chord	4/4	1	2	1/16		1/16	1	337							
22	22	347/4	347/4	0.25	11/16	11/16	Chord	4/4	1	2	1/16		1/16	1	338							
22	22	87	87	0.25	3/4	3/4	Chord	4/4	1	2	1/16		1/16	1	339							
22	22	349/4	349/4	0.25	13/16	13/16	Chord	4/4	1	2	1/16		1/16	1	340							
22	22	175/2	175/2	0.25	7/8	7/8	Chord	4/4	1	2	1/16		1/16	1	341							
22	22	351/4	351/4	0.25	15/16	15/16	Chord	4/4	1	2	1/16		1/16	1	342							
23	23	88	88	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	343							
23	23	177/2	177/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	344							
23	23	89	89	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	345							
23	23	179/2	179/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	346							
23	23	90	90	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	347							
23	23	181/2	181/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	348							
23	23	91	91	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	349							
23	23	183/2	183/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	350							
23	23	88	88	0.25	0	0	Chord	4/4	1	2	1/16		1/16	1	351							
23	23	353/4	353/4	0.25	1/16	1/16	Chord	4/4	1	2	1/16		1/16	1	352							
23	23	177/2	177/2	0.25	1/8	1/8	Chord	4/4	1	2	1/16		1/16	1	353							
23	23	355/4	355/4	0.25	3/16	3/16	Chord	4/4	1	2	1/16		1/16	1	354							
23	23	89	89	0.25	1/4	1/4	Chord	4/4	1	2	1/16		1/16	1	355							
23	23	357/4	357/4	0.25	5/16	5/16	Chord	4/4	1	2	1/16		1/16	1	356							
23	23	179/2	179/2	0.25	3/8	3/8	Chord	4/4	1	2	1/16		1/16	1	357							
23	23	359/4	359/4	0.25	7/16	7/16	Chord	4/4	1	2	1/16		1/16	1	358							
23	23	90	90	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	359							
23	23	361/4	361/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	360							
23	23	181/2	181/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	361							
23	23	363/4	363/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	362							
23	23	91	91	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	363							
23	23	365/4	365/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	364							
23	23	183/2	183/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	365							
23	23	367/4	367/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	366							
24	24	92	92	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	367							
24	24	93	93	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	368							
24	24	187/2	187/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	369							
24	24	94	94	0.75	1/2	1/2	Chord	4/4	1	1	3/16		1/8	3/2	370	ornamentTrill						
24	24	379/4	379/4	0.125	11/16	11/16	Chord	4/4	1	1	1/32		1/32	1	371							
24	24	759/8	759/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32		1/32	1	372							
24	24	95	95	0.75	3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	373	ornamentTrill						
24	24	383/4	383/4	0.125	15/16	15/16	Chord	4/4	1	1	1/32		1/32	1	374							
24	24	767/8	767/8	0.125	31/32	31/32	Chord	4/4	1	1	1/32		1/32	1	375							
24	24	92	92	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	376							
24	24	369/4	369/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	377							
24	24	185/2	185/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	378							
24	24	371/4	371/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	379							
24	24	93	93	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	380							
24	24	187/2	187/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	381							
24	24	94	94	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	382							
24	24	95	95	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	383							
25	25	96	96	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	384							
25	25	385/4	385/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	385							
25	25	193/2	193/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	386							
25	25	387/4	387/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	387							
25	25	97	97	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	388							
25	25	195/2	195/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	389							
25	25	98	98	0.75	1/2	1/2	Chord	4/4	1	1	3/16		1/8	3/2	390	ornamentTrill						
25	25	395/4	395/4	0.125	11/16	11/16	Chord	4/4	1	1	1/32		1/32	1	391							
25	25	791/8	791/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32		1/32	1	392							
25	25	99	99	0.75	3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	393	ornamentTrill						
25	25	399/4	399/4	0.125	15/16	15/16	Chord	4/4	1	1	1/32		1/32	1	394							
25	25	799/8	799/8	0.125	31/32	31/32	Chord	4/4	1	1	1/32		1/32	1	395							
25	25	96	96	1.5	0	0	Chord	4/4	2	1	3/8		1/4	3/2	396							
25	25	195/2	195/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	397							
25	25	98	98	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	398							
25	25	99	99	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	399							
25	25	96	96	1.5	0	0	Chord	4/4	2	2	3/8		1/4	3/2	400							
25	25	195/2	195/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8		1/8	1	401							
25	25	98	98	1.0	1/2	1/2	Chord	4/4	2	2	1/4		1/4	1	402							
25	25	99	99	1.0	3/4	3/4	Chord	4/4	2	2	1/4		1/4	1	403							
26	26	100	100	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	404							
26	26	401/4	401/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	405							
26	26	201/2	201/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	406							
26	26	403/4	403/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	407							
26	26	101	101	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	408							
26	26	203/2	203/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	409							
26	26	102	102	0.75	1/2	1/2	Chord	4/4	1	1	3/16		1/8	3/2	410	ornamentTrill						
26	26	411/4	411/4	0.125	11/16	11/16	Chord	4/4	1	1	1/32		1/32	1	411							
26	26	823/8	823/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32		1/32	1	412							
26	26	103	103	0.75	3/4	3/4	Chord	4/4	1	1	3/16		1/8	3/2	413	ornamentTrill						
26	26	415/4	415/4	0.125	15/16	15/16	Chord	4/4	1	1	1/32		1/32	1	414							
26	26	831/8	831/8	0.125	31/32	31/32	Chord	4/4	1	1	1/32		1/32	1	415							
26	26	100	100	1.5	0	0	Chord	4/4	2	1	3/8		1/4	3/2	416							
26	26	203/2	203/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	417							
26	26	102	102	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	418							
26	26	103	103	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	419							
26	26	100	100	1.5	0	0	Chord	4/4	2	2	3/8		1/4	3/2	420							
26	26	203/2	203/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8		1/8	1	421							
27	27	104	104	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	422							
27	27	417/4	417/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	423							
27	27	209/2	209/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	424							
27	27	419/4	419/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	425							
27	27	105	105	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	426							
27	27	421/4	421/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	427							
27	27	211/2	211/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	428							
27	27	423/4	423/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	429							
27	27	106	106	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	430							
27	27	425/4	425/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	431							
27	27	213/2	213/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	432							
27	27	427/4	427/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	433							
27	27	107	107	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	434							
27	27	429/4	429/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	435							
27	27	215/2	215/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	436							
27	27	431/4	431/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	437							
27	27	104	104	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	438							
28	28	108	108	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	439							
28	28	109	109	1.0	1/4	1/4	Chord	4/4	1	1	1/4		1/4	1	440							
28	28	110	110	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	441							
28	28	433/4	433/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	442							
28	28	217/2	217/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	443							
28	28	435/4	435/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	444							
28	28	109	109	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	445							
28	28	437/4	437/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	446							
28	28	219/2	219/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	447							
28	28	439/4	439/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	448							
28	28	110	110	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	449							
