mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
1	1	0	0	0.0	0	0	StaffText	3/8	1	1	0						Allegro						
1	1	0	0	0.0	0	0	Tempo	3/8	1	1	0							𝅘𝅥.=84	126.0	𝅘𝅥.	84.0	0.0	
1	1	0	0	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	0								
1	1	1/4	1/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	1								
1	1	1/2	1/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	2								
1	1	3/4	3/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	3								
1	1	1	1	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	4								
1	1	5/4	5/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	5								
2	2	3/2	3/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	6								
2	2	7/4	7/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	7								
2	2	2	2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	8								
2	2	9/4	9/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	9								
2	2	5/2	5/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	10								
2	2	11/4	11/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	11								
3	3	3	3	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	12	ornamentTrill							
3	3	3	3	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	13								
3	3	13/4	13/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	14								
3	3	7/2	7/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	15								
3	3	15/4	15/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	16								
3	3	4	4	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	17								
3	3	17/4	17/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	18								
4	4	9/2	9/2	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	19	ornamentTrill							
4	4	9/2	9/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	20								
4	4	19/4	19/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	21								
4	4	5	5	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	22								
4	4	21/4	21/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	23								
4	4	11/2	11/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	24								
4	4	23/4	23/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	25								
5	5	6	6	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	26								
5	5	25/4	25/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	27								
5	5	13/2	13/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	28								
5	5	27/4	27/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	29								
5	5	7	7	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	30								
5	5	29/4	29/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	31								
5	5	6	6	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	32								
6	6	15/2	15/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	33								
6	6	31/4	31/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	34								
6	6	8	8	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	35								
6	6	33/4	33/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	36								
6	6	17/2	17/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	37								
6	6	35/4	35/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	38								
6	6	15/2	15/2	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	39								
7	7	9	9	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	40								
7	7	37/4	37/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	41								
7	7	19/2	19/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	42								
7	7	39/4	39/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	43								
7	7	10	10	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	44								
7	7	41/4	41/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	45								
7	7	9	9	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	46	ornamentTrill							
8	8	21/2	21/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	47								
8	8	43/4	43/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	48								
8	8	11	11	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	49								
8	8	45/4	45/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	50								
8	8	23/2	23/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	51								
8	8	47/4	47/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	52								
8	8	21/2	21/2	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	53	ornamentTrill							
9	9	12	12	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	54								
10	10	27/2	27/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	55								
10	10	14	14	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	56								
10	10	29/2	29/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	57								
10	10	27/2	27/2	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	58								
11	11	15	15	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	59	ornamentTrill							
11	11	31/2	31/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	60								
11	11	16	16	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	61								
11	11	15	15	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	62								
12	12	33/2	33/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	63								
12	12	17	17	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	64								
12	12	35/2	35/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	65								
12	12	33/2	33/2	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	66								
13	13	18	18	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	67	ornamentTrill							
13	13	37/2	37/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	68								
13	13	19	19	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	69								
13	13	18	18	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	70								
14	14	39/2	39/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	71								
14	14	20	20	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	72								
14	14	41/2	41/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	73								
14	14	39/2	39/2	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	74								
15	15	21	21	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	75	ornamentTrill							
15	15	43/2	43/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	76								
15	15	22	22	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	77								
15	15	21	21	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	78								
16	16	45/2	45/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	79								
16	16	23	23	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	80								
16	16	47/2	47/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	81								
16	16	45/2	45/2	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	82								
17	17	24	24	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	83	ornamentTrill							
17	17	49/2	49/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	84								
17	17	25	25	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	85								
17	17	24	24	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	86								
17	17	25	25	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	87								
18	18	51/2	51/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	88								
18	18	26	26	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	89								
18	18	53/2	53/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	90								
18	18	51/2	51/2	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	91								
19	19	27	27	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	92	ornamentTrill							
19	19	55/2	55/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	93								
19	19	28	28	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	94								
