mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	staff_text	slur
6	6	47/3	47/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12	1/8	2/3	32			
6	6	16	16	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	33			1
6	6	17	17	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	34			
6	6	15	15	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	35			
6	6	16	16	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	36			
6	6	17	17	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	37			
7	7	18	18	0.3333333333333333	0	0	Chord	3/4	1	1	1/12	1/8	2/3	38			
7	7	55/3	55/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12	1/8	2/3	39			
7	7	56/3	56/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12	1/8	2/3	40			
7	7	19	19	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	41			
7	7	20	20	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	42			
7	7	19	19	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	43			
7	7	20	20	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	44			
8	8	21	21	0.3333333333333333	0	0	Chord	3/4	1	1	1/12	1/8	2/3	45			
8	8	64/3	64/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12	1/8	2/3	46			
8	8	65/3	65/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12	1/8	2/3	47			
8	8	22	22	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	48			
8	8	23	23	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	49			
8	8	22	22	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	50			
8	8	23	23	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	51			
9	9	24	24	0.3333333333333333	0	0	Chord	3/4	1	1	1/12	1/8	2/3	52			
9	9	73/3	73/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12	1/8	2/3	53			
9	9	74/3	74/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12	1/8	2/3	54			
9	9	25	25	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	55			
9	9	26	26	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	56			
9	9	24	24	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	57			
9	9	25	25	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	58			
9	9	26	26	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	59			
9	9	24	24	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	60			
10	10	27	27	0.3333333333333333	0	0	Chord	3/4	1	1	1/12	1/8	2/3	61			
10	10	82/3	82/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12	1/8	2/3	62			
10	10	83/3	83/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12	1/8	2/3	63			
10	10	28	28	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	64			
10	10	29	29	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	65			
10	10	27	27	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	66			
10	10	28	28	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	67			
10	10	29	29	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	68			
10	10	27	27	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	69			
11	11	30	30	0.3333333333333333	0	0	Chord	3/4	1	1	1/12	1/8	2/3	70			
11	11	91/3	91/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12	1/8	2/3	71			
11	11	92/3	92/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12	1/8	2/3	72			
11	11	31	31	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	73			
11	11	32	32	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	74			
11	11	31	31	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	75			
11	11	32	32	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	76			
11	11	30	30	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	77			
12	12	33	33	0.3333333333333333	0	0	Chord	3/4	1	1	1/12	1/8	2/3	78			
12	12	100/3	100/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12	1/8	2/3	79			
12	12	101/3	101/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12	1/8	2/3	80			
12	12	34	34	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	81			
12	12	35	35	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	82			
12	12	34	34	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	83			
12	12	35	35	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	84			
12	12	33	33	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	85			
13	13	36	36	0.3333333333333333	0	0	Chord	3/4	1	1	1/12	1/8	2/3	86			2
13	13	109/3	109/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12	1/8	2/3	87			2
13	13	110/3	110/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12	1/8	2/3	88			
13	13	37	37	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	89			
13	13	38	38	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	90			
13	13	36	36	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	91			
13	13	37	37	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	92			
13	13	38	38	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	93			
13	13	36	36	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	94			
14	14	39	39	0.3333333333333333	0	0	Chord	3/4	1	1	1/12	1/8	2/3	95			
14	14	118/3	118/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12	1/8	2/3	96			
14	14	119/3	119/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12	1/8	2/3	97			
14	14	40	40	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	98			
14	14	41	41	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	99			
14	14	40	40	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	100			
14	14	41	41	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	101			
14	14	39	39	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	102			
15	15	42	42	0.3333333333333333	0	0	Chord	3/4	1	1	1/12	1/8	2/3	103			
15	15	127/3	127/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12	1/8	2/3	104			
15	15	128/3	128/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12	1/8	2/3	105			
15	15	43	43	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12	1/8	2/3	106			
15	15	130/3	130/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12	1/8	2/3	107			
15	15	131/3	131/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12	1/8	2/3	108			
15	15	44	44	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12	1/8	2/3	109			
15	15	133/3	133/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12	1/8	2/3	110			
15	15	134/3	134/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12	1/8	2/3	111			
15	15	42	42	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	112			
15	15	42	42	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	113			
16	16	45	45	0.3333333333333333	0	0	Chord	3/4	1	1	1/12	1/8	2/3	114			
16	16	136/3	136/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12	1/8	2/3	115			
16	16	137/3	137/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12	1/8	2/3	116			
16	16	46	46	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12	1/8	2/3	117			
16	16	139/3	139/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12	1/8	2/3	118			
16	16	140/3	140/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12	1/8	2/3	119			
16	16	47	47	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12	1/8	2/3	120			
16	16	142/3	142/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12	1/8	2/3	121			
16	16	143/3	143/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12	1/8	2/3	122			
17	17	48	48	0.3333333333333333	0	0	Chord	3/4	2	1	1/12	1/8	2/3	123			
17	17	145/3	145/3	0.3333333333333333	1/12	1/12	Chord	3/4	2	1	1/12	1/8	2/3	124			
17	17	146/3	146/3	0.3333333333333333	1/6	1/6	Chord	3/4	2	1	1/12	1/8	2/3	125			
17	17	49	49	0.3333333333333333	1/4	1/4	Chord	3/4	2	1	1/12	1/8	2/3	126			
17	17	148/3	148/3	0.3333333333333333	1/3	1/3	Chord	3/4	2	1	1/12	1/8	2/3	127			
17	17	149/3	149/3	0.3333333333333333	5/12	5/12	Chord	3/4	2	1	1/12	1/8	2/3	128			
17	17	50	50	0.3333333333333333	1/2	1/2	Chord	3/4	2	1	1/12	1/8	2/3	129			
17	17	151/3	151/3	0.3333333333333333	7/12	7/12	Chord	3/4	2	1	1/12	1/8	2/3	130			
17	17	152/3	152/3	0.3333333333333333	2/3	2/3	Chord	3/4	2	1	1/12	1/8	2/3	131			
18	18	51	51	1.5	0	0	Chord	3/4	1	1	3/8	1/4	3/2	132			
18	18	105/2	105/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	133			
18	18	211/4	211/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	134			
18	18	53	53	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12	1/8	2/3	135			3
18	18	160/3	160/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12	1/8	2/3	136			3
18	18	161/3	161/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12	1/8	2/3	137			
18	18	51	51	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	138			
18	18	52	52	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	139			
18	18	53	53	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	140			
19	19	54	54	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	141			
19	19	109/2	109/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	142			
19	19	55	55	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	143			
19	19	56	56	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	144			
19	19	54	54	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	145			
19	19	55	55	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	146			
19	19	56	56	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	147			
20	20	57	57	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	148			
20	20	57	57	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	149			
21	21	60	60	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	150			
21	21	61	61	1.5	1/4	1/4	Chord	3/4	1	1	3/8	1/4	3/2	151	ornamentTrill		
21	21	125/2	125/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	152			
21	21	251/4	251/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	153			
21	21	60	60	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	154			
21	21	62	62	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	155			
22	22	63	63	0.3333333333333333	0	0	Chord	3/4	1	1	1/12	1/8	2/3	156			
22	22	190/3	190/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12	1/8	2/3	157			
22	22	191/3	191/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12	1/8	2/3	158			
22	22	64	64	2.0	1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	159			
22	22	63	63	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	160			
22	22	65	65	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	161			
23	23	66	66	0.3333333333333333	0	0	Chord	3/4	1	1	1/12	1/8	2/3	162			
23	23	199/3	199/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12	1/8	2/3	163			
23	23	200/3	200/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12	1/8	2/3	164			
23	23	67	67	2.0	1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	165			
23	23	66	66	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	166			
23	23	68	68	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	167			
24	24	69	69	0.3333333333333333	0	0	Chord	3/4	1	1	1/12	1/8	2/3	168			
24	24	208/3	208/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12	1/8	2/3	169			
24	24	209/3	209/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12	1/8	2/3	170			
24	24	70	70	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	171			
24	24	71	71	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	172			
24	24	69	69	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	173			
24	24	70	70	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	174			
24	24	71	71	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	175			
25	25	72	72	0.3333333333333333	0	0	Chord	3/4	1	1	1/12	1/8	2/3	176			
25	25	217/3	217/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12	1/8	2/3	177			
25	25	218/3	218/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12	1/8	2/3	178			
25	25	73	73	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	179			
25	25	74	74	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	180			
25	25	73	73	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	181			
25	25	74	74	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	182			
26	26	75	75	0.3333333333333333	0	0	Chord	3/4	1	1	1/12	1/8	2/3	183			
26	26	226/3	226/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12	1/8	2/3	184			
26	26	227/3	227/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12	1/8	2/3	185			
26	26	76	76	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	186			
26	26	77	77	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	187			
26	26	76	76	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	188			
26	26	77	77	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	189			
27	27	78	78	0.3333333333333333	0	0	Chord	3/4	1	1	1/12	1/8	2/3	190			
27	27	235/3	235/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12	1/8	2/3	191			
27	27	236/3	236/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12	1/8	2/3	192			
27	27	79	79	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	193			
27	27	80	80	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	194			
27	27	79	79	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	195			
27	27	80	80	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	196			
28	28	81	81	0.3333333333333333	0	0	Chord	3/4	1	1	1/12	1/8	2/3	197			
28	28	244/3	244/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12	1/8	2/3	198			
28	28	245/3	245/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12	1/8	2/3	199			
28	28	82	82	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12	1/8	2/3	200			
28	28	247/3	247/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12	1/8	2/3	201			
28	28	248/3	248/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12	1/8	2/3	202			
28	28	83	83	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12	1/8	2/3	203			
28	28	250/3	250/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12	1/8	2/3	204			
28	28	251/3	251/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12	1/8	2/3	205			
28	28	81	81	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	206			
28	28	83	83	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	207			
29	29	84	84	0.3333333333333333	0	0	Chord	3/4	1	1	1/12	1/8	2/3	208			
29	29	253/3	253/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12	1/8	2/3	209			
29	29	254/3	254/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12	1/8	2/3	210			
29	29	85	85	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12	1/8	2/3	211			
29	29	256/3	256/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12	1/8	2/3	212			
29	29	257/3	257/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12	1/8	2/3	213			
29	29	86	86	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12	1/8	2/3	214			
29	29	259/3	259/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12	1/8	2/3	215			
29	29	260/3	260/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12	1/8	2/3	216			
29	29	84	84	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	217			
30	30	87	87	1.5	0	0	Chord	3/4	1	1	3/8	1/4	3/2	218			
30	30	177/2	177/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	219			
30	30	355/4	355/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	220			
30	30	89	89	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12	1/8	2/3	221			
30	30	268/3	268/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12	1/8	2/3	222			
30	30	269/3	269/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12	1/8	2/3	223			
30	30	87	87	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	224			
30	30	88	88	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	225			
30	30	89	89	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	226			
31	31	90	90	0.3333333333333333	0	0	Chord	3/4	1	1	1/12	1/8	2/3	227			
31	31	271/3	271/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12	1/8	2/3	228			
31	31	272/3	272/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12	1/8	2/3	229			
31	31	91	91	0.3333333333333333	1/4	1/4	Chord	3/4	1	1	1/12	1/8	2/3	230			
31	31	274/3	274/3	0.3333333333333333	1/3	1/3	Chord	3/4	1	1	1/12	1/8	2/3	231			
31	31	275/3	275/3	0.3333333333333333	5/12	5/12	Chord	3/4	1	1	1/12	1/8	2/3	232			
31	31	92	92	0.3333333333333333	1/2	1/2	Chord	3/4	1	1	1/12	1/8	2/3	233			
31	31	277/3	277/3	0.3333333333333333	7/12	7/12	Chord	3/4	1	1	1/12	1/8	2/3	234			
31	31	278/3	278/3	0.3333333333333333	2/3	2/3	Chord	3/4	1	1	1/12	1/8	2/3	235			
31	31	90	90	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	236			
31	31	91	91	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	237			
31	31	92	92	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	238			
32	32	93	93	0.3333333333333333	0	0	Chord	3/4	1	1	1/12	1/8	2/3	239			
32	32	280/3	280/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12	1/8	2/3	240			
32	32	281/3	281/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12	1/8	2/3	241			
32	32	94	94	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	242			
32	32	95	95	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	243			
32	32	93	93	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	244			
32	32	94	94	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	245			
32	32	95	95	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	246			
32	32	93	93	2.0	0	0	Chord	3/4	2	2	1/2	1/2	1	247			
32	32	95	95	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	248			
33	33	96	96	0.3333333333333333	0	0	Chord	3/4	1	1	1/12	1/8	2/3	249			
33	33	289/3	289/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12	1/8	2/3	250			
33	33	290/3	290/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12	1/8	2/3	251			
33	33	97	97	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	252			
33	33	98	98	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	253			
33	33	96	96	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	254			
33	33	97	97	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	255			
33	33	98	98	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	256			
33	33	96	96	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	257			
34	34	99	99	0.3333333333333333	0	0	Chord	3/4	1	1	1/12	1/8	2/3	258			
34	34	298/3	298/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12	1/8	2/3	259			
34	34	299/3	299/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12	1/8	2/3	260			
34	34	100	100	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	261			
34	34	101	101	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	262			
34	34	100	100	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	263			
34	34	101	101	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	264			
34	34	99	99	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	265			
35	35	102	102	0.3333333333333333	0	0	Chord	3/4	1	1	1/12	1/8	2/3	266			
35	35	307/3	307/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12	1/8	2/3	267			
35	35	308/3	308/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12	1/8	2/3	268			
35	35	103	103	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	269			
35	35	104	104	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	270			
35	35	103	103	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	271			
35	35	104	104	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	272			
35	35	102	102	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	273			
36	36	105	105	0.3333333333333333	0	0	Chord	3/4	1	1	1/12	1/8	2/3	274			
36	36	316/3	316/3	0.3333333333333333	1/12	1/12	Chord	3/4	1	1	1/12	1/8	2/3	275			
36	36	317/3	317/3	0.3333333333333333	1/6	1/6	Chord	3/4	1	1	1/12	1/8	2/3	276			
36	36	106	106	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	277			
36	36	107	107	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	278			
36	36	106	106	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	279			
36	36	107	107	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	280			
36	36	105	105	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	281			
