mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	staff_text
30	28	221/2	221/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	584	
30	28	111	111	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	585	
30	28	225/2	225/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	586	
31	29	113	113	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	587	
31	29	453/4	453/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	588	
31	29	227/2	227/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	589	
31	29	455/4	455/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	590	
31	29	114	114	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	591	
31	29	457/4	457/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	592	
31	29	229/2	229/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	593	
31	29	459/4	459/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	594	
31	29	115	115	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	595	
31	29	461/4	461/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	596	
31	29	231/2	231/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	597	
31	29	463/4	463/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	598	
31	29	116	116	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	599	
31	29	233/2	233/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	600	
31	29	113	113	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	601	
31	29	227/2	227/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	602	
31	29	114	114	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	603	
31	29	229/2	229/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	604	
31	29	115	115	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	605	
31	29	465/4	465/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	606	
31	29	233/2	233/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	607	
31	29	467/4	467/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	608	
31	29	113	113	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	609	
31	29	229/2	229/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	610	
32	30	117	117	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	611	
32	30	469/4	469/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	612	
32	30	235/2	235/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	613	
32	30	471/4	471/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	614	
32	30	118	118	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	615	
32	30	117	117	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	616	
32	30	473/4	473/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	617	
32	30	237/2	237/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	618	
32	30	475/4	475/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	619	
32	30	119	119	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	620	
32	30	239/2	239/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	621	
32	30	120	120	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	622	
32	30	241/2	241/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	623	
32	30	477/4	477/4	0.25	9/16	9/16	Chord	4/4	2	2	1/16	1/16	1	624	
32	30	479/4	479/4	0.25	11/16	11/16	Chord	4/4	2	2	1/16	1/16	1	625	
32	30	481/4	481/4	0.25	13/16	13/16	Chord	4/4	2	2	1/16	1/16	1	626	
32	30	483/4	483/4	0.25	15/16	15/16	Chord	4/4	2	2	1/16	1/16	1	627	
33	31	247/2	247/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	628	
33	31	249/2	249/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	629	
33	31	121	121	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	630	
33	31	243/2	243/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	631	
33	31	122	122	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	632	
33	31	245/2	245/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	633	
33	31	123	123	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	634	
33	31	124	124	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	635	
33	31	485/4	485/4	0.25	1/16	1/16	Chord	4/4	2	2	1/16	1/16	1	636	
33	31	487/4	487/4	0.25	3/16	3/16	Chord	4/4	2	2	1/16	1/16	1	637	
33	31	489/4	489/4	0.25	5/16	5/16	Chord	4/4	2	2	1/16	1/16	1	638	
33	31	491/4	491/4	0.25	7/16	7/16	Chord	4/4	2	2	1/16	1/16	1	639	
34	32	125	125	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	640	
34	32	501/4	501/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	641	
34	32	251/2	251/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	642	
34	32	503/4	503/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	643	
34	32	126	126	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	644	
34	32	505/4	505/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	645	
34	32	253/2	253/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	646	
34	32	507/4	507/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	647	
34	32	127	127	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	648	
34	32	509/4	509/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	649	
34	32	255/2	255/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	650	
34	32	511/4	511/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	651	
34	32	128	128	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	652	
34	32	513/4	513/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	653	
34	32	257/2	257/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	654	
34	32	515/4	515/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	655	
34	32	253/2	253/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	656	
34	32	127	127	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	657	
34	32	257/2	257/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	658	
35	33	129	129	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	659	
35	33	517/4	517/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	660	
35	33	259/2	259/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	661	
35	33	519/4	519/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	662	
35	33	130	130	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	663	
35	33	521/4	521/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	664	
35	33	261/2	261/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	665	
35	33	523/4	523/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	666	
35	33	131	131	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	667	
35	33	525/4	525/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	668	
35	33	263/2	263/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	669	
35	33	527/4	527/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	670	
35	33	132	132	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	671	
35	33	265/2	265/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	672	
35	33	129	129	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	673	
35	33	259/2	259/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	674	
35	33	130	130	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	675	
35	33	261/2	261/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	676	
35	33	131	131	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	677	
35	33	529/4	529/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	678	
35	33	265/2	265/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	679	
35	33	531/4	531/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	680	
35	33	129	129	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	681	
35	33	261/2	261/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	682	
36	34	133	133	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	683	
36	34	533/4	533/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	684	
36	34	267/2	267/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	685	
36	34	535/4	535/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	686	
36	34	134	134	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	687	
36	34	269/2	269/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	688	
36	34	135	135	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	689	
36	34	541/4	541/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	690	
36	34	271/2	271/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	691	
36	34	543/4	543/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	692	
36	34	136	136	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	693	
36	34	545/4	545/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	694	
36	34	273/2	273/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	695	
36	34	547/4	547/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	696	
36	34	133	133	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	697	
36	34	537/4	537/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	698	
36	34	269/2	269/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	699	
36	34	539/4	539/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	700	
36	34	135	135	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	701	
36	34	271/2	271/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	702	
36	34	136	136	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	703	
36	34	273/2	273/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	704	
37	35	137	137	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	705	
37	35	549/4	549/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	706	
37	35	275/2	275/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	707	
37	35	551/4	551/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	708	
37	35	138	138	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	709	
37	35	553/4	553/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	710	
37	35	277/2	277/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	711	
37	35	555/4	555/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	712	
37	35	139	139	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	713	
37	35	557/4	557/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	714	
37	35	279/2	279/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	715	
37	35	559/4	559/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	716	
37	35	140	140	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	717	
37	35	561/4	561/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	718	
37	35	281/2	281/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	719	
37	35	563/4	563/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	720	
37	35	137	137	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	721	
37	35	275/2	275/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	722	
37	35	138	138	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	723	
37	35	277/2	277/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	724	
37	35	139	139	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	725	
37	35	279/2	279/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	726	
37	35	140	140	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	727	
37	35	281/2	281/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	728	
38	36	141	141	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	729	
38	36	565/4	565/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	730	
38	36	283/2	283/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	731	
38	36	567/4	567/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	732	
38	36	142	142	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	733	
38	36	569/4	569/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	734	
38	36	285/2	285/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	735	
38	36	571/4	571/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	736	
38	36	143	143	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	737	
38	36	573/4	573/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	738	
38	36	287/2	287/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	739	
38	36	575/4	575/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	740	
38	36	144	144	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	741	
38	36	289/2	289/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	742	
38	36	141	141	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	743	
38	36	283/2	283/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	744	
38	36	142	142	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	745	
38	36	285/2	285/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	746	
38	36	143	143	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	747	
38	36	289/2	289/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	748	
39	37	145	145	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	749	
39	37	581/4	581/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	750	
39	37	291/2	291/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	751	
39	37	583/4	583/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	752	
39	37	146	146	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	753	
39	37	293/2	293/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	754	
39	37	147	147	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	755	
39	37	589/4	589/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	756	
39	37	295/2	295/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	757	
39	37	591/4	591/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	758	
39	37	148	148	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	759	
39	37	297/2	297/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	760	
39	37	145	145	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	761	
39	37	293/2	293/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	762	
39	37	147	147	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	763	
39	37	297/2	297/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	764	
40	38	149	149	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	765	
40	38	299/2	299/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	766	
40	38	150	150	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	767	
40	38	301/2	301/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	768	
40	38	151	151	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	769	
40	38	303/2	303/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	770	
40	38	152	152	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	771	
40	38	305/2	305/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	772	
40	38	597/4	597/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	773	
40	38	299/2	299/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	774	
40	38	599/4	599/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	775	
40	38	150	150	0.25	1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	776	
40	38	601/4	601/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	777	
40	38	301/2	301/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	778	
40	38	603/4	603/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	779	
40	38	151	151	0.25	1/2	1/2	Chord	4/4	2	1	1/16	1/16	1	780	
40	38	605/4	605/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16	1/16	1	781	
40	38	303/2	303/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	782	
40	38	607/4	607/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	783	
40	38	152	152	0.25	3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	784	
40	38	609/4	609/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	785	
40	38	305/2	305/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	786	
40	38	611/4	611/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	787	
41	39	153	153	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	788	
41	39	307/2	307/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	789	
41	39	154	154	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	790	
41	39	309/2	309/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	791	
41	39	155	155	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	792	
41	39	311/2	311/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	793	
41	39	156	156	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	794	
41	39	313/2	313/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	795	
41	39	153	153	0.25	0	0	Chord	4/4	2	1	1/16	1/16	1	796	
41	39	613/4	613/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	797	
41	39	307/2	307/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	798	
41	39	615/4	615/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	799	
41	39	154	154	0.25	1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	800	
41	39	617/4	617/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	801	
41	39	309/2	309/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	802	
41	39	619/4	619/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	803	
41	39	155	155	0.25	1/2	1/2	Chord	4/4	2	1	1/16	1/16	1	804	
41	39	621/4	621/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16	1/16	1	805	
41	39	311/2	311/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	806	
41	39	623/4	623/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	807	
41	39	156	156	0.25	3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	808	
41	39	625/4	625/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	809	
41	39	313/2	313/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	810	
41	39	627/4	627/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	811	
42	40	157	157	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	812	
42	40	629/4	629/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	813	
42	40	315/2	315/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	814	
42	40	631/4	631/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	815	
42	40	158	158	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	816	
42	40	633/4	633/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	817	
42	40	317/2	317/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	818	
42	40	635/4	635/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	819	
42	40	159	159	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	820	
42	40	637/4	637/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	821	
42	40	319/2	319/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	822	
42	40	639/4	639/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	823	
42	40	160	160	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	824	
42	40	641/4	641/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	825	
42	40	321/2	321/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	826	
42	40	643/4	643/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	827	
42	40	157	157	0.25	0	0	Chord	4/4	2	1	1/16	1/16	1	828	
42	40	629/4	629/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16	1/16	1	829	
42	40	315/2	315/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	830	
42	40	631/4	631/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	831	
42	40	158	158	0.25	1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	832	
42	40	633/4	633/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	833	
42	40	317/2	317/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	834	
42	40	635/4	635/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	835	
42	40	159	159	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	836	
42	40	319/2	319/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	837	
42	40	160	160	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	838	
42	40	321/2	321/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	839	
43	41	161	161	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	840	
43	41	645/4	645/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	841	
43	41	323/2	323/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	842	
43	41	647/4	647/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	843	
43	41	162	162	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	844	
43	41	649/4	649/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	845	
43	41	325/2	325/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	846	
43	41	651/4	651/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	847	
43	41	163	163	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	848	
43	41	653/4	653/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	849	
43	41	327/2	327/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	850	
43	41	655/4	655/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	851	
43	41	164	164	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	852	
43	41	657/4	657/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	853	
43	41	329/2	329/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	854	
43	41	659/4	659/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	855	
43	41	161	161	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	856	
43	41	323/2	323/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	857	
43	41	162	162	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	858	
43	41	325/2	325/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	859	
43	41	163	163	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	860	
43	41	327/2	327/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	861	
43	41	164	164	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	862	
44	42	165	165	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	863	
44	42	661/4	661/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	864	
44	42	331/2	331/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16	1/16	1	865	
44	42	663/4	663/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16	1/16	1	866	
44	42	166	166	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	867	
44	42	665/4	665/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	868	
44	42	333/2	333/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	869	
44	42	667/4	667/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	870	
44	42	167	167	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	871	
44	42	669/4	669/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	872	
44	42	335/2	335/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	873	
44	42	671/4	671/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	874	
44	42	168	168	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	875	
44	42	673/4	673/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	876	
