mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	staff_text	slur
2	2	21/2	21/2	0.5		9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	22			
2	2	11	11	0.5		5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	23			
2	2	23/2	23/2	0.5		11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	24			
2	2	15/2	15/2	0.5		3/8	3/8	Chord	12/8	2	1	1/8	1/8	1	25			
2	2	8	8	0.5		1/2	1/2	Chord	12/8	2	1	1/8	1/8	1	26			
2	2	17/2	17/2	0.5		5/8	5/8	Chord	12/8	2	1	1/8	1/8	1	27			
2	2	9	9	0.5		3/4	3/4	Chord	12/8	2	1	1/8	1/8	1	28			
2	2	21/2	21/2	0.5		9/8	9/8	Chord	12/8	2	1	1/8	1/8	1	29			
2	2	11	11	0.5		5/4	5/4	Chord	12/8	2	1	1/8	1/8	1	30			
2	2	23/2	23/2	0.5		11/8	11/8	Chord	12/8	2	1	1/8	1/8	1	31			
3	3	12	12	0.5		0	0	Chord	12/8	1	1	1/8	1/8	1	32			
3	3	25/2	25/2	0.25		1/8	1/8	Chord	12/8	1	1	1/16	1/16	1	33			
3	3	51/4	51/4	0.25		3/16	3/16	Chord	12/8	1	1	1/16	1/16	1	34			
3	3	13	13	0.25		1/4	1/4	Chord	12/8	1	1	1/16	1/16	1	35			
3	3	53/4	53/4	0.25		5/16	5/16	Chord	12/8	1	1	1/16	1/16	1	36			
3	3	27/2	27/2	0.5		3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	37			
3	3	14	14	0.5		1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	38			
3	3	29/2	29/2	0.5		5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	39			
3	3	15	15	0.5		3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	40			
3	3	31/2	31/2	0.25		7/8	7/8	Chord	12/8	1	1	1/16	1/16	1	41			
3	3	63/4	63/4	0.25		15/16	15/16	Chord	12/8	1	1	1/16	1/16	1	42			
3	3	16	16	0.25		1	1	Chord	12/8	1	1	1/16	1/16	1	43			
3	3	65/4	65/4	0.25		17/16	17/16	Chord	12/8	1	1	1/16	1/16	1	44			
3	3	33/2	33/2	0.5		9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	45			
3	3	17	17	0.5		5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	46			
3	3	35/2	35/2	0.5		11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	47			
3	3	12	12	0.5		0	0	Chord	12/8	2	1	1/8	1/8	1	48			
3	3	25/2	25/2	0.5		1/8	1/8	Chord	12/8	2	1	1/8	1/8	1	49			
3	3	13	13	0.5		1/4	1/4	Chord	12/8	2	1	1/8	1/8	1	50			
3	3	27/2	27/2	0.5		3/8	3/8	Chord	12/8	2	1	1/8	1/8	1	51			
3	3	14	14	0.5		1/2	1/2	Chord	12/8	2	1	1/8	1/8	1	52			
3	3	29/2	29/2	0.5		5/8	5/8	Chord	12/8	2	1	1/8	1/8	1	53			
3	3	15	15	0.5		3/4	3/4	Chord	12/8	2	1	1/8	1/8	1	54			
3	3	31/2	31/2	0.5		7/8	7/8	Chord	12/8	2	1	1/8	1/8	1	55			
3	3	16	16	0.5		1	1	Chord	12/8	2	1	1/8	1/8	1	56			
3	3	33/2	33/2	0.5		9/8	9/8	Chord	12/8	2	1	1/8	1/8	1	57			
3	3	17	17	0.5		5/4	5/4	Chord	12/8	2	1	1/8	1/8	1	58			
3	3	35/2	35/2	0.5		11/8	11/8	Chord	12/8	2	1	1/8	1/8	1	59			
4	4	18	18	1.5		0	0	Chord	12/8	1	1	3/8	1/4	3/2	60			
4	4	39/2	39/2	1.0		3/8	3/8	Chord	12/8	1	1	1/4	1/4	1	61			
4	4	41/2	41/2	0.5		5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	62			
4	4	21	21	0.5		3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	63			
4	4	43/2	43/2	0.5		7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	64			
4	4	22	22	0.5		1	1	Chord	12/8	1	1	1/8	1/8	1	65			
4	4	45/2	45/2	1.0		9/8	9/8	Chord	12/8	1	1	1/4	1/4	1	66			
4	4	47/2	47/2	0.5		11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	67			
4	4	18	18	0.5		0	0	Chord	12/8	2	1	1/8	1/8	1	68			
4	4	37/2	37/2	0.5		1/8	1/8	Chord	12/8	2	1	1/8	1/8	1	69			
4	4	19	19	0.5		1/4	1/4	Chord	12/8	2	1	1/8	1/8	1	70			
4	4	39/2	39/2	0.5		3/8	3/8	Chord	12/8	2	1	1/8	1/8	1	71			
4	4	20	20	0.5		1/2	1/2	Chord	12/8	2	1	1/8	1/8	1	72			
4	4	41/2	41/2	0.5		5/8	5/8	Chord	12/8	2	1	1/8	1/8	1	73			
4	4	43/2	43/2	0.5		7/8	7/8	Chord	12/8	2	1	1/8	1/8	1	74			
4	4	22	22	0.5		1	1	Chord	12/8	2	1	1/8	1/8	1	75			
4	4	45/2	45/2	0.5		9/8	9/8	Chord	12/8	2	1	1/8	1/8	1	76			
4	4	23	23	0.5		5/4	5/4	Chord	12/8	2	1	1/8	1/8	1	77			
4	4	47/2	47/2	0.5		11/8	11/8	Chord	12/8	2	1	1/8	1/8	1	78			
5	5	24	24	0.5		0	0	Chord	12/8	1	1	1/8	1/8	1	79			
5	5	49/2	49/2	0.5		1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	80			
5	5	25	25	0.5		1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	81			
5	5	51/2	51/2	1.0		3/8	3/8	Chord	12/8	1	1	1/4	1/4	1	82			
5	5	53/2	53/2	0.5		5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	83			
5	5	27	27	0.5		3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	84			
5	5	55/2	55/2	0.5		7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	85			
5	5	28	28	0.5		1	1	Chord	12/8	1	1	1/8	1/8	1	86			
5	5	57/2	57/2	0.5		9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	87			
5	5	29	29	0.25		5/4	5/4	Chord	12/8	1	1	1/16	1/16	1	88			
5	5	117/4	117/4	0.25		21/16	21/16	Chord	12/8	1	1	1/16	1/16	1	89			
5	5	59/2	59/2	0.25		11/8	11/8	Chord	12/8	1	1	1/16	1/16	1	90			
5	5	119/4	119/4	0.25		23/16	23/16	Chord	12/8	1	1	1/16	1/16	1	91			
5	5	27	27	1.5		3/4	3/4	Chord	12/8	1	2	3/8	1/4	3/2	92			
5	5	57/2	57/2	1.5		9/8	9/8	Chord	12/8	1	2	3/8	1/4	3/2	93			
5	5	49/2	49/2	0.5		1/8	1/8	Chord	12/8	2	1	1/8	1/8	1	94			
5	5	25	25	0.5		1/4	1/4	Chord	12/8	2	1	1/8	1/8	1	95			
5	5	51/2	51/2	0.5		3/8	3/8	Chord	12/8	2	1	1/8	1/8	1	96			
5	5	26	26	0.5		1/2	1/2	Chord	12/8	2	1	1/8	1/8	1	97			
5	5	53/2	53/2	0.5		5/8	5/8	Chord	12/8	2	1	1/8	1/8	1	98			
5	5	27	27	1.5		3/4	3/4	Chord	12/8	2	1	3/8	1/4	3/2	99			
5	5	57/2	57/2	1.5		9/8	9/8	Chord	12/8	2	1	3/8	1/4	3/2	100			
6	6	30	30	0.5		0	0	Chord	12/8	1	1	1/8	1/8	1	101			
6	6	61/2	61/2	0.5		1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	102			
6	6	31	31	0.5		1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	103			
6	6	63/2	63/2	0.5		3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	104			
6	6	32	32	0.5		1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	105			
6	6	65/2	65/2	0.5		5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	106			
6	6	33	33	1.5		3/4	3/4	Chord	12/8	1	1	3/8	1/4	3/2	107			
6	6	69/2	69/2	0.5		9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	108			
6	6	35	35	0.5		5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	109			
6	6	71/2	71/2	0.5		11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	110			
6	6	63/2	63/2	1.5		3/8	3/8	Chord	12/8	1	2	3/8	1/4	3/2	111			
6	6	33	33	3.0		3/4	3/4	Chord	12/8	1	2	3/4	1/2	3/2	112			
6	6	30	30	1.5		0	0	Chord	12/8	2	1	3/8	1/4	3/2	113			
6	6	63/2	63/2	1.5		3/8	3/8	Chord	12/8	2	1	3/8	1/4	3/2	114			
6	6	33	33	0.5		3/4	3/4	Chord	12/8	2	1	1/8	1/8	1	115			
6	6	67/2	67/2	0.5		7/8	7/8	Chord	12/8	2	1	1/8	1/8	1	116			
6	6	34	34	0.5		1	1	Chord	12/8	2	1	1/8	1/8	1	117			
6	6	69/2	69/2	0.5		9/8	9/8	Chord	12/8	2	1	1/8	1/8	1	118			
6	6	35	35	0.5		5/4	5/4	Chord	12/8	2	1	1/8	1/8	1	119			
6	6	71/2	71/2	0.5		11/8	11/8	Chord	12/8	2	1	1/8	1/8	1	120			
7	7	36	36	0.5		0	0	Chord	12/8	1	1	1/8	1/8	1	121			
7	7	73/2	73/2	0.5		1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	122			
7	7	37	37	0.5		1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	123			
7	7	75/2	75/2	0.5		3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	124			
7	7	38	38	0.5		1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	125			
7	7	77/2	77/2	0.5		5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	126			
7	7	39	39	1.5		3/4	3/4	Chord	12/8	1	1	3/8	1/4	3/2	127			
7	7	81/2	81/2	0.5		9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	128			
7	7	41	41	0.5		5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	129			
7	7	83/2	83/2	0.5		11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	130			
7	7	75/2	75/2	1.5		3/8	3/8	Chord	12/8	1	2	3/8	1/4	3/2	131			
7	7	39	39	3.0		3/4	3/4	Chord	12/8	1	2	3/4	1/2	3/2	132			
7	7	36	36	3.0		0	0	Chord	12/8	2	1	3/4	1/2	3/2	133			
7	7	39	39	0.5		3/4	3/4	Chord	12/8	2	1	1/8	1/8	1	134			
7	7	79/2	79/2	0.5		7/8	7/8	Chord	12/8	2	1	1/8	1/8	1	135			
7	7	40	40	0.5		1	1	Chord	12/8	2	1	1/8	1/8	1	136			
7	7	81/2	81/2	0.5		9/8	9/8	Chord	12/8	2	1	1/8	1/8	1	137			
7	7	41	41	0.5		5/4	5/4	Chord	12/8	2	1	1/8	1/8	1	138			
7	7	83/2	83/2	0.5		11/8	11/8	Chord	12/8	2	1	1/8	1/8	1	139			
8	8	42	42	0.5		0	0	Chord	12/8	1	1	1/8	1/8	1	140			
8	8	85/2	85/2	0.5		1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	141			
8	8	43	43	0.5		1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	142			
8	8	87/2	87/2	0.5		3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	143			
8	8	44	44	0.5		1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	144			
8	8	89/2	89/2	0.5		5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	145			
8	8	45	45	1.5		3/4	3/4	Chord	12/8	1	1	3/8	1/4	3/2	146			
8	8	93/2	93/2	0.5		9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	147			
8	8	47	47	0.5		5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	148			
8	8	95/2	95/2	0.5		11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	149			
8	8	87/2	87/2	1.5		3/8	3/8	Chord	12/8	1	2	3/8	1/4	3/2	150			
8	8	45	45	3.0		3/4	3/4	Chord	12/8	1	2	3/4	1/2	3/2	151			
8	8	42	42	3.0		0	0	Chord	12/8	2	1	3/4	1/2	3/2	152			
8	8	45	45	0.5		3/4	3/4	Chord	12/8	2	1	1/8	1/8	1	153			
8	8	91/2	91/2	0.5		7/8	7/8	Chord	12/8	2	1	1/8	1/8	1	154			
8	8	46	46	0.5		1	1	Chord	12/8	2	1	1/8	1/8	1	155			
8	8	93/2	93/2	0.5		9/8	9/8	Chord	12/8	2	1	1/8	1/8	1	156			
8	8	47	47	0.5		5/4	5/4	Chord	12/8	2	1	1/8	1/8	1	157			
8	8	95/2	95/2	0.5		11/8	11/8	Chord	12/8	2	1	1/8	1/8	1	158			
9	9	48	48	0.5		0	0	Chord	12/8	1	1	1/8	1/8	1	159			
9	9	97/2	97/2	0.5		1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	160			
9	9	49	49	0.5		1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	161			
9	9	99/2	99/2	0.5		3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	162			
9	9	50	50	0.5		1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	163			
9	9	101/2	101/2	0.5		5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	164			
9	9	51	51	1.5		3/4	3/4	Chord	12/8	1	1	3/8	1/4	3/2	165			
9	9	105/2	105/2	0.5		9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	166			
9	9	53	53	0.5		5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	167			
9	9	107/2	107/2	0.5		11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	168			
9	9	99/2	99/2	1.5		3/8	3/8	Chord	12/8	1	2	3/8	1/4	3/2	169			
9	9	51	51	3.0		3/4	3/4	Chord	12/8	1	2	3/4	1/2	3/2	170			
9	9	48	48	1.5		0	0	Chord	12/8	2	1	3/8	1/4	3/2	171			
9	9	99/2	99/2	0.5		3/8	3/8	Chord	12/8	2	1	1/8	1/8	1	172			
9	9	50	50	0.5		1/2	1/2	Chord	12/8	2	1	1/8	1/8	1	173			
9	9	101/2	101/2	0.5		5/8	5/8	Chord	12/8	2	1	1/8	1/8	1	174			
9	9	51	51	0.5		3/4	3/4	Chord	12/8	2	1	1/8	1/8	1	175			
9	9	103/2	103/2	0.5		7/8	7/8	Chord	12/8	2	1	1/8	1/8	1	176			
9	9	52	52	0.5		1	1	Chord	12/8	2	1	1/8	1/8	1	177			
9	9	105/2	105/2	0.5		9/8	9/8	Chord	12/8	2	1	1/8	1/8	1	178			
9	9	53	53	0.5		5/4	5/4	Chord	12/8	2	1	1/8	1/8	1	179			
9	9	107/2	107/2	0.5		11/8	11/8	Chord	12/8	2	1	1/8	1/8	1	180			
10	10	54	54	0.5		0	0	Chord	12/8	1	1	1/8	1/8	1	181			
10	10	109/2	109/2	0.5		1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	182			
10	10	55	55	0.5		1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	183			
10	10	111/2	111/2	0.5		3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	184			
10	10	56	56	0.5		1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	185			
10	10	113/2	113/2	0.5		5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	186			
10	10	57	57	1.5		3/4	3/4	Chord	12/8	1	1	3/8	1/4	3/2	187			
10	10	117/2	117/2	0.5		9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	188			
10	10	59	59	0.5		5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	189			
10	10	119/2	119/2	0.5		11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	190			
10	10	111/2	111/2	1.5		3/8	3/8	Chord	12/8	1	2	3/8	1/4	3/2	191			
10	10	57	57	3.0		3/4	3/4	Chord	12/8	1	2	3/4	1/2	3/2	192			
10	10	54	54	3.0		0	0	Chord	12/8	2	1	3/4	1/2	3/2	193			
10	10	57	57	0.5		3/4	3/4	Chord	12/8	2	1	1/8	1/8	1	194			
10	10	115/2	115/2	0.5		7/8	7/8	Chord	12/8	2	1	1/8	1/8	1	195			
10	10	58	58	0.5		1	1	Chord	12/8	2	1	1/8	1/8	1	196			
10	10	117/2	117/2	0.5		9/8	9/8	Chord	12/8	2	1	1/8	1/8	1	197			
10	10	59	59	0.5		5/4	5/4	Chord	12/8	2	1	1/8	1/8	1	198			
10	10	119/2	119/2	0.5		11/8	11/8	Chord	12/8	2	1	1/8	1/8	1	199			
11	11	60	60	0.5		0	0	Chord	12/8	1	1	1/8	1/8	1	200			
11	11	121/2	121/2	0.5		1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	201			
11	11	61	61	0.5		1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	202			
11	11	123/2	123/2	0.5		3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	203			
11	11	62	62	0.5		1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	204			
11	11	125/2	125/2	0.5		5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	205			
11	11	63	63	0.5		3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	206			
11	11	127/2	127/2	0.5		7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	207			
11	11	64	64	0.5		1	1	Chord	12/8	1	1	1/8	1/8	1	208			
11	11	129/2	129/2	0.5		9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	209			
11	11	65	65	0.5		5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	210			
11	11	131/2	131/2	0.5		11/8	11/8	Chord	12/8	1	1	1/8	1/8	1	211			
11	11	60	60	1.5		0	0	Chord	12/8	2	1	3/8	1/4	3/2	212			
11	11	123/2	123/2	1.5		3/8	3/8	Chord	12/8	2	1	3/8	1/4	3/2	213			
11	11	63	63	1.5		3/4	3/4	Chord	12/8	2	1	3/8	1/4	3/2	214			
11	11	129/2	129/2	1.5		9/8	9/8	Chord	12/8	2	1	3/8	1/4	3/2	215			
12	12	66	66	0.5		0	0	Chord	12/8	1	1	1/8	1/8	1	216			
12	12	133/2	133/2	0.5		1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	217			
12	12	67	67	0.5		1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	218			
12	12	66	66	1.5		0	0	Chord	12/8	2	1	3/8	1/4	3/2	219			
12	12	135/2	135/2	0.5		3/8	3/8	Chord	12/8	2	1	1/8	1/8	1	220			
12	12	68	68	0.5		1/2	1/2	Chord	12/8	2	1	1/8	1/8	1	221			
12	12	137/2	137/2	0.5		5/8	5/8	Chord	12/8	2	1	1/8	1/8	1	222			
12	12	69	69	0.5		3/4	3/4	Chord	12/8	2	1	1/8	1/8	1	223			
12	12	139/2	139/2	0.5		7/8	7/8	Chord	12/8	2	1	1/8	1/8	1	224			
12	12	70	70	0.5		1	1	Chord	12/8	2	1	1/8	1/8	1	225			
12	12	141/2	141/2	0.5		9/8	9/8	Chord	12/8	2	1	1/8	1/8	1	226			
12	12	71	71	0.5		5/4	5/4	Chord	12/8	2	1	1/8	1/8	1	227			
12	12	143/2	143/2	0.5		11/8	11/8	Chord	12/8	2	1	1/8	1/8	1	228			
13	13	145/2	145/2	0.5		1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	229			
13	13	73	73	0.5		1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	230			
13	13	147/2	147/2	0.5		3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	231			
13	13	74	74	0.5		1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	232			
13	13	149/2	149/2	0.5		5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	233			
13	13	75	75	0.5		3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	234			
13	13	151/2	151/2	0.5		7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	235			
13	13	76	76	0.5		1	1	Chord	12/8	1	1	1/8	1/8	1	236			
13	13	153/2	153/2	1.5		9/8	9/8	Chord	12/8	1	1	3/8	1/4	3/2	237			
13	13	153/2	153/2	0.5		9/8	9/8	Chord	12/8	1	2	1/8	1/8	1	238			
13	13	77	77	0.5		5/4	5/4	Chord	12/8	1	2	1/8	1/8	1	239			
13	13	155/2	155/2	0.5		11/8	11/8	Chord	12/8	1	2	1/8	1/8	1	240			
13	13	72	72	0.5		0	0	Chord	12/8	2	1	1/8	1/8	1	241			
13	13	147/2	147/2	3.0		3/8	3/8	Chord	12/8	2	1	3/4	1/2	3/2	242			
13	13	153/2	153/2	1.5		9/8	9/8	Chord	12/8	2	1	3/8	1/4	3/2	243			
13	13	72	72	1.5		0	0	Chord	12/8	2	2	3/8	1/4	3/2	244			
13	13	147/2	147/2	1.5		3/8	3/8	Chord	12/8	2	2	3/8	1/4	3/2	245			
13	13	75	75	1.5		3/4	3/4	Chord	12/8	2	2	3/8	1/4	3/2	246			
14	14	78	78	0.5		0	0	Chord	12/8	1	1	1/8	1/8	1	247			
14	14	157/2	157/2	0.5		1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	248			
14	14	79	79	0.5		1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	249			
14	14	159/2	159/2	0.5		3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	250			
14	14	80	80	0.5		1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	251			
14	14	161/2	161/2	0.5		5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	252			
14	14	81	81	0.5		3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	253			
14	14	163/2	163/2	0.5		7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	254			
14	14	82	82	0.5		1	1	Chord	12/8	1	1	1/8	1/8	1	255			
14	14	165/2	165/2	1.5		9/8	9/8	Chord	12/8	1	1	3/8	1/4	3/2	256			
14	14	165/2	165/2	0.5		9/8	9/8	Chord	12/8	1	2	1/8	1/8	1	257			
14	14	83	83	0.5		5/4	5/4	Chord	12/8	1	2	1/8	1/8	1	258			
14	14	167/2	167/2	0.5		11/8	11/8	Chord	12/8	1	2	1/8	1/8	1	259			
14	14	78	78	1.5		0	0	Chord	12/8	2	1	3/8	1/4	3/2	260			
14	14	159/2	159/2	3.0		3/8	3/8	Chord	12/8	2	1	3/4	1/2	3/2	261			
14	14	165/2	165/2	1.5		9/8	9/8	Chord	12/8	2	1	3/8	1/4	3/2	262			
14	14	159/2	159/2	1.5		3/8	3/8	Chord	12/8	2	2	3/8	1/4	3/2	263			
14	14	81	81	1.5		3/4	3/4	Chord	12/8	2	2	3/8	1/4	3/2	264			
15	15	84	84	0.5		0	0	Chord	12/8	1	1	1/8	1/8	1	265			
15	15	169/2	169/2	0.5		1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	266			
15	15	85	85	0.5		1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	267			
15	15	171/2	171/2	0.5		3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	268			
15	15	86	86	0.5		1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	269			
15	15	173/2	173/2	0.5		5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	270			
15	15	87	87	0.5		3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	271			
15	15	175/2	175/2	0.5		7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	272			
15	15	88	88	0.5		1	1	Chord	12/8	1	1	1/8	1/8	1	273			
15	15	177/2	177/2	1.5		9/8	9/8	Chord	12/8	1	1	3/8	1/4	3/2	274			
15	15	177/2	177/2	0.5		9/8	9/8	Chord	12/8	1	2	1/8	1/8	1	275			
15	15	89	89	0.5		5/4	5/4	Chord	12/8	1	2	1/8	1/8	1	276			
15	15	179/2	179/2	0.5		11/8	11/8	Chord	12/8	1	2	1/8	1/8	1	277			
15	15	84	84	1.5		0	0	Chord	12/8	2	1	3/8	1/4	3/2	278			
15	15	171/2	171/2	3.0		3/8	3/8	Chord	12/8	2	1	3/4	1/2	3/2	279			
15	15	177/2	177/2	1.5		9/8	9/8	Chord	12/8	2	1	3/8	1/4	3/2	280			
15	15	171/2	171/2	1.5		3/8	3/8	Chord	12/8	2	2	3/8	1/4	3/2	281			
15	15	87	87	1.5		3/4	3/4	Chord	12/8	2	2	3/8	1/4	3/2	282			
16	16	90	90	0.5		0	0	Chord	12/8	1	1	1/8	1/8	1	283			
16	16	181/2	181/2	0.5		1/8	1/8	Chord	12/8	1	1	1/8	1/8	1	284			
16	16	91	91	0.5		1/4	1/4	Chord	12/8	1	1	1/8	1/8	1	285			
16	16	183/2	183/2	0.5		3/8	3/8	Chord	12/8	1	1	1/8	1/8	1	286			
16	16	92	92	0.5		1/2	1/2	Chord	12/8	1	1	1/8	1/8	1	287			
16	16	185/2	185/2	0.5		5/8	5/8	Chord	12/8	1	1	1/8	1/8	1	288			
16	16	93	93	0.5		3/4	3/4	Chord	12/8	1	1	1/8	1/8	1	289			
16	16	187/2	187/2	0.5		7/8	7/8	Chord	12/8	1	1	1/8	1/8	1	290			
16	16	94	94	0.5		1	1	Chord	12/8	1	1	1/8	1/8	1	291			
16	16	189/2	189/2	0.5		9/8	9/8	Chord	12/8	1	1	1/8	1/8	1	292			
16	16	95	95	0.5		5/4	5/4	Chord	12/8	1	1	1/8	1/8	1	293			
