mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible
11	10	20	20	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	97	ornamentTrill						
11	10	41/2	41/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	98							
11	10	83/4	83/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	99							
11	10	19	19	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	100							
11	10	39/2	39/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8	1/8	1	101							
11	10	39/2	39/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	102							
11	10	20	20	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	103	ornamentTrill						
11	10	41/2	41/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	104							
11	10	83/4	83/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	105							
12	11	21	21	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	106							
12	11	85/4	85/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	107							
12	11	43/2	43/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	108							
12	11	87/4	87/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	109							
12	11	22	22	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	110							
12	11	89/4	89/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	111							
12	11	45/2	45/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	112							
12	11	91/4	91/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	113							
12	11	22	22	0.25	1/4	1/4	Chord	2/4	1	2	1/16	1/16	1	114							
12	11	89/4	89/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16	1/16	1	115							
12	11	45/2	45/2	0.25	3/8	3/8	Chord	2/4	1	2	1/16	1/16	1	116							
12	11	91/4	91/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16	1/16	1	117							
12	11	21	21	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	118							
13	12	23	23	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	119							
13	12	23	23	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	120							
13	12	47/2	47/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8	1/8	1	121							
13	12	24	24	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	122	ornamentTrill						
13	12	49/2	49/2	0.25	3/8	3/8	Chord	2/4	1	2	1/16	1/16	1	123							
13	12	99/4	99/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16	1/16	1	124							
13	12	47/2	47/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	125							
13	12	24	24	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	126	ornamentTrill						
13	12	49/2	49/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	127							
13	12	99/4	99/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	128							
13	12	47/2	47/2	0.5	1/8	1/8	Chord	2/4	2	2	1/8	1/8	1	129							
13	12	24	24	1.0	1/4	1/4	Chord	2/4	2	2	1/4	1/4	1	130							
14	13	25	25	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	131							
14	13	101/4	101/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	132							
14	13	51/2	51/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	133							
14	13	103/4	103/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	134							
14	13	26	26	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	135							
14	13	105/4	105/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	136							
14	13	53/2	53/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	137							
14	13	107/4	107/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	138							
14	13	25	25	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	139							
14	13	26	26	0.25	1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	140							
14	13	105/4	105/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	141							
14	13	53/2	53/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	142							
14	13	107/4	107/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	143							
15	14	27	27	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	144							
15	14	55/2	55/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	145							
15	14	28	28	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	146	ornamentTrill						
15	14	57/2	57/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	147							
15	14	115/4	115/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	148							
15	14	27	27	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	149							
15	14	55/2	55/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	150							
15	14	28	28	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	151	ornamentTrill						
15	14	57/2	57/2	0.25	3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	152							
15	14	115/4	115/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	153							
16	15	29	29	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	154							
16	15	117/4	117/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	155							
16	15	59/2	59/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	156							
16	15	119/4	119/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	157							
16	15	30	30	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	158							
16	15	121/4	121/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	159							
16	15	61/2	61/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	160							
16	15	123/4	123/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	161							
16	15	29	29	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	162							
16	15	59/2	59/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	163							
16	15	30	30	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	164							
16	15	61/2	61/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	165							
17	16	31	31	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	166							
17	16	125/4	125/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	167							
17	16	63/2	63/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	168							
17	16	127/4	127/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	169							
17	16	32	32	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	170							
17	16	129/4	129/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	171							
17	16	65/2	65/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	172							
17	16	131/4	131/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	173							
17	16	31	31	0.5	0	0	Chord	2/4	2	1	1/8	1/8	1	174							
17	16	63/2	63/2	0.5	1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	175							
17	16	32	32	0.5	1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	176							
17	16	65/2	65/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	177							
18	17	33	33	0.5	0	0	Chord	2/4	1	1	1/8	1/8	1	178							
18	17	67/2	67/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	179							
18	17	137/4	137/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	180							
18	17	69/2	69/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	181	ornamentTrill						
18	17	139/4	139/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	182							
18	17	34	34	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	183							
18	17	69/2	69/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	184							
18	17	33	33	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	185							
19	18	35	35	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	186							
19	18	141/4	141/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	187							
19	18	71/2	71/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	188							
19	18	143/4	143/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	189							
19	18	36	36	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	190							
19	18	145/4	145/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	191							
19	18	73/2	73/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	192							
19	18	147/4	147/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	193							
19	18	35	35	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	194							
19	18	71/2	71/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8	1/8	1	195							
19	18	36	36	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	196							
19	18	73/2	73/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	197							
20	19	37	37	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	198							
20	19	149/4	149/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	199							
20	19	75/2	75/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	200							
20	19	151/4	151/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	201							
20	19	38	38	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	202							
20	19	153/4	153/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	203							
20	19	77/2	77/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	204	ornamentTrill						
20	19	155/4	155/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	205							
20	19	77/2	77/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	206							
20	19	37	37	1.5	0	0	Chord	2/4	2	1	3/8	1/4	3/2	207							
21	20	39	39	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	208							
21	20	157/4	157/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	209							
21	20	79/2	79/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	210							
21	20	159/4	159/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	211							
21	20	40	40	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	212							
21	20	161/4	161/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	213							
21	20	81/2	81/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	214							
21	20	163/4	163/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	215							
21	20	39	39	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	216							
21	20	79/2	79/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8	1/8	1	217							
21	20	40	40	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	218							
21	20	81/2	81/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	219							
22	21	41	41	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	220							
22	21	165/4	165/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	221							
22	21	83/2	83/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	222							
22	21	167/4	167/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	223							
22	21	42	42	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	224							
22	21	85/2	85/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	225							
22	21	171/4	171/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	226							
22	21	85/2	85/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	227							
22	21	41	41	1.0	0	0	Chord	2/4	2	1	1/4	1/4	1	228							
23	22	43	43	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	229							
23	22	173/4	173/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	230							
23	22	87/2	87/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	231							
23	22	175/4	175/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	232							
23	22	44	44	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	233							
23	22	177/4	177/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	234							
23	22	89/2	89/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	235							
23	22	179/4	179/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	236							
23	22	43	43	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	237							
23	22	87/2	87/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8	1/8	1	238							
23	22	44	44	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	239							
23	22	89/2	89/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	240							
24	23	45	45	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	241							
24	23	181/4	181/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	242							
24	23	91/2	91/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	243							
24	23	183/4	183/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	244							
24	23	46	46	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	245							
24	23	185/4	185/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	246							
24	23	93/2	93/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	247							
24	23	187/4	187/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	248							
24	23	45	45	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	249							
24	23	91/2	91/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8	1/8	1	250							
24	23	46	46	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	251							
24	23	93/2	93/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	252							
25	24	47	47	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	253							
25	24	189/4	189/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	254							
25	24	95/2	95/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	255							
25	24	191/4	191/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	256							
25	24	48	48	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	257							
25	24	193/4	193/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	258							
25	24	97/2	97/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	259							
25	24	195/4	195/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	260							
25	24	47	47	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	261							
25	24	95/2	95/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8	1/8	1	262							
25	24	48	48	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	263							
25	24	97/2	97/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	264							
26	25	49	49	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	265							
26	25	197/4	197/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	266							
26	25	99/2	99/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	267							
26	25	199/4	199/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	268							
26	25	50	50	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	269							
26	25	201/4	201/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	270							
26	25	101/2	101/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	271							
26	25	203/4	203/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	272							
26	25	49	49	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	273							
26	25	99/2	99/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8	1/8	1	274							
26	25	50	50	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	275							
26	25	101/2	101/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	276							
27	26	51	51	0.25	0	0	Chord	2/4	1	1	1/16	1/16	1	277							
27	26	205/4	205/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	278							
27	26	103/2	103/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	279							
27	26	207/4	207/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	280							
27	26	52	52	0.25	1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	281							
27	26	209/4	209/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	282							
27	26	105/2	105/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	283							
27	26	211/4	211/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	284							
27	26	51	51	0.5	0	0	Chord	2/4	1	2	1/8	1/8	1	285							
27	26	103/2	103/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8	1/8	1	286							
27	26	52	52	0.5	1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	287							
27	26	105/2	105/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	288							
