mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	staff_text
1	0	0	0	0.0	0	1/8	StaffText	3/4	1	1	0					Allegro
1	0	0	0	0.25	0	1/8	Chord	3/4	1	1	1/16	1/16	1	0		
1	0	1/4	1/4	0.25	1/16	3/16	Chord	3/4	1	1	1/16	1/16	1	1		
1	0	1/2	1/2	0.5	1/8	1/4	Chord	3/4	1	1	1/8	1/8	1	2		
1	0	1	1	1.0	1/4	3/8	Chord	3/4	1	1	1/4	1/4	1	3		
1	0	2	2	0.5	1/2	5/8	Chord	3/4	1	1	1/8	1/8	1	4		
1	0	1/2	1/2	1.0	1/8	1/4	Chord	3/4	1	2	1/4	1/4	1	5		
1	0	3/2	3/2	1.0	3/8	1/2	Chord	3/4	1	2	1/4	1/4	1	6		
2	1	5/2	5/2	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	7		
2	1	7/2	7/2	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	8		
2	1	9/2	9/2	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	9		
2	1	5/2	5/2	0.5	0	0	Chord	3/4	1	2	1/8	1/8	1	10		
2	1	3	3	0.25	1/8	1/8	Chord	3/4	1	2	1/16	1/16	1	11		
2	1	13/4	13/4	0.25	3/16	3/16	Chord	3/4	1	2	1/16	1/16	1	12		
2	1	7/2	7/2	0.5	1/4	1/4	Chord	3/4	1	2	1/8	1/8	1	13		
2	1	4	4	0.5	3/8	3/8	Chord	3/4	1	2	1/8	1/8	1	14		
2	1	9/2	9/2	0.5	1/2	1/2	Chord	3/4	1	2	1/8	1/8	1	15		
2	1	5	5	0.5	5/8	5/8	Chord	3/4	1	2	1/8	1/8	1	16		
3	2	11/2	11/2	0.5	0	0	Chord	3/4	1	1	1/8	1/8	1	17		
3	2	6	6	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	18		
3	2	25/4	25/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	19		
3	2	13/2	13/2	0.5	1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	20		
3	2	7	7	1.0	3/8	3/8	Chord	3/4	1	1	1/4	1/4	1	21		
3	2	8	8	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	22		
3	2	13/2	13/2	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	23		
3	2	15/2	15/2	0.5	1/2	1/2	Chord	3/4	1	2	1/8	1/8	1	24		
3	2	8	8	0.5	5/8	5/8	Chord	3/4	1	2	1/8	1/8	1	25		
3	2	11/2	11/2	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	26		
3	2	13/2	13/2	0.5	1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	27		
3	2	7	7	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	28		
3	2	15/2	15/2	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	29		
3	2	8	8	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	30		
3	2	13/2	13/2	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	31		
3	2	15/2	15/2	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	32		
4	3	17/2	17/2	0.25	0	0	Chord	3/4	1	1	1/16	1/16	1	33		
4	3	35/4	35/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16	1/16	1	34		
4	3	9	9	0.25	1/8	1/8	Chord	3/4	1	1	1/16	1/16	1	35		
4	3	37/4	37/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16	1/16	1	36		
4	3	19/2	19/2	0.25	1/4	1/4	Chord	3/4	1	1	1/16	1/16	1	37		
4	3	39/4	39/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16	1/16	1	38		
4	3	10	10	0.25	3/8	3/8	Chord	3/4	1	1	1/16	1/16	1	39		
4	3	41/4	41/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16	1/16	1	40		
4	3	21/2	21/2	0.25	1/2	1/2	Chord	3/4	1	1	1/16	1/16	1	41		
4	3	43/4	43/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16	1/16	1	42		
4	3	11	11	0.25	5/8	5/8	Chord	3/4	1	1	1/16	1/16	1	43		
4	3	45/4	45/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	44		
