mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	staff_text
29	29	227/4	227/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	294		
29	29	57	57	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	295		
29	29	229/4	229/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	296		
29	29	115/2	115/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	297		
29	29	231/4	231/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	298		
29	29	56	56	0.5		0	0	Chord	2/4	1	2	1/8		1/8	1	299		
29	29	113/2	113/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	300		
29	29	57	57	0.5		1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	301		
29	29	115/2	115/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	302		
30	30	58	58	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	303		
30	30	233/4	233/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	304		
30	30	117/2	117/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	305		
30	30	235/4	235/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	306		
30	30	59	59	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	307		
30	30	237/4	237/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	308		
30	30	119/2	119/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	309		
30	30	239/4	239/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	310		
30	30	58	58	0.5		0	0	Chord	2/4	1	2	1/8		1/8	1	311		
30	30	117/2	117/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	312		
30	30	59	59	0.5		1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	313		
30	30	119/2	119/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	314		
31	31	60	60	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	315		
31	31	241/4	241/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	316		
31	31	121/2	121/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	317		
31	31	243/4	243/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	318		
31	31	61	61	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	319		
31	31	245/4	245/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	320		
31	31	123/2	123/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	321		
31	31	247/4	247/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	322		
31	31	121/2	121/2	1.0		1/8	1/8	Chord	2/4	1	2	1/4		1/4	1	323		
31	31	123/2	123/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	324		
31	31	60	60	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	325		
32	32	62	62	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	326		
32	32	249/4	249/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	327		
32	32	125/2	125/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	328		
32	32	251/4	251/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	329		
32	32	63	63	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	330		
32	32	253/4	253/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	331		
32	32	127/2	127/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	332		
32	32	255/4	255/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	333		
32	32	62	62	0.5		0	0	Chord	2/4	1	2	1/8		1/8	1	334		
32	32	125/2	125/2	1.0		1/8	1/8	Chord	2/4	1	2	1/4		1/4	1	335		
32	32	127/2	127/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	336		
33	33	64	64	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	337		
33	33	257/4	257/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	338		
33	33	129/2	129/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	339		
33	33	259/4	259/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	340		
33	33	65	65	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	341		
33	33	261/4	261/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	342		
33	33	131/2	131/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	343		
33	33	263/4	263/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	344		
33	33	64	64	0.5		0	0	Chord	2/4	1	2	1/8		1/8	1	345		
33	33	129/2	129/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	346		
33	33	65	65	0.5		1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	347		
33	33	131/2	131/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	348		
34	34	66	66	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	349		
34	34	265/4	265/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	350		
34	34	133/2	133/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	351		
34	34	267/4	267/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	352		
34	34	67	67	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	353		
34	34	269/4	269/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	354		
34	34	135/2	135/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	355		
34	34	271/4	271/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	356		
34	34	66	66	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	357		
34	34	133/2	133/2	1.0		1/8	1/8	Chord	2/4	2	1	1/4		1/4	1	358		
34	34	135/2	135/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	359		
35	35	68	68	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	360		
35	35	273/4	273/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	361		
35	35	137/2	137/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	362		
35	35	275/4	275/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	363		
35	35	69	69	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	364		
35	35	277/4	277/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	365		
35	35	139/2	139/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	366		
35	35	279/4	279/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	367		
35	35	68	68	0.5		0	0	Chord	2/4	2	1	1/8		1/8	1	368		
35	35	137/2	137/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8		1/8	1	369		
35	35	69	69	0.5		1/4	1/4	Chord	2/4	2	1	1/8		1/8	1	370		
35	35	139/2	139/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8		1/8	1	371		
36	36	70	70	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	372		
36	36	281/4	281/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	373		
36	36	141/2	141/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	374		
36	36	283/4	283/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	375		
36	36	71	71	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	376		
36	36	285/4	285/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	377		
36	36	143/2	143/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	378		
36	36	287/4	287/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	379		
36	36	70	70	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	380		
37	37	72	72	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	381		
37	37	289/4	289/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	382		
37	37	145/2	145/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	383		
37	37	291/4	291/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	384		
37	37	73	73	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	385		
37	37	293/4	293/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	386		
37	37	147/2	147/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	387		
37	37	295/4	295/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	388		
37	37	72	72	1.0		0	0	Chord	2/4	2	1	1/4		1/4	1	389		
38	38		74	1.0	1	0	0	Chord	2/4	1	1	1/4		1/4	1	390		
38	38		74	1.0	1	0	0	Chord	2/4	2	1	1/4		1/4	1	391		
39	38	74	76	1.0	2	0	0	Chord	2/4	1	1	1/4		1/4	1	392		
39	38	301/4	309/4	0.25	2	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	393		
39	38	151/2	155/2	0.25	2	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	394		
39	38	303/4	311/4	0.25	2	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	395		
39	38	74	76	1.0	2	0	0	Chord	2/4	2	1	1/4		1/4	1	396		
40	39	76	78	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	397		
40	39	305/4	313/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	398		
40	39	153/2	157/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	399		
40	39	307/4	315/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	400		
40	39	77	79	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	401		
40	39	309/4	317/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	402		
40	39	155/2	159/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	403		
40	39	311/4	319/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	404		
40	39	76	78	0.5		0	0	Chord	2/4	1	2	1/8		1/8	1	405		
40	39	153/2	157/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	406		
40	39	77	79	0.5		1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	407		
40	39	155/2	159/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	408		
41	40	78	80	0.0		0	0	Chord	2/4	1	1	0	appoggiatura	1/32	1	409		
41	40	78	80	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	410		
41	40	317/4	325/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	411		
41	40	159/2	163/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	412		
41	40	319/4	327/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	413		
41	40	78	80	0.5		0	0	Chord	2/4	1	2	1/8		1/8	1	414		
41	40	157/2	161/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	415		
41	40	79	81	0.5		1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	416		
42	41	80	82	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	417		
42	41	321/4	329/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	418		
42	41	161/2	165/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	419		
42	41	323/4	331/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	420		
42	41	81	83	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	421		
42	41	325/4	333/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	422		
42	41	163/2	167/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	423		
42	41	327/4	335/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	424		
42	41	80	82	0.5		0	0	Chord	2/4	1	2	1/8		1/8	1	425		
42	41	161/2	165/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	426		
42	41	81	83	0.5		1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	427		
42	41	163/2	167/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	428		
43	42	82	84	0.0		0	0	Chord	2/4	1	1	0	appoggiatura	1/32	1	429		
43	42	82	84	1.0		0	0	Chord	2/4	1	1	1/4		1/4	1	430		
43	42	333/4	341/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	431		
43	42	167/2	171/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	432		
43	42	335/4	343/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	433		
43	42	82	84	0.5		0	0	Chord	2/4	1	2	1/8		1/8	1	434		
43	42	165/2	169/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	435		
43	42	83	85	0.5		1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	436		
43	42	167/2	171/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	437		
44	43	84	86	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	438		
44	43	337/4	345/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	439		
44	43	169/2	173/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	440		
44	43	339/4	347/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	441		
44	43	85	87	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	442		
44	43	341/4	349/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	443		
44	43	171/2	175/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	444		
44	43	343/4	351/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	445		
44	43	84	86	0.5		0	0	Chord	2/4	1	2	1/8		1/8	1	446		
44	43	169/2	173/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	447		
44	43	85	87	0.5		1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	448		
44	43	171/2	175/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	449		
45	44	86	88	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	450		
45	44	173/2	177/2	0.75		1/8	1/8	Chord	2/4	1	1	3/16		1/8	3/2	451		
45	44	349/4	357/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	452		
45	44	175/2	179/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	453		
45	44	351/4	359/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	454		
45	44	86	88	0.5		0	0	Chord	2/4	1	2	1/8		1/8	1	455		
45	44	173/2	177/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	456		
45	44	87	89	0.5		1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	457		
45	44	175/2	179/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	458		
46	45	88	90	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	459		
46	45	353/4	361/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	460		
46	45	177/2	181/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	461		
46	45	355/4	363/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	462		
46	45	89	91	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	463		
46	45	357/4	365/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	464		
46	45	179/2	183/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	465		
46	45	359/4	367/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	466		
46	45	88	90	0.5		0	0	Chord	2/4	1	2	1/8		1/8	1	467		
46	45	177/2	181/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	468		
46	45	89	91	0.5		1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	469		
46	45	179/2	183/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	470		
47	46	90	92	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	471		
47	46	181/2	185/2	0.75		1/8	1/8	Chord	2/4	1	1	3/16		1/8	3/2	472		
47	46	365/4	373/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	473		
47	46	183/2	187/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	474		
47	46	367/4	375/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	475		
47	46	90	92	0.5		0	0	Chord	2/4	1	2	1/8		1/8	1	476		
47	46	181/2	185/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	477		
47	46	91	93	0.5		1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	478		
47	46	183/2	187/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	479		
48	47	92	94	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	480		
48	47	369/4	377/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	481		
48	47	185/2	189/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	482		
48	47	371/4	379/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	483		
48	47	93	95	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	484		
48	47	373/4	381/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	485		
48	47	187/2	191/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	486		
48	47	375/4	383/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	487		
48	47	92	94	0.5		0	0	Chord	2/4	1	2	1/8		1/8	1	488		
48	47	185/2	189/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	489		
48	47	93	95	0.5		1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	490		
48	47	187/2	191/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	491		
49	48	94	96	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	492		
49	48	377/4	385/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	493		
49	48	189/2	193/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	494		
49	48	379/4	387/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	495		
49	48	95	97	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	496		
49	48	381/4	389/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	497		
49	48	191/2	195/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	498		
49	48	383/4	391/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	499		
49	48	94	96	0.5		0	0	Chord	2/4	1	2	1/8		1/8	1	500		
49	48	189/2	193/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	501		
49	48	95	97	0.5		1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	502		
49	48	191/2	195/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	503		
50	49	96	98	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	504		
50	49	385/4	393/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	505		
50	49	193/2	197/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	506		
50	49	387/4	395/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	507		
50	49	97	99	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	508		
50	49	389/4	397/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	509		
50	49	195/2	199/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	510		
50	49	391/4	399/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	511		
50	49	96	98	0.5		0	0	Chord	2/4	1	2	1/8		1/8	1	512		
50	49	193/2	197/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	513		
50	49	97	99	0.5		1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	514		
50	49	195/2	199/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	515		
51	50	98	100	0.0		0	0	Chord	2/4	1	1	0	appoggiatura	1/32	1	516		
51	50	98	100	1.5		0	0	Chord	2/4	1	1	3/8		1/4	3/2	517		
51	50	199/2	203/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	518		
51	50	98	100	0.5		0	0	Chord	2/4	1	2	1/8		1/8	1	519		
51	50	197/2	201/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	520		
51	50	99	101	0.5		1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	521		
51	50	199/2	203/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	522		
52	51	100	102	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	523		
52	51	401/4	409/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	524		
52	51	201/2	205/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	525		
52	51	403/4	411/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	526		
52	51	101	103	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	527		
52	51	405/4	413/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	528		
52	51	203/2	207/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	529		
52	51	100	102	0.5		0	0	Chord	2/4	1	2	1/8		1/8	1	530		
52	51	201/2	205/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	531		
52	51	101	103	0.5		1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	532		
52	51	203/2	207/2	0.25		3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	533		
52	51	407/4	415/4	0.25		7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	534		
53	52	102	104	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	535		
53	52	205/2	209/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	536		
53	52	103	105	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	537		
53	52	207/2	211/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	538		
53	52	102	104	0.5		0	0	Chord	2/4	1	2	1/8		1/8	1	539		
53	52	205/2	209/2	1.0		1/8	1/8	Chord	2/4	1	2	1/4		1/4	1	540		
53	52	207/2	211/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	541		
54	53	104	106	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	542		
54	53	417/4	425/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	543		
54	53	209/2	213/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	544		
54	53	419/4	427/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	545		
54	53	105	107	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	546		
54	53	421/4	429/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	547		
54	53	211/2	215/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	548		
54	53	104	106	0.5		0	0	Chord	2/4	1	2	1/8		1/8	1	549		
54	53	209/2	213/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	550		
54	53	105	107	0.5		1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	551		
54	53	211/2	215/2	0.25		3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	552		
54	53	423/4	431/4	0.25		7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	553		
55	54	106	108	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	554		
55	54	213/2	217/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	555		
55	54	107	109	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	556		
55	54	215/2	219/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	557		
55	54	106	108	0.5		0	0	Chord	2/4	1	2	1/8		1/8	1	558		
55	54	213/2	217/2	0.75		1/8	1/8	Chord	2/4	1	2	3/16		1/8	3/2	559		
55	54	429/4	437/4	0.25		5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	560		
55	54	215/2	219/2	0.25		3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	561		
55	54	431/4	439/4	0.25		7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	562		
56	55	108	110	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	563		
56	55	217/2	221/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	564		
56	55	109	111	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	565		
56	55	219/2	223/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	566		
56	55	108	110	0.25		0	0	Chord	2/4	1	2	1/16		1/16	1	567		
56	55	433/4	441/4	0.25		1/16	1/16	Chord	2/4	1	2	1/16		1/16	1	568		
56	55	217/2	221/2	0.25		1/8	1/8	Chord	2/4	1	2	1/16		1/16	1	569		
56	55	435/4	443/4	0.25		3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	570		
56	55	109	111	0.25		1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	571		
56	55	437/4	445/4	0.25		5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	572		
56	55	219/2	223/2	0.25		3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	573		
56	55	439/4	447/4	0.25		7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	574		
57	56	110	112	0.5		0	0	Chord	2/4	1	1	1/8		1/8	1	575		
57	56	221/2	225/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	576		
57	56	111	113	0.5		1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	577		
57	56	223/2	227/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	578		
57	56	110	112	0.25		0	0	Chord	2/4	1	2	1/16		1/16	1	579		
57	56	441/4	449/4	0.25		1/16	1/16	Chord	2/4	1	2	1/16		1/16	1	580		
57	56	221/2	225/2	0.25		1/8	1/8	Chord	2/4	1	2	1/16		1/16	1	581		
57	56	443/4	451/4	0.25		3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	582		
57	56	111	113	0.25		1/4	1/4	Chord	2/4	2	1	1/16		1/16	1	583		
57	56	445/4	453/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16		1/16	1	584		
57	56	223/2	227/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16		1/16	1	585		
57	56	447/4	455/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16		1/16	1	586		
58	57	112	114	0.25		0	0	Chord	2/4	1	1	1/16		1/16	1	587		
58	57	113	115	0.25		1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	588		
58	57	453/4	461/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	589		
