mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	staff_text	slur
45	45	133/2	133/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	295			
45	45	267/4	267/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	296			
45	45	67	67	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	297			
45	45	269/4	269/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	298			
45	45	66	66	1.0	0	0	Chord	3/8	2	1	1/4	1/4	1	299			
45	45	67	67	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	300			
46	46	135/2	135/2	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	301			
46	46	271/4	271/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	302			
46	46	68	68	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	303			
46	46	273/4	273/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	304			
46	46	137/2	137/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	305			
46	46	275/4	275/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	306			
46	46	135/2	135/2	1.0	0	0	Chord	3/8	2	1	1/4	1/4	1	307			
46	46	137/2	137/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	308			
47	47	69	69	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	309			
47	47	277/4	277/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	310			
47	47	139/2	139/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	311			
47	47	279/4	279/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	312			
47	47	70	70	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	313			
47	47	281/4	281/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	314			
47	47	69	69	1.0	0	0	Chord	3/8	2	1	1/4	1/4	1	315			
47	47	70	70	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	316			
48	48	141/2	141/2	1.0	0	0	Chord	3/8	1	1	1/4	1/4	1	317			
48	48	143/2	143/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	318			
48	48	141/2	141/2	1.5	0	0	Chord	3/8	2	1	3/8	1/4	3/2	319			
49	49	72	72	1.0	0	0	Chord	3/8	1	1	1/4	1/4	1	320			
49	49	73	73	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	321			
49	49	72	72	0.5	0	0	Chord	3/8	1	2	1/8	1/8	1	322			
49	49	145/2	145/2	0.5	1/8	1/8	Chord	3/8	1	2	1/8	1/8	1	323			
49	49	73	73	0.5	1/4	1/4	Chord	3/8	1	2	1/8	1/8	1	324			
49	49	72	72	1.5	0	0	Chord	3/8	2	1	3/8	1/4	3/2	325			
50	50	147/2	147/2	1.0	0	0	Chord	3/8	1	1	1/4	1/4	1	326			
50	50	149/2	149/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	327			
50	50	147/2	147/2	0.5	0	0	Chord	3/8	1	2	1/8	1/8	1	328			
50	50	74	74	0.5	1/8	1/8	Chord	3/8	1	2	1/8	1/8	1	329			
50	50	149/2	149/2	0.5	1/4	1/4	Chord	3/8	1	2	1/8	1/8	1	330			
50	50	147/2	147/2	1.5	0	0	Chord	3/8	2	1	3/8	1/4	3/2	331			
51	51	75	75	1.0	0	0	Chord	3/8	1	1	1/4	1/4	1	332			
51	51	76	76	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	333			
51	51	75	75	0.5	0	0	Chord	3/8	1	2	1/8	1/8	1	334			
51	51	151/2	151/2	0.5	1/8	1/8	Chord	3/8	1	2	1/8	1/8	1	335			
51	51	76	76	0.5	1/4	1/4	Chord	3/8	1	2	1/8	1/8	1	336			
51	51	75	75	1.5	0	0	Chord	3/8	2	1	3/8	1/4	3/2	337			
52	52	153/2	153/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	338			
52	52	77	77	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	339			
52	52	155/2	155/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	340			
52	52	153/2	153/2	1.0	0	0	Chord	3/8	1	2	1/4	1/4	1	341			
52	52	153/2	153/2	1.5	0	0	Chord	3/8	2	1	3/8	1/4	3/2	342			
53	53	78	78	1.0	0	0	Chord	3/8	1	1	1/4	1/4	1	343			
53	53	79	79	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	344			
53	53	78	78	0.5	0	0	Chord	3/8	1	2	1/8	1/8	1	345			
53	53	157/2	157/2	0.5	1/8	1/8	Chord	3/8	1	2	1/8	1/8	1	346			
53	53	79	79	0.5	1/4	1/4	Chord	3/8	1	2	1/8	1/8	1	347			
53	53	78	78	1.5	0	0	Chord	3/8	2	1	3/8	1/4	3/2	348			
54	54	159/2	159/2	1.0	0	0	Chord	3/8	1	1	1/4	1/4	1	349			
54	54	161/2	161/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	350			
54	54	159/2	159/2	0.5	0	0	Chord	3/8	1	2	1/8	1/8	1	351			
54	54	80	80	0.5	1/8	1/8	Chord	3/8	1	2	1/8	1/8	1	352			
54	54	161/2	161/2	0.5	1/4	1/4	Chord	3/8	1	2	1/8	1/8	1	353			
54	54	159/2	159/2	1.5	0	0	Chord	3/8	2	1	3/8	1/4	3/2	354			
55	55	81	81	1.0	0	0	Chord	3/8	1	1	1/4	1/4	1	355			
55	55	82	82	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	356			
55	55	81	81	0.5	0	0	Chord	3/8	1	2	1/8	1/8	1	357			
55	55	163/2	163/2	0.5	1/8	1/8	Chord	3/8	1	2	1/8	1/8	1	358			
55	55	82	82	0.5	1/4	1/4	Chord	3/8	1	2	1/8	1/8	1	359			
55	55	81	81	1.5	0	0	Chord	3/8	2	1	3/8	1/4	3/2	360			
56	56	165/2	165/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	361			
56	56	83	83	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	362			
56	56	167/2	167/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	363			
56	56	165/2	165/2	1.0	0	0	Chord	3/8	1	2	1/4	1/4	1	364			
56	56	165/2	165/2	1.5	0	0	Chord	3/8	2	1	3/8	1/4	3/2	365			
57	57	85	85	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	366			
57	57	84	84	0.5	0	0	Chord	3/8	1	2	1/8	1/8	1	367	ornamentTrill		
57	57	169/2	169/2	0.5	1/8	1/8	Chord	3/8	1	2	1/8	1/8	1	368			
57	57	85	85	0.5	1/4	1/4	Chord	3/8	1	2	1/8	1/8	1	369			
57	57	84	84	1.5	0	0	Chord	3/8	2	1	3/8	1/4	3/2	370			
58	58	171/2	171/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	371			
58	58	86	86	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	372			
58	58	173/2	173/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	373			
58	58	171/2	171/2	1.0	0	0	Chord	3/8	1	2	1/4	1/4	1	374			
58	58	171/2	171/2	1.5	0	0	Chord	3/8	2	1	3/8	1/4	3/2	375			
59	59	87	87	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	376	ornamentTrill		
59	59	175/2	175/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	377			
59	59	88	88	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	378			
59	59	88	88	0.5	1/4	1/4	Chord	3/8	1	2	1/8	1/8	1	379			
59	59	87	87	1.5	0	0	Chord	3/8	2	1	3/8	1/4	3/2	380			
60	60	177/2	177/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	381			
60	60	89	89	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	382			
60	60	177/2	177/2	0.5	0	0	Chord	3/8	1	2	1/8	1/8	1	383			
60	60	89	89	0.5	1/8	1/8	Chord	3/8	1	2	1/8	1/8	1	384			
60	60	179/2	179/2	0.5	1/4	1/4	Chord	3/8	1	2	1/8	1/8	1	385			
60	60	177/2	177/2	1.5	0	0	Chord	3/8	2	1	3/8	1/4	3/2	386			
61	61	91	91	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	387			
61	61	90	90	0.5	0	0	Chord	3/8	1	2	1/8	1/8	1	388	ornamentTrill		
61	61	181/2	181/2	0.5	1/8	1/8	Chord	3/8	1	2	1/8	1/8	1	389			
61	61	91	91	0.5	1/4	1/4	Chord	3/8	1	2	1/8	1/8	1	390			
61	61	90	90	1.5	0	0	Chord	3/8	2	1	3/8	1/4	3/2	391			
62	62	183/2	183/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	392			
62	62	92	92	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	393			
62	62	185/2	185/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	394			
62	62	183/2	183/2	1.0	0	0	Chord	3/8	1	2	1/4	1/4	1	395			
62	62	183/2	183/2	1.5	0	0	Chord	3/8	2	1	3/8	1/4	3/2	396			
63	63	93	93	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	397	ornamentTrill		
63	63	187/2	187/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	398			
63	63	94	94	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	399			
63	63	94	94	0.5	1/4	1/4	Chord	3/8	1	2	1/8	1/8	1	400			
63	63	93	93	1.5	0	0	Chord	3/8	2	1	3/8	1/4	3/2	401			
64	64	189/2	189/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	402			
64	64	95	95	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	403			
64	64	189/2	189/2	0.5	0	0	Chord	3/8	1	2	1/8	1/8	1	404			
64	64	95	95	0.5	1/8	1/8	Chord	3/8	1	2	1/8	1/8	1	405			
64	64	191/2	191/2	0.5	1/4	1/4	Chord	3/8	1	2	1/8	1/8	1	406			
64	64	189/2	189/2	1.5	0	0	Chord	3/8	2	1	3/8	1/4	3/2	407			
65	65	96	96	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	408			0
65	65	193/2	193/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	409			0
65	65	97	97	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	410			
65	65	96	96	1.5	0	0	Chord	3/8	2	1	3/8	1/4	3/2	411			
66	66	195/2	195/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	412			1
66	66	98	98	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	413			1
66	66	197/2	197/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	414			
66	66	195/2	195/2	1.5	0	0	Chord	3/8	1	2	3/8	1/4	3/2	415			
66	66	195/2	195/2	1.5	0	0	Chord	3/8	2	1	3/8	1/4	3/2	416			
67	67	99	99	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	417			2
67	67	199/2	199/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	418			2
67	67	100	100	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	419			
67	67	99	99	1.5	0	0	Chord	3/8	1	2	3/8	1/4	3/2	420			
67	67	99	99	1.5	0	0	Chord	3/8	2	1	3/8	1/4	3/2	421			
68	68	201/2	201/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	422			3
68	68	101	101	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	423			3
68	68	203/2	203/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	424			
68	68	201/2	201/2	1.5	0	0	Chord	3/8	1	2	3/8	1/4	3/2	425			
68	68	201/2	201/2	1.5	0	0	Chord	3/8	2	1	3/8	1/4	3/2	426			
69	69	102	102	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	427			
69	69	205/2	205/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	428			
69	69	103	103	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	429			
69	69	102	102	1.0	0	0	Chord	3/8	2	1	1/4	1/4	1	430			
69	69	103	103	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	431			
70	70	207/2	207/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	432			
70	70	104	104	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	433			
70	70	417/4	417/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	434			
70	70	209/2	209/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	435			
70	70	419/4	419/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	436			
70	70	207/2	207/2	1.0	0	0	Chord	3/8	2	1	1/4	1/4	1	437			
70	70	209/2	209/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	438			
71	71	105	105	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	439			
71	71	211/2	211/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	440			
71	71	106	106	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	441			
71	71	105	105	1.5	0	0	Chord	3/8	2	1	3/8	1/4	3/2	442			
72	72	213/2	213/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	443			4
72	72	107	107	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	444			4
72	72	215/2	215/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	445			
72	72	213/2	213/2	1.5	0	0	Chord	3/8	2	1	3/8	1/4	3/2	446			
73	73	108	108	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	447			5
73	73	217/2	217/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	448			5
73	73	109	109	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	449			
73	73	108	108	1.5	0	0	Chord	3/8	1	2	3/8	1/4	3/2	450			
73	73	108	108	1.5	0	0	Chord	3/8	2	1	3/8	1/4	3/2	451			
74	74	219/2	219/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	452			6
74	74	110	110	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	453			6
74	74	221/2	221/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	454			
74	74	219/2	219/2	1.5	0	0	Chord	3/8	1	2	3/8	1/4	3/2	455			
74	74	219/2	219/2	1.5	0	0	Chord	3/8	2	1	3/8	1/4	3/2	456			
75	75	111	111	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	457			7
75	75	223/2	223/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	458			7
75	75	112	112	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	459			
75	75	111	111	1.5	0	0	Chord	3/8	1	2	3/8	1/4	3/2	460			
75	75	111	111	1.5	0	0	Chord	3/8	2	1	3/8	1/4	3/2	461			
76	76	225/2	225/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	462			
76	76	113	113	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	463			
76	76	227/2	227/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	464			
76	76	225/2	225/2	1.0	0	0	Chord	3/8	2	1	1/4	1/4	1	465			
76	76	227/2	227/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	466			
77	77	114	114	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	467			
77	77	229/2	229/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	468			
77	77	459/4	459/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	469			
77	77	115	115	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	470			
77	77	461/4	461/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	471			
77	77	114	114	1.0	0	0	Chord	3/8	2	1	1/4	1/4	1	472			
77	77	115	115	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	473			
78	78	233/2	233/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	474			
78	78	231/2	231/2	0.5	0	0	Chord	3/8	1	2	1/8	1/8	1	475			
78	78	116	116	0.5	1/8	1/8	Chord	3/8	1	2	1/8	1/8	1	476			
78	78	233/2	233/2	0.5	1/4	1/4	Chord	3/8	1	2	1/8	1/8	1	477			
78	78	231/2	231/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	478			
78	78	116	116	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	479			
79	79	117	117	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	480			
79	79	235/2	235/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	481			
79	79	471/4	471/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	482			
79	79	118	118	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	483			
79	79	473/4	473/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	484			
79	79	117	117	1.5	0	0	Chord	3/8	1	2	3/8	1/4	3/2	485			
79	79	117	117	1.5	0	0	Chord	3/8	2	1	3/8	1/4	3/2	486			
80	80	239/2	239/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	487			
80	80	237/2	237/2	0.25	0	0	Chord	3/8	1	2	1/16	1/16	1	488			
80	80	475/4	475/4	0.25	1/16	1/16	Chord	3/8	1	2	1/16	1/16	1	489			
80	80	119	119	0.25	1/8	1/8	Chord	3/8	1	2	1/16	1/16	1	490			
80	80	477/4	477/4	0.25	3/16	3/16	Chord	3/8	1	2	1/16	1/16	1	491			
80	80	239/2	239/2	0.5	1/4	1/4	Chord	3/8	1	2	1/8	1/8	1	492			
80	80	237/2	237/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	493			
80	80	119	119	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	494			
81	81	120	120	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	495			
81	81	241/2	241/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	496			
81	81	483/4	483/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	497			
81	81	121	121	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	498			
81	81	485/4	485/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	499			
81	81	120	120	1.5	0	0	Chord	3/8	1	2	3/8	1/4	3/2	500			
81	81	120	120	1.5	0	0	Chord	3/8	2	1	3/8	1/4	3/2	501			
82	82	245/2	245/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	502			
82	82	243/2	243/2	0.25	0	0	Chord	3/8	1	2	1/16	1/16	1	503			
82	82	487/4	487/4	0.25	1/16	1/16	Chord	3/8	1	2	1/16	1/16	1	504			
82	82	122	122	0.25	1/8	1/8	Chord	3/8	1	2	1/16	1/16	1	505			
82	82	489/4	489/4	0.25	3/16	3/16	Chord	3/8	1	2	1/16	1/16	1	506			
82	82	245/2	245/2	0.5	1/4	1/4	Chord	3/8	1	2	1/8	1/8	1	507			
82	82	243/2	243/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	508			
82	82	122	122	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	509			
83	83	123	123	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	510			
83	83	247/2	247/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	511			
83	83	495/4	495/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	512			
83	83	124	124	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	513			
83	83	497/4	497/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	514			
83	83	123	123	1.5	0	0	Chord	3/8	1	2	3/8	1/4	3/2	515			
83	83	123	123	1.5	0	0	Chord	3/8	2	1	3/8	1/4	3/2	516			
84	84	249/2	249/2	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	517			
84	84	499/4	499/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	518			
84	84	125	125	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	519			
84	84	501/4	501/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	520			
84	84	251/2	251/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	521			
84	84	503/4	503/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	522			
84	84	249/2	249/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	523			
84	84	125	125	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	524			
84	84	251/2	251/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	525			
85	85	126	126	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	526			
85	85	505/4	505/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	527			
85	85	253/2	253/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	528			
85	85	507/4	507/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	529			
85	85	127	127	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	530			
85	85	509/4	509/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	531			
85	85	126	126	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	532			
85	85	253/2	253/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	533			
85	85	127	127	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	534			
86	86	257/2	257/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	535			
86	86	255/2	255/2	0.5	0	0	Chord	3/8	1	2	1/8	1/8	1	536			
86	86	128	128	0.5	1/8	1/8	Chord	3/8	1	2	1/8	1/8	1	537			
86	86	257/2	257/2	0.5	1/4	1/4	Chord	3/8	1	2	1/8	1/8	1	538			
86	86	255/2	255/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	539			
86	86	128	128	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	540			
87	87	129	129	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	541			
87	87	259/2	259/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	542			
87	87	519/4	519/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	543			
87	87	130	130	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	544			
87	87	521/4	521/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	545			
87	87	129	129	1.5	0	0	Chord	3/8	1	2	3/8	1/4	3/2	546			
87	87	129	129	1.5	0	0	Chord	3/8	2	1	3/8	1/4	3/2	547			
88	88	263/2	263/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	548			
88	88	261/2	261/2	0.25	0	0	Chord	3/8	1	2	1/16	1/16	1	549			
88	88	523/4	523/4	0.25	1/16	1/16	Chord	3/8	1	2	1/16	1/16	1	550			
88	88	131	131	0.25	1/8	1/8	Chord	3/8	1	2	1/16	1/16	1	551			
88	88	525/4	525/4	0.25	3/16	3/16	Chord	3/8	1	2	1/16	1/16	1	552			
88	88	263/2	263/2	0.5	1/4	1/4	Chord	3/8	1	2	1/8	1/8	1	553			
88	88	261/2	261/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	554			
88	88	131	131	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	555			
89	89	132	132	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	556			
89	89	265/2	265/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	557			
89	89	531/4	531/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	558			
89	89	133	133	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	559			
89	89	533/4	533/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	560			
89	89	132	132	1.5	0	0	Chord	3/8	1	2	3/8	1/4	3/2	561			
89	89	132	132	1.5	0	0	Chord	3/8	2	1	3/8	1/4	3/2	562			
90	90	269/2	269/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	563			
90	90	267/2	267/2	0.25	0	0	Chord	3/8	1	2	1/16	1/16	1	564			
90	90	535/4	535/4	0.25	1/16	1/16	Chord	3/8	1	2	1/16	1/16	1	565			
90	90	134	134	0.25	1/8	1/8	Chord	3/8	1	2	1/16	1/16	1	566			
90	90	537/4	537/4	0.25	3/16	3/16	Chord	3/8	1	2	1/16	1/16	1	567			
90	90	269/2	269/2	0.5	1/4	1/4	Chord	3/8	1	2	1/8	1/8	1	568			
90	90	267/2	267/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	569			
90	90	134	134	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	570			
91	91	135	135	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	571			
91	91	271/2	271/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	572			
91	91	543/4	543/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	573			
91	91	136	136	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	574			
91	91	545/4	545/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	575			
91	91	135	135	1.5	0	0	Chord	3/8	1	2	3/8	1/4	3/2	576			
91	91	135	135	1.5	0	0	Chord	3/8	2	1	3/8	1/4	3/2	577			
92	92	273/2	273/2	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	578			
92	92	547/4	547/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	579			
92	92	137	137	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	580			
92	92	549/4	549/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	581			
92	92	275/2	275/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	582			
92	92	551/4	551/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	583			
92	92	273/2	273/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	584			
92	92	137	137	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	585			
92	92	275/2	275/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	586			
93	93	138	138	0.25	0	0	Chord	3/8	1	1	1/16	1/16	1	587			
93	93	553/4	553/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16	1/16	1	588			
93	93	277/2	277/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16	1/16	1	589			
93	93	555/4	555/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	590			
93	93	139	139	0.25	1/4	1/4	Chord	3/8	1	1	1/16	1/16	1	591			
93	93	557/4	557/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16	1/16	1	592			
93	93	138	138	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	593			
93	93	277/2	277/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	594			
93	93	139	139	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	595			
94	94	279/2	279/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	596			
