mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
7	7	10	10	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	35								
7	7	10	10	0.5	1/4	1/4	Chord	3/8	2	2	1/8		1/8	1	36								
8	8	21/2	21/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	37	ornamentTrill							
8	8	11	11	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	38								
8	8	45/4	45/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	39								
8	8	23/2	23/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	40								
9	9	12	12	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	41								
9	9	25/2	25/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	42								
9	9	13	13	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	43								
9	9	12	12	0.25	0	0	Chord	3/8	1	2	1/16		1/16	1	44								
9	9	49/4	49/4	0.25	1/16	1/16	Chord	3/8	1	2	1/16		1/16	1	45								
9	9	25/2	25/2	0.25	1/8	1/8	Chord	3/8	1	2	1/16		1/16	1	46								
9	9	51/4	51/4	0.25	3/16	3/16	Chord	3/8	1	2	1/16		1/16	1	47								
9	9	13	13	0.25	1/4	1/4	Chord	3/8	1	2	1/16		1/16	1	48								
9	9	53/4	53/4	0.25	5/16	5/16	Chord	3/8	1	2	1/16		1/16	1	49								
10	10	27/2	27/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	50								
10	10	14	14	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	51								
10	10	57/4	57/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	52								
10	10	29/2	29/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	53								
10	10	27/2	27/2	0.5	0	0	Chord	3/8	1	2	1/8		1/8	1	54								
10	10	14	14	0.25	1/8	1/8	Chord	3/8	1	2	1/16		1/16	1	55								
10	10	57/4	57/4	0.25	3/16	3/16	Chord	3/8	1	2	1/16		1/16	1	56								
10	10	29/2	29/2	0.5	1/4	1/4	Chord	3/8	1	2	1/8		1/8	1	57								
11	11	15	15	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	58								
11	11	31/2	31/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	59								
11	11	16	16	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	60								
11	11	15	15	0.25	0	0	Chord	3/8	1	2	1/16		1/16	1	61								
11	11	61/4	61/4	0.25	1/16	1/16	Chord	3/8	1	2	1/16		1/16	1	62								
11	11	31/2	31/2	0.25	1/8	1/8	Chord	3/8	1	2	1/16		1/16	1	63								
11	11	63/4	63/4	0.25	3/16	3/16	Chord	3/8	1	2	1/16		1/16	1	64								
11	11	16	16	0.25	1/4	1/4	Chord	3/8	1	2	1/16		1/16	1	65								
11	11	65/4	65/4	0.25	5/16	5/16	Chord	3/8	1	2	1/16		1/16	1	66								
12	12	33/2	33/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	67								
12	12	17	17	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	68								
12	12	69/4	69/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	69								
12	12	35/2	35/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	70								
12	12	33/2	33/2	0.5	0	0	Chord	3/8	1	2	1/8		1/8	1	71								
12	12	17	17	0.25	1/8	1/8	Chord	3/8	1	2	1/16		1/16	1	72								
12	12	69/4	69/4	0.25	3/16	3/16	Chord	3/8	1	2	1/16		1/16	1	73								
12	12	35/2	35/2	0.5	1/4	1/4	Chord	3/8	1	2	1/8		1/8	1	74								
13	13	18	18	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	75								
13	13	37/2	37/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	76								
13	13	19	19	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	77								
13	13	18	18	0.25	0	0	Chord	3/8	1	2	1/16		1/16	1	78								
13	13	73/4	73/4	0.25	1/16	1/16	Chord	3/8	1	2	1/16		1/16	1	79								
13	13	37/2	37/2	0.25	1/8	1/8	Chord	3/8	1	2	1/16		1/16	1	80								
13	13	75/4	75/4	0.25	3/16	3/16	Chord	3/8	1	2	1/16		1/16	1	81								
13	13	19	19	0.25	1/4	1/4	Chord	3/8	1	2	1/16		1/16	1	82								
13	13	77/4	77/4	0.25	5/16	5/16	Chord	3/8	1	2	1/16		1/16	1	83								
14	14	39/2	39/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	84								
14	14	20	20	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	85								
14	14	81/4	81/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	86								
14	14	41/2	41/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	87								
14	14	39/2	39/2	0.5	0	0	Chord	3/8	1	2	1/8		1/8	1	88								
14	14	20	20	0.25	1/8	1/8	Chord	3/8	1	2	1/16		1/16	1	89								
14	14	81/4	81/4	0.25	3/16	3/16	Chord	3/8	1	2	1/16		1/16	1	90								
14	14	41/2	41/2	0.5	1/4	1/4	Chord	3/8	1	2	1/8		1/8	1	91								
15	15	21	21	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	92								
15	15	43/2	43/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	93								
15	15	22	22	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	94								
15	15	21	21	0.25	0	0	Chord	3/8	1	2	1/16		1/16	1	95								
15	15	85/4	85/4	0.25	1/16	1/16	Chord	3/8	1	2	1/16		1/16	1	96								
15	15	43/2	43/2	0.25	1/8	1/8	Chord	3/8	1	2	1/16		1/16	1	97								
15	15	87/4	87/4	0.25	3/16	3/16	Chord	3/8	1	2	1/16		1/16	1	98								
15	15	22	22	0.25	1/4	1/4	Chord	3/8	1	2	1/16		1/16	1	99								
15	15	89/4	89/4	0.25	5/16	5/16	Chord	3/8	1	2	1/16		1/16	1	100								
16	16	45/2	45/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	101								
16	16	91/4	91/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	102								
16	16	23	23	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	103								
16	16	93/4	93/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	104								
16	16	47/2	47/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	105								
16	16	95/4	95/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	106								
16	16	45/2	45/2	0.5	0	0	Chord	3/8	1	2	1/8		1/8	1	107								
16	16	23	23	0.5	1/8	1/8	Chord	3/8	1	2	1/8		1/8	1	108								
16	16	47/2	47/2	0.5	1/4	1/4	Chord	3/8	1	2	1/8		1/8	1	109								
17	17	24	24	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	110								
17	17	49/2	49/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	111								
17	17	25	25	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	112								
17	17	24	24	0.25	0	0	Chord	3/8	1	2	1/16		1/16	1	113								
17	17	97/4	97/4	0.25	1/16	1/16	Chord	3/8	1	2	1/16		1/16	1	114								
17	17	49/2	49/2	0.25	1/8	1/8	Chord	3/8	1	2	1/16		1/16	1	115								
17	17	99/4	99/4	0.25	3/16	3/16	Chord	3/8	1	2	1/16		1/16	1	116								
17	17	25	25	0.25	1/4	1/4	Chord	3/8	1	2	1/16		1/16	1	117								
17	17	101/4	101/4	0.25	5/16	5/16	Chord	3/8	1	2	1/16		1/16	1	118								
18	18	51/2	51/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	119								
18	18	103/4	103/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	120								
18	18	26	26	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	121								
18	18	105/4	105/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	122								
18	18	53/2	53/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	123								
18	18	107/4	107/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	124								
18	18	51/2	51/2	0.5	0	0	Chord	3/8	1	2	1/8		1/8	1	125								
18	18	26	26	0.5	1/8	1/8	Chord	3/8	1	2	1/8		1/8	1	126								
18	18	53/2	53/2	0.5	1/4	1/4	Chord	3/8	1	2	1/8		1/8	1	127								
19	19	27	27	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	128								
19	19	55/2	55/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	129								
19	19	28	28	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	130								
19	19	27	27	0.25	0	0	Chord	3/8	1	2	1/16		1/16	1	131								
19	19	109/4	109/4	0.25	1/16	1/16	Chord	3/8	1	2	1/16		1/16	1	132								
19	19	55/2	55/2	0.25	1/8	1/8	Chord	3/8	1	2	1/16		1/16	1	133								
19	19	111/4	111/4	0.25	3/16	3/16	Chord	3/8	1	2	1/16		1/16	1	134								
19	19	28	28	0.25	1/4	1/4	Chord	3/8	1	2	1/16		1/16	1	135								
19	19	113/4	113/4	0.25	5/16	5/16	Chord	3/8	1	2	1/16		1/16	1	136								
20	20	57/2	57/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	137								
20	20	29	29	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	138								
20	20	59/2	59/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	139								
20	20	57/2	57/2	0.25	0	0	Chord	3/8	1	2	1/16		1/16	1	140								
20	20	115/4	115/4	0.25	1/16	1/16	Chord	3/8	1	2	1/16		1/16	1	141								
20	20	29	29	0.25	1/8	1/8	Chord	3/8	1	2	1/16		1/16	1	142								
20	20	117/4	117/4	0.25	3/16	3/16	Chord	3/8	1	2	1/16		1/16	1	143								
20	20	59/2	59/2	0.25	1/4	1/4	Chord	3/8	1	2	1/16		1/16	1	144								
20	20	119/4	119/4	0.25	5/16	5/16	Chord	3/8	1	2	1/16		1/16	1	145								
21	21	30	30	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	146								
21	21	121/4	121/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	147								
21	21	61/2	61/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	148								
21	21	123/4	123/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	149								
21	21	31	31	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	150								
21	21	125/4	125/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	151								
21	21	30	30	0.5	0	0	Chord	3/8	1	2	1/8		1/8	1	152								
21	21	61/2	61/2	0.5	1/8	1/8	Chord	3/8	1	2	1/8		1/8	1	153								
21	21	31	31	0.5	1/4	1/4	Chord	3/8	1	2	1/8		1/8	1	154								
22	22	63/2	63/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	155								
22	22	32	32	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	156								
22	22	65/2	65/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	157								
22	22	63/2	63/2	0.25	0	0	Chord	3/8	1	2	1/16		1/16	1	158								
22	22	127/4	127/4	0.25	1/16	1/16	Chord	3/8	1	2	1/16		1/16	1	159								
22	22	32	32	0.25	1/8	1/8	Chord	3/8	1	2	1/16		1/16	1	160								
22	22	129/4	129/4	0.25	3/16	3/16	Chord	3/8	1	2	1/16		1/16	1	161								
22	22	65/2	65/2	0.25	1/4	1/4	Chord	3/8	1	2	1/16		1/16	1	162								
22	22	131/4	131/4	0.25	5/16	5/16	Chord	3/8	1	2	1/16		1/16	1	163								
23	23	33	33	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	164								
23	23	133/4	133/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	165								
23	23	67/2	67/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	166								
23	23	135/4	135/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	167								
23	23	34	34	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	168								
23	23	137/4	137/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	169								
23	23	33	33	0.5	0	0	Chord	3/8	1	2	1/8		1/8	1	170								
23	23	67/2	67/2	0.5	1/8	1/8	Chord	3/8	1	2	1/8		1/8	1	171								
23	23	34	34	0.5	1/4	1/4	Chord	3/8	1	2	1/8		1/8	1	172								
24	24	69/2	69/2	0.75	0	0	Chord	3/8	1	1	3/16		1/8	3/2	173								
24	24	141/4	141/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	174								
24	24	71/2	71/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	175								
24	24	143/4	143/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	176								
24	24	69/2	69/2	0.25	0	0	Chord	3/8	1	2	1/16		1/16	1	177								
24	24	139/4	139/4	0.25	1/16	1/16	Chord	3/8	1	2	1/16		1/16	1	178								
24	24	35	35	0.25	1/8	1/8	Chord	3/8	1	2	1/16		1/16	1	179								
24	24	141/4	141/4	0.25	3/16	3/16	Chord	3/8	1	2	1/16		1/16	1	180								
24	24	71/2	71/2	0.25	1/4	1/4	Chord	3/8	1	2	1/16		1/16	1	181								
24	24	143/4	143/4	0.25	5/16	5/16	Chord	3/8	1	2	1/16		1/16	1	182								
25	25	36	36	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	183	ornamentTrill							
25	25	73/2	73/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	184								
25	25	37	37	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	185								
25	25	36	36	0.5	0	0	Chord	3/8	1	2	1/8		1/8	1	186	ornamentTrill							
25	25	73/2	73/2	0.5	1/8	1/8	Chord	3/8	1	2	1/8		1/8	1	187								
25	25	37	37	0.5	1/4	1/4	Chord	3/8	1	2	1/8		1/8	1	188								
26	26	75/2	75/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	189								
26	26	38	38	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	190								
26	26	153/4	153/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	191								
26	26	77/2	77/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	192								
26	26	155/4	155/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	193								
26	26	75/2	75/2	0.5	0	0	Chord	3/8	1	2	1/8		1/8	1	194								
26	26	38	38	0.25	1/8	1/8	Chord	3/8	1	2	1/16		1/16	1	195								
26	26	153/4	153/4	0.25	3/16	3/16	Chord	3/8	1	2	1/16		1/16	1	196								
26	26	77/2	77/2	0.25	1/4	1/4	Chord	3/8	1	2	1/16		1/16	1	197								
26	26	155/4	155/4	0.25	5/16	5/16	Chord	3/8	1	2	1/16		1/16	1	198								
27	27	39	39	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	199	ornamentTrill							
27	27	79/2	79/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	200								
27	27	40	40	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	201								
27	27	39	39	0.5	0	0	Chord	3/8	1	2	1/8		1/8	1	202	ornamentTrill							
27	27	79/2	79/2	0.5	1/8	1/8	Chord	3/8	1	2	1/8		1/8	1	203								
27	27	40	40	0.5	1/4	1/4	Chord	3/8	1	2	1/8		1/8	1	204								
28	28	81/2	81/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	205								
28	28	41	41	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	206	ornamentTrill							
28	28	165/4	165/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	207								
28	28	83/2	83/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	208								
28	28	81/2	81/2	0.5	0	0	Chord	3/8	1	2	1/8		1/8	1	209								
28	28	41	41	0.25	1/8	1/8	Chord	3/8	1	2	1/16		1/16	1	210	ornamentTrill							
28	28	165/4	165/4	0.25	3/16	3/16	Chord	3/8	1	2	1/16		1/16	1	211								
28	28	83/2	83/2	0.5	1/4	1/4	Chord	3/8	1	2	1/8		1/8	1	212								
29	29	42	42	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	213	ornamentTrill							
29	29	85/2	85/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	214								
29	29	171/4	171/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	215								
29	29	43	43	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	216								
29	29	42	42	0.5	0	0	Chord	3/8	1	2	1/8		1/8	1	217								
29	29	85/2	85/2	0.25	1/8	1/8	Chord	3/8	1	2	1/16		1/16	1	218								
29	29	171/4	171/4	0.25	3/16	3/16	Chord	3/8	1	2	1/16		1/16	1	219								
29	29	43	43	0.5	1/4	1/4	Chord	3/8	1	2	1/8		1/8	1	220								
30	30	87/2	87/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	221								
30	30	44	44	0.75	1/8	1/8	Chord	3/8	1	1	3/16		1/8	3/2	222	ornamentTrill							
30	30	179/4	179/4	0.125	5/16	5/16	Chord	3/8	1	1	1/32		1/32	1	223								
30	30	359/8	359/8	0.125	11/32	11/32	Chord	3/8	1	1	1/32		1/32	1	224								
30	30	87/2	87/2	0.5	0	0	Chord	3/8	1	2	1/8		1/8	1	225								
30	30	44	44	0.75	1/8	1/8	Chord	3/8	1	2	3/16		1/8	3/2	226	ornamentTrill							
30	30	179/4	179/4	0.125	5/16	5/16	Chord	3/8	1	2	1/32		1/32	1	227								
30	30	359/8	359/8	0.125	11/32	11/32	Chord	3/8	1	2	1/32		1/32	1	228								
31	31	45	45	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	229	ornamentTrill							
31	31	91/2	91/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	230								
31	31	46	46	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	231								
31	31	45	45	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	232								
32	32	93/2	93/2	0.0	0	0	Chord	3/8	1	1	0	appoggiatura	1/32	1	233								
32	32	93/2	93/2	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	234	ornamentTrill							
32	32	95/2	95/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	235								
32	32	93/2	93/2	0.5	0	0	Chord	3/8	1	2	1/8		1/8	1	236								
32	32	47	47	0.5	1/8	1/8	Chord	3/8	1	2	1/8		1/8	1	237								
32	32	93/2	93/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	238								
32	32	47	47	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	239								
32	32	95/2	95/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	240								
33	33	48	48	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	241								
33	33	97/2	97/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	242								
33	33	49	49	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	243								
33	33	48	48	1.0	0	0	Chord	3/8	1	2	1/4		1/4	1	244	ornamentTrill							
33	33	49	49	0.5	1/4	1/4	Chord	3/8	1	2	1/8		1/8	1	245								
34	34	99/2	99/2	0.0	0	0	Chord	3/8	1	1	0	grace16	1/32	1	246								
34	34	99/2	99/2	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	247	ornamentTrill							
34	34	101/2	101/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	248								
34	34	99/2	99/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	249								
34	34	50	50	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	250								
34	34	101/2	101/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	251								
35	35	51	51	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	252								
35	35	103/2	103/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	253								
35	35	52	52	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	254								
35	35	51	51	1.0	0	0	Chord	3/8	1	2	1/4		1/4	1	255	ornamentTrill							
35	35	52	52	0.5	1/4	1/4	Chord	3/8	1	2	1/8		1/8	1	256								
36	36	105/2	105/2	0.0	0	0	Chord	3/8	1	1	0	appoggiatura	1/32	1	257								
36	36	105/2	105/2	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	258	ornamentTrill							
36	36	107/2	107/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	259								
36	36	105/2	105/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	260								
36	36	53	53	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	261								
36	36	107/2	107/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	262								
37	37	54	54	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	263								
37	37	109/2	109/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	264								
37	37	219/4	219/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	265								
37	37	55	55	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	266								
37	37	54	54	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	267								
37	37	109/2	109/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	268								
37	37	55	55	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	269								
38	38	111/2	111/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	270								
38	38	223/4	223/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	271								
38	38	56	56	0.75	1/8	1/8	Chord	3/8	1	1	3/16		1/8	3/2	272	ornamentTrill							
38	38	227/4	227/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	273								
38	38	111/2	111/2	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	274								
38	38	113/2	113/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	275								
39	39	115/2	115/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	276								
39	39	58	58	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	277								
39	39	57	57	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	278								
40	40	117/2	117/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	279								
40	40	59	59	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	280								
40	40	119/2	119/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	281								
40	40	117/2	117/2	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	282								
40	40	119/2	119/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	283								
41	41	121/2	121/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	284								
41	41	61	61	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	285								
41	41	60	60	0.75	0	0	Chord	3/8	2	1	3/16		1/8	3/2	286	ornamentTrill							
41	41	243/4	243/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	287								
41	41	61	61	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	288								
42	42	123/2	123/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	289								
