mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	staff_text
3	3	7	7	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	34		
3	3	8	8	0.75		1/2	1/2	Chord	3/4	1	2	3/16		1/8	3/2	35		
3	3	35/4	35/4	0.25		11/16	11/16	Chord	3/4	1	2	1/16		1/16	1	36		
3	3	6	6	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	37		
3	3	7	7	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	38		
3	3	8	8	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	39		
3	3	6	6	1.0		0	0	Chord	3/4	2	2	1/4		1/4	1	40		
3	3	7	7	2.0		1/4	1/4	Chord	3/4	2	2	1/2		1/2	1	41		
4	4	9	9	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	42		
4	4	10	10	0.75		1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	43		
4	4	43/4	43/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	44		
4	4	11	11	0.75		1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	45		
4	4	47/4	47/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	46		
4	4	9	9	0.75		0	0	Chord	3/4	1	2	3/16		1/8	3/2	47		
4	4	39/4	39/4	0.25		3/16	3/16	Chord	3/4	1	2	1/16		1/16	1	48		
4	4	9	9	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	49		
4	4	9	9	1.0		0	0	Chord	3/4	2	2	1/4		1/4	1	50		
4	4	10	10	0.75		1/4	1/4	Chord	3/4	2	2	3/16		1/8	3/2	51		
4	4	43/4	43/4	0.25		7/16	7/16	Chord	3/4	2	2	1/16		1/16	1	52		
4	4	11	11	0.75		1/2	1/2	Chord	3/4	2	2	3/16		1/8	3/2	53		
4	4	47/4	47/4	0.25		11/16	11/16	Chord	3/4	2	2	1/16		1/16	1	54		
5	5	12	12	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	55		
5	5	13	13	0.75		1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	56		
5	5	55/4	55/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	57		
5	5	14	14	0.75		1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	58		
5	5	59/4	59/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	59		
5	5	12	12	0.75		0	0	Chord	3/4	1	2	3/16		1/8	3/2	60		
5	5	51/4	51/4	0.25		3/16	3/16	Chord	3/4	1	2	1/16		1/16	1	61		
5	5	13	13	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	62		
5	5	14	14	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	63		
5	5	12	12	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	64		
5	5	13	13	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	65		
5	5	14	14	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	66		
6	6	15	15	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	67		
6	6	16	16	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	68		
6	6	17	17	0.75		1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	69		
6	6	71/4	71/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	70		
6	6	15	15	1.0		0	0	Chord	3/4	1	2	1/4		1/4	1	71		
6	6	16	16	0.75		1/4	1/4	Chord	3/4	1	2	3/16		1/8	3/2	72		
6	6	67/4	67/4	0.25		7/16	7/16	Chord	3/4	1	2	1/16		1/16	1	73		
6	6	17	17	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	74		
6	6	15	15	0.75		0	0	Chord	3/4	2	1	3/16		1/8	3/2	75		
6	6	63/4	63/4	0.25		3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	76		
6	6	16	16	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	77		
6	6	17	17	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	78		
7	7	18	18	0.75		0	0	Chord	3/4	1	1	3/16		1/8	3/2	79		
7	7	75/4	75/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	80		
7	7	19	19	0.75		1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	81		
7	7	79/4	79/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	82		
7	7	20	20	0.75		1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	83		
7	7	83/4	83/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	84		
7	7	18	18	1.0		0	0	Chord	3/4	1	2	1/4		1/4	1	85		
7	7	19	19	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	86		
7	7	20	20	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	87		
7	7	18	18	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	88		
7	7	19	19	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	89		
7	7	20	20	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	90		
7	7	20	20	1.0		1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	91		
8	8	21	21	0.75		0	0	Chord	3/4	1	1	3/16		1/8	3/2	92		
8	8	87/4	87/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	93		
8	8	22	22	1.5		1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	94		
8	8	21	21	1.0		0	0	Chord	3/4	1	2	1/4		1/4	1	95		
8	8	21	21	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	96		
8	8	22	22	0.75		1/4	1/4	Chord	3/4	2	1	3/16		1/8	3/2	97		
8	8	91/4	91/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	98		
8	8	23	23	0.75		1/2	1/2	Chord	3/4	2	1	3/16		1/8	3/2	99	ornamentTrill	
8	8	95/4	95/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	100		
8	8	21	21	1.0		0	0	Chord	3/4	2	2	1/4		1/4	1	101		
8	8	22	22	1.0		1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	102		
9	9	24	24	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	103		
9	9	25	25	0.75		1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	104		
9	9	103/4	103/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	105		
9	9	26	26	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	106		
9	9	24	24	0.75		0	0	Chord	3/4	1	2	3/16		1/8	3/2	107		
9	9	99/4	99/4	0.25		3/16	3/16	Chord	3/4	1	2	1/16		1/16	1	108		
9	9	25	25	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	109		
9	9	26	26	0.75		1/2	1/2	Chord	3/4	1	2	3/16		1/8	3/2	110		
9	9	107/4	107/4	0.25		11/16	11/16	Chord	3/4	1	2	1/16		1/16	1	111		
9	9	24	24	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	112		
9	9	26	26	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	113		
9	9	24	24	1.0		0	0	Chord	3/4	2	2	1/4		1/4	1	114		
9	9	25	25	2.0		1/4	1/4	Chord	3/4	2	2	1/2		1/2	1	115		
10	10	27	27	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	116		
10	10	28	28	0.75		1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	117		
10	10	115/4	115/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	118		
10	10	29	29	0.75		1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	119		
10	10	119/4	119/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	120		
10	10	27	27	0.75		0	0	Chord	3/4	1	2	3/16		1/8	3/2	121		
10	10	111/4	111/4	0.25		3/16	3/16	Chord	3/4	1	2	1/16		1/16	1	122		
10	10	28	28	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	123		
10	10	29	29	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	124		
10	10	27	27	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	125		
10	10	27	27	1.0		0	0	Chord	3/4	2	2	1/4		1/4	1	126		
10	10	28	28	0.75		1/4	1/4	Chord	3/4	2	2	3/16		1/8	3/2	127		
10	10	115/4	115/4	0.25		7/16	7/16	Chord	3/4	2	2	1/16		1/16	1	128		
10	10	29	29	0.75		1/2	1/2	Chord	3/4	2	2	3/16		1/8	3/2	129		
10	10	119/4	119/4	0.25		11/16	11/16	Chord	3/4	2	2	1/16		1/16	1	130		
11	11	30	30	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	131		
11	11	31	31	0.75		1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	132		
11	11	127/4	127/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	133		
11	11	32	32	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	134		
11	11	30	30	0.75		0	0	Chord	3/4	1	2	3/16		1/8	3/2	135		
11	11	123/4	123/4	0.25		3/16	3/16	Chord	3/4	1	2	1/16		1/16	1	136		
11	11	31	31	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	137		
11	11	32	32	0.75		1/2	1/2	Chord	3/4	1	2	3/16		1/8	3/2	138		
11	11	131/4	131/4	0.25		11/16	11/16	Chord	3/4	1	2	1/16		1/16	1	139		
11	11	30	30	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	140		
11	11	31	31	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	141		
11	11	32	32	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	142		
11	11	30	30	1.0		0	0	Chord	3/4	2	2	1/4		1/4	1	143		
11	11	31	31	2.0		1/4	1/4	Chord	3/4	2	2	1/2		1/2	1	144		
12	12	33	33	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	145		
12	12	34	34	0.75		1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	146		
12	12	139/4	139/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	147		
12	12	35	35	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	148		
12	12	33	33	0.75		0	0	Chord	3/4	1	2	3/16		1/8	3/2	149		
12	12	135/4	135/4	0.25		3/16	3/16	Chord	3/4	1	2	1/16		1/16	1	150		
12	12	34	34	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	151		
12	12	35	35	0.75		1/2	1/2	Chord	3/4	1	2	3/16		1/8	3/2	152		
12	12	143/4	143/4	0.25		11/16	11/16	Chord	3/4	1	2	1/16		1/16	1	153		
12	12	33	33	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	154		
12	12	34	34	0.75		1/4	1/4	Chord	3/4	2	1	3/16		1/8	3/2	155		
12	12	139/4	139/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	156		
12	12	35	35	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	157		
12	12	33	33	3.0		0	0	Chord	3/4	2	2	3/4		1/2	3/2	158		
13	13	36	36	0.75		0	0	Chord	3/4	1	1	3/16		1/8	3/2	159		
13	13	147/4	147/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	160		
13	13	37	37	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	161		
13	13	38	38	0.75		1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	162		
13	13	155/4	155/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	163		
13	13	36	36	1.0		0	0	Chord	3/4	1	2	1/4		1/4	1	164		
13	13	37	37	0.75		1/4	1/4	Chord	3/4	1	2	3/16		1/8	3/2	165		
13	13	151/4	151/4	0.25		7/16	7/16	Chord	3/4	1	2	1/16		1/16	1	166		
13	13	38	38	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	167		
13	13	36	36	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	168		
13	13	36	36	1.0		0	0	Chord	3/4	2	2	1/4		1/4	1	169		
13	13	37	37	0.75		1/4	1/4	Chord	3/4	2	2	3/16		1/8	3/2	170		
13	13	151/4	151/4	0.25		7/16	7/16	Chord	3/4	2	2	1/16		1/16	1	171		
13	13	38	38	1.0		1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	172		
14	14	39	39	0.75		0	0	Chord	3/4	1	1	3/16		1/8	3/2	173		
14	14	159/4	159/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	174		
14	14	40	40	0.75		1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	175	ornamentTrill	
14	14	163/4	163/4	0.125		7/16	7/16	Chord	3/4	1	1	1/32		1/32	1	176		
14	14	327/8	327/8	0.125		15/32	15/32	Chord	3/4	1	1	1/32		1/32	1	177		
14	14	41	41	0.125		1/2	1/2	Chord	3/4	1	1	1/32		1/32	1	178		
14	14	329/8	329/8	0.125		17/32	17/32	Chord	3/4	1	1	1/32		1/32	1	179		
14	14	165/4	165/4	0.75		9/16	9/16	Chord	3/4	1	1	3/16		1/8	3/2	180		
14	14	39	39	1.0		0	0	Chord	3/4	1	2	1/4		1/4	1	181		
14	14	41	41	0.75		1/2	1/2	Chord	3/4	1	2	3/16		1/8	3/2	182		
14	14	167/4	167/4	0.25		11/16	11/16	Chord	3/4	1	2	1/16		1/16	1	183		
14	14	41	41	1.0		1/2	1/2	Chord	3/4	1	3	1/4		1/4	1	184		
14	14	39	39	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	185		
14	14	40	40	0.75		1/4	1/4	Chord	3/4	2	1	3/16		1/8	3/2	186		
14	14	163/4	163/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	187		
14	14	39	39	1.0		0	0	Chord	3/4	2	2	1/4		1/4	1	188		
15	15	42	42	0.75		0	0	Chord	3/4	1	1	3/16		1/8	3/2	189		
15	15	171/4	171/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	190		
15	15	43	43	0.75		1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	191		
15	15	175/4	175/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	192		
15	15	44	44	0.75		1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	193		
15	15	179/4	179/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	194		
15	15	42	42	1.0		0	0	Chord	3/4	1	2	1/4		1/4	1	195		
15	15	43	43	1.0		1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	196		
15	15	44	44	1.0		1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	197		
15	15	42	42	1.0		0	0	Chord	3/4	1	3	1/4		1/4	1	198		
15	15	43	43	1.0		1/4	1/4	Chord	3/4	1	3	1/4		1/4	1	199		
15	15	44	44	1.0		1/2	1/2	Chord	3/4	1	3	1/4		1/4	1	200		
15	15	42	42	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	201		
15	15	43	43	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	202		
15	15	44	44	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	203		
16	16	45	45	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	204		
16	16	46	46	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	205		
16	16	47	47	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	206		
16	16	45	45	0.75		0	0	Chord	3/4	1	2	3/16		1/8	3/2	207		
16	16	183/4	183/4	0.25		3/16	3/16	Chord	3/4	1	2	1/16		1/16	1	208		
16	16	46	46	0.75		1/4	1/4	Chord	3/4	1	2	3/16		1/8	3/2	209		
16	16	187/4	187/4	0.25		7/16	7/16	Chord	3/4	1	2	1/16		1/16	1	210		
16	16	47	47	0.75		1/2	1/2	Chord	3/4	1	2	3/16		1/8	3/2	211		
16	16	191/4	191/4	0.25		11/16	11/16	Chord	3/4	1	2	1/16		1/16	1	212		
16	16	45	45	1.0		0	0	Chord	3/4	1	3	1/4		1/4	1	213		
16	16	45	45	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	214		
16	16	46	46	0.75		1/4	1/4	Chord	3/4	2	1	3/16		1/8	3/2	215		
16	16	187/4	187/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	216		
16	16	47	47	0.75		1/2	1/2	Chord	3/4	2	1	3/16		1/8	3/2	217		
16	16	191/4	191/4	0.25		11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	218		
17	17	48	48	0.75		0	0	Chord	3/4	1	1	3/16		1/8	3/2	219		
17	17	195/4	195/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	220		
17	17	49	49	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	221		
17	17	50	50	0.75		1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	222		
17	17	203/4	203/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	223		
17	17	48	48	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	224		
17	17	49	49	0.75		1/4	1/4	Chord	3/4	2	1	3/16		1/8	3/2	225		
17	17	199/4	199/4	0.25		7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	226		
17	17	50	50	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	227		
17	17	48	48	1.0		0	0	Chord	3/4	2	2	1/4		1/4	1	228		
17	17	49	49	0.75		1/4	1/4	Chord	3/4	2	2	3/16		1/8	3/2	229		
17	17	199/4	199/4	0.25		7/16	7/16	Chord	3/4	2	2	1/16		1/16	1	230		
17	17	50	50	1.0		1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	231		
18	18	51	51	0.75		0	0	Chord	3/4	1	1	3/16		1/8	3/2	232		
18	18	207/4	207/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	233		
18	18	53	53	0.125		1/2	1/2	Chord	3/4	1	1	1/32		1/32	1	234		
18	18	425/8	425/8	0.125		17/32	17/32	Chord	3/4	1	1	1/32		1/32	1	235		
18	18	213/4	213/4	0.75		9/16	9/16	Chord	3/4	1	1	3/16		1/8	3/2	236		
18	18	51	51	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	237		
18	18	52	52	0.125		1/4	1/4	Chord	3/4	2	1	1/32		1/32	1	238		
18	18	417/8	417/8	0.125		9/32	9/32	Chord	3/4	2	1	1/32		1/32	1	239		
18	18	209/4	209/4	0.75		5/16	5/16	Chord	3/4	2	1	3/16		1/8	3/2	240		
18	18	53	53	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	241		
18	18	51	51	1.0		0	0	Chord	3/4	2	2	1/4		1/4	1	242		
18	18	52	52	0.75		1/4	1/4	Chord	3/4	2	2	3/16		1/8	3/2	243		
18	18	211/4	211/4	0.25		7/16	7/16	Chord	3/4	2	2	1/16		1/16	1	244		
18	18	53	53	0.75		1/2	1/2	Chord	3/4	2	2	3/16		1/8	3/2	245		
18	18	215/4	215/4	0.25		11/16	11/16	Chord	3/4	2	2	1/16		1/16	1	246		
19	19	54	54	0.75		0	0	Chord	3/4	1	1	3/16		1/8	3/2	247		
19	19	219/4	219/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	248		
19	19	55	55	0.75		1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	249		
19	19	223/4	223/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	250		
19	19	56	56	0.75		1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	251		
19	19	227/4	227/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	252		
19	19	54	54	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	253		
19	19	55	55	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	254		
19	19	56	56	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	255		
19	19	54	54	1.0		0	0	Chord	3/4	2	2	1/4		1/4	1	256		
19	19	55	55	1.0		1/4	1/4	Chord	3/4	2	2	1/4		1/4	1	257		
19	19	56	56	1.0		1/2	1/2	Chord	3/4	2	2	1/4		1/4	1	258		
19	19	54	54	1.0		0	0	Chord	3/4	2	3	1/4		1/4	1	259		
19	19	55	55	2.0		1/4	1/4	Chord	3/4	2	3	1/2		1/2	1	260		
20	20	57	57	0.75		0	0	Chord	3/4	1	1	3/16		1/8	3/2	261		
20	20	231/4	231/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	262		
20	20	58	58	0.75		1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	263		
20	20	235/4	235/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	264		
20	20	59	59	0.75		1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	265		
20	20	239/4	239/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	266		
20	20	57	57	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	267		
20	20	58	58	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	268		
20	20	59	59	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	269		
20	20	57	57	0.0		0	0	Chord	3/4	2	2	0	grace16	1/16	1	270		
20	20	57	57	0.0		0	0	Chord	3/4	2	2	0	grace16	1/16	1	271		
20	20	57	57	3.0		0	0	Chord	3/4	2	2	3/4		1/2	3/2	272		
21	21	60	60	0.75		0	0	Chord	3/4	1	1	3/16		1/8	3/2	273		
21	21	243/4	243/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	274		
21	21	61	61	0.75		1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	275		
21	21	247/4	247/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	276		
21	21	62	62	0.75		1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	277		
21	21	251/4	251/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	278		
21	21	60	60	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	279		
21	21	61	61	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	280		
21	21	62	62	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	281		
21	21	60	60	0.0		0	0	Chord	3/4	2	2	0	grace16	1/16	1	282		
21	21	60	60	0.0		0	0	Chord	3/4	2	2	0	grace16	1/16	1	283		
21	21	60	60	3.0		0	0	Chord	3/4	2	2	3/4		1/2	3/2	284		
22	22	63	63	0.75		0	0	Chord	3/4	1	1	3/16		1/8	3/2	285		
22	22	255/4	255/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	286		
22	22	64	64	0.75		1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	287		
22	22	259/4	259/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	288		
22	22	65	65	0.75		1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	289		
22	22	263/4	263/4	0.25		11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	290		
22	22	63	63	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	291		
22	22	64	64	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	292		
22	22	65	65	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	293		
22	22	63	63	0.0		0	0	Chord	3/4	2	2	0	grace16	1/16	1	294		
22	22	63	63	0.0		0	0	Chord	3/4	2	2	0	grace16	1/16	1	295		
22	22	63	63	3.0		0	0	Chord	3/4	2	2	3/4		1/2	3/2	296		
23	23	66	66	0.75		0	0	Chord	3/4	1	1	3/16		1/8	3/2	297		
23	23	267/4	267/4	0.25		3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	298		
23	23	67	67	0.75		1/4	1/4	Chord	3/4	1	1	3/16		1/8	3/2	299		
23	23	271/4	271/4	0.25		7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	300		
