mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	tempo	qpm	tempo_visible
79	79	471/4	471/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	590				
79	79	118	118	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	591				
79	79	473/4	473/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	592				
79	79	117	117	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	593				
80	80	237/2	237/2	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	594	ornamentTrill			
80	80	237/2	237/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	595				
80	80	475/4	475/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	596				
80	80	119	119	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	597				
80	80	477/4	477/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	598				
80	80	239/2	239/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	599				
80	80	479/4	479/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	600				
81	81	120	120	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	601				
81	81	481/4	481/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	602				
81	81	241/2	241/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	603				
81	81	483/4	483/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	604				
81	81	121	121	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	605				
81	81	485/4	485/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	606				
81	81	120	120	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	607				
82	82	243/2	243/2	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	608	ornamentTrill			
82	82	243/2	243/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	609				
82	82	487/4	487/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	610				
82	82	122	122	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	611				
82	82	489/4	489/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	612				
82	82	245/2	245/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	613				
82	82	491/4	491/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	614				
83	83	123	123	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	615				
83	83	493/4	493/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	616				
83	83	247/2	247/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	617				
83	83	495/4	495/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	618				
83	83	124	124	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	619				
83	83	497/4	497/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	620				
83	83	123	123	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	621				
84	84	249/2	249/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	622				
84	84	499/4	499/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	623				
84	84	125	125	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	624				
84	84	501/4	501/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	625				
84	84	251/2	251/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	626				
84	84	503/4	503/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	627				
84	84	249/2	249/2	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	628				
85	85	126	126	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	629				
85	85	505/4	505/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	630				
85	85	253/2	253/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	631				
85	85	507/4	507/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	632				
85	85	127	127	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	633				
85	85	509/4	509/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	634				
85	85	126	126	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	635				
85	85	253/2	253/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	636				
85	85	127	127	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	637				
86	86	255/2	255/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	638				
86	86	511/4	511/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	639				
86	86	128	128	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	640				
86	86	513/4	513/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	641				
86	86	257/2	257/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	642				
86	86	515/4	515/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	643				
86	86	255/2	255/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	644				
86	86	128	128	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	645				
86	86	257/2	257/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	646				
87	87	129	129	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	647				
87	87	517/4	517/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	648				
87	87	259/2	259/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	649				
87	87	519/4	519/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	650				
87	87	130	130	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	651				
87	87	521/4	521/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	652				
87	87	129	129	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	653				
87	87	259/2	259/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	654				
87	87	130	130	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	655				
88	88	261/2	261/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	656				
88	88	131	131	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	657				
88	88	263/2	263/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	658				
88	88	261/2	261/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	659				
88	88	523/4	523/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	660				
88	88	131	131	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	661				
88	88	525/4	525/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	662				
88	88	263/2	263/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	663				
88	88	527/4	527/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	664				
89	89	132	132	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	665				
89	89	265/2	265/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	666				
89	89	133	133	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	667				
89	89	132	132	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	668				
89	89	529/4	529/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	669				
89	89	265/2	265/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	670				
89	89	531/4	531/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	671				
89	89	133	133	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	672				
89	89	533/4	533/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	673				
90	90	267/2	267/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	674				
90	90	134	134	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	675				
90	90	269/2	269/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	676				
90	90	267/2	267/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	677				
90	90	535/4	535/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	678				
90	90	134	134	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	679				
90	90	537/4	537/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	680				
90	90	269/2	269/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	681				
90	90	539/4	539/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	682				
91	91	135	135	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	683				
91	91	271/2	271/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	684				
91	91	136	136	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	685				
91	91	135	135	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	686				
91	91	541/4	541/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	687				
91	91	271/2	271/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	688				
91	91	543/4	543/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	689				
91	91	136	136	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	690				
91	91	545/4	545/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	691				
92	92	273/2	273/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	692				
92	92	137	137	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	693				
92	92	275/2	275/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	694				
92	92	273/2	273/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	695				
92	92	547/4	547/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	696				
92	92	137	137	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	697				
92	92	549/4	549/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	698				
92	92	275/2	275/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	699				
92	92	551/4	551/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	700				
93	93	138	138	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	701				
93	93	277/2	277/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	702				
93	93	139	139	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	703				
93	93	138	138	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	704				
93	93	553/4	553/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	705				
93	93	277/2	277/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	706				
93	93	555/4	555/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	707				
93	93	139	139	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	708				
93	93	557/4	557/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	709				
94	94	279/2	279/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	710				
94	94	140	140	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	711				
94	94	281/2	281/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	712				
94	94	279/2	279/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	713				
94	94	559/4	559/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	714				
94	94	140	140	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	715				
94	94	561/4	561/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	716				
94	94	281/2	281/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	717				
94	94	563/4	563/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	718				
95	95	141	141	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	719				
95	95	283/2	283/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	720				
95	95	142	142	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	721				
95	95	141	141	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	722				
95	95	565/4	565/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	723				
95	95	283/2	283/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	724				
95	95	567/4	567/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	725				
95	95	142	142	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	726				
95	95	569/4	569/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	727				
96	96	285/2	285/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	728				
96	96	571/4	571/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	729				
96	96	143	143	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	730				
96	96	573/4	573/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	731				
96	96	287/2	287/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	732				
96	96	575/4	575/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	733				
96	96	285/2	285/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	734				
96	96	143	143	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	735				
96	96	287/2	287/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	736				
97	97	144	144	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	737				
97	97	577/4	577/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	738				
97	97	289/2	289/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	739				
97	97	579/4	579/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	740				
97	97	145	145	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	741				
97	97	581/4	581/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	742				
97	97	144	144	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	743				
97	97	289/2	289/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	744				
97	97	145	145	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	745				
98	98	583/4	583/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	746				
98	98	146	146	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	747				
98	98	585/4	585/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	748				
98	98	293/2	293/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	749				
98	98	587/4	587/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	750				
98	98	291/2	291/2	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	751				
98	98	293/2	293/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	752				
99	99	147	147	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	753				
99	99	589/4	589/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	754				
99	99	295/2	295/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	755				
99	99	591/4	591/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	756				
99	99	148	148	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	757				
99	99	593/4	593/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	758				
99	99	147	147	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	759				
99	99	148	148	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	760				
100	100	595/4	595/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	761				
100	100	149	149	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	762				
100	100	597/4	597/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	763				
100	100	299/2	299/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	764				
100	100	599/4	599/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	765				
100	100	297/2	297/2	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	766				
100	100	299/2	299/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	767				
101	101	150	150	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	768				
101	101	601/4	601/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	769				
101	101	301/2	301/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	770				
101	101	603/4	603/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	771				
101	101	151	151	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	772				
101	101	605/4	605/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	773				
101	101	150	150	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	774				
101	101	151	151	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	775				
102	102	607/4	607/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	776				
102	102	152	152	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	777				
102	102	609/4	609/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	778				
102	102	305/2	305/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	779				
102	102	611/4	611/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	780				
102	102	303/2	303/2	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	781				
102	102	305/2	305/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	782				
103	103	153	153	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	783				
103	103	613/4	613/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	784				
103	103	307/2	307/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	785				
103	103	615/4	615/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	786				
103	103	154	154	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	787				
103	103	617/4	617/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	788				
103	103	153	153	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	789				
103	103	154	154	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	790				
104	104	309/2	309/2	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	791	ornamentTrill			
104	104	309/2	309/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	792				
104	104	619/4	619/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	793				
104	104	155	155	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	794				
104	104	621/4	621/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	795				
104	104	311/2	311/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	796				
104	104	623/4	623/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	797				
105	105	156	156	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	798				
105	105	625/4	625/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	799				
105	105	313/2	313/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	800				
105	105	627/4	627/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	801				
105	105	157	157	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	802				
105	105	629/4	629/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	803				
105	105	156	156	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	804				
106	106	315/2	315/2	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	805	ornamentTrill			
106	106	315/2	315/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	806				
106	106	631/4	631/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	807				
106	106	158	158	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	808				
106	106	633/4	633/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	809				
106	106	317/2	317/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	810				
106	106	635/4	635/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	811				
107	107	159	159	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	812				
107	107	637/4	637/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	813				
107	107	319/2	319/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	814				
107	107	639/4	639/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	815				
107	107	160	160	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	816				
107	107	641/4	641/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	817				
107	107	159	159	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	818				
108	108	321/2	321/2	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	819	ornamentTrill			
108	108	321/2	321/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	820				
108	108	643/4	643/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	821				
108	108	161	161	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	822				
108	108	645/4	645/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	823				
108	108	323/2	323/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	824				
108	108	647/4	647/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	825				
109	109	162	162	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	826				
109	109	649/4	649/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	827				
109	109	325/2	325/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	828				
109	109	651/4	651/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	829				
109	109	163	163	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	830				
109	109	653/4	653/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	831				
109	109	162	162	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	832				
110	110	327/2	327/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	833				
110	110	655/4	655/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	834				
110	110	164	164	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	835				
110	110	657/4	657/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	836				
110	110	329/2	329/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	837				
110	110	659/4	659/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	838				
110	110	327/2	327/2	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	839				
111	111	165	165	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	840				
111	111	661/4	661/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	841				
111	111	331/2	331/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	842				
111	111	663/4	663/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	843				
111	111	166	166	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	844				
111	111	665/4	665/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	845				
111	111	165	165	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	846				
111	111	331/2	331/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	847				
111	111	166	166	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	848				
112	112	333/2	333/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	849				
112	112	667/4	667/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	850				
112	112	167	167	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	851				
112	112	669/4	669/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	852				
112	112	335/2	335/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	853				
112	112	671/4	671/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	854				
112	112	333/2	333/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	855				
112	112	167	167	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	856				
112	112	335/2	335/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	857				
113	113	168	168	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	858				
113	113	673/4	673/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	859				
113	113	337/2	337/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	860				
113	113	675/4	675/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	861				
113	113	169	169	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	862				
113	113	677/4	677/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	863				
113	113	168	168	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	864				
113	113	337/2	337/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	865				
113	113	169	169	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	866				
114	114	339/2	339/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	867				
114	114	679/4	679/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	868				
114	114	170	170	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	869				
114	114	681/4	681/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	870				
114	114	341/2	341/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	871				
114	114	683/4	683/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	872				
114	114	339/2	339/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	873				
114	114	170	170	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	874				
114	114	341/2	341/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	875				
115	115	171	171	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	876				
115	115	685/4	685/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	877				
115	115	343/2	343/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	878				
115	115	687/4	687/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	879				
115	115	172	172	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	880				
115	115	689/4	689/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	881				
115	115	171	171	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	882				
115	115	343/2	343/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	883				
115	115	172	172	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	884				
