mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	staff_text	slur
4	4	9/2	9/2	1.0	0	0	Chord	3/8	1	2	1/4	1/4	1	20	ornamentTrill		
4	4	11/2	11/2	0.5	1/4	1/4	Chord	3/8	1	2	1/8	1/8	1	21			
5	5	6	6	0.16666666666666666	0	0	Chord	3/8	1	1	1/24	1/16	2/3	22			0
5	5	37/6	37/6	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24	1/16	2/3	23			0
5	5	19/3	19/3	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24	1/16	2/3	24			
5	5	13/2	13/2	0.16666666666666666	1/8	1/8	Chord	3/8	1	1	1/24	1/16	2/3	25			1
5	5	20/3	20/3	0.16666666666666666	1/6	1/6	Chord	3/8	1	1	1/24	1/16	2/3	26			1
5	5	41/6	41/6	0.16666666666666666	5/24	5/24	Chord	3/8	1	1	1/24	1/16	2/3	27			
5	5	7	7	0.16666666666666666	1/4	1/4	Chord	3/8	1	1	1/24	1/16	2/3	28			2
5	5	43/6	43/6	0.16666666666666666	7/24	7/24	Chord	3/8	1	1	1/24	1/16	2/3	29			2
5	5	22/3	22/3	0.16666666666666666	1/3	1/3	Chord	3/8	1	1	1/24	1/16	2/3	30			
5	5	6	6	0.5	0	0	Chord	3/8	1	2	1/8	1/8	1	31			
5	5	13/2	13/2	0.5	1/8	1/8	Chord	3/8	1	2	1/8	1/8	1	32			
5	5	7	7	0.5	1/4	1/4	Chord	3/8	1	2	1/8	1/8	1	33			
6	6	15/2	15/2	0.16666666666666666	0	0	Chord	3/8	1	1	1/24	1/16	2/3	34			3
6	6	23/3	23/3	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24	1/16	2/3	35			3
6	6	47/6	47/6	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24	1/16	2/3	36			
6	6	8	8	0.16666666666666666	1/8	1/8	Chord	3/8	1	1	1/24	1/16	2/3	37			4
6	6	49/6	49/6	0.16666666666666666	1/6	1/6	Chord	3/8	1	1	1/24	1/16	2/3	38			4
6	6	25/3	25/3	0.16666666666666666	5/24	5/24	Chord	3/8	1	1	1/24	1/16	2/3	39			
6	6	17/2	17/2	0.16666666666666666	1/4	1/4	Chord	3/8	2	1	1/24	1/16	2/3	40			
6	6	26/3	26/3	0.16666666666666666	7/24	7/24	Chord	3/8	2	1	1/24	1/16	2/3	41			
6	6	53/6	53/6	0.16666666666666666	1/3	1/3	Chord	3/8	2	1	1/24	1/16	2/3	42			
6	6	15/2	15/2	0.5	0	0	Chord	3/8	2	2	1/8	1/8	1	43			
6	6	8	8	0.5	1/8	1/8	Chord	3/8	2	2	1/8	1/8	1	44			
6	6	17/2	17/2	0.5	1/4	1/4	Chord	3/8	2	2	1/8	1/8	1	45			
7	7	9	9	0.16666666666666666	0	0	Chord	3/8	2	1	1/24	1/16	2/3	46			
7	7	55/6	55/6	0.16666666666666666	1/24	1/24	Chord	3/8	2	1	1/24	1/16	2/3	47			
7	7	28/3	28/3	0.16666666666666666	1/12	1/12	Chord	3/8	2	1	1/24	1/16	2/3	48			
7	7	19/2	19/2	0.16666666666666666	1/8	1/8	Chord	3/8	2	1	1/24	1/16	2/3	49			
7	7	29/3	29/3	0.16666666666666666	1/6	1/6	Chord	3/8	2	1	1/24	1/16	2/3	50			
7	7	59/6	59/6	0.16666666666666666	5/24	5/24	Chord	3/8	2	1	1/24	1/16	2/3	51			
7	7	10	10	0.16666666666666666	1/4	1/4	Chord	3/8	2	1	1/24	1/16	2/3	52			
7	7	61/6	61/6	0.16666666666666666	7/24	7/24	Chord	3/8	2	1	1/24	1/16	2/3	53			
7	7	31/3	31/3	0.16666666666666666	1/3	1/3	Chord	3/8	2	1	1/24	1/16	2/3	54			
7	7	9	9	0.5	0	0	Chord	3/8	2	2	1/8	1/8	1	55			
7	7	19/2	19/2	0.5	1/8	1/8	Chord	3/8	2	2	1/8	1/8	1	56			
7	7	10	10	0.5	1/4	1/4	Chord	3/8	2	2	1/8	1/8	1	57			
8	8	21/2	21/2	1.5	0	0	Chord	3/8	2	1	3/8	1/4	3/2	58	ornamentTrill		
9	9	12	12	0.16666666666666666	0	0	Chord	3/8	1	1	1/24	1/16	2/3	59			
9	9	73/6	73/6	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24	1/16	2/3	60			
9	9	37/3	37/3	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24	1/16	2/3	61			
9	9	25/2	25/2	1.0	1/8	1/8	Chord	3/8	1	1	1/4	1/4	1	62	ornamentTrill		
9	9	12	12	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	63			
9	9	25/2	25/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	64			
9	9	13	13	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	65			
10	10	27/2	27/2	0.16666666666666666	0	0	Chord	3/8	1	1	1/24	1/16	2/3	66			
10	10	41/3	41/3	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24	1/16	2/3	67			
10	10	83/6	83/6	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24	1/16	2/3	68			
10	10	14	14	1.0	1/8	1/8	Chord	3/8	1	1	1/4	1/4	1	69	ornamentTrill		
10	10	27/2	27/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	70			
10	10	14	14	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	71			
10	10	29/2	29/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	72			
11	11	15	15	0.16666666666666666	0	0	Chord	3/8	1	1	1/24	1/16	2/3	73			
11	11	91/6	91/6	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24	1/16	2/3	74			
11	11	46/3	46/3	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24	1/16	2/3	75			
11	11	31/2	31/2	0.75	1/8	1/8	Chord	3/8	1	1	3/16	1/8	3/2	76			
11	11	65/4	65/4	0.125	5/16	5/16	Chord	3/8	1	1	1/32	1/32	1	77			
11	11	131/8	131/8	0.125	11/32	11/32	Chord	3/8	1	1	1/32	1/32	1	78			
11	11	15	15	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	79			
11	11	31/2	31/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	80			
11	11	16	16	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	81			
12	12	33/2	33/2	0.16666666666666666	0	0	Chord	3/8	1	1	1/24	1/16	2/3	82			
12	12	50/3	50/3	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24	1/16	2/3	83			
12	12	101/6	101/6	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24	1/16	2/3	84			
12	12	17	17	1.0	1/8	1/8	Chord	3/8	1	1	1/4	1/4	1	85	ornamentTrill		
12	12	33/2	33/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	86			
12	12	17	17	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	87			
12	12	35/2	35/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	88			
13	13	18	18	0.16666666666666666	0	0	Chord	3/8	1	1	1/24	1/16	2/3	89			
13	13	109/6	109/6	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24	1/16	2/3	90			
13	13	55/3	55/3	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24	1/16	2/3	91			
13	13	37/2	37/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	92			
13	13	19	19	0.16666666666666666	1/4	1/4	Chord	3/8	1	1	1/24	1/16	2/3	93			
13	13	115/6	115/6	0.16666666666666666	7/24	7/24	Chord	3/8	1	1	1/24	1/16	2/3	94			
13	13	58/3	58/3	0.16666666666666666	1/3	1/3	Chord	3/8	1	1	1/24	1/16	2/3	95			
13	13	18	18	0.5	0	0	Chord	3/8	1	2	1/8	1/8	1	96			
13	13	37/2	37/2	0.16666666666666666	1/8	1/8	Chord	3/8	1	2	1/24	1/16	2/3	97			
13	13	56/3	56/3	0.16666666666666666	1/6	1/6	Chord	3/8	1	2	1/24	1/16	2/3	98			
13	13	113/6	113/6	0.16666666666666666	5/24	5/24	Chord	3/8	1	2	1/24	1/16	2/3	99			
13	13	19	19	0.5	1/4	1/4	Chord	3/8	1	2	1/8	1/8	1	100			
14	14	39/2	39/2	0.5	0	0	Chord	3/8	1	1	1/8	1/8	1	101			
14	14	20	20	0.16666666666666666	1/8	1/8	Chord	3/8	1	1	1/24	1/16	2/3	102			
14	14	121/6	121/6	0.16666666666666666	1/6	1/6	Chord	3/8	1	1	1/24	1/16	2/3	103			
14	14	61/3	61/3	0.16666666666666666	5/24	5/24	Chord	3/8	1	1	1/24	1/16	2/3	104			
14	14	41/2	41/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	105			
14	14	39/2	39/2	0.16666666666666666	0	0	Chord	3/8	1	2	1/24	1/16	2/3	106			
14	14	59/3	59/3	0.16666666666666666	1/24	1/24	Chord	3/8	1	2	1/24	1/16	2/3	107			
14	14	119/6	119/6	0.16666666666666666	1/12	1/12	Chord	3/8	1	2	1/24	1/16	2/3	108			
14	14	20	20	0.5	1/8	1/8	Chord	3/8	1	2	1/8	1/8	1	109			
14	14	41/2	41/2	0.16666666666666666	1/4	1/4	Chord	3/8	1	2	1/24	1/16	2/3	110			
14	14	62/3	62/3	0.16666666666666666	7/24	7/24	Chord	3/8	1	2	1/24	1/16	2/3	111			
14	14	125/6	125/6	0.16666666666666666	1/3	1/3	Chord	3/8	1	2	1/24	1/16	2/3	112			
15	15	21	21	0.16666666666666666	0	0	Chord	3/8	1	1	1/24	1/16	2/3	113			
15	15	127/6	127/6	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24	1/16	2/3	114			
15	15	64/3	64/3	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24	1/16	2/3	115			
15	15	43/2	43/2	0.16666666666666666	1/8	1/8	Chord	3/8	1	1	1/24	1/16	2/3	116			
15	15	65/3	65/3	0.16666666666666666	1/6	1/6	Chord	3/8	1	1	1/24	1/16	2/3	117			
15	15	131/6	131/6	0.16666666666666666	5/24	5/24	Chord	3/8	1	1	1/24	1/16	2/3	118			
15	15	22	22	0.16666666666666666	1/4	1/4	Chord	3/8	1	1	1/24	1/16	2/3	119			
15	15	133/6	133/6	0.16666666666666666	7/24	7/24	Chord	3/8	1	1	1/24	1/16	2/3	120			
15	15	67/3	67/3	0.16666666666666666	1/3	1/3	Chord	3/8	1	1	1/24	1/16	2/3	121			
15	15	21	21	0.5	0	0	Chord	3/8	1	2	1/8	1/8	1	122			
15	15	43/2	43/2	0.5	1/8	1/8	Chord	3/8	1	2	1/8	1/8	1	123			
15	15	22	22	0.5	1/4	1/4	Chord	3/8	1	2	1/8	1/8	1	124			
16	16	45/2	45/2	0.16666666666666666	0	0	Chord	3/8	1	1	1/24	1/16	2/3	125			
16	16	68/3	68/3	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24	1/16	2/3	126			
16	16	137/6	137/6	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24	1/16	2/3	127			
16	16	23	23	0.16666666666666666	1/8	1/8	Chord	3/8	1	1	1/24	1/16	2/3	128			
16	16	139/6	139/6	0.16666666666666666	1/6	1/6	Chord	3/8	1	1	1/24	1/16	2/3	129			
16	16	70/3	70/3	0.16666666666666666	5/24	5/24	Chord	3/8	1	1	1/24	1/16	2/3	130			
16	16	47/2	47/2	0.16666666666666666	1/4	1/4	Chord	3/8	1	1	1/24	1/16	2/3	131			
16	16	71/3	71/3	0.16666666666666666	7/24	7/24	Chord	3/8	1	1	1/24	1/16	2/3	132			
16	16	143/6	143/6	0.16666666666666666	1/3	1/3	Chord	3/8	1	1	1/24	1/16	2/3	133			
16	16	45/2	45/2	0.5	0	0	Chord	3/8	1	2	1/8	1/8	1	134			
16	16	23	23	0.5	1/8	1/8	Chord	3/8	1	2	1/8	1/8	1	135			
16	16	47/2	47/2	0.5	1/4	1/4	Chord	3/8	1	2	1/8	1/8	1	136			
17	17	24	24	0.75	0	0	Chord	3/8	1	1	3/16	1/8	3/2	137	ornamentTrill		
17	17	99/4	99/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16	1/16	1	138			
17	17	25	25	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	139			
17	17	24	24	0.5	0	0	Chord	3/8	1	2	1/8	1/8	1	140			
17	17	49/2	49/2	1.0	1/8	1/8	Chord	3/8	2	1	1/4	1/4	1	141			
18	18	51/2	51/2	0.16666666666666666	0	0	Chord	3/8	1	1	1/24	1/16	2/3	142			
18	18	77/3	77/3	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24	1/16	2/3	143			
18	18	155/6	155/6	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24	1/16	2/3	144			
18	18	26	26	0.75	1/8	1/8	Chord	3/8	1	1	3/16	1/8	3/2	145			
18	18	107/4	107/4	0.125	5/16	5/16	Chord	3/8	1	1	1/32	1/32	1	146			
18	18	215/8	215/8	0.125	11/32	11/32	Chord	3/8	1	1	1/32	1/32	1	147			
18	18	51/2	51/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	148			
18	18	26	26	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	149			
18	18	53/2	53/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	150			
19	19	27	27	0.16666666666666666	0	0	Chord	3/8	1	1	1/24	1/16	2/3	151			
19	19	163/6	163/6	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24	1/16	2/3	152			
19	19	82/3	82/3	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24	1/16	2/3	153			
19	19	55/2	55/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	154			
19	19	28	28	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	155			
19	19	27	27	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	156			
19	19	55/2	55/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	157			
19	19	28	28	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	158			
20	20	57/2	57/2	0.16666666666666666	0	0	Chord	3/8	1	1	1/24	1/16	2/3	159			
20	20	86/3	86/3	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24	1/16	2/3	160			
20	20	173/6	173/6	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24	1/16	2/3	161			
20	20	29	29	0.75	1/8	1/8	Chord	3/8	1	1	3/16	1/8	3/2	162			
20	20	119/4	119/4	0.125	5/16	5/16	Chord	3/8	1	1	1/32	1/32	1	163			
20	20	239/8	239/8	0.125	11/32	11/32	Chord	3/8	1	1	1/32	1/32	1	164			
20	20	57/2	57/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	165			
20	20	29	29	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	166			
20	20	59/2	59/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	167			
21	21	30	30	0.16666666666666666	0	0	Chord	3/8	1	1	1/24	1/16	2/3	168			
21	21	181/6	181/6	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24	1/16	2/3	169			
21	21	91/3	91/3	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24	1/16	2/3	170			
21	21	61/2	61/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8	1/8	1	171			
21	21	31	31	0.5	1/4	1/4	Chord	3/8	1	1	1/8	1/8	1	172			
21	21	30	30	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	173			
21	21	61/2	61/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	174			
21	21	31	31	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	175			
22	22	63/2	63/2	0.16666666666666666	0	0	Chord	3/8	1	1	1/24	1/16	2/3	176			
22	22	95/3	95/3	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24	1/16	2/3	177			
22	22	191/6	191/6	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24	1/16	2/3	178			
22	22	32	32	0.75	1/8	1/8	Chord	3/8	1	1	3/16	1/8	3/2	179	ornamentTrill		
22	22	131/4	131/4	0.125	5/16	5/16	Chord	3/8	1	1	1/32	1/32	1	180			
22	22	263/8	263/8	0.125	11/32	11/32	Chord	3/8	1	1	1/32	1/32	1	181			
22	22	63/2	63/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	182			
22	22	32	32	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	183			
22	22	65/2	65/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	184			
23	23	33	33	0.16666666666666666	0	0	Chord	3/8	1	1	1/24	1/16	2/3	185			
23	23	199/6	199/6	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24	1/16	2/3	186			
23	23	100/3	100/3	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24	1/16	2/3	187			
23	23	67/2	67/2	0.16666666666666666	1/8	1/8	Chord	3/8	1	1	1/24	1/16	2/3	188			
23	23	101/3	101/3	0.16666666666666666	1/6	1/6	Chord	3/8	1	1	1/24	1/16	2/3	189			
23	23	203/6	203/6	0.16666666666666666	5/24	5/24	Chord	3/8	1	1	1/24	1/16	2/3	190			
23	23	34	34	0.16666666666666666	1/4	1/4	Chord	3/8	1	1	1/24	1/16	2/3	191			
23	23	205/6	205/6	0.16666666666666666	7/24	7/24	Chord	3/8	1	1	1/24	1/16	2/3	192			
23	23	103/3	103/3	0.16666666666666666	1/3	1/3	Chord	3/8	1	1	1/24	1/16	2/3	193			
23	23	33	33	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	194			
23	23	67/2	67/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	195			
23	23	34	34	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	196			
24	24	69/2	69/2	0.16666666666666666	0	0	Chord	3/8	1	1	1/24	1/16	2/3	197			
24	24	104/3	104/3	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24	1/16	2/3	198			
24	24	209/6	209/6	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24	1/16	2/3	199			
24	24	35	35	0.16666666666666666	1/8	1/8	Chord	3/8	1	1	1/24	1/16	2/3	200			
24	24	211/6	211/6	0.16666666666666666	1/6	1/6	Chord	3/8	1	1	1/24	1/16	2/3	201			
24	24	106/3	106/3	0.16666666666666666	5/24	5/24	Chord	3/8	1	1	1/24	1/16	2/3	202			
24	24	71/2	71/2	0.16666666666666666	1/4	1/4	Chord	3/8	1	1	1/24	1/16	2/3	203			
24	24	107/3	107/3	0.16666666666666666	7/24	7/24	Chord	3/8	1	1	1/24	1/16	2/3	204			
24	24	215/6	215/6	0.16666666666666666	1/3	1/3	Chord	3/8	1	1	1/24	1/16	2/3	205			
24	24	69/2	69/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	206			
24	24	35	35	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	207			
24	24	71/2	71/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	208			
25	25	36	36	0.75	0	0	Chord	3/8	2	1	3/16	1/8	3/2	209	ornamentTrill		
25	25	147/4	147/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16	1/16	1	210			
25	25	37	37	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	211			
25	25	36	36	0.5	0	0	Chord	3/8	2	2	1/8	1/8	1	212			
25	25	73/2	73/2	1.0	1/8	1/8	Chord	3/8	2	2	1/4	1/4	1	213			
26	26	75/2	75/2	0.16666666666666666	0	0	Chord	3/8	1	1	1/24	1/16	2/3	214			
26	26	113/3	113/3	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24	1/16	2/3	215			
26	26	227/6	227/6	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24	1/16	2/3	216			
26	26	38	38	1.0	1/8	1/8	Chord	3/8	1	1	1/4	1/4	1	217			
26	26	75/2	75/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	218			
26	26	38	38	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	219			
26	26	77/2	77/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	220			
27	27	39	39	0.16666666666666666	0	0	Chord	3/8	1	1	1/24	1/16	2/3	221			
27	27	235/6	235/6	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24	1/16	2/3	222			
27	27	118/3	118/3	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24	1/16	2/3	223			
27	27	79/2	79/2	1.0	1/8	1/8	Chord	3/8	1	1	1/4	1/4	1	224			
27	27	39	39	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	225			
27	27	79/2	79/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	226			
27	27	40	40	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	227			
28	28	81/2	81/2	0.16666666666666666	0	0	Chord	3/8	1	1	1/24	1/16	2/3	228			
28	28	122/3	122/3	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24	1/16	2/3	229			
28	28	245/6	245/6	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24	1/16	2/3	230			
28	28	41	41	1.0	1/8	1/8	Chord	3/8	1	1	1/4	1/4	1	231			
28	28	81/2	81/2	0.5	0	0	Chord	3/8	1	2	1/8	1/8	1	232			
28	28	81/2	81/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	233			
28	28	41	41	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	234			
28	28	83/2	83/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	235			
29	29	42	42	0.16666666666666666	0	0	Chord	3/8	1	1	1/24	1/16	2/3	236			
29	29	253/6	253/6	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24	1/16	2/3	237			
29	29	127/3	127/3	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24	1/16	2/3	238			
29	29	85/2	85/2	1.0	1/8	1/8	Chord	3/8	1	1	1/4	1/4	1	239			
29	29	42	42	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	240			
29	29	85/2	85/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	241			
29	29	43	43	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	242			
30	30	87/2	87/2	0.16666666666666666	0	0	Chord	3/8	1	1	1/24	1/16	2/3	243			
30	30	131/3	131/3	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24	1/16	2/3	244			
30	30	263/6	263/6	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24	1/16	2/3	245			
30	30	44	44	0.16666666666666666	1/8	1/8	Chord	3/8	1	1	1/24	1/16	2/3	246			
30	30	265/6	265/6	0.16666666666666666	1/6	1/6	Chord	3/8	1	1	1/24	1/16	2/3	247			
30	30	133/3	133/3	0.16666666666666666	5/24	5/24	Chord	3/8	1	1	1/24	1/16	2/3	248			
30	30	89/2	89/2	0.16666666666666666	1/4	1/4	Chord	3/8	1	1	1/24	1/16	2/3	249			
30	30	134/3	134/3	0.16666666666666666	7/24	7/24	Chord	3/8	1	1	1/24	1/16	2/3	250			
30	30	269/6	269/6	0.16666666666666666	1/3	1/3	Chord	3/8	1	1	1/24	1/16	2/3	251			
30	30	87/2	87/2	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	252			
30	30	44	44	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	253			
30	30	89/2	89/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	254			
31	31	45	45	0.16666666666666666	0	0	Chord	3/8	1	1	1/24	1/16	2/3	255			
31	31	271/6	271/6	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24	1/16	2/3	256			
31	31	136/3	136/3	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24	1/16	2/3	257			
31	31	91/2	91/2	0.16666666666666666	1/8	1/8	Chord	3/8	1	1	1/24	1/16	2/3	258			
31	31	137/3	137/3	0.16666666666666666	1/6	1/6	Chord	3/8	1	1	1/24	1/16	2/3	259			
31	31	275/6	275/6	0.16666666666666666	5/24	5/24	Chord	3/8	1	1	1/24	1/16	2/3	260			
31	31	46	46	0.16666666666666666	1/4	1/4	Chord	3/8	1	1	1/24	1/16	2/3	261			
31	31	277/6	277/6	0.16666666666666666	7/24	7/24	Chord	3/8	1	1	1/24	1/16	2/3	262			
31	31	139/3	139/3	0.16666666666666666	1/3	1/3	Chord	3/8	1	1	1/24	1/16	2/3	263			
31	31	45	45	0.5	0	0	Chord	3/8	2	1	1/8	1/8	1	264			
31	31	91/2	91/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8	1/8	1	265			
31	31	46	46	0.5	1/4	1/4	Chord	3/8	2	1	1/8	1/8	1	266			
32	32	93/2	93/2	0.16666666666666666	0	0	Chord	3/8	1	1	1/24	1/16	2/3	267			
32	32	140/3	140/3	0.16666666666666666	1/24	1/24	Chord	3/8	1	1	1/24	1/16	2/3	268			
32	32	281/6	281/6	0.16666666666666666	1/12	1/12	Chord	3/8	1	1	1/24	1/16	2/3	269			
32	32	47	47	0.16666666666666666	1/8	1/8	Chord	3/8	1	1	1/24	1/16	2/3	270			
