mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	staff_text
12	12	47/2	47/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	59		
12	12	22	22	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	60		
12	12	45/2	45/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	61		
12	12	23	23	0.5	1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	62		
12	12	47/2	47/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	63		
13	13	24	24	0.0	0	0	Chord	2/4	1	1	0	appoggiatura	1/32	1	64		
13	13	24	24	0.0	0	0	Chord	2/4	1	1	0	appoggiatura	1/32	1	65		
13	13	24	24	1.5	0	0	Chord	2/4	1	1	3/8		1/4	3/2	66		
13	13	51/2	51/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	67		
13	13	24	24	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	68		
13	13	49/2	49/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	69		
13	13	25	25	0.5	1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	70		
13	13	51/2	51/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	71		
14	14	26	26	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	72		
14	14	53/2	53/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	73		
14	14	27	27	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	74		
14	14	55/2	55/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	75		
14	14	26	26	1.0	0	0	Chord	2/4	1	2	1/4		1/4	1	76		
14	14	27	27	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	77		
15	15	28	28	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	78		
15	15	113/4	113/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	79		
15	15	57/2	57/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	80		
15	15	59/2	59/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	81		
15	15	28	28	1.0	0	0	Chord	2/4	1	2	1/4		1/4	1	82		
15	15	29	29	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	83		
16	16	30	30	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	84		
16	16	61/2	61/2	1.5	1/8	1/8	Chord	2/4	1	1	3/8		1/4	3/2	85		
16	16	30	30	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	86		
17	17	32	32	0.0	0	0	Chord	2/4	1	1	0	appoggiatura	1/32	1	87		
17	17	32	32	0.0	0	0	Chord	2/4	1	1	0	appoggiatura	1/32	1	88		
17	17	32	32	1.5	0	0	Chord	2/4	1	1	3/8		1/4	3/2	89		
17	17	67/2	67/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	90		
17	17	32	32	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	91		
17	17	65/2	65/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	92		
17	17	33	33	0.5	1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	93		
17	17	67/2	67/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	94		
18	18	34	34	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	95		
18	18	69/2	69/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	96		
18	18	35	35	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	97		
18	18	71/2	71/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	98		
18	18	34	34	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	99		
18	18	69/2	69/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	100		
18	18	35	35	0.5	1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	101		
18	18	71/2	71/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	102		
19	19	36	36	0.0	0	0	Chord	2/4	1	1	0	appoggiatura	1/32	1	103		
19	19	36	36	0.0	0	0	Chord	2/4	1	1	0	appoggiatura	1/32	1	104		
19	19	36	36	1.5	0	0	Chord	2/4	1	1	3/8		1/4	3/2	105		
19	19	75/2	75/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	106		
19	19	36	36	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	107		
19	19	73/2	73/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	108		
19	19	37	37	0.5	1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	109		
19	19	75/2	75/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	110		
20	20	38	38	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	111		
20	20	77/2	77/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	112		
20	20	39	39	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	113		
20	20	79/2	79/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	114		
20	20	38	38	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	115		
20	20	77/2	77/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	116		
20	20	39	39	0.5	1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	117		
20	20	79/2	79/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	118		
21	21	40	40	0.0	0	0	Chord	2/4	1	1	0	appoggiatura	1/32	1	119		
21	21	40	40	0.0	0	0	Chord	2/4	1	1	0	appoggiatura	1/32	1	120		
21	21	40	40	1.5	0	0	Chord	2/4	1	1	3/8		1/4	3/2	121		
21	21	83/2	83/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	122		
21	21	40	40	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	123		
21	21	81/2	81/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	124		
21	21	41	41	0.5	1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	125		
21	21	83/2	83/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	126		
22	22	42	42	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	127		
22	22	85/2	85/2	1.0	1/8	1/8	Chord	2/4	1	1	1/4		1/4	1	128		
22	22	87/2	87/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	129		
22	22	42	42	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	130		
22	22	43	43	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	131		
23	23	44	44	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	132		
23	23	177/4	177/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	133		
23	23	89/2	89/2	1.5	1/8	1/8	Chord	2/4	1	1	3/8		1/4	3/2	134		
23	23	44	44	1.0	0	0	Chord	2/4	1	2	1/4		1/4	1	135		
23	23	44	44	0.5	0	0	Chord	2/4	1	3	1/8		1/8	1	136		
23	23	44	44	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	137		
23	23	45	45	1.0	1/4	1/4	Chord	2/4	2	1	1/4		1/4	1	138		
24	24	46	46	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	139		
24	24	93/2	93/2	1.5	1/8	1/8	Chord	2/4	1	1	3/8		1/4	3/2	140		
24	24	46	46	2.0	0	0	Chord	2/4	2	1	1/2		1/2	1	141		
25	25	48	48	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	142		
25	25	97/2	97/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	143		
25	25	49	49	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	144		
25	25	99/2	99/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	145		
25	25	48	48	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	146		
25	25	97/2	97/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	147		
25	25	49	49	0.5	1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	148		
25	25	99/2	99/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	149		
25	25	48	48	2.0	0	0	Chord	2/4	1	3	1/2		1/2	1	150		
26	26	50	50	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	151		
26	26	101/2	101/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	152		
26	26	51	51	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	153		
26	26	103/2	103/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	154		
26	26	50	50	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	155		
26	26	101/2	101/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	156		
26	26	51	51	0.5	1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	157		
26	26	103/2	103/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	158		
26	26	50	50	1.0	0	0	Chord	2/4	1	3	1/4		1/4	1	159		
27	27	52	52	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	160		
27	27	105/2	105/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	161		
27	27	53	53	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	162		
27	27	107/2	107/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	163		
27	27	52	52	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	164		
27	27	105/2	105/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	165		
27	27	53	53	0.5	1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	166		
27	27	107/2	107/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	167		
27	27	52	52	2.0	0	0	Chord	2/4	1	3	1/2		1/2	1	168		
28	28	54	54	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	169		
28	28	109/2	109/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	170		
28	28	55	55	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	171		
28	28	111/2	111/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	172		
28	28	54	54	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	173		
28	28	109/2	109/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	174		
28	28	55	55	0.5	1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	175		
28	28	111/2	111/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	176		
28	28	54	54	1.0	0	0	Chord	2/4	1	3	1/4		1/4	1	177		
29	29	56	56	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	178		
29	29	113/2	113/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	179		
29	29	57	57	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	180		
29	29	115/2	115/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	181		
29	29	56	56	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	182		
29	29	113/2	113/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	183		
29	29	57	57	0.5	1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	184		
29	29	115/2	115/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	185		
29	29	56	56	1.0	0	0	Chord	2/4	1	3	1/4		1/4	1	186		
29	29	57	57	1.0	1/4	1/4	Chord	2/4	1	3	1/4		1/4	1	187		
30	30	58	58	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	188		
30	30	117/2	117/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	189		
30	30	59	59	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	190		
30	30	119/2	119/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	191		
30	30	58	58	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	192		
30	30	117/2	117/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	193		
30	30	59	59	0.5	1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	194		
30	30	119/2	119/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	195		
30	30	58	58	1.0	0	0	Chord	2/4	1	3	1/4		1/4	1	196		
31	31	60	60	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	197		
31	31	121/2	121/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	198		
31	31	61	61	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	199		
31	31	123/2	123/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	200		
31	31	60	60	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	201		
31	31	121/2	121/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	202		
31	31	61	61	0.5	1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	203		
31	31	123/2	123/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	204		
31	31	60	60	2.0	0	0	Chord	2/4	1	3	1/2		1/2	1	205		
32	32	62	62	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	206		
32	32	125/2	125/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	207		
32	32	63	63	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	208		
32	32	127/2	127/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	209		
32	32	62	62	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	210		
32	32	125/2	125/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	211		
32	32	63	63	0.5	1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	212		
32	32	127/2	127/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	213		
32	32	62	62	1.0	0	0	Chord	2/4	1	3	1/4		1/4	1	214		
33	33	64	64	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	215		
33	33	129/2	129/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	216		
33	33	65	65	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	217		
33	33	131/2	131/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	218		
33	33	64	64	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	219		
33	33	129/2	129/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	220		
33	33	65	65	0.5	1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	221		
33	33	131/2	131/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	222		
33	33	64	64	2.0	0	0	Chord	2/4	1	3	1/2		1/2	1	223		
34	34	66	66	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	224		
34	34	133/2	133/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	225		
34	34	67	67	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	226		
34	34	135/2	135/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	227		
34	34	66	66	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	228		
34	34	133/2	133/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	229		
34	34	67	67	0.5	1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	230		
34	34	135/2	135/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	231		
34	34	66	66	1.0	0	0	Chord	2/4	1	3	1/4		1/4	1	232		
35	35	68	68	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	233		
35	35	137/2	137/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	234		
35	35	69	69	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	235		
35	35	139/2	139/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	236		
35	35	68	68	1.0	0	0	Chord	2/4	1	2	1/4		1/4	1	237		
36	36	70	70	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	238		
36	36	281/4	281/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	239		
36	36	141/2	141/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	240		
36	36	283/4	283/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	241		
36	36	71	71	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	242		
36	36	143/2	143/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	243		
36	36	71	71	1.0	1/4	1/4	Chord	2/4	1	2	1/4		1/4	1	244		
36	36	70	70	1.0	0	0	Chord	2/4	2	1	1/4		1/4	1	245		
37	37	72	72	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	246		
37	37	145/2	145/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	247		
37	37	73	73	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	248	ornamentTrill	
37	37	147/2	147/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	249		
37	37	72	72	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	250		
37	37	145/2	145/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	251		
37	37	73	73	0.5	1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	252		
37	37	147/2	147/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	253		
38	38	74	74	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	254		
38	38	149/2	149/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	255		
38	38	75	75	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	256	ornamentTrill	
38	38	151/2	151/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	257		
38	38	74	74	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	258		
38	38	149/2	149/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	259		
38	38	75	75	0.5	1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	260		
38	38	151/2	151/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	261		
39	39	76	76	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	262		
39	39	153/2	153/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	263		
39	39	77	77	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	264	ornamentTrill	
39	39	155/2	155/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	265		
39	39	76	76	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	266		
39	39	153/2	153/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	267		
39	39	77	77	0.5	1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	268		
39	39	155/2	155/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	269		
40	40	78	78	0.5	0	0	Chord	2/4	1	1	1/8		1/8	1	270		
40	40	157/2	157/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8		1/8	1	271		
40	40	79	79	0.5	1/4	1/4	Chord	2/4	1	1	1/8		1/8	1	272	ornamentTrill	
40	40	159/2	159/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8		1/8	1	273		
40	40	78	78	0.5	0	0	Chord	2/4	1	2	1/8		1/8	1	274		
40	40	157/2	157/2	0.5	1/8	1/8	Chord	2/4	1	2	1/8		1/8	1	275		
40	40	79	79	0.5	1/4	1/4	Chord	2/4	1	2	1/8		1/8	1	276		
40	40	159/2	159/2	0.5	3/8	3/8	Chord	2/4	1	2	1/8		1/8	1	277		
41	41	80	80	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	278		
41	41	321/4	321/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	279		
41	41	161/2	161/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	280		
41	41	323/4	323/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	281		
41	41	81	81	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	282		
41	41	325/4	325/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	283		
41	41	163/2	163/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16		1/16	1	284		
41	41	327/4	327/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16		1/16	1	285		
41	41	80	80	0.25	0	0	Chord	2/4	1	2	1/16		1/16	1	286		
41	41	321/4	321/4	0.25	1/16	1/16	Chord	2/4	1	2	1/16		1/16	1	287		
41	41	161/2	161/2	0.25	1/8	1/8	Chord	2/4	1	2	1/16		1/16	1	288		
41	41	323/4	323/4	0.25	3/16	3/16	Chord	2/4	1	2	1/16		1/16	1	289		
41	41	81	81	0.25	1/4	1/4	Chord	2/4	1	2	1/16		1/16	1	290		
41	41	325/4	325/4	0.25	5/16	5/16	Chord	2/4	1	2	1/16		1/16	1	291		
41	41	163/2	163/2	0.25	3/8	3/8	Chord	2/4	1	2	1/16		1/16	1	292		
41	41	327/4	327/4	0.25	7/16	7/16	Chord	2/4	1	2	1/16		1/16	1	293		
42	42	82	82	0.25	0	0	Chord	2/4	1	1	1/16		1/16	1	294		
42	42	329/4	329/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16		1/16	1	295		
42	42	165/2	165/2	0.25	1/8	1/8	Chord	2/4	1	1	1/16		1/16	1	296		
42	42	331/4	331/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16		1/16	1	297		
42	42	83	83	0.25	1/4	1/4	Chord	2/4	1	1	1/16		1/16	1	298		
42	42	333/4	333/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16		1/16	1	299		
