mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	tempo	qpm	tempo_visible
41	41	60	60	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	290				
41	41	121/2	121/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	291				
41	41	61	61	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	292				
42	42	123/2	123/2	0.0	0	0	Chord	3/8	1	1	0	grace16	1/16	1	293				
42	42	123/2	123/2	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	294				
42	42	125/2	125/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	295				
42	42	123/2	123/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	296				
42	42	62	62	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	297				
42	42	125/2	125/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	298				
43	43	63	63	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	299				
43	43	253/4	253/4	0.125	1/16	1/16	Chord	3/8	1	1	1/32		1/32	1	300				
43	43	507/8	507/8	0.125	3/32	3/32	Chord	3/8	1	1	1/32		1/32	1	301				
43	43	127/2	127/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	302				
43	43	255/4	255/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	303				
43	43	64	64	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	304				
43	43	257/4	257/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	305				
43	43	63	63	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	306				
43	43	127/2	127/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	307				
43	43	64	64	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	308				
44	44	129/2	129/2	0.0	0	0	Chord	3/8	1	1	0	grace16	1/16	1	309				
44	44	129/2	129/2	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	310				
44	44	131/2	131/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	311				
44	44	129/2	129/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	312				
44	44	65	65	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	313				
44	44	131/2	131/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	314				
45	45	66	66	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	315				
45	45	265/4	265/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	316				
45	45	133/2	133/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	317				
45	45	267/4	267/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	318				
45	45	67	67	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	319				
45	45	269/4	269/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	320				
45	45	66	66	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	321				
45	45	133/2	133/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	322				
45	45	67	67	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	323				
46	46	135/2	135/2	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	324				
46	46	137/2	137/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	325				
46	46	275/4	275/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	326				
46	46	135/2	135/2	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	327				
46	46	137/2	137/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	328				
47	47	69	69	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	329				
47	47	277/4	277/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	330				
47	47	139/2	139/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	331				
47	47	279/4	279/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	332				
47	47	70	70	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	333				
47	47	281/4	281/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	334				
47	47	69	69	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	335	ornamentShortTrill			
47	47	139/2	139/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	336				
47	47	70	70	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	337				
48	48	141/2	141/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	338				
48	48	283/4	283/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	339				
48	48	71	71	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	340				
48	48	285/4	285/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	341				
48	48	143/2	143/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	342				
48	48	287/4	287/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	343				
48	48	141/2	141/2	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	344				
48	48	143/2	143/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	345				
49	49	72	72	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	346				
49	49	289/4	289/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	347				
49	49	145/2	145/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	348				
49	49	291/4	291/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	349				
49	49	73	73	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	350				
49	49	293/4	293/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	351				
49	49	72	72	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	352	ornamentShortTrill			
49	49	145/2	145/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	353				
49	49	73	73	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	354				
50	50	147/2	147/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	355				
50	50	295/4	295/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	356				
50	50	74	74	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	357				
50	50	297/4	297/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	358				
50	50	149/2	149/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	359				
50	50	299/4	299/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	360				
50	50	147/2	147/2	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	361				
50	50	149/2	149/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	362				
51	51	75	75	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	363				
51	51	301/4	301/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	364				
51	51	151/2	151/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	365				
51	51	303/4	303/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	366				
51	51	76	76	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	367				
51	51	305/4	305/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	368				
51	51	75	75	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	369	ornamentShortTrill			
51	51	151/2	151/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	370				
51	51	76	76	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	371				
52	52	153/2	153/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	372				
52	52	307/4	307/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	373				
52	52	77	77	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	374				
52	52	309/4	309/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	375				
52	52	155/2	155/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	376				
52	52	311/4	311/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	377				
52	52	153/2	153/2	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	378				
52	52	155/2	155/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	379				
53	53	78	78	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	380				
53	53	313/4	313/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	381				
53	53	157/2	157/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	382				
53	53	315/4	315/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	383				
53	53	79	79	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	384				
53	53	317/4	317/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	385				
53	53	78	78	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	386	ornamentShortTrill			
53	53	157/2	157/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	387				
53	53	79	79	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	388				
54	54	159/2	159/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	389				
54	54	319/4	319/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	390				
54	54	80	80	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	391				
54	54	321/4	321/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	392				
54	54	161/2	161/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	393				
54	54	323/4	323/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	394				
54	54	159/2	159/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	395				
54	54	80	80	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	396				
54	54	161/2	161/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	397				
55	55	81	81	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	398				
55	55	163/2	163/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	399				
55	55	82	82	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	400				
55	55	81	81	0.25	0	0	Chord	3/8	1	2	1/16		1/16	1	401				
55	55	325/4	325/4	0.25	1/16	1/16	Chord	3/8	1	2	1/16		1/16	1	402				
55	55	163/2	163/2	0.25	1/8	1/8	Chord	3/8	1	2	1/16		1/16	1	403				
55	55	327/4	327/4	0.25	3/16	3/16	Chord	3/8	1	2	1/16		1/16	1	404				
55	55	82	82	0.25	1/4	1/4	Chord	3/8	1	2	1/16		1/16	1	405				
55	55	329/4	329/4	0.25	5/16	5/16	Chord	3/8	1	2	1/16		1/16	1	406				
55	55	81	81	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	407				
55	55	163/2	163/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	408				
55	55	82	82	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	409				
56	56	165/2	165/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	410				
56	56	331/4	331/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	411				
56	56	83	83	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	412				
56	56	333/4	333/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	413				
56	56	167/2	167/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	414				
56	56	335/4	335/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	415				
56	56	165/2	165/2	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	416				
56	56	167/2	167/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	417				
57	57	84	84	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	418				
57	57	337/4	337/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	419				
57	57	169/2	169/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	420				
57	57	339/4	339/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	421				
57	57	85	85	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	422				
57	57	341/4	341/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	423				
57	57	84	84	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	424	ornamentShortTrill			
57	57	169/2	169/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	425				
57	57	85	85	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	426				
58	58	171/2	171/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	427				
58	58	343/4	343/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	428				
58	58	86	86	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	429				
58	58	345/4	345/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	430				
58	58	173/2	173/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	431				
58	58	347/4	347/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	432				
58	58	171/2	171/2	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	433				
58	58	173/2	173/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	434				
59	59	87	87	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	435				
59	59	349/4	349/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	436				
59	59	175/2	175/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	437				
59	59	351/4	351/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	438				
59	59	88	88	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	439				
59	59	353/4	353/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	440				
59	59	87	87	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	441	ornamentShortTrill			
59	59	175/2	175/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	442				
59	59	88	88	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	443				
60	60	177/2	177/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	444				
60	60	355/4	355/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	445				
60	60	89	89	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	446				
60	60	357/4	357/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	447				
60	60	179/2	179/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	448				
60	60	359/4	359/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	449				
60	60	177/2	177/2	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	450				
60	60	179/2	179/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	451				
61	61	90	90	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	452				
61	61	361/4	361/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	453				
61	61	181/2	181/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	454				
61	61	363/4	363/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	455				
61	61	91	91	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	456				
61	61	365/4	365/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	457				
61	61	90	90	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	458	ornamentShortTrill			
61	61	181/2	181/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	459				
61	61	91	91	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	460				
62	62	183/2	183/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	461				
62	62	367/4	367/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	462				
62	62	92	92	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	463				
62	62	369/4	369/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	464				
62	62	185/2	185/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	465				
62	62	371/4	371/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	466				
62	62	183/2	183/2	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	467				
62	62	185/2	185/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	468				
63	63	93	93	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	469				
63	63	373/4	373/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	470				
63	63	187/2	187/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	471				
63	63	375/4	375/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	472				
63	63	94	94	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	473				
63	63	377/4	377/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	474				
63	63	93	93	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	475	ornamentShortTrill			
63	63	187/2	187/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	476				
63	63	94	94	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	477				
64	64	189/2	189/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	478				
64	64	379/4	379/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	479				
64	64	95	95	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	480				
64	64	381/4	381/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	481				
64	64	191/2	191/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	482				
64	64	383/4	383/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	483				
64	64	189/2	189/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	484				
64	64	95	95	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	485				
64	64	191/2	191/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	486				
65	65	96	96	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	487				
65	65	193/2	193/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	488				
65	65	97	97	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	489				
65	65	96	96	0.25	0	0	Chord	3/8	1	2	1/16		1/16	1	490				
65	65	385/4	385/4	0.25	1/16	1/16	Chord	3/8	1	2	1/16		1/16	1	491				
65	65	193/2	193/2	0.25	1/8	1/8	Chord	3/8	1	2	1/16		1/16	1	492				
65	65	387/4	387/4	0.25	3/16	3/16	Chord	3/8	1	2	1/16		1/16	1	493				
65	65	97	97	0.25	1/4	1/4	Chord	3/8	1	2	1/16		1/16	1	494				
65	65	389/4	389/4	0.25	5/16	5/16	Chord	3/8	1	2	1/16		1/16	1	495				
65	65	96	96	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	496				
65	65	193/2	193/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	497				
65	65	97	97	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	498				
66	66	195/2	195/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	499				
66	66	391/4	391/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	500				
66	66	98	98	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	501				
66	66	393/4	393/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	502				
66	66	197/2	197/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	503				
66	66	395/4	395/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	504				
66	66	195/2	195/2	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	505				
66	66	197/2	197/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	506				
67	67	99	99	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	507				
67	67	397/4	397/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	508				
67	67	199/2	199/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	509				
67	67	399/4	399/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	510				
67	67	100	100	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	511				
67	67	401/4	401/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	512				
67	67	99	99	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	513				
67	67	100	100	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	514				
68	68	201/2	201/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	515				
68	68	403/4	403/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	516				
68	68	101	101	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	517				
68	68	405/4	405/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	518				
68	68	203/2	203/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	519				
68	68	407/4	407/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	520				
68	68	201/2	201/2	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	521				
68	68	203/2	203/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	522				
69	69	102	102	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	523				
69	69	409/4	409/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	524				
69	69	205/2	205/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	525				
69	69	411/4	411/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	526				
69	69	103	103	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	527	ornamentShortTrill			
69	69	413/4	413/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	528				
69	69	102	102	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	529				
69	69	205/2	205/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	530				
69	69	103	103	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	531				
70	70	207/2	207/2	0.0	0	0	Chord	3/8	1	1	0	grace16	1/16	1	532				
70	70	207/2	207/2	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	533				
70	70	207/2	207/2	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	534				
71	71	105	105	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	535				
71	71	421/4	421/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	536				
71	71	211/2	211/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	537				
71	71	423/4	423/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	538				
71	71	106	106	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	539				
71	71	425/4	425/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	540				
72	72	213/2	213/2	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	541				
72	72	213/2	213/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	542				
72	72	427/4	427/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	543				
72	72	107	107	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	544				
72	72	429/4	429/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	545				
72	72	215/2	215/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	546				
72	72	431/4	431/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	547				
73	73	108	108	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	548				
73	73	433/4	433/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	549				
73	73	217/2	217/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	550				
73	73	435/4	435/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	551				
73	73	109	109	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	552				
73	73	437/4	437/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	553				
73	73	108	108	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	554				
74	74	219/2	219/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	555				
74	74	439/4	439/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	556				
74	74	110	110	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	557				
74	74	441/4	441/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	558				
74	74	221/2	221/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	559	ornamentShortTrill			
74	74	443/4	443/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	560				
74	74	219/2	219/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	561				
74	74	110	110	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	562				
74	74	221/2	221/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	563				
75	75	111	111	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	564				
75	75	445/4	445/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	565				
75	75	223/2	223/2	1.0	1/8	1/8	Chord	3/8	1	1	1/4		1/4	1	566				
75	75	111	111	0.75	0	0	Chord	3/8	2	1	3/16		1/8	3/2	567				
75	75	447/4	447/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	568				
75	75	112	112	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	569				
75	75	449/4	449/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	570				
76	76	225/2	225/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	571				
76	76	451/4	451/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	572				
76	76	113	113	1.0	1/8	1/8	Chord	3/8	1	1	1/4		1/4	1	573				
76	76	225/2	225/2	0.75	0	0	Chord	3/8	2	1	3/16		1/8	3/2	574				
76	76	453/4	453/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	575				
76	76	227/2	227/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	576				
76	76	455/4	455/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	577				
77	77	114	114	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	578				
77	77	457/4	457/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	579				
77	77	229/2	229/2	1.0	1/8	1/8	Chord	3/8	1	1	1/4		1/4	1	580				
77	77	114	114	0.75	0	0	Chord	3/8	2	1	3/16		1/8	3/2	581				
77	77	459/4	459/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	582				
77	77	115	115	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	583				
77	77	461/4	461/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	584				
