mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	staff_text	slur
20	20	159/2	159/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	294			
20	20	76	76	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	295			
20	20	78	78	2.0	1/2	1/2	Chord	4/4	1	2	1/2	1/2	1	296			
20	20	76	76	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	297			
20	20	153/2	153/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	298			
20	20	77	77	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	299			
20	20	155/2	155/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	300			
20	20	78	78	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	301			
20	20	157/2	157/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	302			
20	20	79	79	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	303			
20	20	159/2	159/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	304			
21	21	80	80	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	305			
21	21	161/2	161/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	306			
21	21	81	81	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	307			
21	21	329/4	329/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	308			
21	21	165/2	165/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	309			
21	21	331/4	331/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	310			
21	21	83	83	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	311			
21	21	333/4	333/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	312			
21	21	167/2	167/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	313			
21	21	335/4	335/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	314			
21	21	80	80	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	315			
21	21	80	80	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	316			
21	21	161/2	161/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	317			
21	21	81	81	0.25	1/4	1/4	Chord	4/4	2	1	1/16	1/16	1	318			
21	21	325/4	325/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16	1/16	1	319			
21	21	163/2	163/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	320			
21	21	327/4	327/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	321			
21	21	82	82	0.25	1/2	1/2	Chord	4/4	2	1	1/16	1/16	1	322			
22	22	84	84	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	323			
22	22	169/2	169/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	324			
22	22	85	85	0.75	1/4	1/4	Chord	4/4	1	1	3/16	1/8	3/2	325	ornamentTrill		
22	22	343/4	343/4	0.125	7/16	7/16	Chord	4/4	1	1	1/32	1/32	1	326			
22	22	687/8	687/8	0.125	15/32	15/32	Chord	4/4	1	1	1/32	1/32	1	327			
22	22	86	86	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	328			
22	22	173/2	173/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	329			
22	22	87	87	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	330			
22	22	349/4	349/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	331			
22	22	175/2	175/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	332			
22	22	351/4	351/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	333			
22	22	84	84	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	334			
22	22	85	85	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	335			
22	22	86	86	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	336			
22	22	87	87	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	337			
23	23	88	88	0.75	0	0	Chord	4/4	1	1	3/16	1/8	3/2	338			
23	23	355/4	355/4	0.08333333333333333	3/16	3/16	Chord	4/4	1	1	1/48	1/32	2/3	339			
23	23	533/6	533/6	0.08333333333333333	5/24	5/24	Chord	4/4	1	1	1/48	1/32	2/3	340			
23	23	1067/12	1067/12	0.08333333333333333	11/48	11/48	Chord	4/4	1	1	1/48	1/32	2/3	341			
23	23	89	89	0.75	1/4	1/4	Chord	4/4	1	1	3/16	1/8	3/2	342	ornamentTrill		
23	23	359/4	359/4	0.125	7/16	7/16	Chord	4/4	1	1	1/32	1/32	1	343			
23	23	719/8	719/8	0.125	15/32	15/32	Chord	4/4	1	1	1/32	1/32	1	344			
23	23	90	90	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	345			
23	23	181/2	181/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	346			
23	23	91	91	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	347			
23	23	183/2	183/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	348			
23	23	88	88	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	349			
23	23	89	89	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	350			
23	23	90	90	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	351			
23	23	91	91	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	352			
24	24	92	92	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	353			
24	24	185/2	185/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	354			
24	24	93	93	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	355			
24	24	187/2	187/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	356			
24	24	94	94	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	357			
24	24	189/2	189/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	358			
24	24	95	95	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	359			
24	24	191/2	191/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	360			
24	24	92	92	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	361			
24	24	93	93	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	362			
24	24	94	94	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	363			
24	24	95	95	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	364			
25	25	96	96	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	365			
25	25	193/2	193/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	366			
25	25	97	97	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	367			
25	25	195/2	195/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	368			
25	25	98	98	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	369			
25	25	197/2	197/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	370			
25	25	395/4	395/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	371			
25	25	99	99	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	372			
25	25	96	96	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	373			
25	25	97	97	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	374			
25	25	98	98	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	375			
25	25	99	99	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	376			
25	25	199/2	199/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	377			
26	26	100	100	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	378			
26	26	201/2	201/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	379			
26	26	101	101	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	380			
26	26	203/2	203/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	381			
26	26	102	102	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	382			
26	26	205/2	205/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	383			
26	26	103	103	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	384			
26	26	207/2	207/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	385			
26	26	100	100	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	386			
26	26	101	101	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	387			
26	26	102	102	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	388			
26	26	103	103	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	389			
27	27	104	104	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	390			
27	27	417/4	417/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	391			
27	27	209/2	209/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	392			
27	27	105	105	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	393			
27	27	421/4	421/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	394			
27	27	211/2	211/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	395			
27	27	106	106	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	396			
27	27	425/4	425/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	397			
27	27	213/2	213/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	398			
27	27	107	107	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	399			
27	27	429/4	429/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16	1/16	1	400			
27	27	215/2	215/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	401			
27	27	104	104	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	402			
27	27	105	105	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	403			
27	27	106	106	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	404			
27	27	107	107	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	405			
28	28	108	108	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	406			
28	28	433/4	433/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	407			
28	28	217/2	217/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	408			
28	28	109	109	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	409			
28	28	437/4	437/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	410			
28	28	219/2	219/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	411			
28	28	110	110	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	412			
28	28	221/2	221/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	413			
28	28	443/4	443/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	414			
28	28	111	111	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	415			
28	28	223/2	223/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	416			
28	28	111	111	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	417			
28	28	108	108	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	418			
28	28	109	109	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	419			
28	28	110	110	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	420			
28	28	111	111	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	421			
28	28	223/2	223/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	422			
29	29	112	112	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	423			
29	29	113	113	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	424			
29	29	114	114	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	425			
29	29	115	115	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	426			
29	29	112	112	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	427			
29	29	113	113	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	428			
29	29	114	114	0.25	1/2	1/2	Chord	4/4	2	1	1/16	1/16	1	429			
29	29	457/4	457/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16	1/16	1	430			
29	29	229/2	229/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	431			
29	29	459/4	459/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	432			
29	29	115	115	0.25	3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	433			
29	29	461/4	461/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	434			
29	29	231/2	231/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	435			
29	29	463/4	463/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	436			
30	30	116	116	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	437			
30	30	233/2	233/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	438			
30	30	117	117	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	439			
30	30	235/2	235/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	440			
30	30	118	118	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	441			
30	30	119	119	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	442			
30	30	118	118	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	443			
30	30	116	116	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	444			
30	30	118	118	0.25	1/2	1/2	Chord	4/4	2	1	1/16	1/16	1	445			
30	30	473/4	473/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16	1/16	1	446			
30	30	237/2	237/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	447			
30	30	475/4	475/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	448			
30	30	119	119	0.25	3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	449			
30	30	477/4	477/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	450			
30	30	239/2	239/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	451			
30	30	479/4	479/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	452			
31	31	120	120	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	453			
31	31	241/2	241/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	454			
31	31	121	121	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	455			
31	31	243/2	243/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	456			
31	31	122	122	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	457			
31	31	123	123	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	458			
31	31	120	120	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	459			
31	31	122	122	0.25	1/2	1/2	Chord	4/4	2	1	1/16	1/16	1	460			
31	31	489/4	489/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16	1/16	1	461			
31	31	245/2	245/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	462			
31	31	491/4	491/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	463			
31	31	123	123	0.25	3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	464			
31	31	493/4	493/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	465			
31	31	247/2	247/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	466			
31	31	495/4	495/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	467			
32	32	124	124	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	468			
32	32	249/2	249/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	469			
32	32	125	125	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	470			
32	32	251/2	251/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	471			
32	32	126	126	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	472			
32	32	127	127	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	473			
32	32	126	126	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	474			
32	32	124	124	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	475			
32	32	126	126	0.25	1/2	1/2	Chord	4/4	2	1	1/16	1/16	1	476			
32	32	505/4	505/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16	1/16	1	477			
32	32	253/2	253/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16	1/16	1	478			
32	32	507/4	507/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16	1/16	1	479			
32	32	127	127	0.25	3/4	3/4	Chord	4/4	2	1	1/16	1/16	1	480			
32	32	509/4	509/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16	1/16	1	481			
32	32	255/2	255/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	482			
32	32	511/4	511/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	483			
33	33	128	128	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	484			
33	33	257/2	257/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	485			
33	33	129	129	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	486			
33	33	259/2	259/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	487			
33	33	130	130	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	488			
33	33	263/2	263/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	489			
33	33	130	130	0.25	1/2	1/2	Chord	4/4	1	2	1/16	1/16	1	490			
33	33	521/4	521/4	0.25	9/16	9/16	Chord	4/4	1	2	1/16	1/16	1	491			
33	33	261/2	261/2	0.25	5/8	5/8	Chord	4/4	1	2	1/16	1/16	1	492			
33	33	523/4	523/4	0.25	11/16	11/16	Chord	4/4	1	2	1/16	1/16	1	493			
33	33	131	131	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	494			
33	33	128	128	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	495			
33	33	130	130	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	496			
33	33	131	131	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	497			
34	34	132	132	0.25	0	0	Chord	4/4	1	1	1/16	1/16	1	498			
34	34	529/4	529/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16	1/16	1	499			
34	34	265/2	265/2	1.0	1/8	1/8	Chord	4/4	1	1	1/4	1/4	1	500			
34	34	267/2	267/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	501			
34	34	134	134	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	502			3
34	34	537/4	537/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	503			3
34	34	269/2	269/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	504			3
34	34	539/4	539/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	505			3
34	34	135	135	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	506			3
34	34	541/4	541/4	0.125	13/16	13/16	Chord	4/4	1	1	1/32	1/32	1	507			3
34	34	1083/8	1083/8	0.125	27/32	27/32	Chord	4/4	1	1	1/32	1/32	1	508			3
34	34	271/2	271/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	509			3
34	34	543/4	543/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	510			
34	34	132	132	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	511			
34	34	133	133	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	512			
34	34	134	134	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	513			
34	34	135	135	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	514			
35	35	136	136	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	515			
35	35	273/2	273/2	1.0	1/8	1/8	Chord	4/4	1	1	1/4	1/4	1	516			
35	35	275/2	275/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	517			
35	35	138	138	0.25	1/2	1/2	Chord	4/4	1	1	1/16	1/16	1	518			4
35	35	553/4	553/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16	1/16	1	519			4
35	35	277/2	277/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	520			4
35	35	555/4	555/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	521			4
35	35	139	139	0.25	3/4	3/4	Chord	4/4	1	1	1/16	1/16	1	522			4
35	35	557/4	557/4	0.125	13/16	13/16	Chord	4/4	1	1	1/32	1/32	1	523			4
35	35	1115/8	1115/8	0.125	27/32	27/32	Chord	4/4	1	1	1/32	1/32	1	524			4
35	35	279/2	279/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	525			4
35	35	559/4	559/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	526			
35	35	136	136	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	527			
35	35	137	137	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	528			
35	35	138	138	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	529			
35	35	139	139	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	530			
36	36	140	140	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	531			
36	36	281/2	281/2	1.0	1/8	1/8	Chord	4/4	1	1	1/4	1/4	1	532			
36	36	283/2	283/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	533			
36	36	142	142	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	534			
36	36	140	140	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	535			
36	36	141	141	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	536			
36	36	142	142	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	537			
37	37	289/2	289/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	538			
37	37	145	145	1.5	1/4	1/4	Chord	4/4	1	1	3/8	1/4	3/2	539			
37	37	293/2	293/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	540			
37	37	147	147	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	541			
37	37	295/2	295/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	542			
37	37	144	144	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	543			
37	37	291/2	291/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	544			
37	37	146	146	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	545			
37	37	147	147	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	546			
38	38	148	148	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	547	ornamentTrill		
38	38	297/2	297/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	548			
38	38	149	149	1.5	1/4	1/4	Chord	4/4	1	1	3/8	1/4	3/2	549			
38	38	301/2	301/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	550			
38	38	603/4	603/4	0.125	11/16	11/16	Chord	4/4	1	1	1/32	1/32	1	551			
38	38	1207/8	1207/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32	1/32	1	552			
38	38	151	151	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	553			
38	38	303/2	303/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	554			
38	38	148	148	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	555			
38	38	299/2	299/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	556			
38	38	150	150	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	557			
38	38	151	151	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	558			
38	38	303/2	303/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	559			
38	38	151	151	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	560			
39	39	152	152	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	561			
39	39	305/2	305/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	562			
39	39	153	153	1.5	1/4	1/4	Chord	4/4	1	1	3/8	1/4	3/2	563			
39	39	309/2	309/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	564			
39	39	619/4	619/4	0.125	11/16	11/16	Chord	4/4	1	1	1/32	1/32	1	565			
39	39	1239/8	1239/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32	1/32	1	566			
39	39	155	155	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	567			
39	39	311/2	311/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	568			
39	39	152	152	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	569			
39	39	307/2	307/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	570			
39	39	154	154	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	571			
39	39	155	155	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	572			
39	39	311/2	311/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	573			
39	39	155	155	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	574			
40	40	156	156	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	575			
40	40	313/2	313/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	576			
40	40	157	157	1.5	1/4	1/4	Chord	4/4	1	1	3/8	1/4	3/2	577			
40	40	317/2	317/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	578			
40	40	635/4	635/4	0.125	11/16	11/16	Chord	4/4	1	1	1/32	1/32	1	579			
40	40	1271/8	1271/8	0.125	23/32	23/32	Chord	4/4	1	1	1/32	1/32	1	580			
40	40	159	159	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	581			
40	40	319/2	319/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	582			
40	40	156	156	1.5	0	0	Chord	4/4	2	1	3/8	1/4	3/2	583			
40	40	315/2	315/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	584			
40	40	158	158	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	585			
40	40	159	159	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	586			
40	40	319/2	319/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	587			
40	40	159	159	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	588			
41	41	160	160	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	589			
41	41	321/2	321/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	590			
41	41	161	161	1.5	1/4	1/4	Chord	4/4	1	1	3/8	1/4	3/2	591			
