mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	staff_text
6	6	22	22	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	77		
6	6	23	23	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	78		
7	7	24	24	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	79		
7	7	49/2	49/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	80		
7	7	25	25	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	81		
7	7	51/2	51/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	82		
7	7	26	26	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	83	ornamentTrill	
7	7	55/2	55/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	84		
7	7	111/4	111/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	85		
7	7	24	24	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	86		
7	7	27	27	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	87		
8	8	28	28	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	88		
8	8	57/2	57/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	89		
8	8	29	29	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	90		
8	8	59/2	59/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	91		
8	8	30	30	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	92	ornamentTrill	
8	8	63/2	63/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	93		
8	8	127/4	127/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	94		
8	8	28	28	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	95		
8	8	29	29	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	96		
8	8	31	31	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	97		
9	9	32	32	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	98		
9	9	65/2	65/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	99		
9	9	33	33	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	100		
9	9	67/2	67/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	101		
9	9	34	34	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	102	ornamentTrill	
9	9	71/2	71/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	103		
9	9	143/4	143/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	104		
9	9	32	32	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	105		
9	9	33	33	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	106		
9	9	35	35	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	107		
10	10	36	36	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	108		
10	10	73/2	73/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	109		
10	10	37	37	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	110		
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	111		
10	10	38	38	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	112	ornamentTrill	
10	10	79/2	79/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	113		
10	10	159/4	159/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	114		
10	10	36	36	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	115		
10	10	37	37	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	116		
10	10	39	39	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	117		
11	11	40	40	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	118		
11	11	81/2	81/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	119		
11	11	41	41	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	120		
11	11	83/2	83/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	121		
11	11	42	42	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	122		
11	11	85/2	85/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	123		
11	11	43	43	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	124		
11	11	87/2	87/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	125		
11	11	40	40	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	126		
11	11	41	41	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	127		
11	11	42	42	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	128		
11	11	43	43	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	129		
12	12	44	44	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	130		
12	12	89/2	89/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	131		
12	12	45	45	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	132		
12	12	91/2	91/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	133		
12	12	46	46	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	134		
12	12	93/2	93/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	135		
12	12	187/4	187/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	136		
12	12	47	47	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	137		
12	12	95/2	95/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	138		
12	12	44	44	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	139		
12	12	45	45	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	140		
12	12	46	46	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	141		
12	12	95/2	95/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	142		
13	13	48	48	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	143		
13	13	97/2	97/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	144		
13	13	49	49	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	145		
13	13	99/2	99/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	146		
13	13	50	50	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	147		
13	13	101/2	101/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	148		
13	13	51	51	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	149		
13	13	103/2	103/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	150		
13	13	48	48	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	151		
13	13	97/2	97/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	152		
13	13	49	49	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	153		
13	13	99/2	99/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	154		
13	13	50	50	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	155		
14	14	52	52	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	156		
14	14	105/2	105/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	157		
14	14	53	53	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	158		
14	14	107/2	107/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	159		
14	14	54	54	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	160		
15	15	56	56	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	161		
15	15	113/2	113/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	162		
15	15	57	57	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	163		
15	15	115/2	115/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	164		
15	15	58	58	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	165	ornamentTrill	
15	15	119/2	119/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	166		
15	15	239/4	239/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	167		
15	15	58	58	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	168		
15	15	117/2	117/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	169		
15	15	59	59	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	170		
15	15	119/2	119/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	171		
16	16	60	60	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	172		
16	16	121/2	121/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	173		
16	16	61	61	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	174		
16	16	123/2	123/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	175		
16	16	62	62	1.5	1/2	1/2	Chord	4/4	1	1	3/8	1/4	3/2	176	ornamentTrill	
16	16	127/2	127/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	177		
16	16	255/4	255/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	178		
16	16	60	60	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	179		
16	16	62	62	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	180		
16	16	125/2	125/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	181		
16	16	63	63	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	182		
16	16	127/2	127/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	183		
17	17	64	64	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	184		
17	17	129/2	129/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	185		
17	17	65	65	0.125	1/4	1/4	Chord	4/4	1	1	1/32	1/32	1	186		
17	17	521/8	521/8	0.125	9/32	9/32	Chord	4/4	1	1	1/32	1/32	1	187		
17	17	261/4	261/4	0.5	5/16	5/16	Chord	4/4	1	1	1/8	1/8	1	188		
17	17	263/4	263/4	0.125	7/16	7/16	Chord	4/4	1	1	1/32	1/32	1	189		
17	17	527/8	527/8	0.125	15/32	15/32	Chord	4/4	1	1	1/32	1/32	1	190		
17	17	66	66	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	191		
17	17	133/2	133/2	1.0	5/8	5/8	Chord	4/4	1	1	1/4	1/4	1	192		
17	17	135/2	135/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16	1/16	1	193		
17	17	271/4	271/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16	1/16	1	194		
17	17	64	64	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	195		
17	17	65	65	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	196		
17	17	66	66	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	197		
17	17	67	67	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	198		
18	18	68	68	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	199		
18	18	137/2	137/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	200		
18	18	69	69	0.25	1/4	1/4	Chord	4/4	1	1	1/16	1/16	1	201		
18	18	277/4	277/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16	1/16	1	202		
18	18	139/2	139/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	203		
18	18	279/4	279/4	0.125	7/16	7/16	Chord	4/4	1	1	1/32	1/32	1	204		
18	18	559/8	559/8	0.125	15/32	15/32	Chord	4/4	1	1	1/32	1/32	1	205		
18	18	70	70	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	206		
18	18	141/2	141/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	207		
18	18	71	71	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	208		
18	18	143/2	143/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	209		
18	18	68	68	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	210		
18	18	69	69	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	211		
18	18	70	70	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	212		
18	18	71	71	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	213		
19	19	72	72	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	214		
19	19	145/2	145/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	215		
19	19	73	73	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	216		
19	19	147/2	147/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	217		
19	19	74	74	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	218		
19	19	149/2	149/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	219		
19	19	75	75	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	220		
19	19	151/2	151/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	221		
19	19	72	72	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	222		
19	19	73	73	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	223		
19	19	74	74	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	224		
19	19	75	75	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	225		
20	20	76	76	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	226		
20	20	153/2	153/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	227		
20	20	77	77	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	228		
20	20	155/2	155/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	229		
20	20	78	78	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	230		
20	20	79	79	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	231		
20	20	76	76	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	232		
20	20	77	77	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	233		
20	20	78	78	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	234		
20	20	157/2	157/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	235		
20	20	79	79	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	236		
20	20	159/2	159/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	237		
20	20	78	78	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	238		
21	21	80	80	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	239		
21	21	81	81	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	240		
21	21	82	82	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	241		
21	21	165/2	165/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	242		
21	21	331/4	331/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	243		
21	21	83	83	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	244		
21	21	167/2	167/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	245		
21	21	80	80	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	246		
21	21	161/2	161/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	247		
21	21	81	81	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	248		
21	21	163/2	163/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	249		
21	21	82	82	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	250		
21	21	167/2	167/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	251		
22	22	84	84	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	252	ornamentTrill	
22	22	85	85	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	253	ornamentTrill	
22	22	86	86	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	254		
22	22	173/2	173/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	255		
22	22	347/4	347/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	256		
22	22	87	87	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	257		
22	22	175/2	175/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	258		
22	22	84	84	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	259		
22	22	169/2	169/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	260		
22	22	85	85	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	261		
22	22	171/2	171/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	262		
22	22	86	86	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	263		
22	22	175/2	175/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	264		
23	23	88	88	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	265	ornamentTrill	
23	23	89	89	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	266	ornamentTrill	
23	23	90	90	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	267		
23	23	181/2	181/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	268		
23	23	363/4	363/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	269		
23	23	91	91	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	270		
23	23	183/2	183/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	271		
23	23	88	88	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	272		
23	23	177/2	177/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	273		
23	23	89	89	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	274		
23	23	179/2	179/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	275		
23	23	90	90	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	276		
23	23	183/2	183/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	277		
24	24	92	92	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	278	ornamentTrill	
24	24	93	93	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	279	ornamentTrill	
24	24	94	94	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	280		
24	24	189/2	189/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	281		
24	24	379/4	379/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	282		
24	24	95	95	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	283		
24	24	191/2	191/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	284		
24	24	92	92	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	285		
24	24	185/2	185/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	286		
24	24	93	93	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	287		
24	24	187/2	187/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	288		
24	24	94	94	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	289		
24	24	191/2	191/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	290		
25	25	96	96	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	291	ornamentTrill	
25	25	195/2	195/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	292		
25	25	391/4	391/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	293		
25	25	98	98	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	294		
