mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
53	52	103	105	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	585								
53	52	413/4	421/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	586								
53	52	207/2	211/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	587								
53	52	415/4	423/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	588								
53	52	102	104	0.5		0	0	Chord	2/4	1	2	1/8	1/8	1	589								
53	52	205/2	209/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8	1/8	1	590								
53	52	103	105	0.5		1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	591								
53	52	207/2	211/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	592								
54	53	104	106	0.5		0	0	Chord	2/4	1	1	1/8	1/8	1	593								
54	53	209/2	213/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	594								
54	53	419/4	427/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	595								
54	53	105	107	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	596								
54	53	421/4	429/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	597								
54	53	211/2	215/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	598								
54	53	423/4	431/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	599								
54	53	104	106	0.5		0	0	Chord	2/4	1	2	1/8	1/8	1	600								
54	53	209/2	213/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8	1/8	1	601								
54	53	105	107	0.5		1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	602								
54	53	211/2	215/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	603								
55	54	106	108	0.5		0	0	Chord	2/4	1	1	1/8	1/8	1	604								
55	54	213/2	217/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	605								
55	54	427/4	435/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	606								
55	54	107	109	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	607								
55	54	429/4	437/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	608								
55	54	215/2	219/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	609								
55	54	431/4	439/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	610								
55	54	106	108	0.5		0	0	Chord	2/4	1	2	1/8	1/8	1	611								
55	54	213/2	217/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8	1/8	1	612								
55	54	107	109	0.5		1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	613								
55	54	215/2	219/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	614								
56	55	108	110	0.25		0	0	Chord	2/4	1	1	1/16	1/16	1	615								
56	55	433/4	441/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	616								
56	55	217/2	221/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	617								
56	55	435/4	443/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	618								
56	55	109	111	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	619								
56	55	437/4	445/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	620								
56	55	219/2	223/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	621								
56	55	439/4	447/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	622								
56	55	108	110	0.5		0	0	Chord	2/4	1	2	1/8	1/8	1	623								
56	55	217/2	221/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8	1/8	1	624								
56	55	109	111	0.5		1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	625								
56	55	219/2	223/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	626								
57	56	221/2	225/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	627								
57	56	111	113	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	628								
57	56	445/4	453/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	629								
57	56	223/2	227/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	630								
57	56	447/4	455/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	631								
57	56	110	112	0.25		0	0	Chord	2/4	1	2	1/16	1/16	1	632								
57	56	441/4	449/4	0.25		1/16	1/16	Chord	2/4	1	2	1/16	1/16	1	633								
57	56	221/2	225/2	0.25		1/8	1/8	Chord	2/4	1	2	1/16	1/16	1	634								
57	56	443/4	451/4	0.25		3/16	3/16	Chord	2/4	1	2	1/16	1/16	1	635								
57	56	111	113	0.5		1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	636								
57	56	110	112	0.5		0	0	Chord	2/4	2	1	1/8	1/8	1	637								
57	56	221/2	225/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	638								
57	56	111	113	0.5		1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	639								
57	56	223/2	227/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	640								
58	57	112	114	0.5		0	0	Chord	2/4	1	1	1/8	1/8	1	641								
58	57	225/2	229/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	642								
58	57	451/4	459/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	643								
58	57	113	115	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	644								
58	57	453/4	461/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	645								
58	57	227/2	231/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	646								
58	57	455/4	463/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	647								
58	57	112	114	0.5		0	0	Chord	2/4	2	1	1/8	1/8	1	648								
58	57	225/2	229/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	649								
58	57	113	115	0.5		1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	650								
58	57	227/2	231/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	651								
59	58	114	116	0.5		0	0	Chord	2/4	1	1	1/8	1/8	1	652								
59	58	229/2	233/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	653								
59	58	459/4	467/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	654								
59	58	115	117	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	655								
59	58	461/4	469/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	656								
59	58	231/2	235/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	657								
59	58	463/4	471/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	658								
59	58	114	116	0.5		0	0	Chord	2/4	1	2	1/8	1/8	1	659								
59	58	229/2	233/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	660								
59	58	115	117	0.5		1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	661								
59	58	231/2	235/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	662								
60	59	116	118	0.5		0	0	Chord	2/4	1	1	1/8	1/8	1	663								
60	59	233/2	237/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	664								
60	59	467/4	475/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	665								
60	59	117	119	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	666								
60	59	469/4	477/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	667								
60	59	235/2	239/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	668								
60	59	471/4	479/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	669								
60	59	116	118	0.5		0	0	Chord	2/4	1	2	1/8	1/8	1	670								
60	59	233/2	237/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	671								
60	59	117	119	0.5		1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	672								
60	59	235/2	239/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	673								
61	60	118	120	0.5		0	0	Chord	2/4	1	1	1/8	1/8	1	674								
61	60	237/2	241/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	675								
61	60	475/4	483/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	676								
61	60	119	121	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	677								
61	60	477/4	485/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	678								
61	60	239/2	243/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	679								
61	60	479/4	487/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	680								
61	60	118	120	0.5		0	0	Chord	2/4	1	2	1/8	1/8	1	681								
61	60	237/2	241/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	682								
61	60	119	121	0.5		1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	683								
61	60	239/2	243/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	684								
62	61	120	122	0.25		0	0	Chord	2/4	1	1	1/16	1/16	1	685								
62	61	481/4	489/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	686								
62	61	241/2	245/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	687								
62	61	483/4	491/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	688								
62	61	121	123	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	689								
62	61	485/4	493/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	690								
62	61	243/2	247/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	691								
62	61	487/4	495/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	692								
62	61	241/2	245/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8	1/8	1	693								
62	61	121	123	0.5		1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	694								
62	61	120	122	0.5		0	0	Chord	2/4	2	1	1/8	1/8	1	695								
62	61	241/2	245/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	696								
62	61	121	123	0.5		1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	697								
62	61	243/2	247/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	698								
63	62	122	124	0.75		0	0	Chord	2/4	1	1	3/16	1/8	3/2	699								
63	62	491/4	499/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	700								
63	62	123	125	0.5		1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	701								
63	62	247/2	251/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	702								
63	62	122	124	0.25		0	0	Chord	2/4	2	1	1/16	1/16	1	703								
63	62	489/4	497/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	704								
63	62	245/2	249/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	705								
63	62	491/4	499/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	706								
63	62	123	125	0.25		1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	707								
63	62	493/4	501/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	708								
63	62	247/2	251/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	709								
63	62	495/4	503/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	710								
64	63	124	126	0.5		0	0	Chord	2/4	1	1	1/8	1/8	1	711								
64	63	249/2	253/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	712								
64	63	125	127	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	713								
64	63	501/4	509/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	714								
64	63	251/2	255/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	715								
64	63	503/4	511/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	716								
64	63	125	127	0.5		1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	717								
64	63	124	126	0.25		0	0	Chord	2/4	2	1	1/16	1/16	1	718								
64	63	497/4	505/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	719								
64	63	249/2	253/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	720								
64	63	499/4	507/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	721								
64	63	125	127	0.25		1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	722								
64	63	501/4	509/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	723								
64	63	251/2	255/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	724								
64	63	503/4	511/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	725								
65	64	126	128	0.75		0	0	Chord	2/4	1	1	3/16	1/8	3/2	726								
65	64	507/4	515/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	727								
65	64	127	129	0.5		1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	728								
65	64	255/2	259/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	729								
65	64	126	128	0.25		0	0	Chord	2/4	2	1	1/16	1/16	1	730								
65	64	505/4	513/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	731								
65	64	253/2	257/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	732								
65	64	507/4	515/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	733								
65	64	127	129	0.25		1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	734								
65	64	509/4	517/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	735								
65	64	255/2	259/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	736								
65	64	511/4	519/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	737								
66	65	128	130	0.5		0	0	Chord	2/4	1	1	1/8	1/8	1	738								
66	65	257/2	261/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	739								
66	65	129	131	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	740								
66	65	517/4	525/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	741								
66	65	259/2	263/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	742								
66	65	519/4	527/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	743								
66	65	129	131	0.5		1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	744								
66	65	128	130	0.25		0	0	Chord	2/4	2	1	1/16	1/16	1	745								
66	65	513/4	521/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	746								
66	65	257/2	261/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	747								
66	65	515/4	523/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	748								
66	65	129	131	0.25		1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	749								
66	65	517/4	525/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	750								
66	65	259/2	263/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	751								
66	65	519/4	527/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	752								
67	66	130	132	0.75		0	0	Chord	2/4	1	1	3/16	1/8	3/2	753								
67	66	523/4	531/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	754								
67	66	131	133	0.5		1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	755								
67	66	263/2	267/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	756								
67	66	130	132	0.25		0	0	Chord	2/4	2	1	1/16	1/16	1	757								
67	66	521/4	529/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	758								
67	66	261/2	265/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	759								
67	66	523/4	531/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	760								
67	66	131	133	0.25		1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	761								
67	66	525/4	533/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	762								
67	66	263/2	267/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	763								
67	66	527/4	535/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	764								
68	67	132	134	0.5		0	0	Chord	2/4	1	1	1/8	1/8	1	765								
68	67	265/2	269/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	766								
68	67	133	135	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	767								
68	67	533/4	541/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	768								
68	67	267/2	271/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	769								
68	67	535/4	543/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	770								
68	67	133	135	0.5		1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	771								
68	67	132	134	0.25		0	0	Chord	2/4	2	1	1/16	1/16	1	772								
68	67	529/4	537/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	773								
68	67	265/2	269/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	774								
68	67	531/4	539/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	775								
68	67	133	135	0.25		1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	776								
68	67	533/4	541/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	777								
68	67	267/2	271/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	778								
68	67	535/4	543/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	779								
69	68	134	136	0.25		0	0	Chord	2/4	1	1	1/16	1/16	1	780								
69	68	537/4	545/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	781								
69	68	269/2	273/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	782								
69	68	539/4	547/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	783								
69	68	135	137	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	784								
69	68	541/4	549/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	785								
69	68	271/2	275/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	786								
69	68	543/4	551/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	787								
69	68	134	136	0.5		0	0	Chord	2/4	2	1	1/8	1/8	1	788								
69	68	269/2	273/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	789								
69	68	135	137	0.5		1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	790								
69	68	271/2	275/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	791								
70	69	136	138	0.5		0	0	Chord	2/4	1	1	1/8	1/8	1	792								
70	69	137	139	0.5		1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	793								
70	69	136	138	0.25		0	0	Chord	2/4	1	2	1/16	1/16	1	794								
70	69	545/4	553/4	0.25		1/16	1/16	Chord	2/4	1	2	1/16	1/16	1	795								
70	69	273/2	277/2	0.25		1/8	1/8	Chord	2/4	1	2	1/16	1/16	1	796								
70	69	547/4	555/4	0.25		3/16	3/16	Chord	2/4	1	2	1/16	1/16	1	797								
70	69	137	139	0.25		1/4	1/4	Chord	2/4	1	2	1/16	1/16	1	798								
70	69	549/4	557/4	0.25		5/16	5/16	Chord	2/4	1	2	1/16	1/16	1	799								
70	69	275/2	279/2	0.25		3/8	3/8	Chord	2/4	1	2	1/16	1/16	1	800								
70	69	551/4	559/4	0.25		7/16	7/16	Chord	2/4	1	2	1/16	1/16	1	801								
70	69	136	138	0.5		0	0	Chord	2/4	2	1	1/8	1/8	1	802								
70	69	273/2	277/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	803								
70	69	137	139	0.5		1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	804								
70	69	275/2	279/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	805								
71	70	138	140	0.5		0	0	Chord	2/4	1	1	1/8	1/8	1	806								
71	70	139	141	0.5		1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	807								
71	70	138	140	0.25		0	0	Chord	2/4	1	2	1/16	1/16	1	808								
71	70	553/4	561/4	0.25		1/16	1/16	Chord	2/4	1	2	1/16	1/16	1	809								
71	70	277/2	281/2	0.25		1/8	1/8	Chord	2/4	1	2	1/16	1/16	1	810								
71	70	555/4	563/4	0.25		3/16	3/16	Chord	2/4	1	2	1/16	1/16	1	811								
71	70	139	141	0.25		1/4	1/4	Chord	2/4	1	2	1/16	1/16	1	812								
71	70	557/4	565/4	0.25		5/16	5/16	Chord	2/4	1	2	1/16	1/16	1	813								
71	70	279/2	283/2	0.25		3/8	3/8	Chord	2/4	1	2	1/16	1/16	1	814								
71	70	559/4	567/4	0.25		7/16	7/16	Chord	2/4	1	2	1/16	1/16	1	815								
71	70	138	140	0.5		0	0	Chord	2/4	2	1	1/8	1/8	1	816								
71	70	277/2	281/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	817								
71	70	139	141	0.5		1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	818								
71	70	279/2	283/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	819								
72	71	140	142	0.25		0	0	Chord	2/4	1	1	1/16	1/16	1	820								
72	71	561/4	569/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	821								
72	71	281/2	285/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	822								
72	71	563/4	571/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	823								
72	71	141	143	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	824								
72	71	565/4	573/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	825								
72	71	283/2	287/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	826								
72	71	567/4	575/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	827								
72	71	140	142	1.0		0	0	Chord	2/4	2	1	1/4	1/4	1	828								
73	72	142	144	0.25		0	0	Chord	2/4	1	1	1/16	1/16	1	829								
73	72	569/4	577/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	830								
73	72	285/2	289/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	831								
73	72	571/4	579/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	832								
73	72	143	145	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	833								
73	72	573/4	581/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	834								
73	72	287/2	291/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	835								
73	72	575/4	583/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	836								
73	72	142	144	1.0		0	0	Chord	2/4	2	1	1/4	1/4	1	837								
74	73	144	146	1.5		0	0	Chord	2/4	1	1	3/8	1/4	3/2	838								
74	73	291/2	295/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	839								
74	73	144	146	0.25		0	0	Chord	2/4	1	2	1/16	1/16	1	840								
74	73	577/4	585/4	0.25		1/16	1/16	Chord	2/4	1	2	1/16	1/16	1	841								
74	73	289/2	293/2	0.25		1/8	1/8	Chord	2/4	1	2	1/16	1/16	1	842								
74	73	579/4	587/4	0.25		3/16	3/16	Chord	2/4	1	2	1/16	1/16	1	843								
74	73	145	147	0.25		1/4	1/4	Chord	2/4	1	2	1/16	1/16	1	844								
74	73	581/4	589/4	0.25		5/16	5/16	Chord	2/4	1	2	1/16	1/16	1	845								
74	73	291/2	295/2	0.25		3/8	3/8	Chord	2/4	1	2	1/16	1/16	1	846								
74	73	583/4	591/4	0.25		7/16	7/16	Chord	2/4	1	2	1/16	1/16	1	847								
74	73	144	146	1.0		0	0	Chord	2/4	2	1	1/4	1/4	1	848								
75	74	146	148	0.5		0	0	Chord	2/4	1	1	1/8	1/8	1	849								
75	74	293/2	297/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	850								
75	74	147	149	0.5		1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	851								
75	74	295/2	299/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	852								
75	74	146	148	0.25		0	0	Chord	2/4	1	2	1/16	1/16	1	853								
75	74	585/4	593/4	0.25		1/16	1/16	Chord	2/4	1	2	1/16	1/16	1	854								
75	74	293/2	297/2	0.25		1/8	1/8	Chord	2/4	1	2	1/16	1/16	1	855								
75	74	587/4	595/4	0.25		3/16	3/16	Chord	2/4	1	2	1/16	1/16	1	856								
75	74	147	149	0.25		1/4	1/4	Chord	2/4	1	2	1/16	1/16	1	857								
75	74	589/4	597/4	0.25		5/16	5/16	Chord	2/4	1	2	1/16	1/16	1	858								
75	74	295/2	299/2	0.25		3/8	3/8	Chord	2/4	1	2	1/16	1/16	1	859								
75	74	591/4	599/4	0.25		7/16	7/16	Chord	2/4	1	2	1/16	1/16	1	860								
75	74	146	148	1.0		0	0	Chord	2/4	2	1	1/4	1/4	1	861								
76	75	148	150	0.5		0	0	Chord	2/4	1	1	1/8	1/8	1	862								
76	75	297/2	301/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	863								
76	75	149	151	0.5		1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	864								
76	75	299/2	303/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	865								
76	75	148	150	0.25		0	0	Chord	2/4	1	2	1/16	1/16	1	866								
76	75	593/4	601/4	0.25		1/16	1/16	Chord	2/4	1	2	1/16	1/16	1	867								
76	75	297/2	301/2	0.25		1/8	1/8	Chord	2/4	1	2	1/16	1/16	1	868								
76	75	595/4	603/4	0.25		3/16	3/16	Chord	2/4	1	2	1/16	1/16	1	869								
76	75	149	151	0.25		1/4	1/4	Chord	2/4	1	2	1/16	1/16	1	870								
76	75	597/4	605/4	0.25		5/16	5/16	Chord	2/4	1	2	1/16	1/16	1	871								
76	75	299/2	303/2	0.25		3/8	3/8	Chord	2/4	1	2	1/16	1/16	1	872								
76	75	599/4	607/4	0.25		7/16	7/16	Chord	2/4	1	2	1/16	1/16	1	873								
76	75	148	150	1.0		0	0	Chord	2/4	2	1	1/4	1/4	1	874								
77	76	150	152	0.25		0	0	Chord	2/4	1	1	1/16	1/16	1	875								
77	76	601/4	609/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	876								
77	76	301/2	305/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	877								
77	76	603/4	611/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	878								
77	76	151	153	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	879								
77	76	605/4	613/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	880								
