mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
7	7	25/2	25/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	54								
7	7	51/4	51/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	55								
7	7	13	13	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	56	ornamentTrill							
7	7	53/4	53/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	57								
7	7	27/2	27/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	58								
7	7	55/4	55/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	59								
7	7	12	12	0.25		0	0	Chord	2/4	1	2	1/16	1/16	1	60								
7	7	13	13	0.25		1/4	1/4	Chord	2/4	1	2	1/16	1/16	1	61								
8	8	14	14	0.5		0	0	Chord	2/4	1	1	1/8	1/8	1	62								
8	8	15	15	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	63								
8	8	61/4	61/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	64								
8	8	31/2	31/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	65								
8	8	63/4	63/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	66								
8	8	14	14	0.5		0	0	Chord	2/4	1	2	1/8	1/8	1	67								
8	8	29/2	29/2	0.25		1/8	1/8	Chord	2/4	1	2	1/16	1/16	1	68								
8	8	59/4	59/4	0.25		3/16	3/16	Chord	2/4	1	2	1/16	1/16	1	69								
9	9	16	16	0.5		0	0	Chord	2/4	1	1	1/8	1/8	1	70								
9	9	33/2	33/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	71								
9	9	67/4	67/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	72								
9	9	17	17	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	73								
9	9	69/4	69/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	74								
9	9	35/2	35/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	75								
9	9	71/4	71/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	76								
9	9	16	16	0.25		0	0	Chord	2/4	1	2	1/16	1/16	1	77								
9	9	65/4	65/4	0.25		1/16	1/16	Chord	2/4	1	2	1/16	1/16	1	78								
9	9	33/2	33/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8	1/8	1	79								
9	9	17	17	0.5		1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	80								
10	10	18	18	0.5		0	0	Chord	2/4	1	1	1/8	1/8	1	81								
10	10	37/2	37/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	82								
10	10	75/4	75/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	83								
10	10	19	19	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	84								
10	10	77/4	77/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	85								
10	10	39/2	39/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	86								
10	10	79/4	79/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	87								
10	10	18	18	0.25		0	0	Chord	2/4	1	2	1/16	1/16	1	88								
10	10	73/4	73/4	0.25		1/16	1/16	Chord	2/4	1	2	1/16	1/16	1	89								
10	10	37/2	37/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8	1/8	1	90								
10	10	19	19	0.5		1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	91								
11	11	20	20	0.5		0	0	Chord	2/4	1	1	1/8	1/8	1	92								
11	11	41/2	41/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	93								
11	11	83/4	83/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	94								
11	11	21	21	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	95								
11	11	85/4	85/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	96								
11	11	43/2	43/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	97								
11	11	87/4	87/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	98								
11	11	20	20	0.25		0	0	Chord	2/4	1	2	1/16	1/16	1	99								
11	11	81/4	81/4	0.25		1/16	1/16	Chord	2/4	1	2	1/16	1/16	1	100								
11	11	41/2	41/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8	1/8	1	101								
11	11	21	21	1.0		1/4	1/4	Chord	2/4	2	1	1/4	1/4	1	102								
12	12	22	22	0.5		0	0	Chord	2/4	1	1	1/8	1/8	1	103								
12	12	45/2	45/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	104								
12	12	23	23	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	105								
12	12	93/4	93/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	106								
12	12	47/2	47/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	107								
12	12	95/4	95/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	108								
12	12	22	22	0.5		0	0	Chord	2/4	1	2	1/8	1/8	1	109								
12	12	23	23	0.25		1/4	1/4	Chord	2/4	1	2	1/16	1/16	1	110								
12	12	93/4	93/4	0.25		5/16	5/16	Chord	2/4	1	2	1/16	1/16	1	111								
12	12	47/2	47/2	0.25		3/8	3/8	Chord	2/4	1	2	1/16	1/16	1	112								
12	12	95/4	95/4	0.25		7/16	7/16	Chord	2/4	1	2	1/16	1/16	1	113								
13	13	24	24	0.25		0	0	Chord	2/4	1	1	1/16	1/16	1	114								
13	13	97/4	97/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	115								
13	13	49/2	49/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	116								
13	13	99/4	99/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	117								
13	13	25	25	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	118								
13	13	101/4	101/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	119								
13	13	51/2	51/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	120								
13	13	103/4	103/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	121								
13	13	24	24	0.25		0	0	Chord	2/4	1	2	1/16	1/16	1	122								
13	13	97/4	97/4	0.25		1/16	1/16	Chord	2/4	1	2	1/16	1/16	1	123								
13	13	49/2	49/2	0.25		1/8	1/8	Chord	2/4	1	2	1/16	1/16	1	124								
13	13	99/4	99/4	0.25		3/16	3/16	Chord	2/4	1	2	1/16	1/16	1	125								
13	13	25	25	0.25		1/4	1/4	Chord	2/4	1	2	1/16	1/16	1	126								
13	13	101/4	101/4	0.25		5/16	5/16	Chord	2/4	1	2	1/16	1/16	1	127								
13	13	51/2	51/2	0.25		3/8	3/8	Chord	2/4	1	2	1/16	1/16	1	128								
13	13	103/4	103/4	0.25		7/16	7/16	Chord	2/4	1	2	1/16	1/16	1	129								
14	14	26	26	0.5		0	0	Chord	2/4	1	1	1/8	1/8	1	130								
14	14	53/2	53/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	131								
14	14	27	27	0.5		1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	132								
14	14	55/2	55/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	133								
14	14	26	26	0.25		0	0	Chord	2/4	1	2	1/16	1/16	1	134								
14	14	105/4	105/4	0.25		1/16	1/16	Chord	2/4	1	2	1/16	1/16	1	135								
14	14	53/2	53/2	0.25		1/8	1/8	Chord	2/4	1	2	1/16	1/16	1	136								
14	14	107/4	107/4	0.25		3/16	3/16	Chord	2/4	1	2	1/16	1/16	1	137								
14	14	27	27	0.25		1/4	1/4	Chord	2/4	1	2	1/16	1/16	1	138								
14	14	109/4	109/4	0.25		5/16	5/16	Chord	2/4	1	2	1/16	1/16	1	139								
14	14	55/2	55/2	0.25		3/8	3/8	Chord	2/4	1	2	1/16	1/16	1	140								
14	14	111/4	111/4	0.25		7/16	7/16	Chord	2/4	1	2	1/16	1/16	1	141								
15	15	28	28	0.5		0	0	Chord	2/4	1	1	1/8	1/8	1	142								
15	15	57/2	57/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	143								
15	15	29	29	0.5		1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	144								
15	15	59/2	59/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	145								
15	15	28	28	0.25		0	0	Chord	2/4	1	2	1/16	1/16	1	146								
15	15	113/4	113/4	0.25		1/16	1/16	Chord	2/4	1	2	1/16	1/16	1	147								
15	15	57/2	57/2	0.25		1/8	1/8	Chord	2/4	1	2	1/16	1/16	1	148								
15	15	115/4	115/4	0.25		3/16	3/16	Chord	2/4	1	2	1/16	1/16	1	149								
15	15	29	29	0.25		1/4	1/4	Chord	2/4	1	2	1/16	1/16	1	150								
15	15	117/4	117/4	0.25		5/16	5/16	Chord	2/4	1	2	1/16	1/16	1	151								
15	15	59/2	59/2	0.25		3/8	3/8	Chord	2/4	1	2	1/16	1/16	1	152								
15	15	119/4	119/4	0.25		7/16	7/16	Chord	2/4	1	2	1/16	1/16	1	153								
16	16	30	30	0.5		0	0	Chord	2/4	1	1	1/8	1/8	1	154								
16	16	61/2	61/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	155								
16	16	31	31	0.5		1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	156								
16	16	63/2	63/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	157								
16	16	30	30	0.25		0	0	Chord	2/4	1	2	1/16	1/16	1	158								
16	16	121/4	121/4	0.25		1/16	1/16	Chord	2/4	1	2	1/16	1/16	1	159								
16	16	61/2	61/2	0.25		1/8	1/8	Chord	2/4	1	2	1/16	1/16	1	160								
16	16	123/4	123/4	0.25		3/16	3/16	Chord	2/4	1	2	1/16	1/16	1	161								
16	16	31	31	0.25		1/4	1/4	Chord	2/4	1	2	1/16	1/16	1	162								
16	16	125/4	125/4	0.25		5/16	5/16	Chord	2/4	1	2	1/16	1/16	1	163								
16	16	63/2	63/2	0.25		3/8	3/8	Chord	2/4	1	2	1/16	1/16	1	164								
16	16	127/4	127/4	0.25		7/16	7/16	Chord	2/4	1	2	1/16	1/16	1	165								
17	17	32	32	0.25		0	0	Chord	2/4	1	1	1/16	1/16	1	166								
17	17	129/4	129/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	167								
17	17	65/2	65/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	168								
17	17	131/4	131/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	169								
17	17	33	33	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	170								
17	17	133/4	133/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	171								
17	17	67/2	67/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	172								
17	17	135/4	135/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	173								
17	17	32	32	0.5		0	0	Chord	2/4	1	2	1/8	1/8	1	174								
17	17	65/2	65/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8	1/8	1	175								
17	17	33	33	0.5		1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	176								
17	17	67/2	67/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	177								
18	18	34	34	0.25		0	0	Chord	2/4	1	1	1/16	1/16	1	178								
18	18	137/4	137/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	179								
18	18	69/2	69/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	180								
18	18	139/4	139/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	181								
18	18	35	35	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	182								
18	18	141/4	141/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	183								
18	18	71/2	71/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	184								
18	18	143/4	143/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	185								
18	18	34	34	0.5		0	0	Chord	2/4	1	2	1/8	1/8	1	186								
18	18	69/2	69/2	0.5		1/8	1/8	Chord	2/4	1	2	1/8	1/8	1	187								
18	18	35	35	0.5		1/4	1/4	Chord	2/4	1	2	1/8	1/8	1	188								
18	18	71/2	71/2	0.5		3/8	3/8	Chord	2/4	1	2	1/8	1/8	1	189								
19	19	36	36	0.75		0	0	Chord	2/4	1	1	3/16	1/8	3/2	190								
19	19	147/4	147/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	191								
19	19	37	37	0.5		1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	192								
19	19	75/2	75/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	193								
19	19	36	36	0.25		0	0	Chord	2/4	2	1	1/16	1/16	1	194								
19	19	145/4	145/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	195								
19	19	73/2	73/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	196								
19	19	147/4	147/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	197								
19	19	37	37	0.25		1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	198								
19	19	149/4	149/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	199								
19	19	75/2	75/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	200								
19	19	151/4	151/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	201								
20	20	38	38	0.5		0	0	Chord	2/4	1	1	1/8	1/8	1	202								
20	20	77/2	77/2	0.5		1/8	1/8	Chord	2/4	1	1	1/8	1/8	1	203								
20	20	39	39	0.5		1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	204								
20	20	79/2	79/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	205								
20	20	38	38	0.25		0	0	Chord	2/4	2	1	1/16	1/16	1	206								
20	20	153/4	153/4	0.25		1/16	1/16	Chord	2/4	2	1	1/16	1/16	1	207								
20	20	77/2	77/2	0.25		1/8	1/8	Chord	2/4	2	1	1/16	1/16	1	208								
20	20	155/4	155/4	0.25		3/16	3/16	Chord	2/4	2	1	1/16	1/16	1	209								
20	20	39	39	0.25		1/4	1/4	Chord	2/4	2	1	1/16	1/16	1	210								
20	20	157/4	157/4	0.25		5/16	5/16	Chord	2/4	2	1	1/16	1/16	1	211								
20	20	79/2	79/2	0.25		3/8	3/8	Chord	2/4	2	1	1/16	1/16	1	212								
20	20	159/4	159/4	0.25		7/16	7/16	Chord	2/4	2	1	1/16	1/16	1	213								
21	21	40	40	0.25		0	0	Chord	2/4	1	1	1/16	1/16	1	214								
21	21	161/4	161/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	215								
21	21	81/2	81/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	216	ornamentTrill							
21	21	163/4	163/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	217								
21	21	41	41	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	218								
21	21	165/4	165/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	219								
21	21	83/2	83/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	220								
21	21	167/4	167/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	221								
21	21	40	40	0.5		0	0	Chord	2/4	2	1	1/8	1/8	1	222								
21	21	81/2	81/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	223								
21	21	41	41	0.5		1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	224								
21	21	83/2	83/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	225								
22	22	42	42	1.5		0	0	Chord	2/4	1	1	3/8	1/4	3/2	226								
22	22	87/2	87/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	227								
22	22	42	42	0.25		0	0	Chord	2/4	1	2	1/16	1/16	1	228								
22	22	169/4	169/4	0.25		1/16	1/16	Chord	2/4	1	2	1/16	1/16	1	229								
22	22	85/2	85/2	0.25		1/8	1/8	Chord	2/4	1	2	1/16	1/16	1	230								
22	22	171/4	171/4	0.25		3/16	3/16	Chord	2/4	1	2	1/16	1/16	1	231								
22	22	43	43	0.25		1/4	1/4	Chord	2/4	1	2	1/16	1/16	1	232								
22	22	173/4	173/4	0.25		5/16	5/16	Chord	2/4	1	2	1/16	1/16	1	233								
22	22	87/2	87/2	0.25		3/8	3/8	Chord	2/4	1	2	1/16	1/16	1	234								
22	22	175/4	175/4	0.25		7/16	7/16	Chord	2/4	1	2	1/16	1/16	1	235								
22	22	42	42	0.5		0	0	Chord	2/4	2	1	1/8	1/8	1	236								
22	22	85/2	85/2	1.0		1/8	1/8	Chord	2/4	2	1	1/4	1/4	1	237								
22	22	87/2	87/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	238								
23	23	44	44	1.5		0	0	Chord	2/4	1	1	3/8	1/4	3/2	239								
23	23	91/2	91/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	240								
23	23	44	44	0.25		0	0	Chord	2/4	1	2	1/16	1/16	1	241								
23	23	177/4	177/4	0.25		1/16	1/16	Chord	2/4	1	2	1/16	1/16	1	242								
23	23	89/2	89/2	0.25		1/8	1/8	Chord	2/4	1	2	1/16	1/16	1	243								
23	23	179/4	179/4	0.25		3/16	3/16	Chord	2/4	1	2	1/16	1/16	1	244								
23	23	45	45	0.25		1/4	1/4	Chord	2/4	1	2	1/16	1/16	1	245								
23	23	181/4	181/4	0.25		5/16	5/16	Chord	2/4	1	2	1/16	1/16	1	246								
23	23	91/2	91/2	0.25		3/8	3/8	Chord	2/4	1	2	1/16	1/16	1	247								
23	23	183/4	183/4	0.25		7/16	7/16	Chord	2/4	1	2	1/16	1/16	1	248								
23	23	44	44	0.5		0	0	Chord	2/4	2	1	1/8	1/8	1	249								
23	23	89/2	89/2	1.0		1/8	1/8	Chord	2/4	2	1	1/4	1/4	1	250								
23	23	91/2	91/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	251								
24	24	46	46	1.5		0	0	Chord	2/4	1	1	3/8	1/4	3/2	252								
24	24	95/2	95/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	253								
24	24	46	46	0.25		0	0	Chord	2/4	1	2	1/16	1/16	1	254								
24	24	185/4	185/4	0.25		1/16	1/16	Chord	2/4	1	2	1/16	1/16	1	255								
24	24	93/2	93/2	0.25		1/8	1/8	Chord	2/4	1	2	1/16	1/16	1	256								
24	24	187/4	187/4	0.25		3/16	3/16	Chord	2/4	1	2	1/16	1/16	1	257								
24	24	47	47	0.25		1/4	1/4	Chord	2/4	1	2	1/16	1/16	1	258								
24	24	189/4	189/4	0.25		5/16	5/16	Chord	2/4	1	2	1/16	1/16	1	259								
24	24	95/2	95/2	0.25		3/8	3/8	Chord	2/4	1	2	1/16	1/16	1	260								
24	24	191/4	191/4	0.25		7/16	7/16	Chord	2/4	1	2	1/16	1/16	1	261								
24	24	46	46	0.5		0	0	Chord	2/4	2	1	1/8	1/8	1	262								
24	24	93/2	93/2	1.0		1/8	1/8	Chord	2/4	2	1	1/4	1/4	1	263								
24	24	95/2	95/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	264								
25	25	48	48	0.25		0	0	Chord	2/4	1	1	1/16	1/16	1	265								
25	25	193/4	193/4	0.25		1/16	1/16	Chord	2/4	1	1	1/16	1/16	1	266								
25	25	97/2	97/2	0.25		1/8	1/8	Chord	2/4	1	1	1/16	1/16	1	267								
25	25	195/4	195/4	0.25		3/16	3/16	Chord	2/4	1	1	1/16	1/16	1	268								
25	25	49	49	0.25		1/4	1/4	Chord	2/4	1	1	1/16	1/16	1	269								
25	25	197/4	197/4	0.25		5/16	5/16	Chord	2/4	1	1	1/16	1/16	1	270								
25	25	99/2	99/2	0.25		3/8	3/8	Chord	2/4	1	1	1/16	1/16	1	271								
25	25	199/4	199/4	0.25		7/16	7/16	Chord	2/4	1	1	1/16	1/16	1	272								
25	25	48	48	0.5		0	0	Chord	2/4	2	1	1/8	1/8	1	273								
25	25	97/2	97/2	0.5		1/8	1/8	Chord	2/4	2	1	1/8	1/8	1	274								
25	25	49	49	0.5		1/4	1/4	Chord	2/4	2	1	1/8	1/8	1	275								
25	25	99/2	99/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	276								
26	26	50	50	1.5		0	0	Chord	2/4	1	1	3/8	1/4	3/2	277								
26	26	103/2	103/2	0.5		3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	278								
26	26	50	50	0.25		0	0	Chord	2/4	1	2	1/16	1/16	1	279								
26	26	201/4	201/4	0.25		1/16	1/16	Chord	2/4	1	2	1/16	1/16	1	280								
26	26	101/2	101/2	0.25		1/8	1/8	Chord	2/4	1	2	1/16	1/16	1	281								
26	26	203/4	203/4	0.25		3/16	3/16	Chord	2/4	1	2	1/16	1/16	1	282								
26	26	51	51	0.25		1/4	1/4	Chord	2/4	1	2	1/16	1/16	1	283								
26	26	205/4	205/4	0.25		5/16	5/16	Chord	2/4	1	2	1/16	1/16	1	284								
26	26	103/2	103/2	0.25		3/8	3/8	Chord	2/4	1	2	1/16	1/16	1	285								
26	26	207/4	207/4	0.25		7/16	7/16	Chord	2/4	1	2	1/16	1/16	1	286								
26	26	50	50	0.5		0	0	Chord	2/4	2	1	1/8	1/8	1	287								
26	26	101/2	101/2	1.0		1/8	1/8	Chord	2/4	2	1	1/4	1/4	1	288								
26	26	103/2	103/2	0.5		3/8	3/8	Chord	2/4	2	1	1/8	1/8	1	289								
