mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	staff_text
5	5	29/4	29/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	20		
5	5	6	6	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	21		
6	6	15/2	15/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	22		
6	6	31/4	31/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	23		
6	6	8	8	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	24		
6	6	33/4	33/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	25		
6	6	17/2	17/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	26		
6	6	35/4	35/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	27		
6	6	15/2	15/2	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	28		
7	7	19/2	19/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	29		
7	7	10	10	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	30		
7	7	9	9	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	31		
7	7	9	9	1.5	0	0	Chord	3/8	2	2	3/8		1/4	3/2	32		
8	8	21/2	21/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	33		
8	8	11	11	0.75	1/8	1/8	Chord	3/8	1	1	3/16		1/8	3/2	34	ornamentTrill	
8	8	47/4	47/4	0.125	5/16	5/16	Chord	3/8	1	1	1/32		1/32	1	35		
8	8	95/8	95/8	0.125	11/32	11/32	Chord	3/8	1	1	1/32		1/32	1	36		
8	8	21/2	21/2	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	37		
9	9	12	12	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	38		
9	9	25/2	25/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	39		
9	9	51/4	51/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	40		
9	9	13	13	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	41		
9	9	53/4	53/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	42		
9	9	12	12	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	43		
10	10	27/2	27/2	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	44		
10	10	55/4	55/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	45		
10	10	14	14	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	46		
10	10	57/4	57/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	47		
10	10	29/2	29/2	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	48		
10	10	59/4	59/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	49		
10	10	27/2	27/2	1.5	0	0	Chord	3/8	2	2	3/8		1/4	3/2	50		
11	11	31/2	31/2	0.5	1/8	1/8	Chord	3/8	1	1	1/8		1/8	1	51		
11	11	16	16	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	52		
11	11	15	15	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	53		
11	11	15	15	1.5	0	0	Chord	3/8	2	2	3/8		1/4	3/2	54		
12	12	33/2	33/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	55		
12	12	17	17	0.75	1/8	1/8	Chord	3/8	1	1	3/16		1/8	3/2	56	ornamentTrill	
12	12	71/4	71/4	0.125	5/16	5/16	Chord	3/8	1	1	1/32		1/32	1	57		
12	12	143/8	143/8	0.125	11/32	11/32	Chord	3/8	1	1	1/32		1/32	1	58		
12	12	33/2	33/2	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	59		
13	13	18	18	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	60		
13	13	37/2	37/2	1.0	1/8	1/8	Chord	3/8	1	1	1/4		1/4	1	61		
13	13	18	18	1.0	0	0	Chord	3/8	2	1	1/4		1/4	1	62		
13	13	19	19	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	63		
14	14	39/2	39/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	64		
14	14	20	20	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	65		
14	14	81/4	81/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	66		
14	14	41/2	41/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	67		
14	14	41/2	41/2	0.25	1/4	1/4	Chord	3/8	1	2	1/16		1/16	1	68		
14	14	83/4	83/4	0.25	5/16	5/16	Chord	3/8	1	2	1/16		1/16	1	69		
14	14	39/2	39/2	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	70		
15	15	21	21	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	71		
15	15	43/2	43/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	72		
15	15	87/4	87/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	73		
15	15	22	22	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	74		
15	15	21	21	1.0	0	0	Chord	3/8	1	2	1/4		1/4	1	75		
15	15	22	22	0.25	1/4	1/4	Chord	3/8	1	2	1/16		1/16	1	76		
15	15	89/4	89/4	0.25	5/16	5/16	Chord	3/8	1	2	1/16		1/16	1	77		
15	15	21	21	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	78		
16	16	45/2	45/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	79		
16	16	23	23	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	80		
16	16	93/4	93/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	81		
16	16	47/2	47/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	82		
16	16	45/2	45/2	1.0	0	0	Chord	3/8	1	2	1/4		1/4	1	83		
16	16	47/2	47/2	0.25	1/4	1/4	Chord	3/8	1	2	1/16		1/16	1	84		
16	16	95/4	95/4	0.25	5/16	5/16	Chord	3/8	1	2	1/16		1/16	1	85		
16	16	45/2	45/2	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	86		
17	17	24	24	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	87		
17	17	49/2	49/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	88		
17	17	99/4	99/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	89		
17	17	25	25	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	90		
17	17	24	24	1.0	0	0	Chord	3/8	1	2	1/4		1/4	1	91		
17	17	25	25	0.25	1/4	1/4	Chord	3/8	1	2	1/16		1/16	1	92		
17	17	101/4	101/4	0.25	5/16	5/16	Chord	3/8	1	2	1/16		1/16	1	93		
17	17	24	24	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	94		
18	18	51/2	51/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	95		
18	18	26	26	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	96		
18	18	105/4	105/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	97		
18	18	53/2	53/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	98		
18	18	51/2	51/2	1.0	0	0	Chord	3/8	1	2	1/4		1/4	1	99		
18	18	53/2	53/2	0.25	1/4	1/4	Chord	3/8	1	2	1/16		1/16	1	100		
18	18	107/4	107/4	0.25	5/16	5/16	Chord	3/8	1	2	1/16		1/16	1	101		
18	18	51/2	51/2	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	102		
19	19	27	27	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	103		
19	19	55/2	55/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	104		
19	19	111/4	111/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	105		
19	19	28	28	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	106		
19	19	27	27	1.0	0	0	Chord	3/8	1	2	1/4		1/4	1	107		
19	19	28	28	0.25	1/4	1/4	Chord	3/8	1	2	1/16		1/16	1	108		
19	19	113/4	113/4	0.25	5/16	5/16	Chord	3/8	1	2	1/16		1/16	1	109		
19	19	27	27	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	110		
20	20	57/2	57/2	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	111		
20	20	29	29	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	112		
20	20	117/4	117/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	113		
20	20	59/2	59/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	114		
20	20	57/2	57/2	1.0	0	0	Chord	3/8	1	2	1/4		1/4	1	115		
20	20	59/2	59/2	0.25	1/4	1/4	Chord	3/8	1	2	1/16		1/16	1	116		
20	20	119/4	119/4	0.25	5/16	5/16	Chord	3/8	1	2	1/16		1/16	1	117		
20	20	57/2	57/2	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	118		
21	21	30	30	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	119		
21	21	121/4	121/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	120		
21	21	61/2	61/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	121		
21	21	123/4	123/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	122		
21	21	31	31	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	123		
21	21	125/4	125/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	124		
21	21	30	30	0.5	0	0	Chord	3/8	1	2	1/8		1/8	1	125		
21	21	30	30	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	126		
22	22	63/2	63/2	0.75	0	0	Chord	3/8	1	1	3/16		1/8	3/2	127	ornamentTrill	
22	22	129/4	129/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	128		
22	22	65/2	65/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	129		
22	22	63/2	63/2	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	130		
23	23	33	33	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	131		
23	23	33	33	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	132		
23	23	133/4	133/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	133		
23	23	67/2	67/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	134		
23	23	135/4	135/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	135		
23	23	34	34	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	136		
23	23	137/4	137/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	137		
24	24	139/4	139/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	138		
24	24	35	35	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	139		
24	24	141/4	141/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	140		
24	24	71/2	71/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	141		
24	24	69/2	69/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	142		
24	24	69/2	69/2	0.25	0	0	Chord	3/8	2	2	1/16		1/16	1	143		
25	25	36	36	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	144		
25	25	36	36	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	145		
25	25	145/4	145/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	146		
25	25	73/2	73/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	147		
25	25	147/4	147/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	148		
25	25	37	37	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	149		
25	25	149/4	149/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	150		
26	26	151/4	151/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	151		
26	26	38	38	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	152		
26	26	153/4	153/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	153		
26	26	77/2	77/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	154		
26	26	75/2	75/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	155		
26	26	75/2	75/2	0.25	0	0	Chord	3/8	2	2	1/16		1/16	1	156		
27	27	39	39	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	157		
27	27	39	39	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	158		
27	27	157/4	157/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	159		
27	27	79/2	79/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	160		
27	27	159/4	159/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	161		
27	27	40	40	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	162		
27	27	161/4	161/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	163		
28	28	163/4	163/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	164		
28	28	41	41	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	165		
28	28	165/4	165/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	166		
28	28	83/2	83/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	167		
28	28	81/2	81/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	168		
28	28	81/2	81/2	0.25	0	0	Chord	3/8	2	2	1/16		1/16	1	169		
29	29	42	42	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	170		
29	29	42	42	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	171		
29	29	169/4	169/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	172		
29	29	85/2	85/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	173		
29	29	171/4	171/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	174		
29	29	43	43	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	175		
29	29	173/4	173/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	176		
30	30	175/4	175/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	177		
30	30	44	44	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	178		
30	30	177/4	177/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	179		
30	30	89/2	89/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	180		
30	30	87/2	87/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	181		
30	30	87/2	87/2	0.25	0	0	Chord	3/8	2	2	1/16		1/16	1	182		
31	31	45	45	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	183		
31	31	45	45	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	184		
31	31	181/4	181/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	185		
31	31	91/2	91/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	186		
31	31	183/4	183/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	187		
31	31	46	46	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	188		
31	31	185/4	185/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	189		
32	32	187/4	187/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	190		
32	32	47	47	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	191		
32	32	189/4	189/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	192		
32	32	95/2	95/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	193		
32	32	93/2	93/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	194		
32	32	93/2	93/2	0.25	0	0	Chord	3/8	2	2	1/16		1/16	1	195		
33	33	48	48	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	196		
33	33	48	48	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	197		
33	33	193/4	193/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	198		
33	33	97/2	97/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	199		
33	33	195/4	195/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	200		
33	33	49	49	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	201		
33	33	197/4	197/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	202		
34	34	199/4	199/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	203		
34	34	50	50	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	204		
34	34	201/4	201/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	205		
34	34	101/2	101/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	206		
34	34	99/2	99/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	207		
34	34	99/2	99/2	0.25	0	0	Chord	3/8	2	2	1/16		1/16	1	208		
35	35	51	51	1.5	0	0	Chord	3/8	1	1	3/8		1/4	3/2	209		
35	35	51	51	0.25	0	0	Chord	3/8	2	1	1/16		1/16	1	210		
35	35	205/4	205/4	0.25	1/16	1/16	Chord	3/8	2	1	1/16		1/16	1	211		
35	35	103/2	103/2	0.25	1/8	1/8	Chord	3/8	2	1	1/16		1/16	1	212		
35	35	207/4	207/4	0.25	3/16	3/16	Chord	3/8	2	1	1/16		1/16	1	213		
35	35	52	52	0.25	1/4	1/4	Chord	3/8	2	1	1/16		1/16	1	214		
35	35	209/4	209/4	0.25	5/16	5/16	Chord	3/8	2	1	1/16		1/16	1	215		
36	36	211/4	211/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	216		
36	36	53	53	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	217		
36	36	213/4	213/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	218		
36	36	107/2	107/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	219		
36	36	105/2	105/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	220		
36	36	105/2	105/2	0.25	0	0	Chord	3/8	2	2	1/16		1/16	1	221		
37	37	217/4	217/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	222		
37	37	109/2	109/2	0.75	1/8	1/8	Chord	3/8	1	1	3/16		1/8	3/2	223		
37	37	221/4	221/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	224		
37	37	54	54	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	225		
37	37	109/2	109/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	226		
37	37	55	55	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	227		
38	38	111/2	111/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	228		
38	38	223/4	223/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	229		
38	38	56	56	1.0	1/8	1/8	Chord	3/8	1	1	1/4		1/4	1	230		
38	38	111/2	111/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	231		
38	38	56	56	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	232		
38	38	113/2	113/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	233		
39	39	57	57	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	234		
39	39	229/4	229/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	235		
39	39	115/2	115/2	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	236		
39	39	231/4	231/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	237		
39	39	58	58	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	238		
39	39	233/4	233/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	239		
39	39	57	57	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	240		
39	39	115/2	115/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	241		
39	39	58	58	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	242		
40	40	117/2	117/2	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	243		
40	40	119/2	119/2	0.125	1/4	1/4	Chord	3/8	1	1	1/32		1/32	1	244		
40	40	477/8	477/8	0.125	9/32	9/32	Chord	3/8	1	1	1/32		1/32	1	245		
40	40	239/4	239/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	246		
40	40	117/2	117/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	247		
40	40	59	59	1.0	1/8	1/8	Chord	3/8	2	1	1/4		1/4	1	248		
40	40	117/2	117/2	0.5	0	0	Chord	3/8	2	2	1/8		1/8	1	249		
40	40	59	59	0.5	1/8	1/8	Chord	3/8	2	2	1/8		1/8	1	250		
40	40	119/2	119/2	0.5	1/4	1/4	Chord	3/8	2	2	1/8		1/8	1	251		
41	41	60	60	0.75	0	0	Chord	3/8	1	1	3/16		1/8	3/2	252	ornamentTrill	
41	41	243/4	243/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	253		
41	41	61	61	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	254		
41	41	60	60	1.5	0	0	Chord	3/8	2	1	3/8		1/4	3/2	255		
42	42	247/4	247/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	256		
42	42	62	62	1.0	1/8	1/8	Chord	3/8	1	1	1/4		1/4	1	257		
42	42	123/2	123/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	258		
42	42	62	62	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	259		
42	42	125/2	125/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	260		
43	43	63	63	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	261		
43	43	253/4	253/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	262		
43	43	127/2	127/2	1.0	1/8	1/8	Chord	3/8	1	1	1/4		1/4	1	263		
43	43	63	63	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	264		
43	43	127/2	127/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	265		
43	43	64	64	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	266		
44	44	129/2	129/2	0.25	0	0	Chord	3/8	1	1	1/16		1/16	1	267		
44	44	259/4	259/4	0.25	1/16	1/16	Chord	3/8	1	1	1/16		1/16	1	268		
44	44	65	65	0.25	1/8	1/8	Chord	3/8	1	1	1/16		1/16	1	269		
44	44	261/4	261/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	270		
44	44	131/2	131/2	0.25	1/4	1/4	Chord	3/8	1	1	1/16		1/16	1	271		
44	44	263/4	263/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	272		
44	44	129/2	129/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	273		
44	44	65	65	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	274		
44	44	131/2	131/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	275		
45	45	66	66	1.0	0	0	Chord	3/8	1	1	1/4		1/4	1	276		
45	45	67	67	0.125	1/4	1/4	Chord	3/8	1	1	1/32		1/32	1	277		
45	45	537/8	537/8	0.125	9/32	9/32	Chord	3/8	1	1	1/32		1/32	1	278		
45	45	269/4	269/4	0.25	5/16	5/16	Chord	3/8	1	1	1/16		1/16	1	279		
45	45	66	66	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	280		
45	45	133/2	133/2	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	281		
45	45	67	67	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	282		
46	46	135/2	135/2	0.75	0	0	Chord	3/8	1	1	3/16		1/8	3/2	283	ornamentTrill	
46	46	273/4	273/4	0.25	3/16	3/16	Chord	3/8	1	1	1/16		1/16	1	284		
46	46	137/2	137/2	0.5	1/4	1/4	Chord	3/8	1	1	1/8		1/8	1	285		
46	46	135/2	135/2	0.5	0	0	Chord	3/8	2	1	1/8		1/8	1	286		
46	46	68	68	1.0	1/8	1/8	Chord	3/8	2	1	1/4		1/4	1	287		
48	48	71	71	1.0	1/8	1/8	Chord	3/8	1	1	1/4		1/4	1	288		
48	48	71	71	1.0	1/8	1/8	Chord	3/8	1	2	1/4		1/4	1	289		
48	48	71	71	0.5	1/8	1/8	Chord	3/8	2	1	1/8		1/8	1	290		
48	48	143/2	143/2	0.5	1/4	1/4	Chord	3/8	2	1	1/8		1/8	1	291		
49	49	72	72	0.5	0	0	Chord	3/8	1	1	1/8		1/8	1	292		
49	49	145/2	145/2	0.125	1/8	1/8	Chord	3/8	1	1	1/32		1/32	1	293		
49	49	581/8	581/8	0.125	5/32	5/32	Chord	3/8	1	1	1/32		1/32	1	294		
