mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	8.0	0	0	2/2	2	1		C.I{		C	I		I	I						{	M	0	0	0, 4, 1		0	0
3	3	8	2.0	0	0	2/2	2	1		IV		C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
3	3	10	1.0	1/2	1/2	2/2	2	1		V(4)		C	I		V(4)	V			4				M	0	0	1, 0, 2		1	1
3	3	11	1.0	3/4	3/4	2/2	2	1		V		C	I		V	V							M	0	0	1, 5, 2		1	1
4	4	12	1.0	0	0	2/2	2	1		I(^7)		C	I		I(^7)	I			^7				M	0	0	0, 4, 1	5	0	0
4	4	13	1.0	1/4	1/4	2/2	2	1		I|PAC		C	I		I	I					PAC		M	0	0	0, 4, 1		0	0
4	4	14	1.0	1/2	1/2	2/2	2	1		I6		C	I		I6	I		6					M	0	0	4, 1, 0		0	4
4	4	15	1.0	3/4	3/4	2/2	2	1		I		C	I		I	I							M	0	0	0, 4, 1		0	0
5	5	16	2.0	0	0	2/2	2	1		IV		C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
5	5	18	1.0	1/2	1/2	2/2	2	1		V(4)		C	I		V(4)	V			4				M	0	0	1, 0, 2		1	1
5	5	19	1.0	3/4	3/4	2/2	2	1		V		C	I		V	V							M	0	0	1, 5, 2		1	1
6	6	20	1.0	0	0	2/2	2	1		I(^7)}		C	I		I(^7)	I			^7			}	M	0	0	0, 4, 1	5	0	0
6	6	21	1.0	1/4	1/4	2/2	2	1		I|PAC		C	I		I	I					PAC		M	0	0	0, 4, 1		0	0
6	6	22	1.0	1/2	1/2	2/2	2	1		I6		C	I		I6	I		6					M	0	0	4, 1, 0		0	4
6	6	23	1.0	3/4	3/4	2/2	2	1		I{		C	I		I	I						{	M	0	0	0, 4, 1		0	0
7	7	24	2.0	0	0	2/2	2	1		ii		C	I		ii	ii							m	0	0	2, -1, 3		2	2
7	7	26	1.0	1/2	1/2	2/2	2	1		V64		C	I		V64	V		64					M	0	0	2, 1, 5		1	2
7	7	27	1.0	3/4	3/4	2/2	2	1		V7		C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
8	8	28	1.0	0	0	2/2	2	1		I(^2)		C	I		I(^2)	I			^2				M	0	0	0, 2, 1		0	0
8	8	29	1.0	1/4	1/4	2/2	2	1		I(#2)		C	I		I(#2)	I			#2				M	0	0	0, 9, 1		0	0
8	8	30	1.0	1/2	1/2	2/2	2	1		I		C	I		I	I							M	0	0	0, 4, 1		0	0
8	8	31	1.0	3/4	3/4	2/2	2	1		I6		C	I		I6	I		6					M	0	0	4, 1, 0		0	4
9	9	32	2.0	0	0	2/2	2	1		ii6		C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
9	9	34	1.0	1/2	1/2	2/2	2	1		V		C	I		V	V							M	0	0	1, 5, 2		1	1
9	9	35	1.0	3/4	3/4	2/2	2	1		V2		C	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
10	10	36	1.0	0	0	2/2	2	1		I6(^7)		C	I		I6(^7)	I		6	^7				M	0	0	4, 1, 5		0	4
10	10	37	3.0	1/4	1/4	2/2	2	1		I6		C	I		I6	I		6					M	0	0	4, 1, 0		0	4
11	11	40	2.0	0	0	2/2	2	1		ii7		C	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2
11	11	42	2.0	1/2	1/2	2/2	2	1		V7		C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
12	12	44	1.0	0	0	2/2	2	1		I(^2)}		C	I		I(^2)	I			^2			}	M	0	0	0, 2, 1		0	0
12	12	45	1.0	1/4	1/4	2/2	2	1		I(#2)		C	I		I(#2)	I			#2				M	0	0	0, 9, 1		0	0
12	12	46	2.0	1/2	1/2	2/2	2	1		I|IAC		C	I		I	I					IAC		M	0	0	0, 4, 1		0	0
12	12	47	0.0	3/4	3/4	2/2	2	1		{		C	I									{		0	0				
13	13	48	2.0	0	0	2/2	2	1		V.I6		C	V		I6	I		6					M	0	0	4, 1, 0		0	4
13	13	50	1.0	1/2	1/2	2/2	2	1		I6(#4)		C	V		I6(#4)	I		6	#4				M	0	0	4, 6, 0		0	4
13	13	51	1.0	3/4	3/4	2/2	2	1		I6		C	V		I6	I		6					M	0	0	4, 1, 0		0	4
14	14	52	2.0	0	0	2/2	2	1		#viio6(2)		C	V		#viio6(2)	#vii	o	6	2				o	0	0	2, -1, 0		5	2
14	14	54	1.0	1/2	1/2	2/2	2	1		#viio6(^4)		C	V		#viio6(^4)	#vii	o	6	^4				o	0	0	2, 4, 5		5	2
14	14	55	1.0	3/4	3/4	2/2	2	1		#viio6		C	V		#viio6	#vii	o	6					o	0	0	2, -1, 5		5	2
15	15	56	2.0	0	0	2/2	2	1		I		C	V		I	I							M	0	0	0, 4, 1		0	0
15	15	58	1.0	1/2	1/2	2/2	2	1		I(#2)		C	V		I(#2)	I			#2				M	0	0	0, 9, 1		0	0
15	15	59	1.0	3/4	3/4	2/2	2	1		I		C	V		I	I							M	0	0	0, 4, 1		0	0
16	16	60	1.0	0	0	2/2	2	1		IV(#2)	ii6(#4)	C	V		IV(#2)	IV			#2				M	0	0	-1, 8, 0		-1	-1
16	16	61	3.0	1/4	1/4	2/2	2	1		IV	ii6	C	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
17	17	64	3.0	0	0	2/2	2	1		V|HC}		C	V		V	V					HC	}	M	0	0	1, 5, 2		1	1
17	17	67	1.0	3/4	3/4	2/2	2	1		I{		C	V		I	I						{	M	0	0	0, 4, 1		0	0
18	18	68	3.0	0	0	2/2	2	1		V65		C	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
18	18	71	1.0	3/4	3/4	2/2	2	1		V		C	V		V	V							M	0	0	1, 5, 2		1	1
19	19	72	4.0	0	0	2/2	2	1		I		C	V		I	I							M	0	0	0, 4, 1		0	0
20	20	76	3.0	0	0	2/2	2	1		V65		C	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
20	20	79	4.0	3/4	3/4	2/2	2	1		V		C	V		V	V							M	0	0	1, 5, 2		1	1
21	21	83	1.0	3/4	3/4	2/2	2	1		I6		C	V		I6	I		6					M	0	0	4, 1, 0		0	4
22	22	84	2.0	0	0	2/2	2	1		IV		C	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
22	22	86	1.0	1/2	1/2	2/2	2	1		V(4)		C	V		V(4)	V			4				M	0	0	1, 0, 2		1	1
22	22	87	1.0	3/4	3/4	2/2	2	1		V		C	V		V	V							M	0	0	1, 5, 2		1	1
23	23	88	1.0	0	0	2/2	2	1		I(^2)}		C	V		I(^2)	I			^2			}	M	0	0	0, 2, 1		0	0
23	23	89	2.0	1/4	1/4	2/2	2	1		I|PAC		C	V		I	I					PAC		M	0	0	0, 4, 1		0	0
23	23	91	1.0	3/4	3/4	2/2	2	1		i/i{		C	V		i/i	i				i		{	m	0	0	0, -3, 1		0	0
24	24	92	3.0	0	0	2/2	2	1		V65/i		C	V		V65/i	V		65		i			Mm7	0	0	5, 2, -1, 1		1	5
24	24	95	1.0	3/4	3/4	2/2	2	1		V/i		C	V		V/i	V				i			M	0	0	1, 5, 2		1	1
25	25	96	4.0	0	0	2/2	2	1		i/i		C	V		i/i	i				i			m	0	0	0, -3, 1		0	0
26	26	100	3.0	0	0	2/2	2	1		V65/i		C	V		V65/i	V		65		i			Mm7	0	0	5, 2, -1, 1		1	5
26	26	103	1.0	3/4	3/4	2/2	2	1		V/i		C	V		V/i	V				i			M	0	0	1, 5, 2		1	1
27	27	104	3.0	0	0	2/2	2	1		i/i		C	V		i/i	i				i			m	0	0	0, -3, 1		0	0
27	27	107	1.0	3/4	3/4	2/2	2	1		i6/i		C	V		i6/i	i		6		i			m	0	0	-3, 1, 0		0	-3
28	28	108	1.0	0	0	2/2	2	1		iv/i		C	V		iv/i	iv				i			m	0	0	-1, -4, 0		-1	-1
28	28	109	1.0	1/4	1/4	2/2	2	1		iio6/i		C	V		iio6/i	ii	o	6		i			o	0	0	-1, -4, 2		2	-1
28	28	110	1.0	1/2	1/2	2/2	2	1		V(4)/i		C	V		V(4)/i	V			4	i			M	0	0	1, 0, 2		1	1
28	28	111	1.0	3/4	3/4	2/2	2	1		V/i		C	V		V/i	V				i			M	0	0	1, 5, 2		1	1
29	29	112	2.0	0	0	2/2	2	1		I|PAC}{		C	V		I	I					PAC	}{	M	0	0	0, 4, 1		0	0
29	29	114	2.0	1/2	1/2	2/2	2	1		IV6		C	V		IV6	IV		6					M	0	0	3, 0, -1		-1	3
30	30	116	2.0	0	0	2/2	2	1		I6		C	V		I6	I		6					M	0	0	4, 1, 0		0	4
30	30	118	2.0	1/2	1/2	2/2	2	1		IV		C	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
31	31	120	2.0	0	0	2/2	2	1		I6(+7)		C	V		I6(+7)	I		6	+7				M	0	0	4, 1, 0	5	0	4
31	31	122	2.0	1/2	1/2	2/2	2	1		IV		C	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
32	32	124	3.0	0	0	2/2	2	1		I6		C	V		I6	I		6					M	0	0	4, 1, 0		0	4
32	32	127	1.0	3/4	3/4	2/2	2	1		viio6		C	V		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
33	33	128	1.0	0	0	2/2	2	1		I		C	V		I	I							M	0	0	0, 4, 1		0	0
33	33	129	1.0	1/4	1/4	2/2	2	1		ii6		C	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
33	33	130	1.0	1/2	1/2	2/2	2	1		V(64)		C	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
33	33	131	1.0	3/4	3/4	2/2	2	1		V		C	V		V	V							M	0	0	1, 5, 2		1	1
34	34	132	2.0	0	0	2/2	2	1		I|PAC}{		C	V		I	I					PAC	}{	M	0	0	0, 4, 1		0	0
34	34	134	2.0	1/2	1/2	2/2	2	1		IV		C	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
35	35	136	2.0	0	0	2/2	2	1		I6		C	V		I6	I		6					M	0	0	4, 1, 0		0	4
35	35	138	2.0	1/2	1/2	2/2	2	1		IV		C	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
36	36	140	2.0	0	0	2/2	2	1		I6(+7)		C	V		I6(+7)	I		6	+7				M	0	0	4, 1, 0	5	0	4
36	36	142	2.0	1/2	1/2	2/2	2	1		IV		C	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
37	37	144	3.0	0	0	2/2	2	1		I6		C	V		I6	I		6					M	0	0	4, 1, 0		0	4
37	37	147	1.0	3/4	3/4	2/2	2	1		viio6		C	V		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
38	38	148	1.0	0	0	2/2	2	1		I		C	V		I	I							M	0	0	0, 4, 1		0	0
38	38	149	1.0	1/4	1/4	2/2	2	1		ii		C	V		ii	ii							m	0	0	2, -1, 3		2	2
38	38	150	1.0	1/2	1/2	2/2	2	1		V(64)		C	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
38	38	151	1.0	3/4	3/4	2/2	2	1		V		C	V		V	V							M	0	0	1, 5, 2		1	1
39	39	152	5.0	0	0	2/2	2	1		I|PAC}		C	V		I	I					PAC	}	M	0	0	0, 4, 1		0	0
40	40	157	1.0	1/4	1/4	2/2	2	1		IV		C	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
40	40	158	1.0	1/2	1/2	2/2	2	1		V(64)		C	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
40	40	159	1.0	3/4	3/4	2/2	2	1		V		C	V		V	V							M	0	0	1, 5, 2		1	1
41	41	160	5.0	0	0	2/2	2	1		i|DC		C	V		i	i					DC		m	0	0	0, -3, 1		0	0
42	42	165	1.0	1/4	1/4	2/2	2	1		iv/i		C	V		iv/i	iv				i			m	0	0	-1, -4, 0		-1	-1
42	42	166	1.0	1/2	1/2	2/2	2	1		V(64)/i		C	V		V(64)/i	V			64	i			M	0	0	1, 0, -3		1	1
42	42	167	1.0	3/4	3/4	2/2	2	1		V/i		C	V		V/i	V				i			M	0	0	1, 5, 2		1	1
43	43	168	5.0	0	0	2/2	2	1		I/i|DC		C	V		I/i	I				i	DC		M	0	0	0, 4, 1		0	0
44	44	173	1.0	1/4	1/4	2/2	2	1		IV{		C	V		IV	IV						{	M	0	0	-1, 3, 0		-1	-1
44	44	174	1.0	1/2	1/2	2/2	2	1		V(64)		C	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
44	44	175	1.0	3/4	3/4	2/2	2	1		V		C	V		V	V							M	0	0	1, 5, 2		1	1
45	45	176	1.0	0	0	2/2	2	1		I		C	V		I	I							M	0	0	0, 4, 1		0	0
45	45	177	1.0	1/4	1/4	2/2	2	1		ii6		C	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
45	45	178	1.0	1/2	1/2	2/2	2	1		I6		C	V		I6	I		6					M	0	0	4, 1, 0		0	4
45	45	179	1.0	3/4	3/4	2/2	2	1		viio6		C	V		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
46	46	180	1.0	0	0	2/2	2	1		I		C	V		I	I							M	0	0	0, 4, 1		0	0
46	46	181	1.0	1/4	1/4	2/2	2	1		IV		C	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
46	46	182	1.0	1/2	1/2	2/2	2	1		V(64)		C	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
46	46	183	1.0	3/4	3/4	2/2	2	1		V		C	V		V	V							M	0	0	1, 5, 2		1	1
47	47	184	1.0	0	0	2/2	2	1		I|PAC		C	V		I	I					PAC		M	0	0	0, 4, 1		0	0
47	47	185	1.0	1/4	1/4	2/2	2	1		ii		C	V		ii	ii							m	0	0	2, -1, 3		2	2
47	47	186	1.0	1/2	1/2	2/2	2	1		I6		C	V		I6	I		6					M	0	0	4, 1, 0		0	4
47	47	187	1.0	3/4	3/4	2/2	2	1		viio6		C	V		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
48	48	188	1.0	0	0	2/2	2	1		I		C	V		I	I							M	0	0	0, 4, 1		0	0
48	48	189	1.0	1/4	1/4	2/2	2	1		IV		C	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
48	48	190	1.0	1/2	1/2	2/2	2	1		V(64)		C	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
48	48	191	1.0	3/4	3/4	2/2	2	1		V		C	V		V	V							M	0	0	1, 5, 2		1	1
49	49			0	0	2/2	2	1	1	I|PAC}		C	V		I	I					PAC	}	M	0	0	0, 4, 1		0	0
51	51	192	7.0	0	0	2/2	2	1	2	V.I|PAC}{		C	V		I	I					PAC	}{	M	0	0	0, 4, 1		0	0
52	52	199	1.0	3/4	3/4	2/2	2	1		I6		C	V		I6	I		6					M	0	0	4, 1, 0		0	4
53	53	200	2.0	0	0	2/2	2	1		IV		C	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
53	53	202	1.0	1/2	1/2	2/2	2	1		V(4)		C	V		V(4)	V			4				M	0	0	1, 0, 2		1	1
53	53	203	1.0	3/4	3/4	2/2	2	1		V		C	V		V	V							M	0	0	1, 5, 2		1	1
54	54	204	1.0	0	0	2/2	2	1		I(^7)		C	V		I(^7)	I			^7				M	0	0	0, 4, 1	5	0	0
54	54	205	1.0	1/4	1/4	2/2	2	1		I|PAC		C	V		I	I					PAC		M	0	0	0, 4, 1		0	0
54	54	206	2.0	1/2	1/2	2/2	2	1		I6		C	V		I6	I		6					M	0	0	4, 1, 0		0	4
55	55	208	2.0	0	0	2/2	2	1		IV		C	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
55	55	210	1.0	1/2	1/2	2/2	2	1		V(4)		C	V		V(4)	V			4				M	0	0	1, 0, 2		1	1
55	55	211	1.0	3/4	3/4	2/2	2	1		V		C	V		V	V							M	0	0	1, 5, 2		1	1
56	56	212	3.0	0	0	2/2	2	1		I|PAC}{		C	V		I	I					PAC	}{	M	0	0	0, 4, 1		0	0
56	56	215	1.0	3/4	3/4	2/2	2	1		iii.iv64/iv		C	iii		iv64/iv	iv		64		iv			m	0	1	-1, -2, -5		-2	-1
57	57	216	3.0	0	0	2/2	2	1		V65/iv		C	iii		V65/iv	V		65		iv			Mm7	0	1	4, 1, -2, 0		0	4
57	57	219	1.0	3/4	3/4	2/2	2	1		iv64/iv		C	iii		iv64/iv	iv		64		iv			m	0	1	-1, -2, -5		-2	-1
58	58	220	4.0	0	0	2/2	2	1		V65		C	iii		V65	V		65					Mm7	0	1	5, 2, -1, 1		1	5
59	59	224	2.0	0	0	2/2	2	1		i/iv	iv	C	iii		i/iv	i				iv			m	0	1	-1, -4, 0		-1	-1
59	59	226	2.0	1/2	1/2	2/2	2	1		#viio43		C	iii		#viio43	#vii	o	43					o7	0	1	-1, -4, 5, 2		5	-1
60	60	228	1.0	0	0	2/2	2	1		i6(4)		C	iii		i6(4)	i		6	4				m	0	1	-1, 1, 0		0	-1
60	60	229	3.0	1/4	1/4	2/2	2	1		i6		C	iii		i6	i		6					m	0	1	-3, 1, 0		0	-3
61	61	232	1.0	0	0	2/2	2	1		iio(2)		C	iii		iio(2)	ii	o		2				o	0	1	-3, -1, -4		2	-3
61	61	233	1.0	1/4	1/4	2/2	2	1		iio		C	iii		iio	ii	o						o	0	1	2, -1, -4		2	2
