mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	1.5	0	0	4/4	2	1		d.i{		d	i		i	i						{	m	1	1	0, -3, 1		0	0
1	1	3/2	3/2	0.5	3/8	3/8	4/4	2	1		#viio64		d	i		#viio64	#vii	o	64					o	1	1	-1, 5, 2		5	-1
1	1	2	2	1.0	1/2	1/2	4/4	2	1		i6		d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
1	1	3	3	0.5	3/4	3/4	4/4	2	1		i		d	i		i	i							m	1	1	0, -3, 1		0	0
1	1	7/2	7/2	0.5	7/8	7/8	4/4	2	1		#viio7		d	i		#viio7	#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
2	2	4	4	0.5	0	0	4/4	2	1		i6		d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
2	2	9/2	9/2	0.5	1/8	1/8	4/4	2	1		#viio6		d	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
2	2	5	5	0.5	1/4	1/4	4/4	2	1		i6(119)		d	i		i6(119)	i		6	119				m	1	1	-3, 1, 0	-1, 2	0	-3
2	2	11/2	11/2	0.5	3/8	3/8	4/4	2	1		iv7		d	i		iv7	iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
2	2	6	6	1.0	1/2	1/2	4/4	2	1		V		d	i		V	V							M	1	1	1, 5, 2		1	1
2	2	7	7	0.5	3/4	3/4	4/4	2	1		V6		d	i		V6	V		6					M	1	1	5, 2, 1		1	5
2	2	15/2	15/2	0.5	7/8	7/8	4/4	2	1		V7		d	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
3	3	8	8	0.5	0	0	4/4	2	1		i(9)		d	i		i(9)	i			9				m	1	1	0, -3, 1	2	0	0
3	3	17/2	17/2	0.5	1/8	1/8	4/4	2	1		i6		d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
3	3	9	9	0.5	1/4	1/4	4/4	2	1		ii%65		d	i		ii%65	ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
3	3	19/2	19/2	0.5	3/8	3/8	4/4	2	1		V		d	i		V	V							M	1	1	1, 5, 2		1	1
3	3	10	10	1.5	1/2	1/2	4/4	2	1		i|IAC}{		d	i		i	i					IAC	}{	m	1	1	0, -3, 1		0	0
3	3	23/2	23/2	0.5	7/8	7/8	4/4	2	1		viio64/III		d	i		viio64/III	vii	o	64		III			o	1	1	-4, 2, -1		2	-4
4	4	12	12	1.0	0	0	4/4	2	1		III.I6		d	III		I6	I		6					M	1	0	4, 1, 0		0	4
4	4	13	13	0.5	1/4	1/4	4/4	2	1		I		d	III		I	I							M	1	0	0, 4, 1		0	0
4	4	27/2	27/2	0.5	3/8	3/8	4/4	2	1		viio6		d	III		viio6	vii	o	6					o	1	0	2, -1, 5		5	2
4	4	14	14	1.0	1/2	1/2	4/4	2	1		I6		d	III		I6	I		6					M	1	0	4, 1, 0		0	4
4	4	15	15	0.5	3/4	3/4	4/4	2	1		IV(116)		d	III		IV(116)	IV			116				M	1	0	-1, 3, 2	5	-1	-1
4	4	31/2	31/2	0.5	7/8	7/8	4/4	2	1		IV		d	III		IV	IV							M	1	0	-1, 3, 0		-1	-1
5	5	16	16	0.5	0	0	4/4	2	1		V2}{		d	III		V2	V		2				}{	Mm7	1	0	-1, 1, 5, 2		1	-1
5	5	33/2	33/2	0.5	1/8	1/8	4/4	2	1		I6		d	III		I6	I		6					M	1	0	4, 1, 0		0	4
5	5	17	17	0.5	1/4	1/4	4/4	2	1		V64		d	III		V64	V		64					M	1	0	2, 1, 5		1	2
5	5	35/2	35/2	0.5	3/8	3/8	4/4	2	1		I		d	III		I	I							M	1	0	0, 4, 1		0	0
5	5	18	18	1.0	1/2	1/2	4/4	2	1		V65		d	III		V65	V		65					Mm7	1	0	5, 2, -1, 1		1	5
5	5	19	19	0.5	3/4	3/4	4/4	2	1		I(9)		d	III		I(9)	I			9				M	1	0	0, 4, 1	2	0	0
5	5	39/2	39/2	0.5	7/8	7/8	4/4	2	1		I		d	III		I	I							M	1	0	0, 4, 1		0	0
6	6	20	20	0.5	0	0	4/4	2	1		V		d	III		V	V							M	1	0	1, 5, 2		1	1
6	6	41/2	41/2	0.5	1/8	1/8	4/4	2	1		V(64)		d	III		V(64)	V			64				M	1	0	1, 0, 4		1	1
6	6	21	21	0.5	1/4	1/4	4/4	2	1		V7		d	III		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
6	6	43/2	43/2	0.5	3/8	3/8	4/4	2	1		V(64)		d	III		V(64)	V			64				M	1	0	1, 0, 4		1	1
6	6	22	22	0.5	1/2	1/2	4/4	2	1		ii		d	III		ii	ii							m	1	0	2, -1, 3		2	2
6	6	45/2	45/2	0.5	5/8	5/8	4/4	2	1		viio6		d	III		viio6	vii	o	6					o	1	0	2, -1, 5		5	2
6	6	23	23	0.5	3/4	3/4	4/4	2	1		I(4)		d	III		I(4)	I			4				M	1	0	0, -1, 1		0	0
6	6	47/2	47/2	0.5	7/8	7/8	4/4	2	1		I		d	III		I	I							M	1	0	0, 4, 1		0	0
7	7	24	24	0.5	0	0	4/4	2	1		V(4)}{		d	III		V(4)	V			4			}{	M	1	0	1, 0, 2		1	1
7	7	49/2	49/2	1.0	1/8	1/8	4/4	2	1		V|HC		d	III		V	V					HC		M	1	0	1, 5, 2		1	1
7	7	51/2	51/2	0.5	3/8	3/8	4/4	2	1		V65	viio	d	III		V65	V		65					Mm7	1	0	5, 2, -1, 1		1	5
7	7	26	26	0.5	1/2	1/2	4/4	2	1		I(4)		d	III		I(4)	I			4				M	1	0	0, -1, 1		0	0
7	7	53/2	53/2	0.5	5/8	5/8	4/4	2	1		I6		d	III		I6	I		6					M	1	0	4, 1, 0		0	4
7	7	27	27	0.5	3/4	3/4	4/4	2	1		ii65		d	III		ii65	ii		65					mm7	1	0	-1, 3, 0, 2		2	-1
7	7	55/2	55/2	0.5	7/8	7/8	4/4	2	1		V		d	III		V	V							M	1	0	1, 5, 2		1	1
8	8	28	28	0.5	0	0	4/4	2	1		vi(9)		d	III		vi(9)	vi			9				m	1	0	3, 0, 4	5	3	3
8	8	57/2	57/2	0.5	1/8	1/8	4/4	2	1		IV6		d	III		IV6	IV		6					M	1	0	3, 0, -1		-1	3
