mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	3/8	2	1		Eb.I{		Eb	I		I	I						{	M	0	0	0, 4, 1		0	0
7	7	0	0	3/8	2	1		I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
8	8	0	0	3/8	2	1		IV		Eb	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
8	8	1/8	1/8	3/8	2	1		ii(4)		Eb	I		ii(4)	ii			4				m	0	0	2, 1, 3		2	2
8	8	1/4	1/4	3/8	2	1		V7		Eb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
9	9	0	0	3/8	2	1		I(4)}		Eb	I		I(4)	I			4			}	M	0	0	0, -1, 1		0	0
9	9	1/8	1/8	3/8	2	1		I|IAC		Eb	I		I	I					IAC		M	0	0	0, 4, 1		0	0
10	10	0	0	3/8	2	1		I{		Eb	I		I	I						{	M	0	0	0, 4, 1		0	0
10	10	1/4	1/4	3/8	2	1		V		Eb	I		V	V							M	0	0	1, 5, 2		1	1
11	11	0	0	3/8	2	1		vi		Eb	I		vi	vi							m	0	0	3, 0, 4		3	3
11	11	1/4	1/4	3/8	2	1		iii		Eb	I		iii	iii							m	0	0	4, 1, 5		4	4
12	12	0	0	3/8	2	1		IV		Eb	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
12	12	1/4	1/4	3/8	2	1		i		Eb	I		i	i							m	0	0	0, -3, 1		0	0
13	13	0	0	3/8	2	1		ii		Eb	I		ii	ii							m	0	0	2, -1, 3		2	2
13	13	1/8	1/8	3/8	2	1		viio		Eb	I		viio	vii	o						o	0	0	5, 2, -1		5	5
13	13	1/4	1/4	3/8	2	1		I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
14	14	0	0	3/8	2	1		V|HC}		Eb	I		V	V					HC	}	M	0	0	1, 5, 2		1	1
15	15	0	0	3/8	2	1		I6{		Eb	I		I6	I		6				{	M	0	0	4, 1, 0		0	4
15	15	1/8	1/8	3/8	2	1		V(64)		Eb	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
15	15	1/4	1/4	3/8	2	1		V		Eb	I		V	V							M	0	0	1, 5, 2		1	1
16	16	0	0	3/8	2	1		vi6		Eb	I		vi6	vi		6					m	0	0	0, 4, 3		3	0
16	16	1/8	1/8	3/8	2	1		iii(64)		Eb	I		iii(64)	iii			64				m	0	0	4, 3, 0		4	4
16	16	1/4	1/4	3/8	2	1		iii		Eb	I		iii	iii							m	0	0	4, 1, 5		4	4
17	17	0	0	3/8	2	1		IV		Eb	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
17	17	1/8	1/8	3/8	2	1		I(64)		Eb	I		I(64)	I			64				M	0	0	0, -1, 3		0	0
17	17	1/4	1/4	3/8	2	1		I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
18	18	0	0	3/8	2	1		ii		Eb	I		ii	ii							m	0	0	2, -1, 3		2	2
18	18	1/8	1/8	3/8	2	1		viio		Eb	I		viio	vii	o						o	0	0	5, 2, -1		5	5
18	18	1/4	1/4	3/8	2	1		I		Eb	I		I	I							M	0	0	0, 4, 1		0	0
19	19	0	0	3/8	2	1		V|HC}		Eb	I		V	V					HC	}	M	0	0	1, 5, 2		1	1
20	20	0	0	3/8	2	1		V.I{		Eb	V		I	I						{	M	0	0	0, 4, 1		0	0
21	21	0	0	3/8	2	1		V6		Eb	V		V6	V		6					M	0	0	5, 2, 1		1	5
22	22	0	0	3/8	2	1		vi(+7)		Eb	V		vi(+7)	vi			+7				m	0	0	3, 0, 4	1	3	3
23	23	0	0	3/8	2	1		V(4)}		Eb	V		V(4)	V			4			}	M	0	0	1, 0, 2		1	1
23	23	1/4	1/4	3/8	2	1		V|HC		Eb	V		V	V					HC		M	0	0	1, 5, 2		1	1
24	24	0	0	3/8	2	1		i/i{		Eb	V		i/i	i				i		{	m	0	0	0, -3, 1		0	0
25	25	0	0	3/8	2	1		v6/i		Eb	V		v6/i	v		6		i			m	0	0	-2, 2, 1		1	-2
26	26	0	0	3/8	2	1		iv6/i	VI/i	Eb	V		iv6/i	iv		6		i			m	0	0	-4, 0, -1		-1	-4
27	27	0	0	3/8	2	1		V/i		Eb	V		V/i	V				i			M	0	0	1, 5, 2		1	1
28	28	0	0	3/8	2	1		iv/i	iio6/i	Eb	V		iv/i	iv				i			m	0	0	-1, -4, 0		-1	-1
28	28	1/8	1/8	3/8	2	1		iio/i		Eb	V		iio/i	ii	o			i			o	0	0	2, -1, -4		2	2
28	28	1/4	1/4	3/8	2	1		VI6/i		Eb	V		VI6/i	VI		6		i			M	0	0	0, -3, -4		-4	0
29	29	0	0	3/8	2	1		V65	V65/i	Eb	V		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5
31	31	0	0	3/8	2	1		V7	V7/i	Eb	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
34	34	0	0	3/8	2	1		I6		Eb	V		I6	I		6					M	0	0	4, 1, 0		0	4
35	35	0	0	3/8	2	1		IV		Eb	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
