mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	3/8	2	1	e.i{	e	i		i	i						{	m	1	1	0, -3, 1		0	0
3	3	0	0	3/8	2	1	V6(#7)	e	i		V6(#7)	V		6	#7				M	1	1	5, 2, 6		1	5
3	3	1/8	1/8	3/8	2	1	V6	e	i		V6	V		6					M	1	1	5, 2, 1		1	5
4	4	0	0	3/8	2	1	i	e	i		i	i							m	1	1	0, -3, 1		0	0
5	5	0	0	3/8	2	1	V6(#7)	e	i		V6(#7)	V		6	#7				M	1	1	5, 2, 6		1	5
5	5	1/8	1/8	3/8	2	1	V6	e	i		V6	V		6					M	1	1	5, 2, 1		1	5
6	6	0	0	3/8	2	1	i	e	i		i	i							m	1	1	0, -3, 1		0	0
7	7	0	0	3/8	2	1	iv	e	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
8	8	0	0	3/8	2	1	V(64)	e	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
8	8	1/4	1/4	3/8	2	1	V	e	i		V	V							M	1	1	1, 5, 2		1	1
9	9	0	0	3/8	2	1	i|DC	e	i		i	i					DC		m	1	1	0, -3, 1		0	0
10	10	0	0	3/8	2	1	i	e	i		i	i							m	1	1	0, -3, 1		0	0
11	11	0	0	3/8	2	1	iv	e	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
12	12	0	0	3/8	2	1	V(64)	e	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
12	12	1/4	1/4	3/8	2	1	V(+4)	e	i		V(+4)	V			+4				M	1	1	1, 5, 2	0	1	1
13	13	0	0	3/8	2	1	i|PAC}	e	i		i	i					PAC	}	m	1	1	0, -3, 1		0	0
14	14	0	0	3/8	2	1	i{	e	i		i	i						{	m	1	1	0, -3, 1		0	0
15	15	0	0	3/8	2	1	iv(+7)	e	i		iv(+7)	iv			+7				m	1	1	-1, -4, 0	-3	-1	-1
16	16	0	0	3/8	2	1	i6	e	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
17	17	0	0	3/8	2	1	#viio6(+4+2)	e	i		#viio6(+4+2)	#vii	o	6	+4+2				o	1	1	2, -1, 5	-3, 0	5	2
18	18	0	0	3/8	2	1	i	e	i		i	i							m	1	1	0, -3, 1		0	0
19	19	0	0	3/8	2	1	iv(+7)	e	i		iv(+7)	iv			+7				m	1	1	-1, -4, 0	-3	-1	-1
20	20	0	0	3/8	2	1	i6	e	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
21	21	0	0	3/8	2	1	#viio6(+4+2)	e	i		#viio6(+4+2)	#vii	o	6	+4+2				o	1	1	2, -1, 5	-3, 0	5	2
22	22	0	0	3/8	2	1	i	e	i		i	i							m	1	1	0, -3, 1		0	0
23	23	0	0	3/8	2	1	#viio6(+4+2)	e	i		#viio6(+4+2)	#vii	o	6	+4+2				o	1	1	2, -1, 5	-3, 0	5	2
24	24	0	0	3/8	2	1	i	e	i		i	i							m	1	1	0, -3, 1		0	0
25	25	0	0	3/8	2	1	iv	e	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
26	26	0	0	3/8	2	1	V	e	i		V	V							M	1	1	1, 5, 2		1	1
26	26	1/8	1/8	3/8	2	1	i6	e	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
26	26	1/4	1/4	3/8	2	1	i	e	i		i	i							m	1	1	0, -3, 1		0	0
27	27	0	0	3/8	2	1	V|HC}	e	i		V	V					HC	}	M	1	1	1, 5, 2		1	1
28	28	0	0	3/8	2	1	V7{	e	i		V7	V		7				{	Mm7	1	1	1, 5, 2, -1		1	1
29	29	0	0	3/8	2	1	i	e	i		i	i							m	1	1	0, -3, 1		0	0
30	30	0	0	3/8	2	1	V7/III	e	i		V7/III	V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2
31	31	0	0	3/8	2	1	I(4)/III}	e	i		I(4)/III	I			4	III		}	M	1	1	-3, -4, -2		-3	-3
31	31	1/8	1/8	3/8	2	1	I/III	e	i		I/III	I				III			M	1	1	-3, 1, -2		-3	-3
31	31	1/4	1/4	3/8	2	1	|PAC	e	i								PAC			1	1				
32	32	0	0	3/8	2	1	III.I{	e	III		I	I						{	M	1	0	0, 4, 1		0	0
33	33	0	0	3/8	2	1	IV(+7)	e	III		IV(+7)	IV			+7				M	1	0	-1, 3, 0	4	-1	-1
34	34	0	0	3/8	2	1	I6	e	III		I6	I		6					M	1	0	4, 1, 0		0	4
35	35	0	0	3/8	2	1	viio6(+4+2)	e	III		viio6(+4+2)	vii	o	6	+4+2				o	1	0	2, -1, 5	4, 0	5	2
36	36	0	0	3/8	2	1	I	e	III		I	I							M	1	0	0, 4, 1		0	0
37	37	0	0	3/8	2	1	IV(+7)	e	III		IV(+7)	IV			+7				M	1	0	-1, 3, 0	4	-1	-1
38	38	0	0	3/8	2	1	I6	e	III		I6	I		6					M	1	0	4, 1, 0		0	4
39	39	0	0	3/8	2	1	viio6(+4+2)	e	III		viio6(+4+2)	vii	o	6	+4+2				o	1	0	2, -1, 5	4, 0	5	2
40	40	0	0	3/8	2	1	I	e	III		I	I							M	1	0	0, 4, 1		0	0
41	41	0	0	3/8	2	1	IV	e	III		IV	IV							M	1	0	-1, 3, 0		-1	-1
42	42	0	0	3/8	2	1	V	e	III		V	V							M	1	0	1, 5, 2		1	1
42	42	1/4	1/4	3/8	2	1	I6	e	III		I6	I		6					M	1	0	4, 1, 0		0	4
43	43	0	0	3/8	2	1	IV	e	III		IV	IV							M	1	0	-1, 3, 0		-1	-1
43	43	1/8	1/8	3/8	2	1	V(64)	e	III		V(64)	V			64				M	1	0	1, 0, 4		1	1
43	43	1/4	1/4	3/8	2	1	V	e	III		V	V							M	1	0	1, 5, 2		1	1
44	44	0	0	3/8	2	1	I|PAC}	e	III		I	I					PAC	}	M	1	0	0, 4, 1		0	0
44	44	1/8	1/8	3/8	2	1	{	e	III									{		1	0				
44	44	1/4	1/4	3/8	2	1	viio64/V	e	III		viio64/V	vii	o	64		V			o	1	0	0, 6, 3		6	0
45	45	0	0	3/8	2	1	V6(11)	e	III		V6(11)	V		6	11				M	1	0	5, 2, 1	0	1	5
45	45	1/8	1/8	3/8	2	1	V6	e	III		V6	V		6					M	1	0	5, 2, 1		1	5
45	45	1/4	1/4	3/8	2	1	V7	e	III		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
46	46	0	0	3/8	2	1	I	e	III		I	I							M	1	0	0, 4, 1		0	0
46	46	1/4	1/4	3/8	2	1	I6	e	III		I6	I		6					M	1	0	4, 1, 0		0	4
47	47	0	0	3/8	2	1	IV	e	III		IV	IV							M	1	0	-1, 3, 0		-1	-1
47	47	1/8	1/8	3/8	2	1	V(64)	e	III		V(64)	V			64				M	1	0	1, 0, 4		1	1
47	47	1/4	1/4	3/8	2	1	V	e	III		V	V							M	1	0	1, 5, 2		1	1
48	48	0	0	3/8	2	1	I|PAC}	e	III		I	I					PAC	}	M	1	0	0, 4, 1		0	0
48	48	1/8	1/8	3/8	2	1	{	e	III									{		1	0				
48	48	1/4	1/4	3/8	2	1	viio64/V	e	III		viio64/V	vii	o	64		V			o	1	0	0, 6, 3		6	0
49	49	0	0	3/8	2	1	V6(11)	e	III		V6(11)	V		6	11				M	1	0	5, 2, 1	0	1	5
49	49	1/8	1/8	3/8	2	1	V6	e	III		V6	V		6					M	1	0	5, 2, 1		1	5
49	49	1/4	1/4	3/8	2	1	V7	e	III		V7	V		7					Mm7	1	0	1, 5, 2, -1		1	1
50	50	0	0	3/8	2	1	I	e	III		I	I							M	1	0	0, 4, 1		0	0
50	50	1/4	1/4	3/8	2	1	I6	e	III		I6	I		6					M	1	0	4, 1, 0		0	4
51	51	0	0	3/8	2	1	IV	e	III		IV	IV							M	1	0	-1, 3, 0		-1	-1
51	51	1/8	1/8	3/8	2	1	V(64)	e	III		V(64)	V			64				M	1	0	1, 0, 4		1	1
51	51	1/4	1/4	3/8	2	1	V	e	III		V	V							M	1	0	1, 5, 2		1	1
52	52	0	0	3/8	2	1	I|IAC	e	III		I	I					IAC		M	1	0	0, 4, 1		0	0
53	53	0	0	3/8	2	1	IV	e	III		IV	IV							M	1	0	-1, 3, 0		-1	-1
53	53	1/8	1/8	3/8	2	1	V(64)	e	III		V(64)	V			64				M	1	0	1, 0, 4		1	1
53	53	1/4	1/4	3/8	2	1	V	e	III		V	V							M	1	0	1, 5, 2		1	1
54	54	0	0	3/8	2	1	I|PAC}	e	III		I	I					PAC	}	M	1	0	0, 4, 1		0	0
55	55	0	0	3/8	2	1	III.I{	e	III		I	I						{	M	1	0	0, 4, 1		0	0
56	56	0	0	3/8	2	1	V6	e	III		V6	V		6					M	1	0	5, 2, 1		1	5
57	57	0	0	3/8	2	1	I	e	III		I	I							M	1	0	0, 4, 1		0	0
58	58	0	0	3/8	2	1	V6	e	III		V6	V		6					M	1	0	5, 2, 1		1	5
59	59	0	0	3/8	2	1	iii64	e	III		iii64	iii		64					m	1	0	5, 4, 1		4	5
60	60	0	0	3/8	2	1	vi	e	III		vi	vi							m	1	0	3, 0, 4		3	3
61	61	0	0	3/8	2	1	V2/iii	e	III		V2/iii	V		2		iii			Mm7	1	0	3, 5, 9, 6		5	3
62	62	0	0	3/8	2	1	iii6	e	III		iii6	iii		6					m	1	0	1, 5, 4		4	1
63	63	0	0	3/8	2	1	V2/v	e	III		V2/v	V		2		v			Mm7	1	0	0, 2, 6, 3		2	0
64	64	0	0	3/8	2	1	iii6	e	III		iii6	iii		6					m	1	0	1, 5, 4		4	1
65	65	0	0	3/8	2	1	V2/ii	e	III		V2/ii	V		2		ii			Mm7	1	0	1, 3, 7, 4		3	1
66	66	0	0	3/8	2	1	ii6	e	III		ii6	ii		6					m	1	0	-1, 3, 2		2	-1
67	67	0	0	3/8	2	1	V2/ii	e	III		V2/ii	V		2		ii			Mm7	1	0	1, 3, 7, 4		3	1
68	68	0	0	3/8	2	1	ii6	e	III		ii6	ii		6					m	1	0	-1, 3, 2		2	-1
69	69	0	0	3/8	2	1	#viio64/iii	e	III		#viio64/iii	#vii	o	64		iii			o	1	0	3, 9, 6		9	3
70	70	0	0	3/8	2	1	iii6	e	III		iii6	iii		6					m	1	0	1, 5, 4		4	1
71	71	0	0	3/8	2	1	#viio64/iii	e	III		#viio64/iii	#vii	o	64		iii			o	1	0	3, 9, 6		9	3
72	72	0	0	3/8	2	1	i.V65	e	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
73	73	0	0	3/8	2	1	i	e	i		i	i							m	1	1	0, -3, 1		0	0
74	74	0	0	3/8	2	1	iv	e	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
75	75	0	0	3/8	2	1	V	e	i		V	V							M	1	1	1, 5, 2		1	1
75	75	1/8	1/8	3/8	2	1	i6	e	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
75	75	1/4	1/4	3/8	2	1	i	e	i		i	i							m	1	1	0, -3, 1		0	0
76	76	0	0	3/8	2	1	V	e	i		V	V							M	1	1	1, 5, 2		1	1
77	77	0	0	3/8	2	1	i	e	i		i	i							m	1	1	0, -3, 1		0	0
78	78	0	0	3/8	2	1	iv	e	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
79	79	0	0	3/8	2	1	V	e	i		V	V							M	1	1	1, 5, 2		1	1
79	79	1/8	1/8	3/8	2	1	i6	e	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
79	79	1/4	1/4	3/8	2	1	i	e	i		i	i							m	1	1	0, -3, 1		0	0
80	80	0	0	3/8	2	1	V|HC}	e	i		V	V					HC	}	M	1	1	1, 5, 2		1	1
81	81	0	0	3/8	2	1	i{	e	i		i	i						{	m	1	1	0, -3, 1		0	0
82	82	0	0	3/8	2	1	iv(+7)	e	i		iv(+7)	iv			+7				m	1	1	-1, -4, 0	-3	-1	-1
83	83	0	0	3/8	2	1	i6	e	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
84	84	0	0	3/8	2	1	#viio6(+4+2)	e	i		#viio6(+4+2)	#vii	o	6	+4+2				o	1	1	2, -1, 5	-3, 0	5	2
85	85	0	0	3/8	2	1	i	e	i		i	i							m	1	1	0, -3, 1		0	0
86	86	0	0	3/8	2	1	i2	e	i		i2	i		2					mm7	1	1	-2, 0, -3, 1		0	-2
87	87	0	0	3/8	2	1	VI	e	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
88	88	0	0	3/8	2	1	VI2	e	i		VI2	VI		2					Mm7	1	1	-6, -4, 0, -3		-4	-6
89	89	0	0	3/8	2	1	iv(+7)	e	i		iv(+7)	iv			+7				m	1	1	-1, -4, 0	-3	-1	-1
90	90	0	0	3/8	2	1	i6	e	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
91	91	0	0	3/8	2	1	iio6	e	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
91	91	1/8	1/8	3/8	2	1	V(64)	e	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
91	91	1/4	1/4	3/8	2	1	V	e	i		V	V							M	1	1	1, 5, 2		1	1
92	92	0	0	3/8	2	1	i|EC	e	i		i	i					EC		m	1	1	0, -3, 1		0	0
93	93	0	0	3/8	2	1	iv(+7)	e	i		iv(+7)	iv			+7				m	1	1	-1, -4, 0	-3	-1	-1
94	94	0	0	3/8	2	1	i6	e	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
95	95	0	0	3/8	2	1	#viio6(+4+2)	e	i		#viio6(+4+2)	#vii	o	6	+4+2				o	1	1	2, -1, 5	-3, 0	5	2
96	96	0	0	3/8	2	1	i	e	i		i	i							m	1	1	0, -3, 1		0	0
97	97	0	0	3/8	2	1	i2	e	i		i2	i		2					mm7	1	1	-2, 0, -3, 1		0	-2
98	98	0	0	3/8	2	1	VI	e	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
99	99	0	0	3/8	2	1	VI2	e	i		VI2	VI		2					Mm7	1	1	-6, -4, 0, -3		-4	-6
100	100	0	0	3/8	2	1	iv(+7)	e	i		iv(+7)	iv			+7				m	1	1	-1, -4, 0	-3	-1	-1
101	101	0	0	3/8	2	1	i6	e	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
102	102	0	0	3/8	2	1	iio6	e	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
102	102	1/8	1/8	3/8	2	1	V(64)	e	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
102	102	1/4	1/4	3/8	2	1	V	e	i		V	V							M	1	1	1, 5, 2		1	1
103	103	0	0	3/8	2	1	i|PAC}	e	i		i	i					PAC	}	m	1	1	0, -3, 1		0	0
103	103	1/8	1/8	3/8	2	1	VI6{	e	i		VI6	VI		6				{	M	1	1	0, -3, -4		-4	0
103	103	1/4	1/4	3/8	2	1	viio43/V	e	i		viio43/V	vii	o	43		V			o7	1	1	0, -3, 6, 3		6	0
104	104	0	0	3/8	2	1	V6(6)	e	i		V6(6)	V		6	6				M	1	1	5, -3, 1		1	5
104	104	1/8	1/8	3/8	2	1	V65	e	i		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
