mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
5	5	57/2	0.5	9/8	9/8	12/8	2	1		iv(9)	c	i		iv(9)		iv			9				m	1	1	-1, -4, 0	1	-1	-1
5	5	29	1.0	5/4	5/4	12/8	2	1		iv	c	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
6	6	30	1.5	0	0	12/8	2	1		V[V|HC}{	c	i	V	V		V					HC	}{	M	1	1	1, 5, 2		1	1
6	6	63/2	1.5	3/8	3/8	12/8	2	1		V7	c	i	V	V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
6	6	33	3.0	3/4	3/4	12/8	2	1		viio7/V	c	i	V	viio7/V		vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
7	7	36	1.5	0	0	12/8	2	1		V	c	i	V	V		V							M	1	1	1, 5, 2		1	1
7	7	75/2	1.5	3/8	3/8	12/8	2	1		V7	c	i	V	V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
7	7	39	3.0	3/4	3/4	12/8	2	1		viio7/V	c	i	V	viio7/V		vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
8	8	42	3.0	0	0	12/8	2	1		V	c	i	V	V		V							M	1	1	1, 5, 2		1	1
8	8	45	3.0	3/4	3/4	12/8	2	1		#viio7/v]	c	i	V	#viio7/v		#vii	o	7		v			o7	1	1	6, 3, 0, -3		6	6
9	9	48	3.0	0	0	12/8	2	1		v.V[i	c	v	V	i		i							m	1	1	0, -3, 1		0	0
9	9	51	3.0	3/4	3/4	12/8	2	1		V7	c	v	V	V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
10	10	54	3.0	0	0	12/8	2	1		i	c	v	V	i		i							m	1	1	0, -3, 1		0	0
10	10	57	3.0	3/4	3/4	12/8	2	1		V7]	c	v	V	V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
11	11	60	1.5	0	0	12/8	2	1		VI	c	v		VI		VI							M	1	1	-4, 0, -3		-4	-4
11	11	123/2	1.5	3/8	3/8	12/8	2	1		#viio64	c	v		#viio64		#vii	o	64					o	1	1	-1, 5, 2		5	-1
11	11	63	1.5	3/4	3/4	12/8	2	1		i6	c	v		i6		i		6					m	1	1	-3, 1, 0		0	-3
11	11	129/2	1.5	9/8	9/8	12/8	2	1		#viio6	c	v		#viio6		#vii	o	6					o	1	1	2, -1, 5		5	2
12	12	66	7.5	0	0	12/8	2	1		i|IAC}	c	v		i		i					IAC	}	m	1	1	0, -3, 1		0	0
13	13	72	0.0	0	0	12/8	2	1		{	c	v										{		1	1				
13	13	147/2	1.5	3/8	3/8	12/8	2	1		i6	c	v		i6		i		6					m	1	1	-3, 1, 0		0	-3
13	13	75	1.5	3/4	3/4	12/8	2	1		iv	c	v		iv		iv							m	1	1	-1, -4, 0		-1	-1
13	13	153/2	1.5	9/8	9/8	12/8	2	1		It6	c	v		It6	It	vii	o	6	b3	V			It	1	1	-4, 0, 6		6	-4
14	14	78	1.5	0	0	12/8	2	1		V	c	v		V		V							M	1	1	1, 5, 2		1	1
14	14	159/2	1.5	3/8	3/8	12/8	2	1		i6	c	v		i6		i		6					m	1	1	-3, 1, 0		0	-3
14	14	81	1.5	3/4	3/4	12/8	2	1		iv	c	v		iv		iv							m	1	1	-1, -4, 0		-1	-1
14	14	165/2	1.5	9/8	9/8	12/8	2	1		It6	c	v		It6	It	vii	o	6	b3	V			It	1	1	-4, 0, 6		6	-4
15	15	84	1.5	0	0	12/8	2	1		V	c	v		V		V							M	1	1	1, 5, 2		1	1
15	15	171/2	1.5	3/8	3/8	12/8	2	1		i6	c	v		i6		i		6					m	1	1	-3, 1, 0		0	-3
15	15	87	1.5	3/4	3/4	12/8	2	1		iv	c	v		iv		iv							m	1	1	-1, -4, 0		-1	-1
15	15	177/2	1.5	9/8	9/8	12/8	2	1		It6	c	v		It6	It	vii	o	6	b3	V			It	1	1	-4, 0, 6		6	-4
16	16	90	3.0	0	0	12/8	2	1		V7|HC}{	c	v		V7		V		7			HC	}{	Mm7	1	1	1, 5, 2, -1		1	1
16	16	93	3.0	3/4	3/4	12/8	2	1		i	c	v		i		i							m	1	1	0, -3, 1		0	0
17	17	96	3.0	0	0	12/8	2	1		V7	c	v		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
17	17	99	3.0	3/4	3/4	12/8	2	1		i	c	v		i		i							m	1	1	0, -3, 1		0	0
18	18	102	3.0	0	0	12/8	2	1		V7	c	v		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
18	18	105	1.5	3/4	3/4	12/8	2	1		i	c	v		i		i							m	1	1	0, -3, 1		0	0
18	18	213/2	1.5	9/8	9/8	12/8	2	1		ii%65	c	v		ii%65		ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
19	19	108	1.5	0	0	12/8	2	1		V(64)	c	v		V(64)		V			64				M	1	1	1, 0, -3		1	1
19	19	219/2	1.5	3/8	3/8	12/8	2	1		V7	c	v		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
19	19	111	3.0	3/4	3/4	12/8	2	1		i|EC}{	c	v		i		i					EC	}{	m	1	1	0, -3, 1		0	0
20	20	114	3.0	0	0	12/8	2	1		V7	c	v		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
20	20	117	3.0	3/4	3/4	12/8	2	1		i	c	v		i		i							m	1	1	0, -3, 1		0	0
21	21	120	3.0	0	0	12/8	2	1		V7	c	v		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
21	21	123	1.5	3/4	3/4	12/8	2	1		i	c	v		i		i							m	1	1	0, -3, 1		0	0
21	21	249/2	1.5	9/8	9/8	12/8	2	1		ii%65	c	v		ii%65		ii	%	65					%7	1	1	-1, -4, 0, 2		2	-1
22	22	126	1.5	0	0	12/8	2	1		V(64)	c	v		V(64)		V			64				M	1	1	1, 0, -3		1	1
22	22	255/2	1.5	3/8	3/8	12/8	2	1		V7	c	v		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
22	22	129	1.5	3/4	3/4	12/8	2	1		i|PAC}{	c	v		i		i					PAC	}{	m	1	1	0, -3, 1		0	0
22	22	261/2	1.5	9/8	9/8	12/8	2	1		iv6	c	v		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
23	23	132	1.5	0	0	12/8	2	1		iio6	c	v		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
23	23	267/2	1.5	3/8	3/8	12/8	2	1		#viio6	c	v		#viio6		#vii	o	6					o	1	1	2, -1, 5		5	2
23	23	135	1.5	3/4	3/4	12/8	2	1		#viio7	c	v		#viio7		#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
23	23	273/2	1.5	9/8	9/8	12/8	2	1		V7(9)	c	v		V7(9)		V		7	9				Mm7	1	1	1, 5, 2, -1	-4	1	1
24	24	138	1.0	0	0	12/8	2	1		i	c	v		i		i							m	1	1	0, -3, 1		0	0
24	24	139	0.5	1/4	1/4	12/8	2	1		VI	c	v		VI		VI							M	1	1	-4, 0, -3		-4	-4
24	24	279/2	1.0	3/8	3/8	12/8	2	1		iio6	c	v		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
24	24	281/2	0.5	5/8	5/8	12/8	2	1		V	c	v		V		V							M	1	1	1, 5, 2		1	1
24	24	141	1.5	3/4	3/4	12/8	2	1		i|PAC}{	c	v		i		i					PAC	}{	m	1	1	0, -3, 1		0	0
24	24	285/2	1.5	9/8	9/8	12/8	2	1		iv6	c	v		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
25	25	144	1.5	0	0	12/8	2	1		iio6	c	v		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
25	25	291/2	1.5	3/8	3/8	12/8	2	1		#viio6	c	v		#viio6		#vii	o	6					o	1	1	2, -1, 5		5	2
25	25	147	1.5	3/4	3/4	12/8	2	1		#viio7	c	v		#viio7		#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
25	25	297/2	1.5	9/8	9/8	12/8	2	1		V7(9)	c	v		V7(9)		V		7	9				Mm7	1	1	1, 5, 2, -1	-4	1	1
26	26	150	1.0	0	0	12/8	2	1		i	c	v		i		i							m	1	1	0, -3, 1		0	0
26	26	151	0.5	1/4	1/4	12/8	2	1		VI	c	v		VI		VI							M	1	1	-4, 0, -3		-4	-4
26	26	303/2	1.0	3/8	3/8	12/8	2	1		iio6	c	v		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
26	26	305/2	0.5	5/8	5/8	12/8	2	1		V	c	v		V		V							M	1	1	1, 5, 2		1	1
26	26	153	1.5	3/4	3/4	12/8	2	1		i|PAC}{	c	v		i		i					PAC	}{	m	1	1	0, -3, 1		0	0
26	26	309/2	1.5	9/8	9/8	12/8	2	1		V7	c	v		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
27	27	156	1.5	0	0	12/8	2	1		i	c	v		i		i							m	1	1	0, -3, 1		0	0
27	27	315/2	1.5	3/8	3/8	12/8	2	1		V7	c	v		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
27	27	159	1.5	3/4	3/4	12/8	2	1		i	c	v		i		i							m	1	1	0, -3, 1		0	0
27	27	321/2	1.5	9/8	9/8	12/8	2	1		V7	c	v		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
28	28	162	1.0	0	0	12/8	2	1		i	c	v		i		i							m	1	1	0, -3, 1		0	0
28	28	163	0.5	1/4	1/4	12/8	2	1		VI	c	v		VI		VI							M	1	1	-4, 0, -3		-4	-4
28	28	327/2	1.0	3/8	3/8	12/8	2	1		iio6	c	v		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
28	28	329/2	0.5	5/8	5/8	12/8	2	1		V	c	v		V		V							M	1	1	1, 5, 2		1	1
28	28	165	1.5	3/4	3/4	12/8	2	1		i|PAC}{	c	v		i		i					PAC	}{	m	1	1	0, -3, 1		0	0
28	28	333/2	1.5	9/8	9/8	12/8	2	1		V7	c	v		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
29	29	168	1.5	0	0	12/8	2	1		i	c	v		i		i							m	1	1	0, -3, 1		0	0
29	29	339/2	1.5	3/8	3/8	12/8	2	1		V7	c	v		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
29	29	171	1.5	3/4	3/4	12/8	2	1		i	c	v		i		i							m	1	1	0, -3, 1		0	0
29	29	345/2	1.5	9/8	9/8	12/8	2	1		V7	c	v		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
30	30			0	0	12/8	2	1	1	i	c	v		i		i							m	1	1	0, -3, 1		0	0
30	30			1/4	1/4	12/8	2	1	1	VI	c	v		VI		VI							M	1	1	-4, 0, -3		-4	-4
30	30			3/8	3/8	12/8	2	1	1	iio6	c	v		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
30	30			5/8	5/8	12/8	2	1	1	V	c	v		V		V							M	1	1	1, 5, 2		1	1
30	30			3/4	3/4	12/8	2	1	1	i|PAC}	c	v		i		i					PAC	}	m	1	1	0, -3, 1		0	0
30	30			9/8	9/8	12/8	2	1	1	i.V	c	i		V		V							M	1	1	1, 5, 2		1	1
31	30	174	1.0	0	0	12/8	2	1	2	i	c	v		i		i							m	1	1	0, -3, 1		0	0
31	30	175	0.5	1/4	1/4	12/8	2	1	2	VI	c	v		VI		VI							M	1	1	-4, 0, -3		-4	-4
31	30	351/2	1.0	3/8	3/8	12/8	2	1	2	iio6	c	v		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
31	30	353/2	0.5	5/8	5/8	12/8	2	1	2	V	c	v		V		V							M	1	1	1, 5, 2		1	1
31	30	177	3.0	3/4	3/4	12/8	2	1	2	i|PAC}{	c	v		i		i					PAC	}{	m	1	1	0, -3, 1		0	0
32	31	180	4.5	0	0	12/8	2	1		i.V	c	i		V		V							M	1	1	1, 5, 2		1	1
32	31	369/2	1.5	9/8	9/8	12/8	2	1		#viio64	c	i		#viio64		#vii	o	64					o	1	1	-1, 5, 2		5	-1
33	32	186	1.0	0	0	12/8	2	1		#viio6	c	i		#viio6		#vii	o	6					o	1	1	2, -1, 5		5	2
33	32	187	0.5	1/4	1/4	12/8	2	1		i	c	i		i		i							m	1	1	0, -3, 1		0	0
33	32	375/2	1.5	3/8	3/8	12/8	2	1		#viio	c	i		#viio		#vii	o						o	1	1	5, 2, -1		5	5
33	32	189	1.5	3/4	3/4	12/8	2	1		V7	c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
33	32	381/2	1.5	9/8	9/8	12/8	2	1		i6	c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
34	33	192	1.5	0	0	12/8	2	1		i	c	i		i		i							m	1	1	0, -3, 1		0	0
34	33	387/2	1.5	3/8	3/8	12/8	2	1		VI	c	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
34	33	195	1.5	3/4	3/4	12/8	2	1		iv	c	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
34	33	393/2	1.5	9/8	9/8	12/8	2	1		vii%7/III	c	i		vii%7/III		vii	%	7		III			%7	1	1	2, -1, -4, 0		2	2
35	34	198	1.5	0	0	12/8	2	1		V7(9)/III	c	i		V7(9)/III		V		7	9	III			Mm7	1	1	-2, 2, -1, -4	0	-2	-2
35	34	399/2	1.5	3/8	3/8	12/8	2	1		V7/III	c	i		V7/III		V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2
35	34	201	3.0	3/4	3/4	12/8	2	1		I64/III	c	i		I64/III		I		64		III			M	1	1	-2, -3, 1		-3	-2
36	35	204	3.0	0	0	12/8	2	1		V/III|HC}{	c	i		V/III		V				III	HC	}{	M	1	1	-2, 2, -1		-2	-2
36	35	207	3.0	3/4	3/4	12/8	2	1		I/III	c	i		I/III		I				III			M	1	1	-3, 1, -2		-3	-3
37	36	210	3.0	0	0	12/8	2	1		V/III	c	i		V/III		V				III			M	1	1	-2, 2, -1		-2	-2
37	36	213	3.0	3/4	3/4	12/8	2	1		I/III	c	i		I/III		I				III			M	1	1	-3, 1, -2		-3	-3
38	37	216	3.0	0	0	12/8	2	1		V7/iv	c	i		V7/iv		V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
38	37	219	3.0	3/4	3/4	12/8	2	1		i/iv	c	i		i/iv		i				iv			m	1	1	-1, -4, 0		-1	-1
39	38	222	3.0	0	0	12/8	2	1		V7/iv	c	i		V7/iv		V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
39	38	225	3.0	3/4	3/4	12/8	2	1		i/iv	c	i		i/iv		i				iv			m	1	1	-1, -4, 0		-1	-1
40	39	228	3.0	0	0	12/8	2	1		V7/v	c	i		V7/v		V		7		v			Mm7	1	1	2, 6, 3, 0		2	2
40	39	231	3.0	3/4	3/4	12/8	2	1		i/v	c	i		i/v		i				v			m	1	1	1, -2, 2		1	1
41	40	234	3.0	0	0	12/8	2	1		V7/v	c	i		V7/v		V		7		v			Mm7	1	1	2, 6, 3, 0		2	2
41	40	237	3.0	3/4	3/4	12/8	2	1		V7	c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
42	41	240	3.0	0	0	12/8	2	1		i	c	i		i		i							m	1	1	0, -3, 1		0	0
42	41	243	3.0	3/4	3/4	12/8	2	1		V7	c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
43	42	246	3.0	0	0	12/8	2	1		i	c	i		i		i							m	1	1	0, -3, 1		0	0
43	42	249	3.0	3/4	3/4	12/8	2	1		V7	c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
44	43	252	3.0	0	0	12/8	2	1		i|IAC}{	c	i		i		i					IAC	}{	m	1	1	0, -3, 1		0	0
44	43	255	1.5	3/4	3/4	12/8	2	1		VI	c	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
44	43	513/2	1.5	9/8	9/8	12/8	2	1		iv	c	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
45	44	258	1.5	0	0	12/8	2	1		V	c	i		V		V							M	1	1	1, 5, 2		1	1
45	44	519/2	1.5	3/8	3/8	12/8	2	1		i	c	i		i		i							m	1	1	0, -3, 1		0	0
45	44	261	1.5	3/4	3/4	12/8	2	1		VI	c	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
45	44	525/2	1.5	9/8	9/8	12/8	2	1		iv	c	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
46	45	264	1.5	0	0	12/8	2	1		V	c	i		V		V							M	1	1	1, 5, 2		1	1
46	45	531/2	1.0	3/8	3/8	12/8	2	1		V7(9)	c	i		V7(9)		V		7	9				Mm7	1	1	1, 5, 2, -1	-4	1	1
46	45	533/2	0.5	5/8	5/8	12/8	2	1		V(64)	c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
46	45	267	1.0	3/4	3/4	12/8	2	1		V7	c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
46	45	268	0.5	1	1	12/8	2	1		V(64)	c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
46	45	537/2	1.0	9/8	9/8	12/8	2	1		V	c	i		V		V							M	1	1	1, 5, 2		1	1
46	45	539/2	0.5	11/8	11/8	12/8	2	1		V(64)	c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
47	46	270	1.5	0	0	12/8	2	1		V	c	i		V		V							M	1	1	1, 5, 2		1	1
47	46	543/2	1.0	3/8	3/8	12/8	2	1		V7(9)	c	i		V7(9)		V		7	9				Mm7	1	1	1, 5, 2, -1	-4	1	1
47	46	545/2	0.5	5/8	5/8	12/8	2	1		V(64)	c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
47	46	273	1.0	3/4	3/4	12/8	2	1		V7	c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
47	46	274	0.5	1	1	12/8	2	1		V(64)	c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
47	46	549/2	1.0	9/8	9/8	12/8	2	1		V	c	i		V		V							M	1	1	1, 5, 2		1	1
47	46	551/2	0.5	11/8	11/8	12/8	2	1		V(64)	c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
48	47	276	1.5	0	0	12/8	2	1		V(^4)}	c	i		V(^4)		V			^4			}	M	1	1	1, 5, 0		1	1
48	47	555/2	1.5	3/8	3/8	12/8	2	1		V|HC	c	i		V		V					HC		M	1	1	1, 5, 2		1	1
48	47	279	3.0	3/4	3/4	12/8	2	1		i{	c	i		i		i						{	m	1	1	0, -3, 1		0	0
49	48	282	1.5	0	0	12/8	2	1		V(^4)}	c	i		V(^4)		V			^4			}	M	1	1	1, 5, 0		1	1
49	48	567/2	1.5	3/8	3/8	12/8	2	1		V|HC	c	i		V		V					HC		M	1	1	1, 5, 2		1	1
49	48	285	3.0	3/4	3/4	12/8	2	1		i{	c	i		i		i						{	m	1	1	0, -3, 1		0	0
50	49	288	1.5	0	0	12/8	2	1		V(^4)}	c	i		V(^4)		V			^4			}	M	1	1	1, 5, 0		1	1
50	49	579/2	1.5	3/8	3/8	12/8	2	1		V|HC	c	i		V		V					HC		M	1	1	1, 5, 2		1	1
50	49	291	1.5	3/4	3/4	12/8	2	1		i{	c	i		i		i						{	m	1	1	0, -3, 1		0	0
50	49	585/2	1.0	9/8	9/8	12/8	2	1		VI	c	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
50	49	587/2	0.5	11/8	11/8	12/8	2	1		#viio6/iv	c	i		#viio6/iv		#vii	o	6		iv			o	1	1	1, -2, 4		4	1
51	50	294	1.5	0	0	12/8	2	1		iv	c	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
51	50	591/2	1.5	3/8	3/8	12/8	2	1		iio	c	i		iio		ii	o						o	1	1	2, -1, -4		2	2
51	50	297	1.5	3/4	3/4	12/8	2	1		#viio	c	i		#viio		#vii	o						o	1	1	5, 2, -1		5	5
51	50	597/2	1.0	9/8	9/8	12/8	2	1		V	c	i		V		V							M	1	1	1, 5, 2		1	1
51	50	599/2	0.5	11/8	11/8	12/8	2	1		V2	c	i		V2		V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
52	51	300	1.0	0	0	12/8	2	1		i6	c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
52	51	301	0.5	1/4	1/4	12/8	2	1		iv	c	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
52	51	603/2	1.0	3/8	3/8	12/8	2	1		V(64)	c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
52	51	605/2	0.5	5/8	5/8	12/8	2	1		V	c	i		V		V							M	1	1	1, 5, 2		1	1
52	51	303	1.5	3/4	3/4	12/8	2	1		i|PAC}{	c	i		i		i					PAC	}{	m	1	1	0, -3, 1		0	0
52	51	609/2	1.0	9/8	9/8	12/8	2	1		VI	c	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
52	51	611/2	0.5	11/8	11/8	12/8	2	1		#viio6/iv	c	i		#viio6/iv		#vii	o	6		iv			o	1	1	1, -2, 4		4	1
53	52	306	1.5	0	0	12/8	2	1		iv	c	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
53	52	615/2	1.5	3/8	3/8	12/8	2	1		iio	c	i		iio		ii	o						o	1	1	2, -1, -4		2	2
53	52	309	1.5	3/4	3/4	12/8	2	1		#viio	c	i		#viio		#vii	o						o	1	1	5, 2, -1		5	5
53	52	621/2	1.0	9/8	9/8	12/8	2	1		V	c	i		V		V							M	1	1	1, 5, 2		1	1
53	52	623/2	0.5	11/8	11/8	12/8	2	1		V2	c	i		V2		V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
54	53	312	1.0	0	0	12/8	2	1		i6	c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
54	53	313	0.5	1/4	1/4	12/8	2	1		iv	c	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
54	53	627/2	1.0	3/8	3/8	12/8	2	1		V(64)	c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
54	53	629/2	0.5	5/8	5/8	12/8	2	1		V	c	i		V		V							M	1	1	1, 5, 2		1	1
54	53	315	1.5	3/4	3/4	12/8	2	1		i|PAC}{	c	i		i		i					PAC	}{	m	1	1	0, -3, 1		0	0
54	53	633/2	1.5	9/8	9/8	12/8	2	1		V7	c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
55	54	318	1.5	0	0	12/8	2	1		i	c	i		i		i							m	1	1	0, -3, 1		0	0
55	54	639/2	1.5	3/8	3/8	12/8	2	1		V7	c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
55	54	321	1.5	3/4	3/4	12/8	2	1		i	c	i		i		i							m	1	1	0, -3, 1		0	0
55	54	645/2	1.5	9/8	9/8	12/8	2	1		V7	c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
56	55	324	1.0	0	0	12/8	2	1		i	c	i		i		i							m	1	1	0, -3, 1		0	0
56	55	325	0.5	1/4	1/4	12/8	2	1		VI	c	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
56	55	651/2	1.0	3/8	3/8	12/8	2	1		iio6	c	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
56	55	653/2	0.5	5/8	5/8	12/8	2	1		V	c	i		V		V							M	1	1	1, 5, 2		1	1
56	55	327	1.5	3/4	3/4	12/8	2	1		i|PAC}{	c	i		i		i					PAC	}{	m	1	1	0, -3, 1		0	0
56	55	657/2	1.5	9/8	9/8	12/8	2	1		V7	c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
57	56	330	1.5	0	0	12/8	2	1		i	c	i		i		i							m	1	1	0, -3, 1		0	0
57	56	663/2	1.5	3/8	3/8	12/8	2	1		V7	c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
57	56	333	1.5	3/4	3/4	12/8	2	1		i	c	i		i		i							m	1	1	0, -3, 1		0	0
57	56	669/2	1.5	9/8	9/8	12/8	2	1		V7	c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
58	57	336	1.0	0	0	12/8	2	1		i	c	i		i		i							m	1	1	0, -3, 1		0	0
58	57	337	0.5	1/4	1/4	12/8	2	1		VI	c	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
58	57	675/2	1.0	3/8	3/8	12/8	2	1		iio6	c	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
58	57	677/2	0.5	5/8	5/8	12/8	2	1		V	c	i		V		V							M	1	1	1, 5, 2		1	1
58	57	339	9.0	3/4	3/4	12/8	2	1		i|PAC}	c	i		i		i					PAC	}	m	1	1	0, -3, 1		0	0
