mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	3/8	2	1		d.i{	d	i		i	i						{	m	1	1	0, -3, 1		0	0
2	2	0	0	3/8	2	1		iv	d	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
3	3	0	0	3/8	2	1		V2	d	i		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
4	4	0	0	3/8	2	1		i6	d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
5	5	0	0	3/8	2	1		V43	d	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
6	6	0	0	3/8	2	1		i6	d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
6	6	1/4	1/4	3/8	2	1		iv	d	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
7	7	0	0	3/8	2	1		V(64)	d	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
7	7	1/4	1/4	3/8	2	1		V	d	i		V	V							M	1	1	1, 5, 2		1	1
8	8	0	0	3/8	2	1		i|PAC}	d	i		i	i					PAC	}	m	1	1	0, -3, 1		0	0
9	9	0	0	3/8	2	1		{	d	i									{		1	1				
10	10	0	0	3/8	2	1		iv	d	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
11	11	0	0	3/8	2	1		V6/III	d	i		V6/III	V		6		III			M	1	1	2, -1, -2		-2	2
11	11	1/4	1/4	3/8	2	1		V/III	d	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
12	12	0	0	3/8	2	1		III}	d	i		III	III						}	M	1	1	-3, 1, -2		-3	-3
12	12	1/8	1/8	3/8	2	1		V/III	d	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
12	12	1/4	1/4	3/8	2	1		III	d	i		III	III							M	1	1	-3, 1, -2		-3	-3
13	13	0	0	3/8	2	1		{	d	i									{		1	1				
14	14	0	0	3/8	2	1		iio6	d	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
14	14	1/8	1/8	3/8	2	1		iv7	d	i		iv7	iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
14	14	1/4	1/4	3/8	2	1		V	d	i		V	V							M	1	1	1, 5, 2		1	1
15	15	0	0	3/8	2	1		VI	d	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
15	15	1/4	1/4	3/8	2	1		i6	d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
16	16	0	0	3/8	2	1		V/V}	d	i		V/V	V				V		}	M	1	1	2, 6, 3		2	2
16	16	1/8	1/8	3/8	2	1		V|HC	d	i		V	V					HC		M	1	1	1, 5, 2		1	1
17	17	0	0	3/8	2	1		i6{	d	i		i6	i		6				{	m	1	1	-3, 1, 0		0	-3
18	18	0	0	3/8	2	1		iv	d	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
19	19	0	0	3/8	2	1		V	d	i		V	V							M	1	1	1, 5, 2		1	1
20	20	0	0	3/8	2	1		VI	d	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
20	20	1/8	1/8	3/8	2	1		V	d	i		V	V							M	1	1	1, 5, 2		1	1
20	20	1/4	1/4	3/8	2	1		VI	d	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
21	21	0	0	3/8	2	1		V6	d	i		V6	V		6					M	1	1	5, 2, 1		1	5
22	22	0	0	3/8	2	1		i	d	i		i	i							m	1	1	0, -3, 1		0	0
22	22	1/8	1/8	3/8	2	1		#viio6	d	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
22	22	1/4	1/4	3/8	2	1		i6	d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
23	23	0	0	3/8	2	1		iio6	d	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
23	23	1/8	1/8	3/8	2	1		V(4)	d	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
23	23	1/4	1/4	3/8	2	1		V	d	i		V	V							M	1	1	1, 5, 2		1	1
24	24	0	0	3/8	2	1		i|PAC}	d	i		i	i					PAC	}	m	1	1	0, -3, 1		0	0
