mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	3/8	2	1		G.I{		G	I		I	I						{	M	0	0	0, 4, 1		0	0
2	2	0	0	3/8	2	1		IV64		G	I		IV64	IV		64					M	0	0	0, -1, 3		-1	0
3	3	0	0	3/8	2	1		I		G	I		I	I							M	0	0	0, 4, 1		0	0
4	4	0	0	3/8	2	1		viio	V6	G	I		viio	vii	o						o	0	0	5, 2, -1		5	5
5	5	0	0	3/8	2	1		I		G	I		I	I							M	0	0	0, 4, 1		0	0
6	6	0	0	3/8	2	1		ii6		G	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
6	6	1/8	1/8	3/8	2	1		V(64)		G	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
6	6	1/4	1/4	3/8	2	1		V2		G	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
7	7	0	0	3/8	2	1		I6		G	I		I6	I		6					M	0	0	4, 1, 0		0	4
8	8	0	0	3/8	2	1		ii6		G	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
8	8	1/8	1/8	3/8	2	1		V(64)		G	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
8	8	1/4	1/4	3/8	2	1		V2		G	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
9	9	0	0	3/8	2	1		I6		G	I		I6	I		6					M	0	0	4, 1, 0		0	4
10	10	0	0	3/8	2	1		ii6		G	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
10	10	1/8	1/8	3/8	2	1		V(64)		G	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
10	10	1/4	1/4	3/8	2	1		V		G	I		V	V							M	0	0	1, 5, 2		1	1
11	11	0	0	3/8	2	1		I|PAC}		G	I		I	I					PAC	}	M	0	0	0, 4, 1		0	0
12	12	0	0	3/8	2	1		{		G	I									{		0	0				
12	12	1/4	1/4	3/8	2	1		I6		G	I		I6	I		6					M	0	0	4, 1, 0		0	4
13	13	0	0	3/8	2	1		V7		G	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
13	13	1/4	1/4	3/8	2	1		I		G	I		I	I							M	0	0	0, 4, 1		0	0
15	15	0	0	3/8	2	1		V		G	I		V	V							M	0	0	1, 5, 2		1	1
15	15	1/4	1/4	3/8	2	1		I		G	I		I	I							M	0	0	0, 4, 1		0	0
16	16	1/4	1/4	3/8	2	1		I6		G	I		I6	I		6					M	0	0	4, 1, 0		0	4
17	17	0	0	3/8	2	1		V7		G	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
17	17	1/4	1/4	3/8	2	1		I		G	I		I	I							M	0	0	0, 4, 1		0	0
19	19	0	0	3/8	2	1		V		G	I		V	V							M	0	0	1, 5, 2		1	1
19	19	1/4	1/4	3/8	2	1		I|IAC}		G	I		I	I					IAC	}	M	0	0	0, 4, 1		0	0
