mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	3/8	2	1		D.I{		D	I		I	I						{	M	0	0	0, 4, 1		0	0
1	1	1/4	1/4	3/8	2	1		V		D	I		V	V							M	0	0	1, 5, 2		1	1
2	2	0	0	3/8	2	1		I6		D	I		I6	I		6					M	0	0	4, 1, 0		0	4
2	2	1/4	1/4	3/8	2	1		V		D	I		V	V							M	0	0	1, 5, 2		1	1
3	3	0	0	3/8	2	1		I6		D	I		I6	I		6					M	0	0	4, 1, 0		0	4
3	3	1/4	1/4	3/8	2	1		V		D	I		V	V							M	0	0	1, 5, 2		1	1
4	4	0	0	3/8	2	1		I6		D	I		I6	I		6					M	0	0	4, 1, 0		0	4
4	4	1/4	1/4	3/8	2	1		V		D	I		V	V							M	0	0	1, 5, 2		1	1
5	5	0	0	3/8	2	1		I		D	I		I	I							M	0	0	0, 4, 1		0	0
6	6	0	0	3/8	2	1		V|HC}		D	I		V	V					HC	}	M	0	0	1, 5, 2		1	1
7	7	0	0	3/8	2	1		I		D	I		I	I							M	0	0	0, 4, 1		0	0
8	8	0	0	3/8	2	1		V|HC		D	I		V	V					HC		M	0	0	1, 5, 2		1	1
9	9	0	0	3/8	2	1		I		D	I		I	I							M	0	0	0, 4, 1		0	0
10	10	0	0	3/8	2	1		V|HC		D	I		V	V					HC		M	0	0	1, 5, 2		1	1
11	11	0	0	3/8	2	1		I{		D	I		I	I						{	M	0	0	0, 4, 1		0	0
11	11	1/4	1/4	3/8	2	1		IV		D	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
12	12	0	0	3/8	2	1		I6		D	I		I6	I		6					M	0	0	4, 1, 0		0	4
13	13	0	0	3/8	2	1		I		D	I		I	I							M	0	0	0, 4, 1		0	0
13	13	1/4	1/4	3/8	2	1		IV(+7)		D	I		IV(+7)	IV			+7				M	0	0	-1, 3, 0	4	-1	-1
14	14	0	0	3/8	2	1		I6		D	I		I6	I		6					M	0	0	4, 1, 0		0	4
15	15	0	0	3/8	2	1		I		D	I		I	I							M	0	0	0, 4, 1		0	0
15	15	1/4	1/4	3/8	2	1		IV(+9+7)		D	I		IV(+9+7)	IV			+9+7				M	0	0	-1, 3, 0	1, 4	-1	-1
16	16	0	0	3/8	2	1		I6		D	I		I6	I		6					M	0	0	4, 1, 0		0	4
17	17	0	0	3/8	2	1		I		D	I		I	I							M	0	0	0, 4, 1		0	0
18	18	0	0	3/8	2	1		viio		D	I		viio	vii	o						o	0	0	5, 2, -1		5	5
18	18	1/4	1/4	3/8	2	1		I		D	I		I	I							M	0	0	0, 4, 1		0	0
19	19	0	0	3/8	2	1		V		D	I		V	V							M	0	0	1, 5, 2		1	1
19	19	1/4	1/4	3/8	2	1		I6		D	I		I6	I		6					M	0	0	4, 1, 0		0	4
20	20	0	0	3/8	2	1		V		D	I		V	V							M	0	0	1, 5, 2		1	1
20	20	1/4	1/4	3/8	2	1		I		D	I		I	I							M	0	0	0, 4, 1		0	0
21	21	0	0	3/8	2	1		V		D	I		V	V							M	0	0	1, 5, 2		1	1
21	21	1/8	1/8	3/8	2	1		I		D	I		I	I							M	0	0	0, 4, 1		0	0
21	21	1/4	1/4	3/8	2	1		V		D	I		V	V							M	0	0	1, 5, 2		1	1
22	22	0	0	3/8	2	1		I		D	I		I	I							M	0	0	0, 4, 1		0	0
22	22	1/8	1/8	3/8	2	1		V		D	I		V	V							M	0	0	1, 5, 2		1	1
22	22	1/4	1/4	3/8	2	1		I6		D	I		I6	I		6					M	0	0	4, 1, 0		0	4
23	23	0	0	3/8	2	1		V		D	I		V	V							M	0	0	1, 5, 2		1	1
23	23	1/8	1/8	3/8	2	1		I6		D	I		I6	I		6					M	0	0	4, 1, 0		0	4
23	23	1/4	1/4	3/8	2	1		V		D	I		V	V							M	0	0	1, 5, 2		1	1
24	24	0	0	3/8	2	1		I		D	I		I	I							M	0	0	0, 4, 1		0	0
24	24	1/8	1/8	3/8	2	1		V		D	I		V	V							M	0	0	1, 5, 2		1	1
24	24	1/4	1/4	3/8	2	1		I		D	I		I	I							M	0	0	0, 4, 1		0	0
25	25	0	0	3/8	2	1		V|HC}		D	I		V	V					HC	}	M	0	0	1, 5, 2		1	1
