mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
25	25	144	144	1.5	0	0	12/8	2	1		iio6	c	v		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
25	25	291/2	291/2	1.5	3/8	3/8	12/8	2	1		#viio6	c	v		#viio6		#vii	o	6					o	1	1	2, -1, 5		5	2
25	25	147	147	1.5	3/4	3/4	12/8	2	1		#viio7	c	v		#viio7		#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
25	25	297/2	297/2	1.5	9/8	9/8	12/8	2	1		V7(9)	c	v		V7(9)		V		7	9				Mm7	1	1	1, 5, 2, -1	-4	1	1
26	26	150	150	1.0	0	0	12/8	2	1		i	c	v		i		i							m	1	1	0, -3, 1		0	0
26	26	151	151	0.5	1/4	1/4	12/8	2	1		VI	c	v		VI		VI							M	1	1	-4, 0, -3		-4	-4
26	26	303/2	303/2	1.0	3/8	3/8	12/8	2	1		iio6	c	v		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
26	26	305/2	305/2	0.5	5/8	5/8	12/8	2	1		V	c	v		V		V							M	1	1	1, 5, 2		1	1
26	26	153	153	1.5	3/4	3/4	12/8	2	1		i|PAC}{	c	v		i		i					PAC	}{	m	1	1	0, -3, 1		0	0
26	26	309/2	309/2	1.5	9/8	9/8	12/8	2	1		V7	c	v		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
27	27	156	156	1.5	0	0	12/8	2	1		i	c	v		i		i							m	1	1	0, -3, 1		0	0
27	27	315/2	315/2	1.5	3/8	3/8	12/8	2	1		V7	c	v		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
27	27	159	159	1.5	3/4	3/4	12/8	2	1		i	c	v		i		i							m	1	1	0, -3, 1		0	0
27	27	321/2	321/2	1.5	9/8	9/8	12/8	2	1		V7	c	v		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
28	28	162	162	1.0	0	0	12/8	2	1		i	c	v		i		i							m	1	1	0, -3, 1		0	0
28	28	163	163	0.5	1/4	1/4	12/8	2	1		VI	c	v		VI		VI							M	1	1	-4, 0, -3		-4	-4
28	28	327/2	327/2	1.0	3/8	3/8	12/8	2	1		iio6	c	v		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
28	28	329/2	329/2	0.5	5/8	5/8	12/8	2	1		V	c	v		V		V							M	1	1	1, 5, 2		1	1
28	28	165	165	1.5	3/4	3/4	12/8	2	1		i|PAC}{	c	v		i		i					PAC	}{	m	1	1	0, -3, 1		0	0
28	28	333/2	333/2	1.5	9/8	9/8	12/8	2	1		V7	c	v		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
29	29	168	168	1.5	0	0	12/8	2	1		i	c	v		i		i							m	1	1	0, -3, 1		0	0
29	29	339/2	339/2	1.5	3/8	3/8	12/8	2	1		V7	c	v		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
29	29	171	171	1.5	3/4	3/4	12/8	2	1		i	c	v		i		i							m	1	1	0, -3, 1		0	0
29	29	345/2	345/2	1.5	9/8	9/8	12/8	2	1		V7	c	v		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
30	30		174		0	0	12/8	2	1	1	i	c	v		i		i							m	1	1	0, -3, 1		0	0
30	30		175		1/4	1/4	12/8	2	1	1	VI	c	v		VI		VI							M	1	1	-4, 0, -3		-4	-4
30	30		351/2		3/8	3/8	12/8	2	1	1	iio6	c	v		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
30	30		353/2		5/8	5/8	12/8	2	1	1	V	c	v		V		V							M	1	1	1, 5, 2		1	1
30	30		177		3/4	3/4	12/8	2	1	1	i|PAC}	c	v		i		i					PAC	}	m	1	1	0, -3, 1		0	0
30	30		357/2		9/8	9/8	12/8	2	1	1	i.V	c	i		V		V							M	1	1	1, 5, 2		1	1
31	30	174	180	1.0	0	0	12/8	2	1	2	i	c	v		i		i							m	1	1	0, -3, 1		0	0
31	30	175	181	0.5	1/4	1/4	12/8	2	1	2	VI	c	v		VI		VI							M	1	1	-4, 0, -3		-4	-4
31	30	351/2	363/2	1.0	3/8	3/8	12/8	2	1	2	iio6	c	v		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
31	30	353/2	365/2	0.5	5/8	5/8	12/8	2	1	2	V	c	v		V		V							M	1	1	1, 5, 2		1	1
31	30	177	183	3.0	3/4	3/4	12/8	2	1	2	i|PAC}{	c	v		i		i					PAC	}{	m	1	1	0, -3, 1		0	0
32	31	180	186	4.5	0	0	12/8	2	1		i.V	c	i		V		V							M	1	1	1, 5, 2		1	1
32	31	369/2	381/2	1.5	9/8	9/8	12/8	2	1		#viio64	c	i		#viio64		#vii	o	64					o	1	1	-1, 5, 2		5	-1
33	32	186	192	1.0	0	0	12/8	2	1		#viio6	c	i		#viio6		#vii	o	6					o	1	1	2, -1, 5		5	2
33	32	187	193	0.5	1/4	1/4	12/8	2	1		i	c	i		i		i							m	1	1	0, -3, 1		0	0
33	32	375/2	387/2	1.5	3/8	3/8	12/8	2	1		#viio	c	i		#viio		#vii	o						o	1	1	5, 2, -1		5	5
33	32	189	195	1.5	3/4	3/4	12/8	2	1		V7	c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
33	32	381/2	393/2	1.5	9/8	9/8	12/8	2	1		i6	c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
34	33	192	198	1.5	0	0	12/8	2	1		i	c	i		i		i							m	1	1	0, -3, 1		0	0
34	33	387/2	399/2	1.5	3/8	3/8	12/8	2	1		VI	c	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
34	33	195	201	1.5	3/4	3/4	12/8	2	1		iv	c	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
34	33	393/2	405/2	1.5	9/8	9/8	12/8	2	1		vii%7/III	c	i		vii%7/III		vii	%	7		III			%7	1	1	2, -1, -4, 0		2	2
35	34	198	204	1.5	0	0	12/8	2	1		V7(9)/III	c	i		V7(9)/III		V		7	9	III			Mm7	1	1	-2, 2, -1, -4	0	-2	-2
35	34	399/2	411/2	1.5	3/8	3/8	12/8	2	1		V7/III	c	i		V7/III		V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2
35	34	201	207	3.0	3/4	3/4	12/8	2	1		I64/III	c	i		I64/III		I		64		III			M	1	1	-2, -3, 1		-3	-2
36	35	204	210	3.0	0	0	12/8	2	1		V/III|HC}{	c	i		V/III		V				III	HC	}{	M	1	1	-2, 2, -1		-2	-2
36	35	207	213	3.0	3/4	3/4	12/8	2	1		I/III	c	i		I/III		I				III			M	1	1	-3, 1, -2		-3	-3
37	36	210	216	3.0	0	0	12/8	2	1		V/III	c	i		V/III		V				III			M	1	1	-2, 2, -1		-2	-2
37	36	213	219	3.0	3/4	3/4	12/8	2	1		I/III	c	i		I/III		I				III			M	1	1	-3, 1, -2		-3	-3
38	37	216	222	3.0	0	0	12/8	2	1		V7/iv	c	i		V7/iv		V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
38	37	219	225	3.0	3/4	3/4	12/8	2	1		i/iv	c	i		i/iv		i				iv			m	1	1	-1, -4, 0		-1	-1
39	38	222	228	3.0	0	0	12/8	2	1		V7/iv	c	i		V7/iv		V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
39	38	225	231	3.0	3/4	3/4	12/8	2	1		i/iv	c	i		i/iv		i				iv			m	1	1	-1, -4, 0		-1	-1
40	39	228	234	3.0	0	0	12/8	2	1		V7/v	c	i		V7/v		V		7		v			Mm7	1	1	2, 6, 3, 0		2	2
40	39	231	237	3.0	3/4	3/4	12/8	2	1		i/v	c	i		i/v		i				v			m	1	1	1, -2, 2		1	1
41	40	234	240	3.0	0	0	12/8	2	1		V7/v	c	i		V7/v		V		7		v			Mm7	1	1	2, 6, 3, 0		2	2
41	40	237	243	3.0	3/4	3/4	12/8	2	1		V7	c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
42	41	240	246	3.0	0	0	12/8	2	1		i	c	i		i		i							m	1	1	0, -3, 1		0	0
42	41	243	249	3.0	3/4	3/4	12/8	2	1		V7	c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
43	42	246	252	3.0	0	0	12/8	2	1		i	c	i		i		i							m	1	1	0, -3, 1		0	0
43	42	249	255	3.0	3/4	3/4	12/8	2	1		V7	c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
44	43	252	258	3.0	0	0	12/8	2	1		i|IAC}{	c	i		i		i					IAC	}{	m	1	1	0, -3, 1		0	0
44	43	255	261	1.5	3/4	3/4	12/8	2	1		VI	c	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
44	43	513/2	525/2	1.5	9/8	9/8	12/8	2	1		iv	c	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
45	44	258	264	1.5	0	0	12/8	2	1		V	c	i		V		V							M	1	1	1, 5, 2		1	1
45	44	519/2	531/2	1.5	3/8	3/8	12/8	2	1		i	c	i		i		i							m	1	1	0, -3, 1		0	0
45	44	261	267	1.5	3/4	3/4	12/8	2	1		VI	c	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
45	44	525/2	537/2	1.5	9/8	9/8	12/8	2	1		iv	c	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
46	45	264	270	1.5	0	0	12/8	2	1		V	c	i		V		V							M	1	1	1, 5, 2		1	1
46	45	531/2	543/2	1.0	3/8	3/8	12/8	2	1		V7(9)	c	i		V7(9)		V		7	9				Mm7	1	1	1, 5, 2, -1	-4	1	1
46	45	533/2	545/2	0.5	5/8	5/8	12/8	2	1		V(64)	c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
46	45	267	273	1.0	3/4	3/4	12/8	2	1		V7	c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
46	45	268	274	0.5	1	1	12/8	2	1		V(64)	c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
46	45	537/2	549/2	1.0	9/8	9/8	12/8	2	1		V	c	i		V		V							M	1	1	1, 5, 2		1	1
46	45	539/2	551/2	0.5	11/8	11/8	12/8	2	1		V(64)	c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
47	46	270	276	1.5	0	0	12/8	2	1		V	c	i		V		V							M	1	1	1, 5, 2		1	1
47	46	543/2	555/2	1.0	3/8	3/8	12/8	2	1		V7(9)	c	i		V7(9)		V		7	9				Mm7	1	1	1, 5, 2, -1	-4	1	1
47	46	545/2	557/2	0.5	5/8	5/8	12/8	2	1		V(64)	c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
47	46	273	279	1.0	3/4	3/4	12/8	2	1		V7	c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
47	46	274	280	0.5	1	1	12/8	2	1		V(64)	c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
47	46	549/2	561/2	1.0	9/8	9/8	12/8	2	1		V	c	i		V		V							M	1	1	1, 5, 2		1	1
47	46	551/2	563/2	0.5	11/8	11/8	12/8	2	1		V(64)	c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
48	47	276	282	1.5	0	0	12/8	2	1		V(^4)}	c	i		V(^4)		V			^4			}	M	1	1	1, 5, 0		1	1
48	47	555/2	567/2	1.5	3/8	3/8	12/8	2	1		V|HC	c	i		V		V					HC		M	1	1	1, 5, 2		1	1
48	47	279	285	3.0	3/4	3/4	12/8	2	1		i{	c	i		i		i						{	m	1	1	0, -3, 1		0	0
49	48	282	288	1.5	0	0	12/8	2	1		V(^4)}	c	i		V(^4)		V			^4			}	M	1	1	1, 5, 0		1	1
49	48	567/2	579/2	1.5	3/8	3/8	12/8	2	1		V|HC	c	i		V		V					HC		M	1	1	1, 5, 2		1	1
49	48	285	291	3.0	3/4	3/4	12/8	2	1		i{	c	i		i		i						{	m	1	1	0, -3, 1		0	0
50	49	288	294	1.5	0	0	12/8	2	1		V(^4)}	c	i		V(^4)		V			^4			}	M	1	1	1, 5, 0		1	1
50	49	579/2	591/2	1.5	3/8	3/8	12/8	2	1		V|HC	c	i		V		V					HC		M	1	1	1, 5, 2		1	1
50	49	291	297	1.5	3/4	3/4	12/8	2	1		i{	c	i		i		i						{	m	1	1	0, -3, 1		0	0
50	49	585/2	597/2	1.0	9/8	9/8	12/8	2	1		VI	c	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
50	49	587/2	599/2	0.5	11/8	11/8	12/8	2	1		#viio6/iv	c	i		#viio6/iv		#vii	o	6		iv			o	1	1	1, -2, 4		4	1
51	50	294	300	1.5	0	0	12/8	2	1		iv	c	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
51	50	591/2	603/2	1.5	3/8	3/8	12/8	2	1		iio	c	i		iio		ii	o						o	1	1	2, -1, -4		2	2
51	50	297	303	1.5	3/4	3/4	12/8	2	1		#viio	c	i		#viio		#vii	o						o	1	1	5, 2, -1		5	5
51	50	597/2	609/2	1.0	9/8	9/8	12/8	2	1		V	c	i		V		V							M	1	1	1, 5, 2		1	1
51	50	599/2	611/2	0.5	11/8	11/8	12/8	2	1		V2	c	i		V2		V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
52	51	300	306	1.0	0	0	12/8	2	1		i6	c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
52	51	301	307	0.5	1/4	1/4	12/8	2	1		iv	c	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
52	51	603/2	615/2	1.0	3/8	3/8	12/8	2	1		V(64)	c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
52	51	605/2	617/2	0.5	5/8	5/8	12/8	2	1		V	c	i		V		V							M	1	1	1, 5, 2		1	1
52	51	303	309	1.5	3/4	3/4	12/8	2	1		i|PAC}{	c	i		i		i					PAC	}{	m	1	1	0, -3, 1		0	0
52	51	609/2	621/2	1.0	9/8	9/8	12/8	2	1		VI	c	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
52	51	611/2	623/2	0.5	11/8	11/8	12/8	2	1		#viio6/iv	c	i		#viio6/iv		#vii	o	6		iv			o	1	1	1, -2, 4		4	1
53	52	306	312	1.5	0	0	12/8	2	1		iv	c	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
53	52	615/2	627/2	1.5	3/8	3/8	12/8	2	1		iio	c	i		iio		ii	o						o	1	1	2, -1, -4		2	2
53	52	309	315	1.5	3/4	3/4	12/8	2	1		#viio	c	i		#viio		#vii	o						o	1	1	5, 2, -1		5	5
53	52	621/2	633/2	1.0	9/8	9/8	12/8	2	1		V	c	i		V		V							M	1	1	1, 5, 2		1	1
53	52	623/2	635/2	0.5	11/8	11/8	12/8	2	1		V2	c	i		V2		V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
54	53	312	318	1.0	0	0	12/8	2	1		i6	c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
54	53	313	319	0.5	1/4	1/4	12/8	2	1		iv	c	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
54	53	627/2	639/2	1.0	3/8	3/8	12/8	2	1		V(64)	c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
54	53	629/2	641/2	0.5	5/8	5/8	12/8	2	1		V	c	i		V		V							M	1	1	1, 5, 2		1	1
54	53	315	321	1.5	3/4	3/4	12/8	2	1		i|PAC}{	c	i		i		i					PAC	}{	m	1	1	0, -3, 1		0	0
54	53	633/2	645/2	1.5	9/8	9/8	12/8	2	1		V7	c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
55	54	318	324	1.5	0	0	12/8	2	1		i	c	i		i		i							m	1	1	0, -3, 1		0	0
55	54	639/2	651/2	1.5	3/8	3/8	12/8	2	1		V7	c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
55	54	321	327	1.5	3/4	3/4	12/8	2	1		i	c	i		i		i							m	1	1	0, -3, 1		0	0
55	54	645/2	657/2	1.5	9/8	9/8	12/8	2	1		V7	c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
56	55	324	330	1.0	0	0	12/8	2	1		i	c	i		i		i							m	1	1	0, -3, 1		0	0
56	55	325	331	0.5	1/4	1/4	12/8	2	1		VI	c	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
56	55	651/2	663/2	1.0	3/8	3/8	12/8	2	1		iio6	c	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
56	55	653/2	665/2	0.5	5/8	5/8	12/8	2	1		V	c	i		V		V							M	1	1	1, 5, 2		1	1
56	55	327	333	1.5	3/4	3/4	12/8	2	1		i|PAC}{	c	i		i		i					PAC	}{	m	1	1	0, -3, 1		0	0
56	55	657/2	669/2	1.5	9/8	9/8	12/8	2	1		V7	c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
57	56	330	336	1.5	0	0	12/8	2	1		i	c	i		i		i							m	1	1	0, -3, 1		0	0
