mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	pedalend	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
36	35	1/8	0.125	4/4	2	1		i/v		d	III		i/v	i				v				m	1	0	1, -2, 2		1	1
36	35	3/8	0.375	4/4	2	1		ii%43/v		d	III		ii%43/v	ii	%	43		v				%7	1	0	-3, 1, 3, 0		3	-3
36	35	1/2	0.5	4/4	2	1		V(64)/v		d	III		V(64)/v	V			64	v				M	1	0	2, 1, -2		2	2
36	35	3/4	0.75	4/4	2	1		V/v		d	III		V/v	V				v				M	1	0	2, 6, 3		2	2
36	35	7/8	0.875	4/4	2	1		V7/v		d	III		V7/v	V		7		v				Mm7	1	0	2, 6, 3, 0		2	2
37	36	0	0.0	4/4	2	1		V(4)		d	III		V(4)	V			4					M	1	0	1, 0, 2		1	1
37	36	1/8	0.125	4/4	2	1		V		d	III		V	V								M	1	0	1, 5, 2		1	1
37	36	3/8	0.375	4/4	2	1		IV6(+2)		d	III		IV6(+2)	IV		6	+2					M	1	0	3, 0, -1	1	-1	3
37	36	1/2	0.5	4/4	2	1		V6		d	III		V6	V		6						M	1	0	5, 2, 1		1	5
37	36	5/8	0.625	4/4	2	1		I		d	III		I	I								M	1	0	0, 4, 1		0	0
37	36	3/4	0.75	4/4	2	1		viio6(2)		d	III		viio6(2)	vii	o	6	2					o	1	0	2, -1, 0		5	2
37	36	7/8	0.875	4/4	2	1		viio6		d	III		viio6	vii	o	6						o	1	0	2, -1, 5		5	2
38	37	0	0.0	4/4	2	1		I(4)}{		d	III		I(4)	I			4				}{	M	1	0	0, -1, 1		0	0
38	37	1/8	0.125	4/4	2	1		I|IAC		d	III		I	I						IAC		M	1	0	0, 4, 1		0	0
38	37	3/8	0.375	4/4	2	1		I(64)		d	III		I(64)	I			64					M	1	0	0, -1, 3		0	0
38	37	1/2	0.5	4/4	2	1		V7/IV		d	III		V7/IV	V		7		IV				Mm7	1	0	0, 4, 1, -2		0	0
38	37	5/8	0.625	4/4	2	1		V(64)/IV		d	III		V(64)/IV	V			64	IV				M	1	0	0, -1, 3		0	0
38	37	3/4	0.75	4/4	2	1		V7/IV		d	III		V7/IV	V		7		IV				Mm7	1	0	0, 4, 1, -2		0	0
39	38	0	0.0	4/4	2	1		ii(4)		d	III		ii(4)	ii			4					m	1	0	2, 1, 3		2	2
39	38	1/8	0.125	4/4	2	1		ii		d	III		ii	ii								m	1	0	2, -1, 3		2	2
39	38	3/8	0.375	4/4	2	1		i.iio6		d	i		iio6	ii	o	6						o	1	1	-1, -4, 2		2	-1
39	38	1/2	0.5	4/4	2	1		V2		d	i		V2	V		2						Mm7	1	1	-1, 1, 5, 2		1	-1
39	38	3/4	0.75	4/4	2	1		i6		d	i		i6	i		6						m	1	1	-3, 1, 0		0	-3
39	38	7/8	0.875	4/4	2	1		iv		d	i		iv	iv								m	1	1	-1, -4, 0		-1	-1
40	39	0	0.0	4/4	2	1		V(64)		d	i		V(64)	V			64					M	1	1	1, 0, -3		1	1
40	39	1/8	0.125	4/4	2	1		iio/iv		d	i		iio/iv	ii	o			iv				o	1	1	1, -2, -5		1	1
40	39	3/8	0.375	4/4	2	1		ii%2/iv		d	i		ii%2/iv	ii	%	2		iv				%7	1	1	-1, 1, -2, -5		1	-1
40	39	1/2	0.5	4/4	2	1		V6/iv		d	i		V6/iv	V		6		iv				M	1	1	4, 1, 0		0	4
40	39	5/8	0.625	4/4	2	1		iv		d	i		iv	iv								m	1	1	-1, -4, 0		-1	-1
40	39	7/8	0.875	4/4	2	1		iv2		d	i		iv2	iv		2						mm7	1	1	-3, -1, -4, 0		-1	-3
41	40	0	0.0	4/4	2	1		V65/III		d	i		V65/III	V		65		III				Mm7	1	1	2, -1, -4, -2		-2	2
41	40	1/8	0.125	4/4	2	1		III		d	i		III	III								M	1	1	-3, 1, -2		-3	-3
41	40	3/8	0.375	4/4	2	1		IIIM2		d	i		IIIM2	III	M	2						MM7	1	1	2, -3, 1, -2		-3	2
41	40	1/2	0.5	4/4	2	1		VIM65		d	i		VIM65	VI	M	65						MM7	1	1	0, -3, 1, -4		-4	0
41	40	5/8	0.625	4/4	2	1		iio		d	i		iio	ii	o							o	1	1	2, -1, -4		2	2
41	40	7/8	0.875	4/4	2	1		ii%2		d	i		ii%2	ii	%	2						%7	1	1	0, 2, -1, -4		2	0
42	41	0	0.0	4/4	2	1		V65		d	i		V65	V		65						Mm7	1	1	5, 2, -1, 1		1	5
42	41	1/8	0.125	4/4	2	1		i		d	i		i	i								m	1	1	0, -3, 1		0	0
42	41	3/8	0.375	4/4	2	1		iv6		d	i		iv6	iv		6						m	1	1	-4, 0, -1		-1	-4
42	41	1/2	0.5	4/4	2	1		V		d	i		V	V								M	1	1	1, 5, 2		1	1
42	41	5/8	0.625	4/4	2	1		i6		d	i		i6	i		6						m	1	1	-3, 1, 0		0	-3
42	41	3/4	0.75	4/4	2	1		#viio6		d	i		#viio6	#vii	o	6						o	1	1	2, -1, 5		5	2
42	41	7/8	0.875	4/4	2	1		i		d	i		i	i								m	1	1	0, -3, 1		0	0
43	42	0	0.0	4/4	2	1		V6		d	i		V6	V		6						M	1	1	5, 2, 1		1	5
43	42	1/8	0.125	4/4	2	1		i		d	i		i	i								m	1	1	0, -3, 1		0	0
43	42	1/4	0.25	4/4	2	1		v6		d	i		v6	v		6						m	1	1	-2, 2, 1		1	-2
43	42	3/8	0.375	4/4	2	1		iv6		d	i		iv6	iv		6						m	1	1	-4, 0, -1		-1	-4
43	42	1/2	0.5	4/4	2	1		V(4)}{		d	i		V(4)	V			4				}{	M	1	1	1, 0, 2		1	1
43	42	5/8	0.625	4/4	2	1		V|HC		d	i		V	V						HC		M	1	1	1, 5, 2		1	1
43	42	7/8	0.875	4/4	2	1		i6		d	i		i6	i		6						m	1	1	-3, 1, 0		0	-3
44	43	0	0.0	4/4	2	1		#viio6		d	i		#viio6	#vii	o	6						o	1	1	2, -1, 5		5	2
44	43	1/8	0.125	4/4	2	1		i		d	i		i	i								m	1	1	0, -3, 1		0	0
44	43	1/4	0.25	4/4	2	1		iv64		d	i		iv64	iv		64						m	1	1	0, -1, -4		-1	0
44	43	3/8	0.375	4/4	2	1		V65		d	i		V65	V		65						Mm7	1	1	5, 2, -1, 1		1	5
44	43	1/2	0.5	4/4	2	1		V(4)/iv		d	i		V(4)/iv	V			4	iv				M	1	1	0, -1, 1		0	0
44	43	5/8	0.625	4/4	2	1		V/iv		d	i		V/iv	V				iv				M	1	1	0, 4, 1		0	0
44	43	7/8	0.875	4/4	2	1		i6/iv		d	i		i6/iv	i		6		iv				m	1	1	-4, 0, -1		-1	-4
45	44	0	0.0	4/4	2	1		#viio6/iv		d	i		#viio6/iv	#vii	o	6		iv				o	1	1	1, -2, 4		4	1
45	44	1/8	0.125	4/4	2	1		i/iv		d	i		i/iv	i				iv				m	1	1	-1, -4, 0		-1	-1
45	44	1/4	0.25	4/4	2	1		iv64/iv		d	i		iv64/iv	iv		64		iv				m	1	1	-1, -2, -5		-2	-1
45	44	3/8	0.375	4/4	2	1		V65/iv		d	i		V65/iv	V		65		iv				Mm7	1	1	4, 1, -2, 0		0	4
45	44	1/2	0.5	4/4	2	1		iv(4)}{		d	i		iv(4)	iv			4				}{	m	1	1	-1, -2, 0		-1	-1
45	44	5/8	0.625	4/4	2	1		iv		d	i		iv	iv								m	1	1	-1, -4, 0		-1	-1
45	44	3/4	0.75	4/4	2	1		V65/III		d	i		V65/III	V		65		III				Mm7	1	1	2, -1, -4, -2		-2	2
45	44	7/8	0.875	4/4	2	1		III		d	i		III	III								M	1	1	-3, 1, -2		-3	-3
46	45	0	0.0	4/4	2	1		IVM65		d	i		IVM65	IV	M	65						MM7	1	1	3, 0, 4, -1		-1	3
46	45	1/8	0.125	4/4	2	1		iio		d	i		iio	ii	o							o	1	1	2, -1, -4		2	2
46	45	1/4	0.25	4/4	2	1		v65		d	i		v65	v		65						mm7	1	1	-2, 2, -1, 1		1	-2
46	45	3/8	0.375	4/4	2	1		i		d	i		i	i								m	1	1	0, -3, 1		0	0
46	45	1/2	0.5	4/4	2	1		iv65		d	i		iv65	iv		65						mm7	1	1	-4, 0, -3, -1		-1	-4
46	45	5/8	0.625	4/4	2	1		VII		d	i		VII	VII								M	1	1	-2, 2, -1		-2	-2
46	45	3/4	0.75	4/4	2	1		IIIM65		d	i		IIIM65	III	M	65						MM7	1	1	1, -2, 2, -3		-3	1
46	45	7/8	0.875	4/4	2	1		VI		d	i		VI	VI								M	1	1	-4, 0, -3		-4	-4
47	46	0	0.0	4/4	2	1		ii%65		d	i		ii%65	ii	%	65						%7	1	1	-1, -4, 0, 2		2	-1
47	46	1/8	0.125	4/4	2	1		V	V2	d	i		V	V								M	1	1	1, 5, 2		1	1
47	46	1/4	0.25	4/4	2	1		i6		d	i		i6	i		6						m	1	1	-3, 1, 0		0	-3
47	46	3/8	0.375	4/4	2	1		#viio6		d	i		#viio6	#vii	o	6						o	1	1	2, -1, 5		5	2
47	46	1/2	0.5	4/4	2	1		i		d	i		i	i								m	1	1	0, -3, 1		0	0
47	46	5/8	0.625	4/4	2	1		iv		d	i		iv	iv								m	1	1	-1, -4, 0		-1	-1
47	46	7/8	0.875	4/4	2	1		iv7		d	i		iv7	iv		7						mm7	1	1	-1, -4, 0, -3		-1	-1
48	47	0	0.0	4/4	2	1		V|HC}{		d	i		V	V						HC	}{	M	1	1	1, 5, 2		1	1
48	47	1/8	0.125	4/4	2	1		V6		d	i		V6	V		6						M	1	1	5, 2, 1		1	5
48	47	1/4	0.25	4/4	2	1		i		d	i		i	i								m	1	1	0, -3, 1		0	0
48	47	3/8	0.375	4/4	2	1		#viio43		d	i		#viio43	#vii	o	43						o7	1	1	-1, -4, 5, 2		5	-1
48	47	1/2	0.5	4/4	2	1		i6		d	i		i6	i		6						m	1	1	-3, 1, 0		0	-3
48	47	5/8	0.625	4/4	2	1		V6/iv		d	i		V6/iv	V		6		iv				M	1	1	4, 1, 0		0	4
48	47	3/4	0.75	4/4	2	1		iv		d	i		iv	iv								m	1	1	-1, -4, 0		-1	-1
48	47	7/8	0.875	4/4	2	1		#viio43/iv		d	i		#viio43/iv	#vii	o	43		iv				o7	1	1	-2, -5, 4, 1		4	-2
49	48	0	0.0	4/4	2	1		iv6		d	i		iv6	iv		6						m	1	1	-4, 0, -1		-1	-4
49	48	1/8	0.125	4/4	2	1		i64		d	i		i64	i		64						m	1	1	1, 0, -3		0	1
49	48	1/4	0.25	4/4	2	1		iv7		d	i		iv7	iv		7						mm7	1	1	-1, -4, 0, -3		-1	-1
49	48	3/8	0.375	4/4	2	1		#viio64		d	i		#viio64	#vii	o	64						o	1	1	-1, 5, 2		5	-1
49	48	5/8	0.625	4/4	2	1		i6		d	i		i6	i		6						m	1	1	-3, 1, 0		0	-3
49	48	3/4	0.75	4/4	2	1		VII6		d	i		VII6	VII		6						M	1	1	2, -1, -2		-2	2
49	48	7/8	0.875	4/4	2	1		VI6		d	i		VI6	VI		6						M	1	1	0, -3, -4		-4	0
50	49	0	0.0	4/4	2	1		V6		d	i		V6	V		6						M	1	1	5, 2, 1		1	5
50	49	1/8	0.125	4/4	2	1		i		d	i		i	i								m	1	1	0, -3, 1		0	0
50	49	1/4	0.25	4/4	2	1		v6		d	i		v6	v		6						m	1	1	-2, 2, 1		1	-2
50	49	3/8	0.375	4/4	2	1		iv6		d	i		iv6	iv		6						m	1	1	-4, 0, -1		-1	-4
50	49	1/2	0.5	4/4	2	1		V[V|HC}{		d	i	V	V	V						HC	}{	M	1	1	1, 5, 2		1	1
50	49	3/4	0.75	4/4	2	1		i		d	i		i	i								m	1	1	0, -3, 1		0	0
50	49	7/8	0.875	4/4	2	1		#viio43		d	i		#viio43	#vii	o	43						o7	1	1	-1, -4, 5, 2		5	-1
51	50	0	0.0	4/4	2	1		I		d	i		I	I								M	1	1	0, 4, 1		0	0
51	50	1/8	0.125	4/4	2	1		#viio/iv		d	i		#viio/iv	#vii	o			iv				o	1	1	4, 1, -2		4	4
51	50	1/4	0.25	4/4	2	1		iv		d	i		iv	iv								m	1	1	-1, -4, 0		-1	-1
51	50	3/8	0.375	4/4	2	1		#viio43/iv		d	i		#viio43/iv	#vii	o	43		iv				o7	1	1	-2, -5, 4, 1		4	-2
51	50	1/2	0.5	4/4	2	1		IV6		d	i		IV6	IV		6						M	1	1	3, 0, -1		-1	3
51	50	5/8	0.625	4/4	2	1		#viio/v		d	i		#viio/v	#vii	o			v				o	1	1	6, 3, 0		6	6
51	50	3/4	0.75	4/4	2	1		v		d	i		v	v								m	1	1	1, -2, 2		1	1
51	50	7/8	0.875	4/4	2	1		#viio43/v		d	i		#viio43/v	#vii	o	43		v				o7	1	1	0, -3, 6, 3		6	0
52	51	0	0.0	4/4	2	1		V		d	i		V	V								M	1	1	1, 5, 2		1	1
52	51	1/4	0.25	4/4	2	1		i		d	i		i	i								m	1	1	0, -3, 1		0	0
52	51	3/8	0.375	4/4	2	1		#viio43		d	i		#viio43	#vii	o	43						o7	1	1	-1, -4, 5, 2		5	-1
52	51	1/2	0.5	4/4	2	1		i6		d	i		i6	i		6						m	1	1	-3, 1, 0		0	-3
52	51	5/8	0.625	4/4	2	1		VI6		d	i		VI6	VI		6						M	1	1	0, -3, -4		-4	0
52	51	3/4	0.75	4/4	2	1		V6		d	i		V6	V		6						M	1	1	5, 2, 1		1	5
52	51	7/8	0.875	4/4	2	1		viio6/V		d	i		viio6/V	vii	o	6		V				o	1	1	3, 0, 6		6	3
53	52	0	0.0	4/4	2	1		V]}{		d	i		V	V					]		}{	M	1	1	1, 5, 2		1	1
53	52	1/4	0.25	4/4	2	1		IV6(2)		d	i		IV6(2)	IV		6	2					M	1	1	3, 0, 1		-1	3
53	52	3/8	0.375	4/4	2	1		V65		d	i		V65	V		65						Mm7	1	1	5, 2, -1, 1		1	5
53	52	1/2	0.5	4/4	2	1		i(9)		d	i		i(9)	i			9					m	1	1	0, -3, 1	2	0	0
53	52	5/8	0.625	4/4	2	1		iv		d	i		iv	iv								m	1	1	-1, -4, 0		-1	-1
53	52	3/4	0.75	4/4	2	1		V(64)		d	i		V(64)	V			64					M	1	1	1, 0, -3		1	1
53	52	7/8	0.875	4/4	2	1		V		d	i		V	V								M	1	1	1, 5, 2		1	1
54	53	0	0.0	4/4	2	1		i[#viio}{		d	i	i	#viio	#vii	o						}{	o	1	1	5, 2, -1		5	5
54	53	1/8	0.125	4/4	2	1		I|IAC		d	i		I	I						IAC		M	1	1	0, 4, 1		0	0
54	53	3/8	0.375	4/4	2	1		iv64		d	i		iv64	iv		64						m	1	1	0, -1, -4		-1	0
54	53	1/2	0.5	4/4	2	1		I(4)		d	i		I(4)	I			4					M	1	1	0, -1, 1		0	0
54	53	5/8	0.625	4/4	2	1		I		d	i		I	I								M	1	1	0, 4, 1		0	0
55	54	1/8	0.125	4/4	2	1		iv		d	i		iv	iv								m	1	1	-1, -4, 0		-1	-1
55	54	3/8	0.375	4/4	2	1		V7/iv		d	i		V7/iv	V		7		iv				Mm7	1	1	0, 4, 1, -2		0	0
55	54	3/4	0.75	4/4	2	1		iv		d	i		iv	iv								m	1	1	-1, -4, 0		-1	-1
55	54	7/8	0.875	4/4	2	1		#viio6		d	i		#viio6	#vii	o	6						o	1	1	2, -1, 5		5	2
56	55	0	0.0	4/4	2	1	1	i]}		d	i		i	i					]		}	m	1	1	0, -3, 1		0	0
56	55	1/8	0.125	4/4	2	1	1	III.IV6		d	III		IV6	IV		6						M	1	0	3, 0, -1		-1	3
56	55	1/4	0.25	4/4	2	1	1	V6(2)		d	III		V6(2)	V		6	2					M	1	0	5, 2, 3		1	5
56	55	3/8	0.375	4/4	2	1	1	V6		d	III		V6	V		6						M	1	0	5, 2, 1		1	5
56	55	1/2	0.5	4/4	2	1	1	I		d	III		I	I								M	1	0	0, 4, 1		0	0
56	55	3/4	0.75	4/4	2	1	1	viio64/V		d	III		viio64/V	vii	o	64		V				o	1	0	0, 6, 3		6	0
56	55	7/8	0.875	4/4	2	1	1	V6		d	III		V6	V		6						M	1	0	5, 2, 1		1	5
57	55	0	0.0	4/4	2	1	2	I]}		d	i		I	I					]		}	M	1	1	0, 4, 1		0	0
