mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	2.0	0	0	3/4	2	1		d.i{		d	i		i	i						{	m	1	1	0, -3, 1		0	0
1	1	2	1.0	1/2	1/2	3/4	2	1		iio6		d	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
2	2	3	1.0	0	0	3/4	2	1		V7(9)		d	i		V7(9)	V		7	9				Mm7	1	1	1, 5, 2, -1	-4	1	1
2	2	4	0.75	1/4	1/4	3/4	2	1		V(6)		d	i		V(6)	V			6				M	1	1	1, 5, -3		1	1
2	2	19/4	0.25	7/16	7/16	3/4	2	1		V7		d	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
2	2	5	1.0	1/2	1/2	3/4	2	1		i64	V(64)	d	i		i64	i		64					m	1	1	1, 0, -3		0	1
3	3	6	1.0	0	0	3/4	2	1		V7(4)		d	i		V7(4)	V		7	4				Mm7	1	1	1, 0, 2, -1		1	1
3	3	7	1.0	1/4	1/4	3/4	2	1		V7		d	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
3	3	8	0.75	1/2	1/2	3/4	2	1		V6		d	i		V6	V		6					M	1	1	5, 2, 1		1	5
3	3	35/4	0.25	11/16	11/16	3/4	2	1		V7		d	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
4	4	9	1.0	0	0	3/4	2	1		i(9)}{		d	i		i(9)	i			9			}{	m	1	1	0, -3, 1	2	0	0
4	4	10	2.0	1/4	1/4	3/4	2	1		i|PAC		d	i		i	i					PAC		m	1	1	0, -3, 1		0	0
5	5	12	0.75	0	0	3/4	2	1		iv		d	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
5	5	51/4	0.25	3/16	3/16	3/4	2	1		#viio64		d	i		#viio64	#vii	o	64					o	1	1	-1, 5, 2		5	-1
5	5	13	0.75	1/4	1/4	3/4	2	1		i6(62)		d	i		i6(62)	i		6	62				m	1	1	-3, -4, 2		0	-3
5	5	55/4	0.25	7/16	7/16	3/4	2	1		i6		d	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
5	5	14	0.75	1/2	1/2	3/4	2	1		#viio6(62)		d	i		#viio6(62)	#vii	o	6	62				o	1	1	2, 1, 0		5	2
5	5	59/4	0.25	11/16	11/16	3/4	2	1		#viio6		d	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
6	6	15	2.0	0	0	3/4	2	1		i		d	i		i	i							m	1	1	0, -3, 1		0	0
6	6	17	1.0	1/2	1/2	3/4	2	1		iv		d	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
7	7	18	1.0	0	0	3/4	2	1		V/III		d	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
7	7	19	1.0	1/4	1/4	3/4	2	1		vi/III		d	i		vi/III	vi				III			m	1	1	0, -3, 1		0	0
7	7	20	1.0	1/2	1/2	3/4	2	1		IVM7/III		d	i		IVM7/III	IV	M	7		III			MM7	1	1	-4, 0, -3, 1		-4	-4
8	8	21	1.0	0	0	3/4	2	1		I6/III		d	i		I6/III	I		6		III			M	1	1	1, -2, -3		-3	1
8	8	22	1.0	1/4	1/4	3/4	2	1		V/III		d	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
8	8	23	1.0	1/2	1/2	3/4	2	1		V6/III		d	i		V6/III	V		6		III			M	1	1	2, -1, -2		-2	2
9	9	24	1.0	0	0	3/4	2	1		I(9)/III}{		d	i		I(9)/III	I			9	III		}{	M	1	1	-3, 1, -2	-1	-3	-3
9	9	25	1.0	1/4	1/4	3/4	2	1		I/III|IAC		d	i		I/III	I				III	IAC		M	1	1	-3, 1, -2		-3	-3
9	9	26	1.0	1/2	1/2	3/4	2	1		vi/III		d	i		vi/III	vi				III			m	1	1	0, -3, 1		0	0
