mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
104	102	404	412	1.0	0	0	2/2	2	1		I		C	I		I	I							M	0	0	0, 4, 1		0	0
104	102	405	413	1.0	1/4	1/4	2/2	2	1		ii6		C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
104	102	406	414	1.0	1/2	1/2	2/2	2	1		V(64)		C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
104	102	407	415	1.0	3/4	3/4	2/2	2	1		V		C	I		V	V							M	0	0	1, 5, 2		1	1
105	103	408	416	2.0	0	0	2/2	2	1		I|PAC}{		C	I		I	I					PAC	}{	M	0	0	0, 4, 1		0	0
105	103	410	418	2.0	1/2	1/2	2/2	2	1		IV		C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
106	104	412	420	2.0	0	0	2/2	2	1		I6		C	I		I6	I		6					M	0	0	4, 1, 0		0	4
106	104	414	422	2.0	1/2	1/2	2/2	2	1		IV		C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
107	105	416	424	2.0	0	0	2/2	2	1		I6(+7)		C	I		I6(+7)	I		6	+7				M	0	0	4, 1, 0	5	0	4
107	105	418	426	2.0	1/2	1/2	2/2	2	1		IV		C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
108	106	420	428	3.0	0	0	2/2	2	1		I6		C	I		I6	I		6					M	0	0	4, 1, 0		0	4
108	106	423	431	1.0	3/4	3/4	2/2	2	1		viio6		C	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
109	107	424	432	1.0	0	0	2/2	2	1		I		C	I		I	I							M	0	0	0, 4, 1		0	0
109	107	425	433	1.0	1/4	1/4	2/2	2	1		ii6		C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
109	107	426	434	1.0	1/2	1/2	2/2	2	1		V(64)		C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
109	107	427	435	1.0	3/4	3/4	2/2	2	1		V		C	I		V	V							M	0	0	1, 5, 2		1	1
110	108	428	436	5.0	0	0	2/2	2	1		I|PAC}		C	I		I	I					PAC	}	M	0	0	0, 4, 1		0	0
111	109	433	441	1.0	1/4	1/4	2/2	2	1		IV{		C	I		IV	IV						{	M	0	0	-1, 3, 0		-1	-1
111	109	434	442	1.0	1/2	1/2	2/2	2	1		V(64)		C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
111	109	435	443	1.0	3/4	3/4	2/2	2	1		V		C	I		V	V							M	0	0	1, 5, 2		1	1
112	110	436	444	5.0	0	0	2/2	2	1		i|DC		C	I		i	i					DC		m	0	0	0, -3, 1		0	0
113	111	441	449	1.0	1/4	1/4	2/2	2	1		iv/i		C	I		iv/i	iv				i			m	0	0	-1, -4, 0		-1	-1
113	111	442	450	1.0	1/2	1/2	2/2	2	1		V(64)/i		C	I		V(64)/i	V			64	i			M	0	0	1, 0, -3		1	1
113	111	443	451	1.0	3/4	3/4	2/2	2	1		V/i		C	I		V/i	V				i			M	0	0	1, 5, 2		1	1
114	112	444	452	5.0	0	0	2/2	2	1		I/i|DC}		C	I		I/i	I				i	DC	}	M	0	0	0, 4, 1		0	0
115	113	449	457	1.0	1/4	1/4	2/2	2	1		IV{		C	I		IV	IV						{	M	0	0	-1, 3, 0		-1	-1
115	113	450	458	1.0	1/2	1/2	2/2	2	1		V(64)		C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
115	113	451	459	1.0	3/4	3/4	2/2	2	1		V		C	I		V	V							M	0	0	1, 5, 2		1	1
116	114	452	460	1.0	0	0	2/2	2	1		I		C	I		I	I							M	0	0	0, 4, 1		0	0
116	114	453	461	1.0	1/4	1/4	2/2	2	1		ii6		C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
116	114	454	462	1.0	1/2	1/2	2/2	2	1		I6		C	I		I6	I		6					M	0	0	4, 1, 0		0	4
116	114	455	463	1.0	3/4	3/4	2/2	2	1		viio6		C	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
117	115	456	464	1.0	0	0	2/2	2	1		I		C	I		I	I							M	0	0	0, 4, 1		0	0
117	115	457	465	1.0	1/4	1/4	2/2	2	1		IV		C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
117	115	458	466	1.0	1/2	1/2	2/2	2	1		V(64)		C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
117	115	459	467	1.0	3/4	3/4	2/2	2	1		V		C	I		V	V							M	0	0	1, 5, 2		1	1
118	116	460	468	1.0	0	0	2/2	2	1		I|PAC		C	I		I	I					PAC		M	0	0	0, 4, 1		0	0
118	116	461	469	1.0	1/4	1/4	2/2	2	1		ii6		C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
118	116	462	470	1.0	1/2	1/2	2/2	2	1		I6		C	I		I6	I		6					M	0	0	4, 1, 0		0	4
118	116	463	471	1.0	3/4	3/4	2/2	2	1		viio6		C	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
119	117	464	472	1.0	0	0	2/2	2	1		I		C	I		I	I							M	0	0	0, 4, 1		0	0
119	117	465	473	1.0	1/4	1/4	2/2	2	1		IV		C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
119	117	466	474	1.0	1/2	1/2	2/2	2	1		V(64)		C	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
119	117	467	475	1.0	3/4	3/4	2/2	2	1		V		C	I		V	V							M	0	0	1, 5, 2		1	1
120	118		476		0	0	2/2	2	1	1	I|PAC}{		C	I		I	I					PAC	}{	M	0	0	0, 4, 1		0	0
121	118	468	480	4.0	0	0	2/2	2	1	2	I|PAC}		C	I		I	I					PAC	}	M	0	0	0, 4, 1		0	0
