mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	4/4	2	1		f#.i{	f#	i		i	i						{	m	1	1	0, -3, 1		0	0
1	1	1/4	1/4	4/4	2	1		V	f#	i		V	V							M	1	1	1, 5, 2		1	1
1	1	1/2	1/2	4/4	2	1		i	f#	i		i	i							m	1	1	0, -3, 1		0	0
1	1	3/4	3/4	4/4	2	1		V	f#	i		V	V							M	1	1	1, 5, 2		1	1
2	2	0	0	4/4	2	1		i	f#	i		i	i							m	1	1	0, -3, 1		0	0
2	2	1/4	1/4	4/4	2	1		V	f#	i		V	V							M	1	1	1, 5, 2		1	1
2	2	1/2	1/2	4/4	2	1		i	f#	i		i	i							m	1	1	0, -3, 1		0	0
2	2	3/4	3/4	4/4	2	1		V	f#	i		V	V							M	1	1	1, 5, 2		1	1
3	3	0	0	4/4	2	1		i|IAC}{	f#	i		i	i					IAC	}{	m	1	1	0, -3, 1		0	0
3	3	1/4	1/4	4/4	2	1		iv	f#	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
3	3	1/2	1/2	4/4	2	1		V/III	f#	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
3	3	3/4	3/4	4/4	2	1		I/III	f#	i		I/III	I				III			M	1	1	-3, 1, -2		-3	-3
4	4	0	0	4/4	2	1		IV/III	f#	i		IV/III	IV				III			M	1	1	-4, 0, -3		-4	-4
4	4	1/8	1/8	4/4	2	1		I6/III	f#	i		I6/III	I		6		III			M	1	1	1, -2, -3		-3	1
4	4	1/4	1/4	4/4	2	1		ii7/III	f#	i		ii7/III	ii		7		III			mm7	1	1	-1, -4, 0, -3		-1	-1
4	4	3/8	3/8	4/4	2	1		V7/III	f#	i		V7/III	V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2
4	4	1/2	1/2	4/4	2	1		I/III|PAC}{	f#	i		I/III	I				III	PAC	}{	M	1	1	-3, 1, -2		-3	-3
4	4	3/4	3/4	4/4	2	1		V/III	f#	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
5	5	0	0	4/4	2	1		I/III}	f#	i		I/III	I				III		}	M	1	1	-3, 1, -2		-3	-3
5	5	1/4	1/4	4/4	2	1		V/III	f#	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
5	5	1/2	1/2	4/4	2	1		i/iv{	f#	i		i/iv	i				iv		{	m	1	1	-1, -4, 0		-1	-1
5	5	3/4	3/4	4/4	2	1		V/iv	f#	i		V/iv	V				iv			M	1	1	0, 4, 1		0	0
6	6	0	0	4/4	2	1		i/iv}	f#	i		i/iv	i				iv		}	m	1	1	-1, -4, 0		-1	-1
6	6	1/4	1/4	4/4	2	1		V/iv	f#	i		V/iv	V				iv			M	1	1	0, 4, 1		0	0
6	6	1/2	1/2	4/4	2	1		i/v{	f#	i		i/v	i				v		{	m	1	1	1, -2, 2		1	1
6	6	3/4	3/4	4/4	2	1		V/v	f#	i		V/v	V				v			M	1	1	2, 6, 3		2	2
7	7	0	0	4/4	2	1		i/v}	f#	i		i/v	i				v		}	m	1	1	1, -2, 2		1	1
7	7	1/4	1/4	4/4	2	1		V/v	f#	i		V/v	V				v			M	1	1	2, 6, 3		2	2
7	7	1/2	1/2	4/4	2	1		V{	f#	i		V	V						{	M	1	1	1, 5, 2		1	1
7	7	3/4	3/4	4/4	2	1		i	f#	i		i	i							m	1	1	0, -3, 1		0	0
8	8	0	0	4/4	2	1		iv	f#	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
8	8	1/4	1/4	4/4	2	1		VII	f#	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
8	8	1/2	1/2	4/4	2	1		III	f#	i		III	III							M	1	1	-3, 1, -2		-3	-3
