mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	3/8	2	1		a.i{		a	i		i	i						{	m	1	1	0, -3, 1		0	0
2	2	1/4	1/4	3/8	2	1		V		a	i		V	V							M	1	1	1, 5, 2		1	1
3	3	0	0	3/8	2	1		i6		a	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
3	3	1/4	1/4	3/8	2	1		#viio6		a	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
4	4	0	0	3/8	2	1		i		a	i		i	i							m	1	1	0, -3, 1		0	0
4	4	1/4	1/4	3/8	2	1		iio6		a	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
5	5	0	0	3/8	2	1		i6		a	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
5	5	1/4	1/4	3/8	2	1		#viio6		a	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
6	6	0	0	3/8	2	1		i		a	i		i	i							m	1	1	0, -3, 1		0	0
6	6	1/4	1/4	3/8	2	1		iio6		a	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
7	7	0	0	3/8	2	1		i6		a	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
7	7	1/8	1/8	3/8	2	1		iio6		a	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
7	7	1/4	1/4	3/8	2	1		V		a	i		V	V							M	1	1	1, 5, 2		1	1
8	8	0	0	3/8	2	1		i|IAC}		a	i		i	i					IAC	}	m	1	1	0, -3, 1		0	0
9	9	0	0	3/8	2	1		III.vi{		a	III		vi	vi						{	m	1	0	3, 0, 4		3	3
10	10	0	0	3/8	2	1		#viio/iii		a	III		#viio/iii	#vii	o			iii			o	1	0	9, 6, 3		9	9
10	10	1/4	1/4	3/8	2	1		iii		a	III		iii	iii							m	1	0	4, 1, 5		4	4
11	11	0	0	3/8	2	1		V		a	III		V	V							M	1	0	1, 5, 2		1	1
12	12	0	0	3/8	2	1		#viio/ii		a	III		#viio/ii	#vii	o			ii			o	1	0	7, 4, 1		7	7
12	12	1/4	1/4	3/8	2	1		ii		a	III		ii	ii							m	1	0	2, -1, 3		2	2
13	13	0	0	3/8	2	1		IV		a	III		IV	IV							M	1	0	-1, 3, 0		-1	-1
14	14	0	0	3/8	2	1		viio		a	III		viio	vii	o						o	1	0	5, 2, -1		5	5
14	14	1/4	1/4	3/8	2	1		I}		a	III		I	I						}	M	1	0	0, 4, 1		0	0
15	15	0	0	3/8	2	1		#viio7/V/i{		a	III		#viio7/V/i	#vii	o	7		V/i		{	o7	1	0	6, 3, 0, -3		6	6
16	16	0	0	3/8	2	1		V/i		a	III		V/i	V				i			M	1	0	1, 5, 2		1	1
