mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	4/4	2	1		Eb.I{		Eb	I		I		I						{	M	0	0	0, 4, 1		0	0
1	1	1/4	1/4	4/4	2	1		I6		Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
1	1	3/8	3/8	4/4	2	1		viio6		Eb	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
1	1	1/2	1/2	4/4	2	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
1	1	5/8	5/8	4/4	2	1		ii6		Eb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
1	1	3/4	3/4	4/4	2	1		V(64)		Eb	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
1	1	7/8	7/8	4/4	2	1		V		Eb	I		V		V							M	0	0	1, 5, 2		1	1
2	2	0	0	4/4	2	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
2	2	1/4	1/4	4/4	2	1		I6		Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
2	2	3/8	3/8	4/4	2	1		viio6		Eb	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
2	2	1/2	1/2	4/4	2	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
2	2	5/8	5/8	4/4	2	1		ii6		Eb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
2	2	3/4	3/4	4/4	2	1		V(64)		Eb	I		V(64)		V			64				M	0	0	1, 0, 4		1	1
2	2	7/8	7/8	4/4	2	1		V		Eb	I		V		V							M	0	0	1, 5, 2		1	1
3	3	0	0	4/4	2	1		I|PAC}{		Eb	I		I		I					PAC	}{	M	0	0	0, 4, 1		0	0
3	3	1/4	1/4	4/4	2	1		V7		Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
3	3	1/2	1/2	4/4	2	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
3	3	3/4	3/4	4/4	2	1		V7		Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
4	4	0	0	4/4	2	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
4	4	1/4	1/4	4/4	2	1		V7		Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
4	4	1/2	1/2	4/4	2	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
4	4	5/8	5/8	4/4	2	1		V6		Eb	I		V6		V		6					M	0	0	5, 2, 1		1	5
4	4	3/4	3/4	4/4	2	1		vi		Eb	I		vi		vi							m	0	0	3, 0, 4		3	3
4	4	7/8	7/8	4/4	2	1		V/V		Eb	I		V/V		V				V			M	0	0	2, 6, 3		2	2
5	5	0	0	4/4	2	1		I/V|IAC}{		Eb	I		I/V		I				V	IAC	}{	M	0	0	1, 5, 2		1	1
5	5	1/4	1/4	4/4	2	1		V7/V		Eb	I		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
5	5	1/2	1/2	4/4	2	1		I/V		Eb	I		I/V		I				V			M	0	0	1, 5, 2		1	1
5	5	3/4	3/4	4/4	2	1		V7/V		Eb	I		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
6	6	0	0	4/4	2	1		I/V		Eb	I		I/V		I				V			M	0	0	1, 5, 2		1	1
6	6	1/4	1/4	4/4	2	1		V7/V		Eb	I		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
6	6	1/2	1/2	4/4	2	1		I/V		Eb	I		I/V		I				V			M	0	0	1, 5, 2		1	1
6	6	3/4	3/4	4/4	2	1		viio64		Eb	I		viio64		vii	o	64					o	0	0	-1, 5, 2		5	-1
7	7	0	0	4/4	2	1		I6		Eb	I		I6		I		6					M	0	0	4, 1, 0		0	4
7	7	1/4	1/4	4/4	2	1		viio6		Eb	I		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
7	7	1/2	1/2	4/4	2	1		I}{		Eb	I		I		I						}{	M	0	0	0, 4, 1		0	0
7	7	3/4	3/4	4/4	2	1		V/IV		Eb	I		V/IV		V				IV			M	0	0	0, 4, 1		0	0
8	8	0	0	4/4	2	1		IV		Eb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
8	8	1/4	1/4	4/4	2	1		V7/V		Eb	I		V7/V		V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
8	8	1/2	1/2	4/4	2	1		V		Eb	I		V		V							M	0	0	1, 5, 2		1	1
8	8	3/4	3/4	4/4	2	1		V7		Eb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
9	9	0	0	4/4	2	1		I|IAC}{		Eb	I		I		I					IAC	}{	M	0	0	0, 4, 1		0	0
9	9	1/8	1/8	4/4	2	1		viio64/V		Eb	I		viio64/V		vii	o	64		V			o	0	0	0, 6, 3		6	0
9	9	1/4	1/4	4/4	2	1		V6		Eb	I		V6		V		6					M	0	0	5, 2, 1		1	5
9	9	1/2	1/2	4/4	2	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
9	9	5/8	5/8	4/4	2	1		vii64/V		Eb	I		vii64/V		vii		64		V			m	0	0	7, 6, 3		6	7
9	9	3/4	3/4	4/4	2	1		V6		Eb	I		V6		V		6					M	0	0	5, 2, 1		1	5
10	10	0	0	4/4	2	1		I		Eb	I		I		I							M	0	0	0, 4, 1		0	0
10	10	1/8	1/8	4/4	2	1		viio64/V		Eb	I		viio64/V		vii	o	64		V			o	0	0	0, 6, 3		6	0
10	10	1/4	1/4	4/4	2	1		V6		Eb	I		V6		V		6					M	0	0	5, 2, 1		1	5
10	10	1/2	1/2	4/4	2	1		V.IV	V.vii%43	Eb	V		IV		IV							M	0	0	-1, 3, 0		-1	-1
10	10	5/8	5/8	4/4	2	1		I6		Eb	V		I6		I		6					M	0	0	4, 1, 0		0	4
10	10	3/4	3/4	4/4	2	1		viio6		Eb	V		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
10	10	7/8	7/8	4/4	2	1		I		Eb	V		I		I							M	0	0	0, 4, 1		0	0
11	11	0	0	4/4	2	1		V(64)}		Eb	V		V(64)		V			64			}	M	0	0	1, 0, 4		1	1
11	11	1/8	1/8	4/4	2	1		V|HC		Eb	V		V		V					HC		M	0	0	1, 5, 2		1	1
11	11	3/8	3/8	4/4	2	1		V{		Eb	V		V		V						{	M	0	0	1, 5, 2		1	1
11	11	1/2	1/2	4/4	2	1		iv6		Eb	V		iv6		iv		6					m	0	0	-4, 0, -1		-1	-4
