mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	3/8	2	1	Bb.I{		Bb	I		I	I						{	M	0	0	0, 4, 1		0	0
6	6	0	0	3/8	2	1	I6		Bb	I		I6	I		6					M	0	0	4, 1, 0		0	4
7	7	0	0	3/8	2	1	IV		Bb	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
8	8	0	0	3/8	2	1	V		Bb	I		V	V							M	0	0	1, 5, 2		1	1
8	8	1/8	1/8	3/8	2	1	V7		Bb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
9	9	0	0	3/8	2	1	I		Bb	I		I	I							M	0	0	0, 4, 1		0	0
10	10	0	0	3/8	2	1	I6		Bb	I		I6	I		6					M	0	0	4, 1, 0		0	4
11	11	0	0	3/8	2	1	IV		Bb	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
12	12	0	0	3/8	2	1	V		Bb	I		V	V							M	0	0	1, 5, 2		1	1
12	12	1/8	1/8	3/8	2	1	V7		Bb	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
13	13	0	0	3/8	2	1	I(4)}		Bb	I		I(4)	I			4			}	M	0	0	0, -1, 1		0	0
13	13	1/8	1/8	3/8	2	1	I|IAC		Bb	I		I	I					IAC		M	0	0	0, 4, 1		0	0
14	14	0	0	3/8	2	1	{		Bb	I									{		0	0				
15	15	0	0	3/8	2	1	V(4)		Bb	I		V(4)	V			4				M	0	0	1, 0, 2		1	1
15	15	1/8	1/8	3/8	2	1	V		Bb	I		V	V							M	0	0	1, 5, 2		1	1
16	16	0	0	3/8	2	1	I(9)		Bb	I		I(9)	I			9				M	0	0	0, 4, 1	2	0	0
16	16	1/8	1/8	3/8	2	1	I		Bb	I		I	I							M	0	0	0, 4, 1		0	0
17	17	0	0	3/8	2	1	viio6(11)		Bb	I		viio6(11)	vii	o	6	11				o	0	0	2, -1, 5	4	5	2
17	17	1/8	1/8	3/8	2	1	viio6		Bb	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
18	18	0	0	3/8	2	1	I6(11)		Bb	I		I6(11)	I		6	11				M	0	0	4, 1, 0	-1	0	4
18	18	1/8	1/8	3/8	2	1	I6		Bb	I		I6	I		6					M	0	0	4, 1, 0		0	4
19	19	0	0	3/8	2	1	viio(9)/V		Bb	I		viio(9)/V	vii	o		9	V			o	0	0	6, 3, 0	1	6	6
19	19	1/8	1/8	3/8	2	1	viio/V		Bb	I		viio/V	vii	o			V			o	0	0	6, 3, 0		6	6
20	20	0	0	3/8	2	1	I(9)/V		Bb	I		I(9)/V	I			9	V			M	0	0	1, 5, 2	3	1	1
20	20	1/8	1/8	3/8	2	1	I/V		Bb	I		I/V	I				V			M	0	0	1, 5, 2		1	1
21	21	0	0	3/8	2	1	ii6/V		Bb	I		ii6/V	ii		6		V			m	0	0	0, 4, 3		3	0
22	22	0	0	3/8	2	1	V/V|HC}		Bb	I		V/V	V				V	HC	}	M	0	0	2, 6, 3		2	2
23	23	0	0	3/8	2	1	V.V{		Bb	V		V	V						{	M	0	0	1, 5, 2		1	1
24	24	0	0	3/8	2	1	I		Bb	V		I	I							M	0	0	0, 4, 1		0	0
26	26	0	0	3/8	2	1	V		Bb	V		V	V							M	0	0	1, 5, 2		1	1
28	28	0	0	3/8	2	1	I		Bb	V		I	I							M	0	0	0, 4, 1		0	0
30	30	0	0	3/8	2	1	IV		Bb	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
32	32	0	0	3/8	2	1	I6		Bb	V		I6	I		6					M	0	0	4, 1, 0		0	4
34	34	0	0	3/8	2	1	viio6		Bb	V		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
35	35	0	0	3/8	2	1	viio6(+2)		Bb	V		viio6(+2)	vii	o	6	+2				o	0	0	2, -1, 5	0	5	2
36	36	0	0	3/8	2	1	I|IAC}		Bb	V		I	I					IAC	}	M	0	0	0, 4, 1		0	0
37	37	0	0	3/8	2	1	i6/vi{		Bb	V		i6/vi	i		6		vi		{	m	0	0	0, 4, 3		3	0
37	37	1/4	1/4	3/8	2	1	iv/vi		Bb	V		iv/vi	iv				vi			m	0	0	2, -1, 3		2	2
38	38	0	0	3/8	2	1	i6/vi		Bb	V		i6/vi	i		6		vi			m	0	0	0, 4, 3		3	0
38	38	1/4	1/4	3/8	2	1	iv/vi		Bb	V		iv/vi	iv				vi			m	0	0	2, -1, 3		2	2
39	39	0	0	3/8	2	1	i6/vi		Bb	V		i6/vi	i		6		vi			m	0	0	0, 4, 3		3	0
39	39	1/4	1/4	3/8	2	1	iv/vi		Bb	V		iv/vi	iv				vi			m	0	0	2, -1, 3		2	2
40	40	0	0	3/8	2	1	i6/vi		Bb	V		i6/vi	i		6		vi			m	0	0	0, 4, 3		3	0
40	40	1/8	1/8	3/8	2	1	ii%/vi		Bb	V		ii%/vi	ii	%			vi			%7	0	0				
40	40	1/4	1/4	3/8	2	1	V7/vi		Bb	V		V7/vi	V		7		vi			Mm7	0	0	4, 8, 5, 2		4	4
41	41	0	0	3/8	2	1	i/vi|IAC}		Bb	V		i/vi	i				vi	IAC	}	m	0	0	3, 0, 4		3	3
42	42	0	0	3/8	2	1	iv6/ii{		Bb	V		iv6/ii	iv		6		ii		{	m	0	0	-2, 2, 1		1	-2
42	42	1/4	1/4	3/8	2	1	i64/ii		Bb	V		i64/ii	i		64		ii			m	0	0	3, 2, -1		2	3
43	43	0	0	3/8	2	1	iv6/ii		Bb	V		iv6/ii	iv		6		ii			m	0	0	-2, 2, 1		1	-2
43	43	1/4	1/4	3/8	2	1	i64/ii		Bb	V		i64/ii	i		64		ii			m	0	0	3, 2, -1		2	3
