mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	0	0	1/4	2/4	2	1		G.I{		G	I		I	I						{	M	0	0	0, 4, 1		0	0
4	3	0	0	2/4	2	1		V7		G	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
5	4	0	0	2/4	2	1		I		G	I		I	I							M	0	0	0, 4, 1		0	0
6	5	0	0	2/4	2	1		V7		G	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
7	6	0	0	2/4	2	1		I		G	I		I	I							M	0	0	0, 4, 1		0	0
8	7	0	0	2/4	2	1		IV		G	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
10	9	0	0	2/4	2	1		I		G	I		I	I							M	0	0	0, 4, 1		0	0
12	11	0	0	2/4	2	1		V7		G	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
14	13	0	0	2/4	2	1		I		G	I		I	I							M	0	0	0, 4, 1		0	0
16	15	0	0	2/4	2	1		V		G	I		V	V							M	0	0	1, 5, 2		1	1
16	15	1/4	1/4	2/4	2	1		V(64)		G	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
17	16	0	0	2/4	2	1		V		G	I		V	V							M	0	0	1, 5, 2		1	1
17	16	1/4	1/4	2/4	2	1		V(64)		G	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
18	17	0	0	2/4	2	1		V|HC}		G	I		V	V					HC	}	M	0	0	1, 5, 2		1	1
18	17	3/8	3/8	2/4	2	1		V.#viio/iv/i{		G	V		#viio/iv/i	#vii	o			iv/i		{	o	0	0	4, 1, -2		4	4
19	18	0	0	2/4	2	1		iv/i		G	V		iv/i	iv				i			m	0	0	-1, -4, 0		-1	-1
19	18	1/4	1/4	2/4	2	1		iv6/i		G	V		iv6/i	iv		6		i			m	0	0	-4, 0, -1		-1	-4
20	19	0	0	2/4	2	1		V/i		G	V		V/i	V				i			M	0	0	1, 5, 2		1	1
20	19	3/8	3/8	2/4	2	1		#viio/iv/i		G	V		#viio/iv/i	#vii	o			iv/i			o	0	0	4, 1, -2		4	4
21	20	0	0	2/4	2	1		iv/i		G	V		iv/i	iv				i			m	0	0	-1, -4, 0		-1	-1
21	20	1/4	1/4	2/4	2	1		iv/i		G	V		iv/i	iv				i			m	0	0	-1, -4, 0		-1	-1
22	21	0	0	2/4	2	1		V/i|HC}		G	V		V/i	V				i	HC	}	M	0	0	1, 5, 2		1	1
22	21	3/8	3/8	2/4	2	1		{		G	V									{		0	0				
23	22	0	0	2/4	2	1		i/i		G	V		i/i	i				i			m	0	0	0, -3, 1		0	0
23	22	1/8	1/8	2/4	2	1		VI(+7)/i		G	V		VI(+7)/i	VI			+7	i			M	0	0	-4, 0, -3	1	-4	-4
23	22	1/4	1/4	2/4	2	1		iio6(+4)/i		G	V		iio6(+4)/i	ii	o	6	+4	i			o	0	0	-1, -4, 2	1	2	-1
23	22	3/8	3/8	2/4	2	1		V/i		G	V		V/i	V				i			M	0	0	1, 5, 2		1	1
24	23	0	0	2/4	2	1		i/i		G	V		i/i	i				i			m	0	0	0, -3, 1		0	0
24	23	1/8	1/8	2/4	2	1		VI(+7)/i		G	V		VI(+7)/i	VI			+7	i			M	0	0	-4, 0, -3	1	-4	-4
24	23	1/4	1/4	2/4	2	1		iio6(+4)/i		G	V		iio6(+4)/i	ii	o	6	+4	i			o	0	0	-1, -4, 2	1	2	-1
24	23	3/8	3/8	2/4	2	1		V/i		G	V		V/i	V				i			M	0	0	1, 5, 2		1	1
25	24	0	0	2/4	2	1		i/i		G	V		i/i	i				i			m	0	0	0, -3, 1		0	0
25	24	1/8	1/8	2/4	2	1		VI(+7)/i		G	V		VI(+7)/i	VI			+7	i			M	0	0	-4, 0, -3	1	-4	-4
25	24	1/4	1/4	2/4	2	1		iio6(+4)/i		G	V		iio6(+4)/i	ii	o	6	+4	i			o	0	0	-1, -4, 2	1	2	-1
25	24	3/8	3/8	2/4	2	1		V/i		G	V		V/i	V				i			M	0	0	1, 5, 2		1	1
26	25	0	0	2/4	2	1		i6/i		G	V		i6/i	i		6		i			m	0	0	-3, 1, 0		0	-3
26	25	1/4	1/4	2/4	2	1		iio6/i		G	V		iio6/i	ii	o	6		i			o	0	0	-1, -4, 2		2	-1
27	26	0	0	2/4	2	1		i6/i		G	V		i6/i	i		6		i			m	0	0	-3, 1, 0		0	-3
27	26	1/4	1/4	2/4	2	1		#viio6(+6)/i		G	V		#viio6(+6)/i	#vii	o	6	+6	i			o	0	0	2, -1, 5	1	5	2
28	27	0	0	2/4	2	1		i/i		G	V		i/i	i				i			m	0	0	0, -3, 1		0	0
28	27	1/4	1/4	2/4	2	1		iv6/i		G	V		iv6/i	iv		6		i			m	0	0	-4, 0, -1		-1	-4
29	28	0	0	2/4	2	1		V/i		G	V		V/i	V				i			M	0	0	1, 5, 2		1	1
29	28	1/4	1/4	2/4	2	1		iv6/i		G	V		iv6/i	iv		6		i			m	0	0	-4, 0, -1		-1	-4
30	29	0	0	2/4	2	1		V[V/i	V|HC}{	G	V	V	V/i	V				i			M	0	0	1, 5, 2		1	1
31	30	0	0	2/4	2	1		V7		G	V	V	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
32	31	0	0	2/4	2	1		I		G	V	V	I	I							M	0	0	0, 4, 1		0	0
33	32	0	0	2/4	2	1		V7		G	V	V	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
34	33	0	0	2/4	2	1		V7/V		G	V	V	V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
35	34	0	0	2/4	2	1		V7]		G	V	V	V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
35	34	3/8	3/8	2/4	2	1		V6		G	V		V6	V		6					M	0	0	5, 2, 1		1	5
36	35	0	0	2/4	2	1		I		G	V		I	I							M	0	0	0, 4, 1		0	0
36	35	1/8	1/8	2/4	2	1		ii6		G	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
36	35	1/4	1/4	2/4	2	1		V(64)		G	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
36	35	3/8	3/8	2/4	2	1		V		G	V		V	V							M	0	0	1, 5, 2		1	1
37	36	0	0	2/4	2	1		I		G	V		I	I							M	0	0	0, 4, 1		0	0
37	36	1/8	1/8	2/4	2	1		IV		G	V		IV	IV							M	0	0	-1, 3, 0		-1	-1
37	36	1/4	1/4	2/4	2	1		V		G	V		V	V							M	0	0	1, 5, 2		1	1
37	36	3/8	3/8	2/4	2	1		V6		G	V		V6	V		6					M	0	0	5, 2, 1		1	5
38	37	0	0	2/4	2	1		I		G	V		I	I							M	0	0	0, 4, 1		0	0
38	37	1/8	1/8	2/4	2	1		ii6		G	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
38	37	1/4	1/4	2/4	2	1		V(64)		G	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
38	37	3/8	3/8	2/4	2	1		V		G	V		V	V							M	0	0	1, 5, 2		1	1
39	38	0	0	2/4	2	1		I|PAC}{		G	V		I	I					PAC	}{	M	0	0	0, 4, 1		0	0
39	38	1/4	1/4	2/4	2	1		IV6		G	V		IV6	IV		6					M	0	0	3, 0, -1		-1	3
39	38	3/8	3/8	2/4	2	1		V6		G	V		V6	V		6					M	0	0	5, 2, 1		1	5
40	39	0	0	2/4	2	1		I		G	V		I	I							M	0	0	0, 4, 1		0	0
40	39	1/4	1/4	2/4	2	1		IV6		G	V		IV6	IV		6					M	0	0	3, 0, -1		-1	3
40	39	3/8	3/8	2/4	2	1		V6		G	V		V6	V		6					M	0	0	5, 2, 1		1	5
41	40	0	0	2/4	2	1		I		G	V		I	I							M	0	0	0, 4, 1		0	0
41	40	1/4	1/4	2/4	2	1		IV6		G	V		IV6	IV		6					M	0	0	3, 0, -1		-1	3
41	40	3/8	3/8	2/4	2	1		V6		G	V		V6	V		6					M	0	0	5, 2, 1		1	5
42	41	0	0	2/4	2	1		I		G	V		I	I							M	0	0	0, 4, 1		0	0
42	41	1/8	1/8	2/4	2	1		ii6		G	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
42	41	1/4	1/4	2/4	2	1		V(64)		G	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
42	41	3/8	3/8	2/4	2	1		V		G	V		V	V							M	0	0	1, 5, 2		1	1
43	42	0	0	2/4	2	1		I		G	V		I	I							M	0	0	0, 4, 1		0	0
43	42	1/4	1/4	2/4	2	1		IV6		G	V		IV6	IV		6					M	0	0	3, 0, -1		-1	3
43	42	3/8	3/8	2/4	2	1		V6		G	V		V6	V		6					M	0	0	5, 2, 1		1	5
44	43	0	0	2/4	2	1		I		G	V		I	I							M	0	0	0, 4, 1		0	0
44	43	1/4	1/4	2/4	2	1		IV6		G	V		IV6	IV		6					M	0	0	3, 0, -1		-1	3
44	43	3/8	3/8	2/4	2	1		V6		G	V		V6	V		6					M	0	0	5, 2, 1		1	5
45	44	0	0	2/4	2	1		I		G	V		I	I							M	0	0	0, 4, 1		0	0
45	44	1/4	1/4	2/4	2	1		IV6		G	V		IV6	IV		6					M	0	0	3, 0, -1		-1	3
45	44	3/8	3/8	2/4	2	1		V6		G	V		V6	V		6					M	0	0	5, 2, 1		1	5
46	45	0	0	2/4	2	1		I6		G	V		I6	I		6					M	0	0	4, 1, 0		0	4
46	45	1/8	1/8	2/4	2	1		ii6(+4)		G	V		ii6(+4)	ii		6	+4				m	0	0	-1, 3, 2	1	2	-1
46	45	1/4	1/4	2/4	2	1		iii6		G	V		iii6	iii		6					m	0	0	1, 5, 4		4	1
46	45	3/8	3/8	2/4	2	1		IV6(+2)		G	V		IV6(+2)	IV		6	+2				M	0	0	3, 0, -1	1	-1	3
47	46	0	0	2/4	2	1		V6		G	V		V6	V		6					M	0	0	5, 2, 1		1	5
47	46	1/8	1/8	2/4	2	1		vi6(+7)		G	V		vi6(+7)	vi		6	+7				m	0	0	0, 4, 3	1	3	0
47	46	1/4	1/4	2/4	2	1		viio6(+6)		G	V		viio6(+6)	vii	o	6	+6				o	0	0	2, -1, 5	1	5	2
47	46	3/8	3/8	2/4	2	1		I6		G	V		I6	I		6					M	0	0	4, 1, 0		0	4
48	47	0	0	2/4	2	1		ii6(+4)		G	V		ii6(+4)	ii		6	+4				m	0	0	-1, 3, 2	1	2	-1
48	47	1/8	1/8	2/4	2	1		iii6		G	V		iii6	iii		6					m	0	0	1, 5, 4		4	1
48	47	1/4	1/4	2/4	2	1		IV6(+2)		G	V		IV6(+2)	IV		6	+2				M	0	0	3, 0, -1	1	-1	3
48	47	3/8	3/8	2/4	2	1		V6		G	V		V6	V		6					M	0	0	5, 2, 1		1	5
49	48	0	0	2/4	2	1		I		G	V		I	I							M	0	0	0, 4, 1		0	0
49	48	1/8	1/8	2/4	2	1		IVM7		G	V		IVM7	IV	M	7					MM7	0	0	-1, 3, 0, 4		-1	-1
49	48	1/4	1/4	2/4	2	1		V(64)		G	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
49	48	3/8	3/8	2/4	2	1		V		G	V		V	V							M	0	0	1, 5, 2		1	1
50	49	0	0	2/4	2	1		I		G	V		I	I							M	0	0	0, 4, 1		0	0
50	49	1/8	1/8	2/4	2	1		ii6		G	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
50	49	1/4	1/4	2/4	2	1		V(64)		G	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
50	49	3/8	3/8	2/4	2	1		V7		G	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
51	50	0	0	2/4	2	1		I		G	V		I	I							M	0	0	0, 4, 1		0	0
51	50	1/8	1/8	2/4	2	1		ii6		G	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
51	50	1/4	1/4	2/4	2	1		V(64)		G	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
51	50	3/8	3/8	2/4	2	1		V7		G	V		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
52	51	0	0	2/4	2	1		I		G	V		I	I							M	0	0	0, 4, 1		0	0
52	51	1/8	1/8	2/4	2	1		ii6		G	V		ii6	ii		6					m	0	0	-1, 3, 2		2	-1
52	51	1/4	1/4	2/4	2	1		V(64)		G	V		V(64)	V			64				M	0	0	1, 0, 4		1	1
52	51	3/8	3/8	2/4	2	1		V		G	V		V	V							M	0	0	1, 5, 2		1	1
