mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	3.0	0	0	3/4	2	1	c.i{		c	i		i	i						{	m	1	1	0, -3, 1		0	0
2	2	3	1.0	0	0	3/4	2	1	V		c	i		V	V							M	1	1	1, 5, 2		1	1
2	2	4	2.0	1/4	1/4	3/4	2	1	i		c	i		i	i							m	1	1	0, -3, 1		0	0
3	3	6	1.0	0	0	3/4	2	1	V		c	i		V	V							M	1	1	1, 5, 2		1	1
3	3	7	2.0	1/4	1/4	3/4	2	1	i		c	i		i	i							m	1	1	0, -3, 1		0	0
4	4	9	0.5	0	0	3/4	2	1	V(4)		c	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
4	4	19/2	1.5	1/8	1/8	3/4	2	1	V		c	i		V	V							M	1	1	1, 5, 2		1	1
4	4	11	1.0	1/2	1/2	3/4	2	1	V7		c	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
5	5	12	1.0	0	0	3/4	2	1	i		c	i		i	i							m	1	1	0, -3, 1		0	0
5	5	13	1.0	1/4	1/4	3/4	2	1	IV		c	i		IV	IV							M	1	1	-1, 3, 0		-1	-1
5	5	14	0.5	1/2	1/2	3/4	2	1	V7(4)		c	i		V7(4)	V		7	4				Mm7	1	1	1, 0, 2, -1		1	1
5	5	29/2	0.5	5/8	5/8	3/4	2	1	V7		c	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
6	6	15	0.5	0	0	3/4	2	1	iv6(#4)|DC		c	i		iv6(#4)	iv		6	#4		DC		m	1	1	-4, 5, -1		-1	-4
6	6	31/2	1.5	1/8	1/8	3/4	2	1	iv6		c	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
6	6	17	1.0	1/2	1/2	3/4	2	1	#viio		c	i		#viio	#vii	o						o	1	1	5, 2, -1		5	5
7	7	18	1.0	0	0	3/4	2	1	i		c	i		i	i							m	1	1	0, -3, 1		0	0
7	7	19	1.0	1/4	1/4	3/4	2	1	IV		c	i		IV	IV							M	1	1	-1, 3, 0		-1	-1
7	7	20	0.5	1/2	1/2	3/4	2	1	V7(4)		c	i		V7(4)	V		7	4				Mm7	1	1	1, 0, 2, -1		1	1
7	7	41/2	0.5	5/8	5/8	3/4	2	1	V7		c	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
8	8	21	0.5	0	0	3/4	2	1	i(#7)}		c	i		i(#7)	i			#7			}	m	1	1	0, -3, 1	5	0	0
8	8	43/2	5.5	1/8	1/8	3/4	2	1	i|PAC		c	i		i	i					PAC		m	1	1	0, -3, 1		0	0
9	9	24	0.0	0	0	3/4	2	1	{		c	i									{		1	1				
10	10	27	1.0	0	0	3/4	2	1	V(4)		c	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
10	10	28	2.0	1/4	1/4	3/4	2	1	V		c	i		V	V							M	1	1	1, 5, 2		1	1
11	11	30	3.0	0	0	3/4	2	1	i		c	i		i	i							m	1	1	0, -3, 1		0	0
12	12	33	1.0	0	0	3/4	2	1	V(4)		c	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
12	12	34	2.0	1/4	1/4	3/4	2	1	V		c	i		V	V							M	1	1	1, 5, 2		1	1
13	13	36	2.0	0	0	3/4	2	1	i}{		c	i		i	i						}{	m	1	1	0, -3, 1		0	0
13	13	38	1.0	1/2	1/2	3/4	2	1	VI6		c	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
14	14	39	3.0	0	0	3/4	2	1	iv6		c	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4
15	15	42	1.0	0	0	3/4	2	1	VII6		c	i		VII6	VII		6					M	1	1	2, -1, -2		-2	2
15	15	43	1.0	1/4	1/4	3/4	2	1	VII		c	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
15	15	44	1.0	1/2	1/2	3/4	2	1	v		c	i		v	v							m	1	1	1, -2, 2		1	1
16	16	45	1.0	0	0	3/4	2	1	III6		c	i		III6	III		6					M	1	1	1, -2, -3		-3	1
16	16	46	2.0	1/4	1/4	3/4	2	1	III		c	i		III	III							M	1	1	-3, 1, -2		-3	-3
17	17	48	1.0	0	0	3/4	2	1	VI6		c	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
17	17	49	1.0	1/4	1/4	3/4	2	1	VI		c	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
17	17	50	1.0	1/2	1/2	3/4	2	1	iv		c	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
18	18	51	1.0	0	0	3/4	2	1	iio6		c	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
18	18	52	2.0	1/4	1/4	3/4	2	1	iio		c	i		iio	ii	o						o	1	1	2, -1, -4		2	2
19	19	54	1.0	0	0	3/4	2	1	V6		c	i		V6	V		6					M	1	1	5, 2, 1		1	5
19	19	55	1.0	1/4	1/4	3/4	2	1	V		c	i		V	V							M	1	1	1, 5, 2		1	1
19	19	56	1.0	1/2	1/2	3/4	2	1	III+		c	i		III+	III	+						+	1	1	-3, 1, 5		-3	-3
20	20	57	2.0	0	0	3/4	2	1	i}{		c	i		i	i						}{	m	1	1	0, -3, 1		0	0
20	20	59	1.0	1/2	1/2	3/4	2	1	iio6		c	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
21	21	60	3.0	0	0	3/4	2	1	V		c	i		V	V							M	1	1	1, 5, 2		1	1
22	22	63	2.0	0	0	3/4	2	1	i		c	i		i	i							m	1	1	0, -3, 1		0	0
22	22	65	1.0	1/2	1/2	3/4	2	1	iio6		c	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
23	23	66	3.0	0	0	3/4	2	1	V		c	i		V	V							M	1	1	1, 5, 2		1	1
24	24	69	2.0	0	0	3/4	2	1	i		c	i		i	i							m	1	1	0, -3, 1		0	0
24	24	71	1.0	1/2	1/2	3/4	2	1	iio6		c	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
25	25	72	1.0	0	0	3/4	2	1	V7}{		c	i		V7	V		7				}{	Mm7	1	1	1, 5, 2, -1		1	1
25	25	73	0.5	1/4	1/4	3/4	2	1	V7(9)		c	i		V7(9)	V		7	9				Mm7	1	1	1, 5, 2, -1	-4	1	1
25	25	147/2	1.5	3/8	3/8	3/4	2	1	V7		c	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
26	26	75	3.0	0	0	3/4	2	1	v.iv		c	v		iv	iv							m	1	1	-1, -4, 0		-1	-1
27	27	78	0.5	0	0	3/4	2	1	V(#7)		c	v		V(#7)	V			#7				M	1	1	1, 5, 2	6	1	1
27	27	157/2	0.5	1/8	1/8	3/4	2	1	V		c	v		V	V							M	1	1	1, 5, 2		1	1
27	27	79	2.0	1/4	1/4	3/4	2	1	V7		c	v		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
28	28	81	3.0	0	0	3/4	2	1	iv6(+2)		c	v		iv6(+2)	iv		6	+2				m	1	1	-4, 0, -1	1	-1	-4
29	29	84	0.5	0	0	3/4	2	1	V7(#7)		c	v		V7(#7)	V		7	#7				Mm7	1	1	1, 5, 2, 6		1	1
29	29	169/2	2.5	1/8	1/8	3/4	2	1	V7/V		c	v		V7/V	V		7		V			Mm7	1	1	2, 6, 3, 0		2	2
30	30	87	3.0	0	0	3/4	2	1	iv6(+2)		c	v		iv6(+2)	iv		6	+2				m	1	1	-4, 0, -1	1	-1	-4
31	31	90	3.0	0	0	3/4	2	1	V|HC}{		c	v		V	V					HC	}{	M	1	1	1, 5, 2		1	1
32	32	93	3.0	0	0	3/4	2	1	iio64		c	v		iio64	ii	o	64					o	1	1	-4, 2, -1		2	-4
33	33	96	3.0	0	0	3/4	2	1	V		c	v		V	V							M	1	1	1, 5, 2		1	1
34	34	99	2.0	0	0	3/4	2	1	iio6		c	v		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
34	34	101	1.0	1/2	1/2	3/4	2	1	iv		c	v		iv	iv							m	1	1	-1, -4, 0		-1	-1
35	35	102	3.0	0	0	3/4	2	1	V		c	v		V	V							M	1	1	1, 5, 2		1	1
36	36	105	3.0	0	0	3/4	2	1	#viio2		c	v		#viio2	#vii	o	2					o7	1	1	-4, 5, 2, -1		5	-4
37	37	108	2.0	0	0	3/4	2	1	V}{		c	v		V	V						}{	M	1	1	1, 5, 2		1	1
37	37	110	1.0	1/2	1/2	3/4	2	1	V65		c	v		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
38	38	111	1.0	0	0	3/4	2	1	i		c	v		i	i							m	1	1	0, -3, 1		0	0
38	38	112	1.0	1/4	1/4	3/4	2	1	IV		c	v		IV	IV							M	1	1	-1, 3, 0		-1	-1
38	38	113	0.5	1/2	1/2	3/4	2	1	V7(4)		c	v		V7(4)	V		7	4				Mm7	1	1	1, 0, 2, -1		1	1
38	38	227/2	0.5	5/8	5/8	3/4	2	1	V7		c	v		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
39	39	114	1.0	0	0	3/4	2	1	iv6|DC		c	v		iv6	iv		6			DC		m	1	1	-4, 0, -1		-1	-4
39	39	115	1.0	1/4	1/4	3/4	2	1	iv		c	v		iv	iv							m	1	1	-1, -4, 0		-1	-1
39	39	116	1.0	1/2	1/2	3/4	2	1	V65		c	v		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
40	40	117	1.0	0	0	3/4	2	1	i		c	v		i	i							m	1	1	0, -3, 1		0	0
40	40	118	1.0	1/4	1/4	3/4	2	1	IV		c	v		IV	IV							M	1	1	-1, 3, 0		-1	-1
40	40	119	0.5	1/2	1/2	3/4	2	1	V7(4)		c	v		V7(4)	V		7	4				Mm7	1	1	1, 0, 2, -1		1	1
40	40	239/2	0.5	5/8	5/8	3/4	2	1	V7		c	v		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
41	41	120	1.0	0	0	3/4	2	1	iv6|DC		c	v		iv6	iv		6			DC		m	1	1	-4, 0, -1		-1	-4
41	41	121	1.0	1/4	1/4	3/4	2	1	iv		c	v		iv	iv							m	1	1	-1, -4, 0		-1	-1
41	41	122	1.0	1/2	1/2	3/4	2	1	V65		c	v		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5
42	42	123	1.0	0	0	3/4	2	1	i		c	v		i	i							m	1	1	0, -3, 1		0	0
42	42	124	1.0	1/4	1/4	3/4	2	1	iio6		c	v		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
42	42	125	0.5	1/2	1/2	3/4	2	1	V(64)		c	v		V(64)	V			64				M	1	1	1, 0, -3		1	1
42	42	251/2	0.5	5/8	5/8	3/4	2	1	V		c	v		V	V							M	1	1	1, 5, 2		1	1
43	43	126	3.0	0	0	3/4	2	1	i|PAC}		c	v		i	i					PAC	}	m	1	1	0, -3, 1		0	0
44	44	129	3.0	0	0	3/4	2	1	i.V{		c	i		V	V						{	M	1	1	1, 5, 2		1	1
45	45	132	1.0	0	0	3/4	2	1	V7		c	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
45	45	133	0.5	1/4	1/4	3/4	2	1	V		c	i		V	V							M	1	1	1, 5, 2		1	1
45	45	267/2	0.5	3/8	3/8	3/4	2	1	V(^4)		c	i		V(^4)	V			^4				M	1	1	1, 5, 0		1	1
45	45	134	1.0	1/2	1/2	3/4	2	1	V(9^4)		c	i		V(9^4)	V			9^4				M	1	1	1, 5, 0	-4	1	1
46	46	135	3.0	0	0	3/4	2	1	V		c	i		V	V							M	1	1	1, 5, 2		1	1
