mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	3/8	2	1		A.I{		A	I		I	I						{	M	0	0	0, 4, 1		0	0
2	2	0	0	3/8	2	1		V		A	I		V	V							M	0	0	1, 5, 2		1	1
3	3	0	0	3/8	2	1		I		A	I		I	I							M	0	0	0, 4, 1		0	0
4	4	0	0	3/8	2	1		V		A	I		V	V							M	0	0	1, 5, 2		1	1
5	5	0	0	3/8	2	1		I		A	I		I	I							M	0	0	0, 4, 1		0	0
9	9	0	0	3/8	2	1		}		A	I									}		0	0				
10	10	0	0	3/8	2	1		i.#viio7{		A	i		#viio7	#vii	o	7				{	o7	0	1	5, 2, -1, -4		5	5
11	11	0	0	3/8	2	1		i		A	i		i	i							m	0	1	0, -3, 1		0	0
12	12	0	0	3/8	2	1		#viio7		A	i		#viio7	#vii	o	7					o7	0	1	5, 2, -1, -4		5	5
13	13	0	0	3/8	2	1		i		A	i		i	i							m	0	1	0, -3, 1		0	0
14	14	0	0	3/8	2	1		viio7/V		A	i		viio7/V	vii	o	7		V			o7	0	1	6, 3, 0, -3		6	6
15	15	0	0	3/8	2	1		V(6)		A	i		V(6)	V			6				M	0	1	1, 5, -3		1	1
15	15	1/8	1/8	3/8	2	1		V		A	i		V	V							M	0	1	1, 5, 2		1	1
16	16	0	0	3/8	2	1		viio7/V		A	i		viio7/V	vii	o	7		V			o7	0	1	6, 3, 0, -3		6	6
17	17	0	0	3/8	2	1		V(6)		A	i		V(6)	V			6				M	0	1	1, 5, -3		1	1
17	17	1/8	1/8	3/8	2	1		V		A	i		V	V							M	0	1	1, 5, 2		1	1
18	18	0	0	3/8	2	1		#viio7/iv{		A	i		#viio7/iv	#vii	o	7		iv		{	o7	0	1	4, 1, -2, -5		4	4
19	19	0	0	3/8	2	1		iv(b64)		A	i		iv(b64)	iv			b64				m	0	1	-1, -2, -5		-1	-1
