mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	2/4	2	1	E.I6{		E	I		I6	I		6				{	M	0	0	4, 1, 0		0	4
1	1	1/4	1/4	2/4	2	1	viio6		E	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
2	2	0	0	2/4	2	1	I		E	I		I	I							M	0	0	0, 4, 1		0	0
3	3	0	0	2/4	2	1	I64		E	I		I64	I		64					M	0	0	1, 0, 4		0	1
3	3	1/4	1/4	2/4	2	1	viio64		E	I		viio64	vii	o	64					o	0	0	-1, 5, 2		5	-1
4	4	0	0	2/4	2	1	I		E	I		I	I							M	0	0	0, 4, 1		0	0
5	5	0	0	2/4	2	1	I6		E	I		I6	I		6					M	0	0	4, 1, 0		0	4
5	5	1/4	1/4	2/4	2	1	viio6		E	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2
6	6	0	0	2/4	2	1	I		E	I		I	I							M	0	0	0, 4, 1		0	0
7	7	0	0	2/4	2	1	I64		E	I		I64	I		64					M	0	0	1, 0, 4		0	1
7	7	1/4	1/4	2/4	2	1	viio64		E	I		viio64	vii	o	64					o	0	0	-1, 5, 2		5	-1
8	8	0	0	2/4	2	1	I}		E	I		I	I						}	M	0	0	0, 4, 1		0	0
9	9	0	0	2/4	2	1	{		E	I									{		0	0				
9	9	3/8	3/8	2/4	2	1	V7/IV		E	I		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
10	10	0	0	2/4	2	1	IV		E	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
11	11	0	0	2/4	2	1	I		E	I		I	I							M	0	0	0, 4, 1		0	0
11	11	3/8	3/8	2/4	2	1	V7/IV		E	I		V7/IV	V		7		IV			Mm7	0	0	0, 4, 1, -2		0	0
12	12	0	0	2/4	2	1	IV		E	I		IV	IV							M	0	0	-1, 3, 0		-1	-1
13	13	0	0	2/4	2	1	I		E	I		I	I							M	0	0	0, 4, 1		0	0
14	14	0	0	2/4	2	1	V7		E	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
15	15	0	0	2/4	2	1	I|IAC}		E	I		I	I					IAC	}	M	0	0	0, 4, 1		0	0
17	17	0	0	2/4	2	1	i/i{		E	I		i/i	i				i		{	m	0	0	0, -3, 1		0	0
18	18	0	0	2/4	2	1	iio6/i		E	I		iio6/i	ii	o	6		i			o	0	0	-1, -4, 2		2	-1
18	18	3/8	3/8	2/4	2	1	#viio64/i		E	I		#viio64/i	#vii	o	64		i			o	0	0	-1, 5, 2		5	-1
19	19	0	0	2/4	2	1	i/i		E	I		i/i	i				i			m	0	0	0, -3, 1		0	0
20	20	0	0	2/4	2	1	iio6/i		E	I		iio6/i	ii	o	6		i			o	0	0	-1, -4, 2		2	-1
20	20	3/8	3/8	2/4	2	1	#viio64/i		E	I		#viio64/i	#vii	o	64		i			o	0	0	-1, 5, 2		5	-1
21	21	0	0	2/4	2	1	i/i		E	I		i/i	i				i			m	0	0	0, -3, 1		0	0
22	22	0	0	2/4	2	1	iio6/i		E	I		iio6/i	ii	o	6		i			o	0	0	-1, -4, 2		2	-1
23	23	0	0	2/4	2	1	V(64)/i		E	I		V(64)/i	V			64	i			M	0	0	1, 0, -3		1	1
23	23	1/4	1/4	2/4	2	1	V(4)/i		E	I		V(4)/i	V			4	i			M	0	0	1, 0, 2		1	1
24	24	0	0	2/4	2	1	}		E	I									}		0	0				
24	24	1/8	1/8	2/4	2	1	V/i|HC		E	I		V/i	V				i	HC		M	0	0	1, 5, 2		1	1
25	25	0	0	2/4	2	1	i/v{		E	I		i/v	i				v		{	m	0	0	1, -2, 2		1	1
26	26	0	0	2/4	2	1	V(4)/v		E	I		V(4)/v	V			4	v			M	0	0	2, 1, 3		2	2
26	26	1/8	1/8	2/4	2	1	V7(9)/v		E	I		V7(9)/v	V		7	9	v			Mm7	0	0	2, 6, 3, 0	-3	2	2
26	26	1/4	1/4	2/4	2	1	V(64)/v		E	I		V(64)/v	V			64	v			M	0	0	2, 1, -2		2	2
26	26	3/8	3/8	2/4	2	1	V7/v		E	I		V7/v	V		7		v			Mm7	0	0	2, 6, 3, 0		2	2
27	27	0	0	2/4	2	1	i/v		E	I		i/v	i				v			m	0	0	1, -2, 2		1	1
28	28	0	0	2/4	2	1	V(4)/v		E	I		V(4)/v	V			4	v			M	0	0	2, 1, 3		2	2
28	28	1/8	1/8	2/4	2	1	V7(9)/v		E	I		V7(9)/v	V		7	9	v			Mm7	0	0	2, 6, 3, 0	-3	2	2
28	28	1/4	1/4	2/4	2	1	V(64)/v		E	I		V(64)/v	V			64	v			M	0	0	2, 1, -2		2	2
28	28	3/8	3/8	2/4	2	1	V7/v		E	I		V7/v	V		7		v			Mm7	0	0	2, 6, 3, 0		2	2
29	29	0	0	2/4	2	1	iio/iv		E	I		iio/iv	ii	o			iv			o	0	0	1, -2, -5		1	1
29	29	1/4	1/4	2/4	2	1	i/iv		E	I		i/iv	i				iv			m	0	0	-1, -4, 0		-1	-1
30	30	0	0	2/4	2	1	V(4)/iv		E	I		V(4)/iv	V			4	iv			M	0	0	0, -1, 1		0	0
30	30	1/8	1/8	2/4	2	1	V7(9)/iv		E	I		V7(9)/iv	V		7	9	iv			Mm7	0	0	0, 4, 1, -2	-5	0	0
30	30	1/4	1/4	2/4	2	1	V(64)/iv		E	I		V(64)/iv	V			64	iv			M	0	0	0, -1, -4		0	0
30	30	3/8	3/8	2/4	2	1	V7/iv		E	I		V7/iv	V		7		iv			Mm7	0	0	0, 4, 1, -2		0	0
31	31	0	0	2/4	2	1	i/iv		E	I		i/iv	i				iv			m	0	0	-1, -4, 0		-1	-1
32	32	0	0	2/4	2	1	V(4)/iv		E	I		V(4)/iv	V			4	iv			M	0	0	0, -1, 1		0	0
32	32	1/8	1/8	2/4	2	1	V7(9)/iv		E	I		V7(9)/iv	V		7	9	iv			Mm7	0	0	0, 4, 1, -2	-5	0	0
32	32	1/4	1/4	2/4	2	1	V(64)/iv		E	I		V(64)/iv	V			64	iv			M	0	0	0, -1, -4		0	0
32	32	3/8	3/8	2/4	2	1	V7/iv		E	I		V7/iv	V		7		iv			Mm7	0	0	0, 4, 1, -2		0	0
33	33	0	0	2/4	2	1	i/iv		E	I		i/iv	i				iv			m	0	0	-1, -4, 0		-1	-1
34	34	0	0	2/4	2	1	V7(4)/iv		E	I		V7(4)/iv	V		7	4	iv			Mm7	0	0	0, -1, 1, -2		0	0
34	34	1/8	1/8	2/4	2	1	V7(9)/iv		E	I		V7(9)/iv	V		7	9	iv			Mm7	0	0	0, 4, 1, -2	-5	0	0
34	34	1/4	1/4	2/4	2	1	V(64)/iv		E	I		V(64)/iv	V			64	iv			M	0	0	0, -1, -4		0	0
34	34	3/8	3/8	2/4	2	1	V7/iv		E	I		V7/iv	V		7		iv			Mm7	0	0	0, 4, 1, -2		0	0
35	35	0	0	2/4	2	1	iv		E	I		iv	iv							m	0	0	-1, -4, 0		-1	-1
36	36	1/4	1/4	2/4	2	1	iio6		E	I		iio6	ii	o	6					o	0	0	-1, -4, 2		2	-1
37	37	0	0	2/4	2	1	V}{		E	I		V	V						}{	M	0	0	1, 5, 2		1	1
38	38	0	0	2/4	2	1	V7(9)		E	I		V7(9)	V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1
39	39	0	0	2/4	2	1	V(64)		E	I		V(64)	V			64				M	0	0	1, 0, 4		1	1
40	40	0	0	2/4	2	1	V7		E	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1
41	41	0	0	2/4	2	1	I7|IAC}{		E	I		I7	I		7			IAC	}{	Mm7	0	0	0, 4, 1, -2		0	0
43	43	1/4	1/4	2/4	2	1	ii		E	I		ii	ii							m	0	0	2, -1, 3		2	2
44	44	0	0	2/4	2	1	V		E	I		V	V							M	0	0	1, 5, 2		1	1
44	44	1/4	1/4	2/4	2	1	V7/V		E	I		V7/V	V		7		V			Mm7	0	0	2, 6, 3, 0		2	2
45	45	0	0	2/4	2	1	V		E	I		V	V							M	0	0	1, 5, 2		1	1
