mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
20	20	114	114	1.0	0	0	12/8	2	1		V		a	v		V	V							M	1	1	1, 5, 2		1	1
20	20	115	115	0.5	1/4	1/4	12/8	2	1		V7		a	v		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
20	20	231/2	231/2	1.5	3/8	3/8	12/8	2	1		i		a	v		i	i							m	1	1	0, -3, 1		0	0
20	20	117	117	1.0	3/4	3/4	12/8	2	1		iv		a	v		iv	iv							m	1	1	-1, -4, 0		-1	-1
20	20	118	118	0.5	1	1	12/8	2	1		iio6		a	v		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
20	20	237/2	237/2	1.0	9/8	9/8	12/8	2	1		V(4)		a	v		V(4)	V			4				M	1	1	1, 0, 2		1	1
20	20	239/2	239/2	0.5	11/8	11/8	12/8	2	1		V7		a	v		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
21	21	120	120	2.5	0	0	12/8	2	1		i|PAC}{		a	v		i	i					PAC	}{	m	1	1	0, -3, 1		0	0
21	21	245/2	245/2	0.5	5/8	5/8	12/8	2	1		viio/VII		a	v		viio/VII	vii	o			VII			o	1	1	3, 0, -3		3	3
21	21	123	123	1.0	3/4	3/4	12/8	2	1		VII		a	v		VII	VII							M	1	1	-2, 2, -1		-2	-2
21	21	124	124	0.5	1	1	12/8	2	1		viio64/IV		a	v		viio64/IV	vii	o	64		IV			o	1	1	-2, 4, 1		4	-2
21	21	249/2	249/2	1.0	9/8	9/8	12/8	2	1		IV6		a	v		IV6	IV		6					M	1	1	3, 0, -1		-1	3
21	21	251/2	251/2	0.5	11/8	11/8	12/8	2	1		#viio		a	v		#viio	#vii	o						o	1	1	5, 2, -1		5	5
22	22	126	126	1.5	0	0	12/8	2	1		i		a	v		i	i							m	1	1	0, -3, 1		0	0
22	22	255/2	255/2	1.5	3/8	3/8	12/8	2	1		i6		a	v		i6	i		6					m	1	1	-3, 1, 0		0	-3
22	22	129	129	1.5	3/4	3/4	12/8	2	1		iv		a	v		iv	iv							m	1	1	-1, -4, 0		-1	-1
22	22	261/2	261/2	1.5	9/8	9/8	12/8	2	1		VI		a	v		VI	VI							M	1	1	-4, 0, -3		-4	-4
23	23	132	132	2.5	0	0	12/8	2	1		V		a	v		V	V							M	1	1	1, 5, 2		1	1
23	23	269/2	269/2	0.5	5/8	5/8	12/8	2	1		viio/VII		a	v		viio/VII	vii	o			VII			o	1	1	3, 0, -3		3	3
23	23	135	135	1.0	3/4	3/4	12/8	2	1		VII		a	v		VII	VII							M	1	1	-2, 2, -1		-2	-2
23	23	136	136	0.5	1	1	12/8	2	1		viio/IV		a	v		viio/IV	vii	o			IV			o	1	1	4, 1, -2		4	4
23	23	273/2	273/2	1.0	9/8	9/8	12/8	2	1		IV6		a	v		IV6	IV		6					M	1	1	3, 0, -1		-1	3
23	23	275/2	275/2	0.5	11/8	11/8	12/8	2	1		#viio		a	v		#viio	#vii	o						o	1	1	5, 2, -1		5	5
24	24	138	138	1.5	0	0	12/8	2	1		i		a	v		i	i							m	1	1	0, -3, 1		0	0
24	24	279/2	279/2	1.5	3/8	3/8	12/8	2	1		i6		a	v		i6	i		6					m	1	1	-3, 1, 0		0	-3
24	24	141	141	1.5	3/4	3/4	12/8	2	1		iv		a	v		iv	iv							m	1	1	-1, -4, 0		-1	-1
24	24	285/2	285/2	1.0	9/8	9/8	12/8	2	1		V(64)		a	v		V(64)	V			64				M	1	1	1, 0, -3		1	1
24	24	287/2	287/2	0.5	11/8	11/8	12/8	2	1		V		a	v		V	V							M	1	1	1, 5, 2		1	1
25	25	144	144	1.5	0	0	12/8	2	1		i|PAC}{		a	v		i	i					PAC	}{	m	1	1	0, -3, 1		0	0
25	25	291/2	291/2	1.5	3/8	3/8	12/8	2	1		VI		a	v		VI	VI							M	1	1	-4, 0, -3		-4	-4
25	25	147	147	1.5	3/4	3/4	12/8	2	1		iv		a	v		iv	iv							m	1	1	-1, -4, 0		-1	-1
25	25	297/2	297/2	1.0	9/8	9/8	12/8	2	1		V(4)		a	v		V(4)	V			4				M	1	1	1, 0, 2		1	1
25	25	299/2	299/2	0.5	11/8	11/8	12/8	2	1		V7		a	v		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
26	26	150	150	1.0	0	0	12/8	2	1		i(#74)		a	v		i(#74)	i			#74				m	1	1	0, -1, 1	5	0	0
26	26	151	151	0.5	1/4	1/4	12/8	2	1		i(4)		a	v		i(4)	i			4				m	1	1	0, -1, 1		0	0
26	26	303/2	303/2	1.5	3/8	3/8	12/8	2	1		VI		a	v		VI	VI							M	1	1	-4, 0, -3		-4	-4
26	26	153	153	1.5	3/4	3/4	12/8	2	1		iv		a	v		iv	iv							m	1	1	-1, -4, 0		-1	-1
26	26	309/2	309/2	1.0	9/8	9/8	12/8	2	1		V(4)		a	v		V(4)	V			4				M	1	1	1, 0, 2		1	1
26	26	311/2	311/2	0.5	11/8	11/8	12/8	2	1		V7		a	v		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
27	27		156		0	0	12/8	2	1	1	i.V7}{		a	i		V7	V		7				}{	Mm7	1	1	1, 5, 2, -1		1	1
28	27	156	162	4.5	0	0	12/8	2	1	2	i.V7		a	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
28	27	321/2	333/2	1.5	9/8	9/8	12/8	2	1	2	i		a	i		i	i							m	1	1	0, -3, 1		0	0
29	28	162	168	4.5	0	0	12/8	2	1		V7}{		a	i		V7	V		7				}{	Mm7	1	1	1, 5, 2, -1		1	1
29	28	333/2	345/2	1.5	9/8	9/8	12/8	2	1		i		a	i		i	i							m	1	1	0, -3, 1		0	0
30	29	168	174	3.0	0	0	12/8	2	1		V		a	i		V	V							M	1	1	1, 5, 2		1	1
30	29	171	177	3.0	3/4	3/4	12/8	2	1		i		a	i		i	i							m	1	1	0, -3, 1		0	0
31	30	174	180	3.0	0	0	12/8	2	1		iv7		a	i		iv7	iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
31	30	177	183	3.0	3/4	3/4	12/8	2	1		V7/III		a	i		V7/III	V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2
32	31	180	186	3.0	0	0	12/8	2	1		IM7/III		a	i		IM7/III	I	M	7		III			MM7	1	1	-3, 1, -2, 2		-3	-3
32	31	183	189	3.0	3/4	3/4	12/8	2	1		IV/III	ii6/III	a	i		IV/III	IV				III			M	1	1	-4, 0, -3		-4	-4
33	32	186	192	3.0	0	0	12/8	2	1		V/III|HC}{		a	i		V/III	V				III	HC	}{	M	1	1	-2, 2, -1		-2	-2
33	32	189	195	2.5	3/4	3/4	12/8	2	1		vi6/III		a	i		vi6/III	vi		6		III			m	1	1	-3, 1, 0		0	-3
33	32	383/2	395/2	0.5	11/8	11/8	12/8	2	1		viio/V/III		a	i		viio/V/III	vii	o			V/III			o	1	1	3, 0, -3		3	3
34	33	192	198	3.0	0	0	12/8	2	1		V/III		a	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
34	33	195	201	2.5	3/4	3/4	12/8	2	1		vi6/III		a	i		vi6/III	vi		6		III			m	1	1	-3, 1, 0		0	-3
34	33	395/2	407/2	0.5	11/8	11/8	12/8	2	1		viio/V/III		a	i		viio/V/III	vii	o			V/III			o	1	1	3, 0, -3		3	3
35	34	198	204	2.5	0	0	12/8	2	1		V/III		a	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2
35	34	401/2	413/2	0.5	5/8	5/8	12/8	2	1		V6/iv		a	i		V6/iv	V		6		iv			M	1	1	4, 1, 0		0	4
35	34	201	207	3.0	3/4	3/4	12/8	2	1		VI6/iv		a	i		VI6/iv	VI		6		iv			M	1	1	-1, -4, -5		-5	-1
36	35	204	210	3.0	0	0	12/8	2	1		V/iv		a	i		V/iv	V				iv			M	1	1	0, 4, 1		0	0
36	35	207	213	3.0	3/4	3/4	12/8	2	1		VI6/iv		a	i		VI6/iv	VI		6		iv			M	1	1	-1, -4, -5		-5	-1
37	36	210	216	3.0	0	0	12/8	2	1		V/iv|HC}		a	i		V/iv	V				iv	HC	}	M	1	1	0, 4, 1		0	0
37	36	213	219	1.5	3/4	3/4	12/8	2	1		iv{		a	i		iv	iv						{	m	1	1	-1, -4, 0		-1	-1
37	36	429/2	441/2	1.5	9/8	9/8	12/8	2	1		bII6		a	i		bII6	bII		6					M	1	1	-1, -4, -5		-5	-1
38	37	216	222	1.5	0	0	12/8	2	1		i6(2)		a	i		i6(2)	i		6	2				m	1	1	-3, 1, 2		0	-3
38	37	435/2	447/2	1.5	3/8	3/8	12/8	2	1		i6		a	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
38	37	219	225	1.5	3/4	3/4	12/8	2	1		iv		a	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
38	37	441/2	453/2	1.5	9/8	9/8	12/8	2	1		bII6		a	i		bII6	bII		6					M	1	1	-1, -4, -5		-5	-1
39	38	222	228	1.5	0	0	12/8	2	1		i6(2)		a	i		i6(2)	i		6	2				m	1	1	-3, 1, 2		0	-3
39	38	447/2	459/2	1.5	3/8	3/8	12/8	2	1		i6		a	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
39	38	225	231	3.0	3/4	3/4	12/8	2	1		V43		a	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
40	39	228	234	3.0	0	0	12/8	2	1		i		a	i		i	i							m	1	1	0, -3, 1		0	0
40	39	231	237	3.0	3/4	3/4	12/8	2	1		V43		a	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
41	40	234	240	3.0	0	0	12/8	2	1		i		a	i		i	i							m	1	1	0, -3, 1		0	0
41	40	237	243	3.0	3/4	3/4	12/8	2	1		iv		a	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
42	41	240	246	1.0	0	0	12/8	2	1		V(4)}		a	i		V(4)	V			4			}	M	1	1	1, 0, 2		1	1
42	41	241	247	2.0	1/4	1/4	12/8	2	1		V|HC		a	i		V	V					HC		M	1	1	1, 5, 2		1	1
42	41	243	249	3.0	3/4	3/4	12/8	2	1		VI6{		a	i		VI6	VI		6				{	M	1	1	0, -3, -4		-4	0
43	42	246	252	3.0	0	0	12/8	2	1		V		a	i		V	V							M	1	1	1, 5, 2		1	1
43	42	249	255	3.0	3/4	3/4	12/8	2	1		VI6		a	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
44	43	252	258	3.0	0	0	12/8	2	1		V		a	i		V	V							M	1	1	1, 5, 2		1	1
44	43	255	261	3.0	3/4	3/4	12/8	2	1		VI6		a	i		VI6	VI		6					M	1	1	0, -3, -4		-4	0
45	44	258	264	1.5	0	0	12/8	2	1		V|HC}{		a	i		V	V					HC	}{	M	1	1	1, 5, 2		1	1
45	44	519/2	531/2	1.5	3/8	3/8	12/8	2	1		i64		a	i		i64	i		64					m	1	1	1, 0, -3		0	1
45	44	261	267	1.5	3/4	3/4	12/8	2	1		iv7		a	i		iv7	iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
45	44	525/2	537/2	1.5	9/8	9/8	12/8	2	1		V43/III		a	i		V43/III	V		43		III			Mm7	1	1	-1, -4, -2, 2		-2	-1
46	45	264	270	1.5	0	0	12/8	2	1		IIIM7		a	i		IIIM7	III	M	7					MM7	1	1	-3, 1, -2, 2		-3	-3
46	45	531/2	543/2	1.5	3/8	3/8	12/8	2	1		VIM43		a	i		VIM43	VI	M	43					MM7	1	1	-3, 1, -4, 0		-4	-3
46	45	267	273	1.5	3/4	3/4	12/8	2	1		ii%7		a	i		ii%7	ii	%	7					%7	1	1	2, -1, -4, 0		2	2
46	45	537/2	549/2	1.5	9/8	9/8	12/8	2	1		V64		a	i		V64	V		64					M	1	1	2, 1, 5		1	2
47	46	270	276	1.5	0	0	12/8	2	1		i		a	i		i	i							m	1	1	0, -3, 1		0	0
47	46	543/2	555/2	1.5	3/8	3/8	12/8	2	1		i6		a	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
47	46	273	279	1.0	3/4	3/4	12/8	2	1		iv		a	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
47	46	274	280	0.5	1	1	12/8	2	1		iio6		a	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
47	46	549/2	561/2	1.0	9/8	9/8	12/8	2	1		V(4)		a	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
47	46	551/2	563/2	0.5	11/8	11/8	12/8	2	1		V7		a	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
48	47	276	282	1.5	0	0	12/8	2	1		i|PAC}{		a	i		i	i					PAC	}{	m	1	1	0, -3, 1		0	0
48	47	555/2	567/2	1.5	3/8	3/8	12/8	2	1		i64		a	i		i64	i		64					m	1	1	1, 0, -3		0	1
48	47	279	285	1.5	3/4	3/4	12/8	2	1		iv7		a	i		iv7	iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
48	47	561/2	573/2	1.5	9/8	9/8	12/8	2	1		V43/III		a	i		V43/III	V		43		III			Mm7	1	1	-1, -4, -2, 2		-2	-1
49	48	282	288	1.5	0	0	12/8	2	1		IIIM7		a	i		IIIM7	III	M	7					MM7	1	1	-3, 1, -2, 2		-3	-3
49	48	567/2	579/2	1.5	3/8	3/8	12/8	2	1		VIM43		a	i		VIM43	VI	M	43					MM7	1	1	-3, 1, -4, 0		-4	-3
49	48	285	291	1.5	3/4	3/4	12/8	2	1		ii%7		a	i		ii%7	ii	%	7					%7	1	1	2, -1, -4, 0		2	2
49	48	573/2	585/2	1.5	9/8	9/8	12/8	2	1		V64		a	i		V64	V		64					M	1	1	2, 1, 5		1	2
50	49	288	294	1.5	0	0	12/8	2	1		i		a	i		i	i							m	1	1	0, -3, 1		0	0
50	49	579/2	591/2	1.5	3/8	3/8	12/8	2	1		i6		a	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
50	49	291	297	1.0	3/4	3/4	12/8	2	1		iv		a	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
50	49	292	298	0.5	1	1	12/8	2	1		iio6		a	i		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1
50	49	585/2	597/2	1.0	9/8	9/8	12/8	2	1		V(4)		a	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
50	49	587/2	599/2	0.5	11/8	11/8	12/8	2	1		V7		a	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
51	50	294	300	2.5	0	0	12/8	2	1		i|PAC}{		a	i		i	i					PAC	}{	m	1	1	0, -3, 1		0	0
51	50	593/2	605/2	0.5	5/8	5/8	12/8	2	1		viio/VII		a	i		viio/VII	vii	o			VII			o	1	1	3, 0, -3		3	3
51	50	297	303	2.5	3/4	3/4	12/8	2	1		VII		a	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
51	50	599/2	611/2	0.5	11/8	11/8	12/8	2	1		#viio/iv		a	i		#viio/iv	#vii	o			iv			o	1	1	4, 1, -2		4	4
52	51	300	306	2.5	0	0	12/8	2	1		iv		a	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
52	51	605/2	617/2	0.5	5/8	5/8	12/8	2	1		#viio		a	i		#viio	#vii	o						o	1	1	5, 2, -1		5	5
52	51	303	309	1.5	3/4	3/4	12/8	2	1		i		a	i		i	i							m	1	1	0, -3, 1		0	0
52	51	609/2	621/2	1.5	9/8	9/8	12/8	2	1		i6		a	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
53	52	306	312	1.5	0	0	12/8	2	1		iv		a	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
53	52	615/2	627/2	1.5	3/8	3/8	12/8	2	1		VI		a	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
53	52	309	315	1.5	3/4	3/4	12/8	2	1		V|HC}{		a	i		V	V					HC	}{	M	1	1	1, 5, 2		1	1
53	52	621/2	633/2	1.0	9/8	9/8	12/8	2	1		III6		a	i		III6	III		6					M	1	1	1, -2, -3		-3	1
53	52	623/2	635/2	0.5	11/8	11/8	12/8	2	1		viio/VII		a	i		viio/VII	vii	o			VII			o	1	1	3, 0, -3		3	3
54	53	312	318	2.5	0	0	12/8	2	1		VII		a	i		VII	VII							M	1	1	-2, 2, -1		-2	-2
54	53	629/2	641/2	0.5	5/8	5/8	12/8	2	1		#viio/iv		a	i		#viio/iv	#vii	o			iv			o	1	1	4, 1, -2		4	4
54	53	315	321	2.5	3/4	3/4	12/8	2	1		iv		a	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
54	53	635/2	647/2	0.5	11/8	11/8	12/8	2	1		#viio		a	i		#viio	#vii	o						o	1	1	5, 2, -1		5	5
55	54	318	324	1.5	0	0	12/8	2	1		i		a	i		i	i							m	1	1	0, -3, 1		0	0
55	54	639/2	651/2	1.5	3/8	3/8	12/8	2	1		i6		a	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
55	54	321	327	1.5	3/4	3/4	12/8	2	1		iv		a	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
55	54	645/2	657/2	1.0	9/8	9/8	12/8	2	1		V(64)		a	i		V(64)	V			64				M	1	1	1, 0, -3		1	1
55	54	647/2	659/2	0.5	11/8	11/8	12/8	2	1		V		a	i		V	V							M	1	1	1, 5, 2		1	1
56	55	324	330	1.5	0	0	12/8	2	1		i|PAC}{		a	i		i	i					PAC	}{	m	1	1	0, -3, 1		0	0
56	55	651/2	663/2	1.5	3/8	3/8	12/8	2	1		VI		a	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
56	55	327	333	1.5	3/4	3/4	12/8	2	1		iv		a	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
56	55	657/2	669/2	1.0	9/8	9/8	12/8	2	1		V(4)		a	i		V(4)	V			4				M	1	1	1, 0, 2		1	1
56	55	659/2	671/2	0.5	11/8	11/8	12/8	2	1		V		a	i		V	V							M	1	1	1, 5, 2		1	1
57	56	330	336	1.5	0	0	12/8	2	1		i		a	i		i	i							m	1	1	0, -3, 1		0	0
57	56	663/2	675/2	1.5	3/8	3/8	12/8	2	1		VI		a	i		VI	VI							M	1	1	-4, 0, -3		-4	-4
57	56	333	339	1.5	3/4	3/4	12/8	2	1		iv		a	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
57	56	669/2	681/2	1.5	9/8	9/8	12/8	2	1		V		a	i		V	V							M	1	1	1, 5, 2		1	1
58	57	336	342	6.0	0	0	12/8	2	1		i|PAC}		a	i		i	i					PAC	}	m	1	1	0, -3, 1		0	0
