mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	pedalend	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
58	58	3/8	3/8	4/4	2	1		#viio/iv		Bb	I		#viio/iv	#vii	o			iv				o	0	0	4, 1, -2		4	4
58	58	1/2	1/2	4/4	2	1		iv6		Bb	I		iv6	iv		6						m	0	0	-4, 0, -1		-1	-4
58	58	7/8	7/8	4/4	2	1		#viio6/iv		Bb	I		#viio6/iv	#vii	o	6		iv				o	0	0	1, -2, 4		4	1
59	59	0	0	4/4	2	1		iv6		Bb	I		iv6	iv		6						m	0	0	-4, 0, -1		-1	-4
59	59	1/2	1/2	4/4	2	1		V7		Bb	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
59	59	5/8	5/8	4/4	2	1		V(64)/i		Bb	I		V(64)/i	V			64	i				M	0	0	1, 0, -3		1	1
59	59	3/4	3/4	4/4	2	1		V		Bb	I		V	V								M	0	0	1, 5, 2		1	1
59	59	7/8	7/8	4/4	2	1		V(64)/i		Bb	I		V(64)/i	V			64	i				M	0	0	1, 0, -3		1	1
60	60	0	0	4/4	2	1		V7		Bb	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
60	60	1/8	1/8	4/4	2	1		V(64)/i		Bb	I		V(64)/i	V			64	i				M	0	0	1, 0, -3		1	1
60	60	1/4	1/4	4/4	2	1		V		Bb	I		V	V								M	0	0	1, 5, 2		1	1
60	60	3/8	3/8	4/4	2	1		V(64)/i		Bb	I		V(64)/i	V			64	i				M	0	0	1, 0, -3		1	1
60	60	1/2	1/2	4/4	2	1		V7		Bb	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
60	60	5/8	5/8	4/4	2	1		V(64)/i		Bb	I		V(64)/i	V			64	i				M	0	0	1, 0, -3		1	1
60	60	3/4	3/4	4/4	2	1		V		Bb	I		V	V								M	0	0	1, 5, 2		1	1
60	60	7/8	7/8	4/4	2	1		V(64)/i		Bb	I		V(64)/i	V			64	i				M	0	0	1, 0, -3		1	1
61	61	0	0	4/4	2	1		V7}		Bb	I		V7	V		7					}	Mm7	0	0	1, 5, 2, -1		1	1
61	61	1/8	1/8	4/4	2	1		V(64)/i		Bb	I		V(64)/i	V			64	i				M	0	0	1, 0, -3		1	1
61	61	1/4	1/4	4/4	2	1		V|HC		Bb	I		V	V						HC		M	0	0	1, 5, 2		1	1
62	62	0	0	4/4	2	1		V7{		Bb	I		V7	V		7					{	Mm7	0	0	1, 5, 2, -1		1	1
62	62	1/4	1/4	4/4	2	1		V65	viio	Bb	I		V65	V		65						Mm7	0	0	5, 2, -1, 1		1	5
62	62	1/2	1/2	4/4	2	1		I		Bb	I		I	I								M	0	0	0, 4, 1		0	0
62	62	3/4	3/4	4/4	2	1		ii65		Bb	I		ii65	ii		65						mm7	0	0	-1, 3, 0, 2		2	-1
63	63	0	0	4/4	2	1		V(64)		Bb	I		V(64)	V			64					M	0	0	1, 0, 4		1	1
63	63	1/4	1/4	4/4	2	1		V7		Bb	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
63	63	1/2	1/2	4/4	2	1		I|PAC}{		Bb	I		I	I						PAC	}{	M	0	0	0, 4, 1		0	0
63	63	3/4	3/4	4/4	2	1		vi6		Bb	I		vi6	vi		6						m	0	0	0, 4, 3		3	0
64	64	0	0	4/4	2	1		V6		Bb	I		V6	V		6						M	0	0	5, 2, 1		1	5
64	64	1/4	1/4	4/4	2	1		V7		Bb	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
64	64	1/2	1/2	4/4	2	1		I		Bb	I		I	I								M	0	0	0, 4, 1		0	0
64	64	3/4	3/4	4/4	2	1		#viio6/ii		Bb	I		#viio6/ii	#vii	o	6		ii				o	0	0	4, 1, 7		7	4
65	65	0	0	4/4	2	1		IV		Bb	I		IV	IV								M	0	0	-1, 3, 0		-1	-1
65	65	1/4	1/4	4/4	2	1		V6/V		Bb	I		V6/V	V		6		V				M	0	0	6, 3, 2		2	6
65	65	1/2	1/2	4/4	2	1		V		Bb	I		V	V								M	0	0	1, 5, 2		1	1
65	65	3/4	3/4	4/4	2	1		I6		Bb	I		I6	I		6						M	0	0	4, 1, 0		0	4
66	66	0	0	4/4	2	1		V(64)		Bb	I		V(64)	V			64					M	0	0	1, 0, 4		1	1
66	66	1/8	1/8	4/4	2	1		V7		Bb	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
66	66	1/4	1/4	4/4	2	1		V(64)		Bb	I		V(64)	V			64					M	0	0	1, 0, 4		1	1
66	66	3/8	3/8	4/4	2	1		V		Bb	I		V	V								M	0	0	1, 5, 2		1	1
66	66	1/2	1/2	4/4	2	1		I|PAC}{		Bb	I		I	I						PAC	}{	M	0	0	0, 4, 1		0	0
66	66	3/4	3/4	4/4	2	1		vi6		Bb	I		vi6	vi		6						m	0	0	0, 4, 3		3	0
67	67	0	0	4/4	2	1		V6		Bb	I		V6	V		6						M	0	0	5, 2, 1		1	5
67	67	1/4	1/4	4/4	2	1		V7		Bb	I		V7	V		7						Mm7	0	0	1, 5, 2, -1		1	1
67	67	1/2	1/2	4/4	2	1		I		Bb	I		I	I								M	0	0	0, 4, 1		0	0
67	67	3/4	3/4	4/4	2	1		#viio6/ii		Bb	I		#viio6/ii	#vii	o	6		ii				o	0	0	4, 1, 7		7	4
68	68	0	0	4/4	2	1		IV		Bb	I		IV	IV								M	0	0	-1, 3, 0		-1	-1
68	68	1/4	1/4	4/4	2	1		V6/V		Bb	I		V6/V	V		6		V				M	0	0	6, 3, 2		2	6
68	68	1/2	1/2	4/4	2	1		V		Bb	I		V	V								M	0	0	1, 5, 2		1	1
68	68	3/4	3/4	4/4	2	1		I6		Bb	I		I6	I		6						M	0	0	4, 1, 0		0	4
68	68	7/8	7/8	4/4	2	1		IV		Bb	I		IV	IV								M	0	0	-1, 3, 0		-1	-1
69	69	0	0	4/4	2	1		V(64)		Bb	I		V(64)	V			64					M	0	0	1, 0, 4		1	1
69	69	1/4	1/4	4/4	2	1		V		Bb	I		V	V								M	0	0	1, 5, 2		1	1
69	69	1/2	1/2	4/4	2	1		I|PAC}{		Bb	I		I	I						PAC	}{	M	0	0	0, 4, 1		0	0
70	70	0	0	4/4	2	1		V		Bb	I		V	V								M	0	0	1, 5, 2		1	1
70	70	1/2	1/2	4/4	2	1		I		Bb	I		I	I								M	0	0	0, 4, 1		0	0
71	71	0	0	4/4	2	1		V		Bb	I		V	V								M	0	0	1, 5, 2		1	1
71	71	1/2	1/2	4/4	2	1		I		Bb	I		I	I								M	0	0	0, 4, 1		0	0
72	72	0	0	4/4	2	1		V		Bb	I		V	V								M	0	0	1, 5, 2		1	1
72	72	1/2	1/2	4/4	2	1		I		Bb	I		I	I								M	0	0	0, 4, 1		0	0
73	73	0	0	4/4	2	1		V		Bb	I		V	V								M	0	0	1, 5, 2		1	1
73	73	1/2	1/2	4/4	2	1		I|PAC}{		Bb	I		I	I						PAC	}{	M	0	0	0, 4, 1		0	0
73	73	3/4	3/4	4/4	2	1		IV		Bb	I		IV	IV								M	0	0	-1, 3, 0		-1	-1
74	74	0	0	4/4	2	1		V(4)		Bb	I		V(4)	V			4					M	0	0	1, 0, 2		1	1
74	74	3/8	3/8	4/4	2	1		V		Bb	I		V	V								M	0	0	1, 5, 2		1	1
74	74	1/2	1/2	4/4	2	1		I		Bb	I		I	I								M	0	0	0, 4, 1		0	0
74	74	3/4	3/4	4/4	2	1		IV		Bb	I		IV	IV								M	0	0	-1, 3, 0		-1	-1
75	75	0	0	4/4	2	1		V(4)		Bb	I		V(4)	V			4					M	0	0	1, 0, 2		1	1
75	75	3/8	3/8	4/4	2	1		V		Bb	I		V	V								M	0	0	1, 5, 2		1	1
75	75	1/2	1/2	4/4	2	1		I|PAC}		Bb	I		I	I						PAC	}	M	0	0	0, 4, 1		0	0
