mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	0	0	2/4	2	1		a.i{		a	i		i	i						{	m	1	1	0, -3, 1		0	0
2	2	0	0	2/4	2	1		V		a	i		V	V							M	1	1	1, 5, 2		1	1
3	3	0	0	2/4	2	1		i		a	i		i	i							m	1	1	0, -3, 1		0	0
3	3	1/4	1/4	2/4	2	1		#viio6		a	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
4	4	0	0	2/4	2	1		i6		a	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
4	4	1/4	1/4	2/4	2	1		#viio6		a	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
5	5	0	0	2/4	2	1		i		a	i		i	i							m	1	1	0, -3, 1		0	0
5	5	1/4	1/4	2/4	2	1		iv		a	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
6	6	0	0	2/4	2	1		V|HC}		a	i		V	V					HC	}	M	1	1	1, 5, 2		1	1
7	7	0	0	2/4	2	1		i{		a	i		i	i						{	m	1	1	0, -3, 1		0	0
8	8	0	0	2/4	2	1		V		a	i		V	V							M	1	1	1, 5, 2		1	1
9	9	0	0	2/4	2	1		i		a	i		i	i							m	1	1	0, -3, 1		0	0
9	9	1/4	1/4	2/4	2	1		#viio6		a	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
10	10	0	0	2/4	2	1		i6		a	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
10	10	1/4	1/4	2/4	2	1		#viio6		a	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2
11	11	0	0	2/4	2	1		i		a	i		i	i							m	1	1	0, -3, 1		0	0
11	11	1/4	1/4	2/4	2	1		V		a	i		V	V							M	1	1	1, 5, 2		1	1
12	12	0	0	2/4	2	1		i|PAC}		a	i		i	i					PAC	}	m	1	1	0, -3, 1		0	0
13	13	0	0	2/4	2	1		{		a	i									{		1	1				
14	14	0	0	2/4	2	1		V7		a	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
15	15	0	0	2/4	2	1		i		a	i		i	i							m	1	1	0, -3, 1		0	0
15	15	1/4	1/4	2/4	2	1		V43		a	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
16	16	0	0	2/4	2	1		i6		a	i		i6	i		6					m	1	1	-3, 1, 0		0	-3
16	16	1/4	1/4	2/4	2	1		V43		a	i		V43	V		43					Mm7	1	1	2, -1, 1, 5		1	2
17	17	0	0	2/4	2	1		i		a	i		i	i							m	1	1	0, -3, 1		0	0
17	17	1/4	1/4	2/4	2	1		iv		a	i		iv	iv							m	1	1	-1, -4, 0		-1	-1
18	18	0	0	2/4	2	1		V|HC}		a	i		V	V					HC	}	M	1	1	1, 5, 2		1	1
19	19	0	0	2/4	2	1		i{		a	i		i	i						{	m	1	1	0, -3, 1		0	0
20	20	0	0	2/4	2	1		V7		a	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1
