mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	minDistance	offset	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
20	20	1/4	1/4	3/8	2	1	vi						c	III		vi	vi							m	1	0	0, -3, 1		0	0	0	4	0.0	0.0	0.375	0.0
21	21	0	0	3/8	2	1	V|HC}{						c	III		V	V					HC	}{	M	1	0	-2, 2, -1		-2	-2	1	11	0.08333333333333333	0.125	0.625	0.16666666666666666
22	22	0	0	3/8	2	1	I						c	III		I	I							M	1	0	-3, 1, -2		-3	-3	1	11	0.08333333333333333	0.125	0.625	0.16666666666666666
23	23	0	0	3/8	2	1	V						c	III		V	V							M	1	0	-2, 2, -1		-2	-2	1	11	0.08333333333333333	0.125	0.625	0.16666666666666666
24	24	0	0	3/8	2	1	I						c	III		I	I							M	1	0	-3, 1, -2		-3	-3	1	11	0.08333333333333333	0.125	0.625	0.16666666666666666
25	25	0	0	3/8	2	1	V						c	III		V	V							M	1	0	-2, 2, -1		-2	-2	1	11	0.08333333333333333	0.125	0.625	0.16666666666666666
26	26	0	0	3/8	2	1	I						c	III		I	I							M	1	0	-3, 1, -2		-3	-3	1	11	0.08333333333333333	0.125	0.625	0.16666666666666666
27	27	0	0	3/8	2	1	V7						c	III		V7	V		7					Mm7	1	0	-2, 2, -1, -4		-2	-2	2	8	0.2	0.125	0.75	0.14285714285714285
28	28	0	0	3/8	2	1	I						c	III		I	I							M	1	0	-3, 1, -2		-3	-3	0	4	0.0	0.0	0.375	0.0
28	28	1/8	1/8	3/8	2	1	viio						c	III		viio	vii	o						o	1	0	2, -1, -4		2	2	0	4	0.0	0.0	0.375	0.0
28	28	1/4	1/4	3/8	2	1	v.#viio43	-0.474706	4.27444	0.341765	/		c	v		#viio43	#vii	o	43					o7	1	1	0, -3, 6, 3		6	0	0	4	0.0	0.0	0.375	0.0
29	29	0	0	3/8	2	1	i6						c	v		i6	i		6					m	1	1	-2, 2, 1		1	-2	0	4	0.0	0.0	0.375	0.0
29	29	1/8	1/8	3/8	2	1	#viio6						c	v		#viio6	#vii	o	6					o	1	1	3, 0, 6		6	3	0	3	0.0	0.0	0.25	0.0
29	29	1/4	1/4	3/8	2	1	i						c	v		i	i							m	1	1	1, -2, 2		1	1	0	3	0.0	0.0	0.25	0.0
30	30	0	0	3/8	2	1	iio65						c	v		iio65	ii	o	65					o7	1	1	0, -3, -6, 3		3	0	2	7	0.2222222222222222	0.1875	0.5625	0.25
31	31	0	0	3/8	2	1	V7}{						c	v		V7	V		7				}{	Mm7	1	1	2, 6, 3, 0		2	2	1	8	0.1111111111111111	0.0625	0.6875	0.08333333333333333
32	32	0	0	3/8	2	1	i						c	v		i	i							m	1	1	1, -2, 2		1	1	0	3	0.0	0.0	0.25	0.0
32	32	1/8	1/8	3/8	2	1	v6						c	v		v6	v		6					m	1	1	-1, 3, 2		2	-1	0	3	0.0	0.0	0.25	0.0
32	32	1/4	1/4	3/8	2	1	iv6						c	v		iv6	iv		6					m	1	1	-3, 1, 0		0	-3	0	3	0.0	0.0	0.25	0.0
33	33	0	0	3/8	2	1	V7						c	v		V7	V		7					Mm7	1	1	2, 6, 3, 0		2	2	0	9	0.0	0.0	0.75	0.0
34	34	0	0	3/8	2	1	i						c	v		i	i							m	1	1	1, -2, 2		1	1	0	3	0.0	0.0	0.25	0.0
34	34	1/8	1/8	3/8	2	1	v6						c	v		v6	v		6					m	1	1	-1, 3, 2		2	-1	0	3	0.0	0.0	0.25	0.0
34	34	1/4	1/4	3/8	2	1	iv6						c	v		iv6	iv		6					m	1	1	-3, 1, 0		0	-3	0	3	0.0	0.0	0.25	0.0
35	35	0	0	3/8	2	1	V7						c	v		V7	V		7					Mm7	1	1	2, 6, 3, 0		2	2	0	9	0.0	0.0	0.75	0.0
36	36	0	0	3/8	2	1	i						c	v		i	i							m	1	1	1, -2, 2		1	1	0	3	0.0	0.0	0.25	0.0
36	36	1/8	1/8	3/8	2	1	v6						c	v		v6	v		6					m	1	1	-1, 3, 2		2	-1	0	3	0.0	0.0	0.25	0.0
36	36	1/4	1/4	3/8	2	1	iv6						c	v		iv6	iv		6					m	1	1	-3, 1, 0		0	-3	0	3	0.0	0.0	0.25	0.0
37	37	0	0	3/8	2	1	V|HC}{						c	v		V	V					HC	}{	M	1	1	2, 6, 3		2	2	0	9	0.0	0.0	0.75	0.0
38	38	0	0	3/8	2	1	i						c	v		i	i							m	1	1	1, -2, 2		1	1	0	9	0.0	0.0	0.75	0.0
39	39	0	0	3/8	2	1	iv						c	v		iv	iv							m	1	1	0, -3, 1		0	0	0	9	0.0	0.0	0.75	0.0
40	40	0	0	3/8	2	1	VII						c	v		VII	VII							M	1	1	-1, 3, 0		-1	-1	0	9	0.0	0.0	0.75	0.0
41	41	0	0	3/8	2	1	III						c	v		III	III							M	1	1	-2, 2, -1		-2	-2	0	9	0.0	0.0	0.75	0.0
42	42	0	0	3/8	2	1	VIM7						c	v		VIM7	VI	M	7					MM7	1	1	-3, 1, -2, 2		-3	-3	0	9	0.0	0.0	0.75	0.0
43	43	0	0	3/8	2	1	iio						c	v		iio	ii	o						o	1	1	3, 0, -3		3	3	0	9	0.0	0.0	0.75	0.0
44	44	0	0	3/8	2	1	V						c	v		V	V							M	1	1	2, 6, 3		2	2	0	9	0.0	0.0	0.75	0.0
45	45	0	0	3/8	2	1	i|PAC}{						c	v		i	i					PAC	}{	m	1	1	1, -2, 2		1	1	1	8	0.1111111111111111	0.125	0.625	0.16666666666666666
46	46	0	0	3/8	2	1	iv						c	v		iv	iv							m	1	1	0, -3, 1		0	0	0	3	0.0	0.0	0.25	0.0
46	46	1/8	1/8	3/8	2	1	i6						c	v		i6	i		6					m	1	1	-2, 2, 1		1	-2	0	3	0.0	0.0	0.25	0.0
46	46	1/4	1/4	3/8	2	1	#viio6						c	v		#viio6	#vii	o	6					o	1	1	3, 0, 6		6	3	0	3	0.0	0.0	0.25	0.0
47	47	0	0	3/8	2	1	i						c	v		i	i							m	1	1	1, -2, 2		1	1	0	4	0.0	0.0	0.375	0.0
47	47	1/8	1/8	3/8	2	1	#viio6						c	v		#viio6	#vii	o	6					o	1	1	3, 0, 6		6	3	0	3	0.0	0.0	0.25	0.0
47	47	1/4	1/4	3/8	2	1	i6						c	v		i6	i		6					m	1	1	-2, 2, 1		1	-2	0	3	0.0	0.0	0.25	0.0
48	48	0	0	3/8	2	1	iio6						c	v		iio6	ii	o	6					o	1	1	0, -3, 3		3	0	1	3	0.25	0.041666666666666664	0.20833333333333334	0.16666666666666666
48	48	1/8	1/8	3/8	2	1	V(64)						c	v		V(64)	V			64				M	1	1	2, 1, -2		2	2	0	3	0.0	0.0	0.375	0.0
48	48	1/4	1/4	3/8	2	1	V						c	v		V	V							M	1	1	2, 6, 3		2	2	0	3	0.0	0.0	0.375	0.0
49	49	0	0	3/8	2	1	i|PAC}{						c	v		i	i					PAC	}{	m	1	1	1, -2, 2		1	1	1	4	0.2	0.0625	0.4375	0.125
49	49	1/4	1/4	3/8	2	1	i6						c	v		i6	i		6					m	1	1	-2, 2, 1		1	-2	1	3	0.25	0.0625	0.3125	0.16666666666666666
50	50	0	0	3/8	2	1	iv						c	v		iv	iv							m	1	1	0, -3, 1		0	0	1	3	0.25	0.0625	0.3125	0.16666666666666666
50	50	1/8	1/8	3/8	2	1	i6						c	v		i6	i		6					m	1	1	-2, 2, 1		1	-2	1	3	0.25	0.0625	0.3125	0.16666666666666666
50	50	1/4	1/4	3/8	2	1	#viio6						c	v		#viio6	#vii	o	6					o	1	1	3, 0, 6		6	3	1	3	0.25	0.0625	0.3125	0.16666666666666666
51	51	0	0	3/8	2	1	i						c	v		i	i							m	1	1	1, -2, 2		1	1	1	3	0.25	0.0625	0.3125	0.16666666666666666
51	51	1/8	1/8	3/8	2	1	v6(+4)						c	v		v6(+4)	v		6	+4				m	1	1	-1, 3, 2	1	2	-1	1	3	0.25	0.0625	0.3125	0.16666666666666666
51	51	1/4	1/4	3/8	2	1	VI					iv6	c	v		VI	VI							M	1	1	-3, 1, -2		-3	-3	0	2	0.0	0.0	0.25	0.0
52	52	0	0	3/8	2	1	iio6						c	v		iio6	ii	o	6					o	1	1	0, -3, 3		3	0	1	3	0.25	0.041666666666666664	0.20833333333333334	0.16666666666666666
52	52	1/8	1/8	3/8	2	1	V(64)						c	v		V(64)	V			64				M	1	1	2, 1, -2		2	2	0	3	0.0	0.0	0.375	0.0
52	52	1/4	1/4	3/8	2	1	V						c	v		V	V							M	1	1	2, 6, 3		2	2	0	3	0.0	0.0	0.375	0.0
53	53	0	0	3/8	2	1	i|PAC}{						c	v		i	i					PAC	}{	m	1	1	1, -2, 2		1	1	0	3	0.0	0.0	0.25	0.0
53	53	1/8	1/8	3/8	2	1	#viio6						c	v		#viio6	#vii	o	6					o	1	1	3, 0, 6		6	3	1	2	0.3333333333333333	0.0625	0.1875	0.25
53	53	1/4	1/4	3/8	2	1	i6						c	v		i6	i		6					m	1	1	-2, 2, 1		1	-2	1	3	0.25	0.0625	0.3125	0.16666666666666666
54	54	0	0	3/8	2	1	iv						c	v		iv	iv							m	1	1	0, -3, 1		0	0	1	3	0.25	0.0625	0.3125	0.16666666666666666
54	54	1/8	1/8	3/8	2	1	i6						c	v		i6	i		6					m	1	1	-2, 2, 1		1	-2	1	3	0.25	0.0625	0.3125	0.16666666666666666
54	54	1/4	1/4	3/8	2	1	#viio6						c	v		#viio6	#vii	o	6					o	1	1	3, 0, 6		6	3	1	3	0.25	0.0625	0.3125	0.16666666666666666
55	55	0	0	3/8	2	1	i						c	v		i	i							m	1	1	1, -2, 2		1	1	1	3	0.25	0.0625	0.3125	0.16666666666666666
55	55	1/8	1/8	3/8	2	1	v6(+4)						c	v		v6(+4)	v		6	+4				m	1	1	-1, 3, 2	1	2	-1	1	3	0.25	0.0625	0.3125	0.16666666666666666
55	55	1/4	1/4	3/8	2	1	VI					iv6	c	v		VI	VI							M	1	1	-3, 1, -2		-3	-3	0	2	0.0	0.0	0.25	0.0
56	56	0	0	3/8	2	1	iio6						c	v		iio6	ii	o	6					o	1	1	0, -3, 3		3	0	1	3	0.25	0.041666666666666664	0.20833333333333334	0.16666666666666666
56	56	1/8	1/8	3/8	2	1	V(64)						c	v		V(64)	V			64				M	1	1	2, 1, -2		2	2	0	3	0.0	0.0	0.375	0.0
56	56	1/4	1/4	3/8	2	1	V						c	v		V	V							M	1	1	2, 6, 3		2	2	0	3	0.0	0.0	0.375	0.0
57	57	0	0	3/8	2	1	i|PAC}{						c	v		i	i					PAC	}{	m	1	1	1, -2, 2		1	1	0	3	0.0	0.0	0.25	0.0
57	57	1/8	1/8	3/8	2	1	#viio6						c	v		#viio6	#vii	o	6					o	1	1	3, 0, 6		6	3	0	3	0.0	0.0	0.25	0.0
57	57	1/4	1/4	3/8	2	1	i6						c	v		i6	i		6					m	1	1	-2, 2, 1		1	-2	0	3	0.0	0.0	0.25	0.0
58	58	0	0	3/8	2	1	iv						c	v		iv	iv							m	1	1	0, -3, 1		0	0	0	3	0.0	0.0	0.25	0.0
58	58	1/8	1/8	3/8	2	1	V						c	v		V	V							M	1	1	2, 6, 3		2	2	0	3	0.0	0.0	0.375	0.0
59	59	0	0	3/8	2	1	i						c	v		i	i							m	1	1	1, -2, 2		1	1	0	2	0.0	0.0	0.125	0.0
59	59	1/8	1/8	3/8	2	1	#viio6						c	v		#viio6	#vii	o	6					o	1	1	3, 0, 6		6	3	0	3	0.0	0.0	0.25	0.0
59	59	1/4	1/4	3/8	2	1	i6						c	v		i6	i		6					m	1	1	-2, 2, 1		1	-2	0	3	0.0	0.0	0.25	0.0
60	60	0	0	3/8	2	1	iv						c	v		iv	iv							m	1	1	0, -3, 1		0	0	0	3	0.0	0.0	0.25	0.0
60	60	1/8	1/8	3/8	2	1	V						c	v		V	V							M	1	1	2, 6, 3		2	2	0	3	0.0	0.0	0.375	0.0
61	61	0	0	3/8	2	1	i						c	v		i	i							m	1	1	1, -2, 2		1	1	0	2	0.0	0.0	0.125	0.0
61	61	1/8	1/8	3/8	2	1	#viio6						c	v		#viio6	#vii	o	6					o	1	1	3, 0, 6		6	3	0	3	0.0	0.0	0.25	0.0
61	61	1/4	1/4	3/8	2	1	i6						c	v		i6	i		6					m	1	1	-2, 2, 1		1	-2	0	3	0.0	0.0	0.25	0.0
62	62	0	0	3/8	2	1	iio6						c	v		iio6	ii	o	6					o	1	1	0, -3, 3		3	0	1	3	0.25	0.041666666666666664	0.20833333333333334	0.16666666666666666
62	62	1/8	1/8	3/8	2	1	V(64)						c	v		V(64)	V			64				M	1	1	2, 1, -2		2	2	0	3	0.0	0.0	0.375	0.0
62	62	1/4	1/4	3/8	2	1	V						c	v		V	V							M	1	1	2, 6, 3		2	2	0	3	0.0	0.0	0.375	0.0
63	63	0	0	3/8	2	1	i|PAC}						c	v		i	i					PAC	}	m	1	1	1, -2, 2		1	1	0	2	0.0	0.0	0.75	0.0
64	64	0	0	3/8	2	1	i.V43{						c	i		V43	V		43				{	Mm7	1	1	2, -1, 1, 5		1	2	1	6	0.14285714285714285	0.041666666666666664	0.3333333333333333	0.1111111111111111
65	65	0	0	3/8	2	1	iv43						c	i		iv43	iv		43					mm7	1	1	0, -3, -1, -4		-1	0	1	6	0.14285714285714285	0.0	0.5	0.0
65	65	1/4	1/4	3/8	2	1	V						c	i		V	V							M	1	1	1, 5, 2		1	1	0	2	0.0	0.0	0.25	0.0
66	66	0	0	3/8	2	1	V7						c	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1	1	7	0.125	0.041666666666666664	0.7083333333333334	0.05555555555555555
67	67	0	0	3/8	2	1	iv43						c	i		iv43	iv		43					mm7	1	1	0, -3, -1, -4		-1	0	1	6	0.14285714285714285	0.0	0.5	0.0
67	67	1/4	1/4	3/8	2	1	V						c	i		V	V							M	1	1	1, 5, 2		1	1	0	2	0.0	0.0	0.25	0.0
68	68	0	0	3/8	2	1	V7						c	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1	1	7	0.125	0.041666666666666664	0.7083333333333334	0.05555555555555555
69	69	0	0	3/8	2	1	iv7						c	i		iv7	iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1	0	5	0.0	0.0	0.5	0.0
69	69	1/4	1/4	3/8	2	1	V						c	i		V	V							M	1	1	1, 5, 2		1	1	1	6	0.14285714285714285	0.0	0.5	0.0
70	70	1/8	1/8	3/8	2	1	iv6						c	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4	2	4	0.3333333333333333	0.125	0.375	0.25
71	71	0	0	3/8	2	1	V						c	i		V	V							M	1	1	1, 5, 2		1	1	1	3	0.25	0.0625	0.1875	0.25
71	71	1/8	1/8	3/8	2	1	iv6						c	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4	2	4	0.3333333333333333	0.125	0.375	0.25
72	72	0	0	3/8	2	1	V						c	i		V	V							M	1	1	1, 5, 2		1	1	1	3	0.25	0.0625	0.1875	0.25
72	72	1/8	1/8	3/8	2	1	iv6						c	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4	2	4	0.3333333333333333	0.125	0.375	0.25
73	73	0	0	3/8	2	1	V|HC}						c	i		V	V					HC	}	M	1	1	1, 5, 2		1	1	1	3	0.25	0.0625	0.1875	0.25
73	73	1/8	1/8	3/8	2	1	iv.#viio65{						c	iv		#viio65	#vii	o	65				{	o7	1	1	1, -2, -5, 4		4	1	5	14	0.2631578947368421	0.375	1.375	0.21428571428571427
74	74	1/4	1/4	3/8	2	1	i6						c	iv		i6	i		6					m	1	1	-4, 0, -1		-1	-4	1	3	0.25	0.0625	0.3125	0.16666666666666666
75	75	0	0	3/8	2	1	#viio65						c	iv		#viio65	#vii	o	65					o7	1	1	1, -2, -5, 4		4	1	2	9	0.18181818181818182	0.125	0.875	0.125
75	75	1/4	1/4	3/8	2	1	i6						c	iv		i6	i		6					m	1	1	-4, 0, -1		-1	-4	1	3	0.25	0.0625	0.3125	0.16666666666666666
76	76	0	0	3/8	2	1	#viio65						c	iv		#viio65	#vii	o	65					o7	1	1	1, -2, -5, 4		4	1	1	6	0.14285714285714285	0.0625	0.5625	0.1
76	76	1/8	1/8	3/8	2	1	V						c	iv		V	V							M	1	1	0, 4, 1		0	0	1	3	0.25	0.0625	0.4375	0.125
76	76	1/4	1/4	3/8	2	1	V6						c	iv		V6	V		6					M	1	1	4, 1, 0		0	4	1	2	0.3333333333333333	0.0625	0.1875	0.25
77	77	0	0	3/8	2	1	i						c	iv		i	i							m	1	1	-1, -4, 0		-1	-1	0	4	0.0	0.0	0.375	0.0
77	77	1/8	1/8	3/8	2	1	V6						c	iv		V6	V		6					M	1	1	4, 1, 0		0	4	0	4	0.0	0.0	0.375	0.0
77	77	1/4	1/4	3/8	2	1	i						c	iv		i	i							m	1	1	-1, -4, 0		-1	-1	0	4	0.0	0.0	0.375	0.0
78	78	0	0	3/8	2	1	V7}{						c	iv		V7	V		7				}{	Mm7	1	1	0, 4, 1, -2		0	0	0	10	0.0	0.0	0.875	0.0
79	79	0	0	3/8	2	1	i						c	iv		i	i							m	1	1	-1, -4, 0		-1	-1	0	4	0.0	0.0	0.375	0.0
79	79	1/8	1/8	3/8	2	1	V6						c	iv		V6	V		6					M	1	1	4, 1, 0		0	4	0	4	0.0	0.0	0.375	0.0
79	79	1/4	1/4	3/8	2	1	i						c	iv		i	i							m	1	1	-1, -4, 0		-1	-1	0	4	0.0	0.0	0.375	0.0
80	80	0	0	3/8	2	1	V7						c	iv		V7	V		7					Mm7	1	1	0, 4, 1, -2		0	0	0	10	0.0	0.0	0.875	0.0
81	81	0	0	3/8	2	1	i						c	iv		i	i							m	1	1	-1, -4, 0		-1	-1	0	4	0.0	0.0	0.375	0.0
81	81	1/8	1/8	3/8	2	1	V6						c	iv		V6	V		6					M	1	1	4, 1, 0		0	4	0	4	0.0	0.0	0.375	0.0
81	81	1/4	1/4	3/8	2	1	i						c	iv		i	i							m	1	1	-1, -4, 0		-1	-1	0	4	0.0	0.0	0.375	0.0
82	82	0	0	3/8	2	1	V|HC}{						c	iv		V	V					HC	}{	M	1	1	0, 4, 1		0	0	1	11	0.08333333333333333	0.125	0.625	0.16666666666666666
83	83	0	0	3/8	2	1	i						c	iv		i	i							m	1	1	-1, -4, 0		-1	-1	1	11	0.08333333333333333	0.125	0.625	0.16666666666666666
84	84	0	0	3/8	2	1	V						c	iv		V	V							M	1	1	0, 4, 1		0	0	1	11	0.08333333333333333	0.125	0.625	0.16666666666666666
85	85	0	0	3/8	2	1	i						c	iv		i	i							m	1	1	-1, -4, 0		-1	-1	1	11	0.08333333333333333	0.125	0.625	0.16666666666666666
86	86	0	0	3/8	2	1	V						c	iv		V	V							M	1	1	0, 4, 1		0	0	1	11	0.08333333333333333	0.125	0.625	0.16666666666666666
87	87	0	0	3/8	2	1	i|IAC}{						c	iv		i	i					IAC	}{	m	1	1	-1, -4, 0		-1	-1	1	11	0.08333333333333333	0.125	0.625	0.16666666666666666
88	88	0	0	3/8	2	1	i.V/III						c	i		V/III	V				III			M	1	1	-2, 2, -1		-2	-2	4	8	0.3333333333333333	0.25	0.5	0.3333333333333333
89	89	0	0	3/8	2	1	III						c	i		III	III							M	1	1	-3, 1, -2		-3	-3	1	11	0.08333333333333333	0.125	0.625	0.16666666666666666
90	90	0	0	3/8	2	1	VIM7						c	i		VIM7	VI	M	7					MM7	1	1	-4, 0, -3, 1		-4	-4	1	11	0.08333333333333333	0.125	0.625	0.16666666666666666
91	91	0	0	3/8	2	1	iio						c	i		iio	ii	o						o	1	1	2, -1, -4		2	2	1	11	0.08333333333333333	0.125	0.625	0.16666666666666666
92	92	0	0	3/8	2	1	V7}{						c	i		V7	V		7				}{	Mm7	1	1	1, 5, 2, -1		1	1	0	13	0.0	0.0	0.875	0.0
93	93	0	0	3/8	2	1	i						c	i		i	i							m	1	1	0, -3, 1		0	0	0	5	0.0	0.0	0.375	0.0
93	93	1/8	1/8	3/8	2	1	V6						c	i		V6	V		6					M	1	1	5, 2, 1		1	5	0	5	0.0	0.0	0.375	0.0
93	93	1/4	1/4	3/8	2	1	i						c	i		i	i							m	1	1	0, -3, 1		0	0	0	5	0.0	0.0	0.375	0.0
94	94	0	0	3/8	2	1	V7						c	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1	0	13	0.0	0.0	0.875	0.0
95	95	0	0	3/8	2	1	i						c	i		i	i							m	1	1	0, -3, 1		0	0	0	5	0.0	0.0	0.375	0.0
95	95	1/8	1/8	3/8	2	1	V6						c	i		V6	V		6					M	1	1	5, 2, 1		1	5	0	5	0.0	0.0	0.375	0.0
95	95	1/4	1/4	3/8	2	1	i						c	i		i	i							m	1	1	0, -3, 1		0	0	0	5	0.0	0.0	0.375	0.0
96	96	0	0	3/8	2	1	V7						c	i		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1	0	13	0.0	0.0	0.875	0.0
97	97	0	0	3/8	2	1	i						c	i		i	i							m	1	1	0, -3, 1		0	0	0	5	0.0	0.0	0.375	0.0
97	97	1/8	1/8	3/8	2	1	V6						c	i		V6	V		6					M	1	1	5, 2, 1		1	5	0	5	0.0	0.0	0.375	0.0
97	97	1/4	1/4	3/8	2	1	i						c	i		i	i							m	1	1	0, -3, 1		0	0	0	5	0.0	0.0	0.375	0.0
98	98	0	0	3/8	2	1	V|HC}{						c	i		V	V					HC	}{	M	1	1	1, 5, 2		1	1	0	12	0.0	0.0	0.75	0.0
99	99	0	0	3/8	2	1	i						c	i		i	i							m	1	1	0, -3, 1		0	0	0	12	0.0	0.0	0.75	0.0
100	100	0	0	3/8	2	1	iv						c	i		iv	iv							m	1	1	-1, -4, 0		-1	-1	0	12	0.0	0.0	0.75	0.0
101	101	0	0	3/8	2	1	VII						c	i		VII	VII							M	1	1	-2, 2, -1		-2	-2	0	12	0.0	0.0	0.75	0.0
