mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	minDistance	offset	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	3/8	2	1	f.i{						f	i		i	i						{	m	1	1	-1, -4, 0		-1	-1	3	17	0.15	0.1875	2.0	0.08571428571428572
4	4	0	0	3/8	2	1	iv						f	i		iv	iv							m	1	1	-2, -5, -1		-2	-2	3	4	0.42857142857142855	0.1875	0.5625	0.25
5	5	0	0	3/8	2	1	V						f	i		V	V							M	1	1	0, 4, 1		0	0	3	4	0.42857142857142855	0.1875	0.5625	0.25
6	6	0	0	3/8	2	1	i						f	i		i	i							m	1	1	-1, -4, 0		-1	-1	3	17	0.15	0.1875	2.0	0.08571428571428572
9	9	0	0	3/8	2	1	viio(b3)/V	-2.93062	4.09039		/	V6(b5)/V	f	i		viio(b3)/V	vii	o		b3	V			o	1	1	5, -5, -1		5	5	4	3	0.5714285714285714	0.25	0.5	0.3333333333333333
10	10	0	0	3/8	2	1	V|HC}						f	i		V	V					HC	}	M	1	1	0, 4, 1		0	0	0	2	0.0	0.0	0.75	0.0
11	11	0	0	3/8	2	1	V{						f	i		V	V						{	M	1	1	0, 4, 1		0	0	2	2	0.5	0.0625	0.15625	0.2857142857142857
11	11	1/8	1/8	3/8	2	1	V(6)						f	i		V(6)	V			6				M	1	1	0, 4, -4		0	0	0	2	0.0	0.0	0.3125	0.0
11	11	1/4	1/4	3/8	2	1	V						f	i		V	V							M	1	1	0, 4, 1		0	0	0	2	0.0	0.0	0.1875	0.0
12	12	0	0	3/8	2	1	iv						f	i		iv	iv							m	1	1	-2, -5, -1		-2	-2	1	6	0.14285714285714285	0.03125	0.71875	0.041666666666666664
13	13	0	0	3/8	2	1	V						f	i		V	V							M	1	1	0, 4, 1		0	0	2	3	0.4	0.0625	0.1875	0.25
13	13	1/8	1/8	3/8	2	1	V(6)						f	i		V(6)	V			6				M	1	1	0, 4, -4		0	0	0	2	0.0	0.0	0.3125	0.0
13	13	1/4	1/4	3/8	2	1	V						f	i		V	V							M	1	1	0, 4, 1		0	0	0	2	0.0	0.0	0.1875	0.0
14	14	0	0	3/8	2	1	iv						f	i		iv	iv							m	1	1	-2, -5, -1		-2	-2	1	6	0.14285714285714285	0.03125	0.71875	0.041666666666666664
15	15	0	0	3/8	2	1	V						f	i		V	V							M	1	1	0, 4, 1		0	0	2	3	0.4	0.0625	0.1875	0.25
15	15	1/8	1/8	3/8	2	1	V(6)						f	i		V(6)	V			6				M	1	1	0, 4, -4		0	0	0	2	0.0	0.0	0.3125	0.0
15	15	1/4	1/4	3/8	2	1	V6						f	i		V6	V		6					M	1	1	4, 1, 0		0	4	0	2	0.0	0.0	0.1875	0.0
16	16	0	0	3/8	2	1	i						f	i		i	i							m	1	1	-1, -4, 0		-1	-1	2	5	0.2857142857142857	0.0625	0.5	0.1111111111111111
16	16	1/4	1/4	3/8	2	1	i6					iv6/v	f	i		i6	i		6					m	1	1	-4, 0, -1		-1	-4	1	2	0.3333333333333333	0.03125	0.15625	0.16666666666666666
17	17	0	0	3/8	2	1	V/v						f	i		V/v	V				v			M	1	1	1, 5, 2		1	1	2	3	0.4	0.0625	0.1875	0.25
17	17	1/8	1/8	3/8	2	1	V(6)/v						f	i		V(6)/v	V			6	v			M	1	1	1, 5, -3		1	1	0	2	0.0	0.0	0.3125	0.0
17	17	1/4	1/4	3/8	2	1	V6/v						f	i		V6/v	V		6		v			M	1	1	5, 2, 1		1	5	0	2	0.0	0.0	0.1875	0.0
18	18	0	0	3/8	2	1	i/v						f	i		i/v	i				v			m	1	1	0, -3, 1		0	0	2	7	0.2222222222222222	0.125	0.625	0.16666666666666666
19	19	0	0	3/8	2	1	iv/v						f	i		iv/v	iv				v			m	1	1	-1, -4, 0		-1	-1	3	6	0.3333333333333333	0.1875	0.5625	0.25
20	20	0	0	3/8	2	1	V/v|HC}						f	i		V/v	V				v	HC	}	M	1	1	1, 5, 2		1	1	0	2	0.0	0.0	0.75	0.0
21	21	0	0	3/8	2	1	v.V7{						f	v		V7	V		7				{	Mm7	1	1	1, 5, 2, -1		1	1	0	9	0.0	0.0	0.75	0.0
22	22	0	0	3/8	2	1	i						f	v		i	i							m	1	1	0, -3, 1		0	0	1	3	0.25	0.125	0.625	0.16666666666666666
23	23	0	0	3/8	2	1	V7						f	v		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1	0	9	0.0	0.0	0.75	0.0
24	24	0	0	3/8	2	1	i						f	v		i	i							m	1	1	0, -3, 1		0	0	1	3	0.25	0.125	0.625	0.16666666666666666
25	25	0	0	3/8	2	1	V7						f	v		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1	0	9	0.0	0.0	0.75	0.0
26	26	0	0	3/8	2	1	i						f	v		i	i							m	1	1	0, -3, 1		0	0	1	4	0.2	0.0625	0.4375	0.125
26	26	1/4	1/4	3/8	2	1	i6						f	v		i6	i		6					m	1	1	-3, 1, 0		0	-3	1	2	0.3333333333333333	0.0625	0.1875	0.25
27	27	0	0	3/8	2	1	iio6						f	v		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1	1	2	0.3333333333333333	0.0625	0.1875	0.25
27	27	1/8	1/8	3/8	2	1	V7						f	v		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1	1	5	0.16666666666666666	0.0625	0.4375	0.125
28	28	0	0	3/8	2	1	i|PAC}						f	v		i	i					PAC	}	m	1	1	0, -3, 1		0	0	1	2	0.3333333333333333	0.0	0.75	0.0
29	29	0	0	3/8	2	1	V7{						f	v		V7	V		7				{	Mm7	1	1	1, 5, 2, -1		1	1	0	9	0.0	0.0	0.75	0.0
30	30	0	0	3/8	2	1	i						f	v		i	i							m	1	1	0, -3, 1		0	0	1	3	0.25	0.125	0.625	0.16666666666666666
31	31	0	0	3/8	2	1	V7						f	v		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1	0	9	0.0	0.0	0.75	0.0
32	32	0	0	3/8	2	1	i						f	v		i	i							m	1	1	0, -3, 1		0	0	1	3	0.25	0.125	0.625	0.16666666666666666
33	33	0	0	3/8	2	1	V7						f	v		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1	0	9	0.0	0.0	0.75	0.0
34	34	0	0	3/8	2	1	i						f	v		i	i							m	1	1	0, -3, 1		0	0	1	4	0.2	0.0625	0.4375	0.125
34	34	1/4	1/4	3/8	2	1	i6						f	v		i6	i		6					m	1	1	-3, 1, 0		0	-3	1	2	0.3333333333333333	0.0625	0.1875	0.25
35	35	0	0	3/8	2	1	iio6						f	v		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1	1	2	0.3333333333333333	0.0625	0.1875	0.25
35	35	1/8	1/8	3/8	2	1	V7						f	v		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1	1	5	0.16666666666666666	0.0625	0.4375	0.125
36	36	0	0	3/8	2	1	i|PAC}						f	v		i	i					PAC	}	m	1	1	0, -3, 1		0	0	1	6	0.14285714285714285	0.0	0.875	0.0
37	37	0	0	3/8	2	1	iv64						f	v		iv64	iv		64					m	1	1	0, -1, -4		-1	0	3	9	0.25	0.1875	1.0625	0.15
38	38	0	0	3/8	2	1	i						f	v		i	i							m	1	1	0, -3, 1		0	0	1	8	0.1111111111111111	0.0	1.125	0.0
39	39	0	0	3/8	2	1	ii%2						f	v		ii%2	ii	%	2					%7	1	1	0, 2, -1, -4		2	0	1	4	0.2	0.03125	0.34375	0.08333333333333333
39	39	1/8	1/8	3/8	2	1	V6						f	v		V6	V		6					M	1	1	5, 2, 1		1	5	1	2	0.3333333333333333	0.0625	0.1875	0.25
39	39	1/4	1/4	3/8	2	1	V						f	v		V	V							M	1	1	1, 5, 2		1	1	1	2	0.3333333333333333	0.0625	0.1875	0.25
40	40	0	0	3/8	2	1	i						f	v		i	i							m	1	1	0, -3, 1		0	0	1	6	0.14285714285714285	0.0	0.875	0.0
41	41	0	0	3/8	2	1	iv64						f	v		iv64	iv		64					m	1	1	0, -1, -4		-1	0	3	9	0.25	0.1875	1.0625	0.15
42	42	0	0	3/8	2	1	i						f	v		i	i							m	1	1	0, -3, 1		0	0	1	8	0.1111111111111111	0.0	1.125	0.0
43	43	0	0	3/8	2	1	ii%2						f	v		ii%2	ii	%	2					%7	1	1	0, 2, -1, -4		2	0	1	4	0.2	0.03125	0.34375	0.08333333333333333
43	43	1/8	1/8	3/8	2	1	V6						f	v		V6	V		6					M	1	1	5, 2, 1		1	5	1	2	0.3333333333333333	0.0625	0.1875	0.25
43	43	1/4	1/4	3/8	2	1	V						f	v		V	V							M	1	1	1, 5, 2		1	1	1	2	0.3333333333333333	0.0625	0.1875	0.25
44	44	0	0	3/8	2	1	i						f	v		i	i							m	1	1	0, -3, 1		0	0	1	5	0.16666666666666666	0.0	0.75	0.0
45	45	0	0	3/8	2	1	iio6					ii%65	f	v		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1	3	6	0.3333333333333333	0.1875	0.5625	0.25
46	46	0	0	3/8	2	1	V|HC}						f	v		V	V					HC	}	M	1	1	1, 5, 2		1	1	0	2	0.0	0.0	0.5	0.0
46	46	1/4	1/4	3/8	2	1	V7{						f	v		V7	V		7				{	Mm7	1	1	1, 5, 2, -1		1	1	0	3	0.0	0.0	0.25	0.0
47	47	0	0	3/8	2	1	i64						f	v		i64	i		64					m	1	1	1, 0, -3		0	1	2	7	0.2222222222222222	0.1875	0.5625	0.25
48	48	0	0	3/8	2	1	V						f	v		V	V							M	1	1	1, 5, 2		1	1	1	4	0.2	0.0625	0.4375	0.125
48	48	1/4	1/4	3/8	2	1	V7						f	v		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1	0	3	0.0	0.0	0.25	0.0
49	49	0	0	3/8	2	1	i64						f	v		i64	i		64					m	1	1	1, 0, -3		0	1	2	7	0.2222222222222222	0.1875	0.5625	0.25
50	50	0	0	3/8	2	1	V2						f	v		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1	1	4	0.2	0.0625	0.4375	0.125
50	50	1/4	1/4	3/8	2	1	V7						f	v		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1	0	3	0.0	0.0	0.25	0.0
51	51	0	0	3/8	2	1	i64						f	v		i64	i		64					m	1	1	1, 0, -3		0	1	2	7	0.2222222222222222	0.1875	0.5625	0.25
52	52	0	0	3/8	2	1	i6						f	v		i6	i		6					m	1	1	-3, 1, 0		0	-3	0	5	0.0	0.0	0.5	0.0
52	52	1/4	1/4	3/8	2	1	V7						f	v		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1	0	3	0.0	0.0	0.25	0.0
53	53	0	0	3/8	2	1	i64						f	v		i64	i		64					m	1	1	1, 0, -3		0	1	2	7	0.2222222222222222	0.1875	0.5625	0.25
54	54	0	0	3/8	2	1	iio6(+4)						f	v		iio6(+4)	ii	o	6	+4				o	1	1	-1, -4, 2	1	2	-1	1	8	0.1111111111111111	0.0625	0.6875	0.08333333333333333
55	55	0	0	3/8	2	1	V7						f	v		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1	2	10	0.16666666666666666	0.1875	0.9375	0.16666666666666666
56	56	0	0	3/8	2	1	i|PAC}						f	v		i	i					PAC	}	m	1	1	0, -3, 1		0	0	0	5	0.0	0.0	0.5	0.0
56	56	1/4	1/4	3/8	2	1	V7{						f	v		V7	V		7				{	Mm7	1	1	1, 5, 2, -1		1	1	0	3	0.0	0.0	0.25	0.0
57	57	0	0	3/8	2	1	i64						f	v		i64	i		64					m	1	1	1, 0, -3		0	1	2	7	0.2222222222222222	0.1875	0.5625	0.25
58	58	0	0	3/8	2	1	V						f	v		V	V							M	1	1	1, 5, 2		1	1	1	4	0.2	0.0625	0.4375	0.125
58	58	1/4	1/4	3/8	2	1	V7						f	v		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1	0	3	0.0	0.0	0.25	0.0
59	59	0	0	3/8	2	1	i64						f	v		i64	i		64					m	1	1	1, 0, -3		0	1	2	7	0.2222222222222222	0.1875	0.5625	0.25
60	60	0	0	3/8	2	1	V2						f	v		V2	V		2					Mm7	1	1	-1, 1, 5, 2		1	-1	1	4	0.2	0.0625	0.4375	0.125
60	60	1/4	1/4	3/8	2	1	V7						f	v		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1	0	3	0.0	0.0	0.25	0.0
61	61	0	0	3/8	2	1	i64						f	v		i64	i		64					m	1	1	1, 0, -3		0	1	2	7	0.2222222222222222	0.1875	0.5625	0.25
62	62	0	0	3/8	2	1	i6						f	v		i6	i		6					m	1	1	-3, 1, 0		0	-3	0	5	0.0	0.0	0.5	0.0
62	62	1/4	1/4	3/8	2	1	V7						f	v		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1	0	3	0.0	0.0	0.25	0.0
63	63	0	0	3/8	2	1	i64						f	v		i64	i		64					m	1	1	1, 0, -3		0	1	2	7	0.2222222222222222	0.1875	0.5625	0.25
64	64	0	0	3/8	2	1	iio6(+4)						f	v		iio6(+4)	ii	o	6	+4				o	1	1	-1, -4, 2	1	2	-1	1	8	0.1111111111111111	0.0625	0.6875	0.08333333333333333
65	65	0	0	3/8	2	1	V7						f	v		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1	2	10	0.16666666666666666	0.1875	0.9375	0.16666666666666666
66	66	0	0	3/8	2	1	i|PAC}{						f	v		i	i					PAC	}{	m	1	1	0, -3, 1		0	0	0	5	0.0	0.0	0.5	0.0
66	66	1/4	1/4	3/8	2	1	V65						f	v		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5	0	3	0.0	0.0	0.25	0.0
67	67	0	0	3/8	2	1	i						f	v		i	i							m	1	1	0, -3, 1		0	0	0	5	0.0	0.0	0.5	0.0
67	67	1/4	1/4	3/8	2	1	#viio	-0.627957	3.37441		/	V6	f	v		#viio	#vii	o						o	1	1	5, 2, -1		5	5	0	3	0.0	0.0	0.25	0.0
68	68	0	0	3/8	2	1	i						f	v		i	i							m	1	1	0, -3, 1		0	0	0	5	0.0	0.0	0.5	0.0
68	68	1/4	1/4	3/8	2	1	#viio	-0.9	3.5		/	V65	f	v		#viio	#vii	o						o	1	1	5, 2, -1		5	5	0	3	0.0	0.0	0.25	0.0
69	69	0	0	3/8	2	1	i	0	3.62957	-1.50946	/		f	v		i	i							m	1	1	0, -3, 1		0	0	0	3	0.0	0.0	0.25	0.0
69	69	1/8	1/8	3/8	2	1	iio6						f	v		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1	0	3	0.0	0.0	0.25	0.0
69	69	1/4	1/4	3/8	2	1	V						f	v		V	V							M	1	1	1, 5, 2		1	1	1	2	0.3333333333333333	0.0625	0.1875	0.25
70	70	0	0	3/8	2	1	i|PAC}						f	v		i	i					PAC	}	m	1	1	0, -3, 1		0	0	1	2	0.3333333333333333	0.0	0.75	0.0
