mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	minDistance	offset	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	2/4	2	1	G.I{						G	I		I	I						{	M	0	0	1, 5, 2		1	1	0	4	0.0	0.0	1.0	0.0
1	1	1/4	1/4	2/4	2	1	viio6						G	I		viio6	vii	o	6					o	0	0	3, 0, 6		6	3	0	4	0.0	0.0	1.0	0.0
2	2	0	0	2/4	2	1	I6						G	I		I6	I		6					M	0	0	5, 2, 1		1	5	1	6	0.14285714285714285	0.0625	1.0625	0.05555555555555555
2	2	3/8	3/8	2/4	2	1	IV						G	I		IV	IV							M	0	0	0, 4, 1		0	0	0	3	0.0	0.0	0.375	0.0
3	3	0	0	2/4	2	1	I6						G	I		I6	I		6					M	0	0	5, 2, 1		1	5	0	3	0.0	0.0	0.5	0.0
3	3	1/8	1/8	2/4	2	1	I						G	I		I	I							M	0	0	1, 5, 2		1	1	0	2	0.0	0.0	0.25	0.0
3	3	1/4	1/4	2/4	2	1	V43						G	I		V43	V		43					Mm7	0	0	3, 0, 2, 6		2	3	0	3	0.0	0.0	0.5	0.0
3	3	3/8	3/8	2/4	2	1	V7						G	I		V7	V		7					Mm7	0	0	2, 6, 3, 0		2	2	0	2	0.0	0.0	0.25	0.0
4	4	0	0	2/4	2	1	I						G	I		I	I							M	0	0	1, 5, 2		1	1	1	5	0.16666666666666666	0.0625	0.8125	0.07142857142857142
4	4	3/8	3/8	2/4	2	1	IV						G	I		IV	IV							M	0	0	0, 4, 1		0	0	0	3	0.0	0.0	0.375	0.0
5	5	0	0	2/4	2	1	I6						G	I		I6	I		6					M	0	0	5, 2, 1		1	5	0	3	0.0	0.0	0.5	0.0
5	5	1/8	1/8	2/4	2	1	I						G	I		I	I							M	0	0	1, 5, 2		1	1	0	2	0.0	0.0	0.25	0.0
5	5	1/4	1/4	2/4	2	1	V43						G	I		V43	V		43					Mm7	0	0	3, 0, 2, 6		2	3	0	3	0.0	0.0	0.5	0.0
5	5	3/8	3/8	2/4	2	1	V7						G	I		V7	V		7					Mm7	0	0	2, 6, 3, 0		2	2	0	2	0.0	0.0	0.25	0.0
6	6	0	0	2/4	2	1	I|IAC}						G	I		I	I					IAC	}	M	0	0	1, 5, 2		1	1	1	5	0.16666666666666666	0.0625	0.8125	0.07142857142857142
