mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	volta	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
7	7	7/16	7/16	3/4	2	1	#viio6			g	i		#viio6	#vii	o	6					o	1	1	3, 0, 6		6	3	0	1	0.0	0.0	0.0625	0.0
7	7	1/2	1/2	3/4	2	1	i(#7)			g	i		i(#7)	i			#7				m	1	1	1, -2, 2	6	1	1	0	4	0.0	0.0	0.9375	0.0
7	7	11/16	11/16	3/4	2	1	i			g	i		i	i							m	1	1	1, -2, 2		1	1	0	1	0.0	0.0	0.0625	0.0
8	8	0	0	3/4	2	1	V(4)|HC}			g	i		V(4)	V			4		HC	}	M	1	1	2, 1, 3		2	2	0	5	0.0	0.0	1.0	0.0
8	8	1/4	1/4	3/4	2	1	V			g	i		V	V							M	1	1	2, 6, 3		2	2	2	4	0.3333333333333333	0.25	0.875	0.2222222222222222
9	9	0	0	3/4	2	1	i{			g	i		i	i						{	m	1	1	1, -2, 2		1	1	0	6	0.0	0.0	1.5	0.0
9	9	1/4	1/4	3/4	2	1	V(4)			g	i		V(4)	V			4				M	1	1	2, 1, 3		2	2	0	5	0.0	0.0	1.5	0.0
9	9	1/2	1/2	3/4	2	1	V7			g	i		V7	V		7					Mm7	1	1	2, 6, 3, 0		2	2	0	4	0.0	0.0	0.75	0.0
10	10	0	0	3/4	2	1	i(4)			g	i		i(4)	i			4				m	1	1	1, 0, 2		1	1	0	5	0.0	0.0	1.5	0.0
10	10	1/4	1/4	3/4	2	1	i			g	i		i	i							m	1	1	1, -2, 2		1	1	2	3	0.4	0.125	0.625	0.16666666666666666
10	10	1/2	1/2	3/4	2	1	i6}			g	i		i6	i		6				}	m	1	1	-2, 2, 1		1	-2	1	4	0.2	0.0625	0.6875	0.08333333333333333
11	11	0	0	3/4	2	1	VII6{			g	i		VII6	VII		6				{	M	1	1	3, 0, -1		-1	3	0	5	0.0	0.0	1.0	0.0
11	11	1/4	1/4	3/4	2	1	i7			g	i		i7	i		7					mm7	1	1	1, -2, 2, -1		1	1	0	5	0.0	0.0	1.25	0.0
11	11	1/2	1/2	3/4	2	1	viio6/VII			g	i		viio6/VII	vii	o	6		VII			o	1	1	1, -2, 4		4	1	0	4	0.0	0.0	0.75	0.0
12	12	0	0	3/4	2	1	v.i6(6)			g	v		i6(6)	i		6	6				m	1	1	-1, -2, 2		2	-1	2	3	0.4	0.3125	1.1875	0.20833333333333334
12	12	1/4	1/4	3/4	2	1	i6			g	v		i6	i		6					m	1	1	-1, 3, 2		2	-1	2	7	0.2222222222222222	0.125	1.375	0.08333333333333333
13	13	0	0	3/4	2	1	iio65(2)			g	v		iio65(2)	ii	o	65	2				o7	1	1	1, -2, -5, -1		4	1	1	4	0.2	0.75	0.75	0.5
13	13	1/4	1/4	3/4	2	1	iio65			g	v		iio65	ii	o	65					o7	1	1	1, -2, -5, 4		4	1	2	3	0.4	0.125	0.625	0.16666666666666666
13	13	1/2	1/2	3/4	2	1	iv6(6)			g	v		iv6(6)	iv		6	6				m	1	1	-2, 4, 1		1	-2	0	3	0.0	0.0	0.6875	0.0
13	13	11/16	11/16	3/4	2	1	iv6			g	v		iv6	iv		6					m	1	1	-2, 2, 1		1	-2	0	1	0.0	0.0	0.0625	0.0
14	14	0	0	3/4	2	1	V(4)			g	v		V(4)	V			4				M	1	1	3, 2, 4		3	3	0	5	0.0	0.0	1.0	0.0
14	14	1/4	1/4	3/4	2	1	V			g	v		V	V							M	1	1	3, 7, 4		3	3	2	3	0.4	0.09375	0.40625	0.1875
14	14	1/2	1/2	3/4	2	1	i6			g	v		i6	i		6					m	1	1	-1, 3, 2		2	-1	1	5	0.16666666666666666	0.03125	0.71875	0.041666666666666664
15	15	0	0	3/4	2	1	iio6(2)			g	v		iio6(2)	ii	o	6	2				o	1	1	1, -2, -1		4	1	0	4	0.0	0.0	0.9375	0.0
15	15	3/16	3/16	3/4	2	1	iio6			g	v		iio6	ii	o	6					o	1	1	1, -2, 4		4	1	0	1	0.0	0.0	0.0625	0.0
15	15	1/4	1/4	3/4	2	1	V(6)			g	v		V(6)	V			6				M	1	1	3, 7, -1		3	3	1	3	0.25	0.1875	0.75	0.2
15	15	7/16	7/16	3/4	2	1	V(64)			g	v		V(64)	V			64				M	1	1	3, 2, -1		3	3	0	1	0.0	0.0	0.0625	0.0
15	15	1/2	1/2	3/4	2	1	V7(4)			g	v		V7(4)	V		7	4				Mm7	1	1	3, 2, 4, 1		3	3	1	3	0.25	0.25	0.6875	0.26666666666666666
15	15	11/16	11/16	3/4	2	1	V7			g	v		V7	V		7					Mm7	1	1	3, 7, 4, 1		3	3	0	1	0.0	0.0	0.0625	0.0
16	16	0	0	3/4	2	1	i(4)|PAC}			g	v		i(4)	i			4		PAC	}	m	1	1	2, 1, 3		2	2	0	5	0.0	0.0	1.0	0.0
16	16	1/4	1/4	3/4	2	1	i			g	v		i	i							m	1	1	2, -1, 3		2	2	2	3	0.4	0.125	0.625	0.16666666666666666
16	16	1/2	1/2	3/4	2	1	i6			g	v		i6	i		6					m	1	1	-1, 3, 2		2	-1	1	4	0.2	0.0625	0.6875	0.08333333333333333
17	17	0	0	3/4	2	1	iio6(2){			g	v		iio6(2)	ii	o	6	2			{	o	1	1	1, -2, -1		4	1	0	4	0.0	0.0	0.75	0.0
17	17	1/4	1/4	3/4	2	1	iio6			g	v		iio6	ii	o	6					o	1	1	1, -2, 4		4	1	2	3	0.4	0.125	0.625	0.16666666666666666
17	17	1/2	1/2	3/4	2	1	iv6(6)			g	v		iv6(6)	iv		6	6				m	1	1	-2, 4, 1		1	-2	0	3	0.0	0.0	0.6875	0.0
17	17	11/16	11/16	3/4	2	1	iv6			g	v		iv6	iv		6					m	1	1	-2, 2, 1		1	-2	0	1	0.0	0.0	0.0625	0.0
18	18	0	0	3/4	2	1	V(4)			g	v		V(4)	V			4				M	1	1	3, 2, 4		3	3	0	4	0.0	0.0	0.75	0.0
18	18	1/4	1/4	3/4	2	1	V7			g	v		V7	V		7					Mm7	1	1	3, 7, 4, 1		3	3	1	4	0.2	0.03125	0.46875	0.0625
18	18	1/2	1/2	3/4	2	1	i6			g	v		i6	i		6					m	1	1	-1, 3, 2		2	-1	1	5	0.16666666666666666	0.03125	0.71875	0.041666666666666664
19	19	0	0	3/4	2	1	iio6(2)			g	v		iio6(2)	ii	o	6	2				o	1	1	1, -2, -1		4	1	0	4	0.0	0.0	0.9375	0.0
19	19	3/16	3/16	3/4	2	1	iio6			g	v		iio6	ii	o	6					o	1	1	1, -2, 4		4	1	0	1	0.0	0.0	0.0625	0.0
19	19	1/4	1/4	3/4	2	1	V(6)			g	v		V(6)	V			6				M	1	1	3, 7, -1		3	3	1	3	0.25	0.1875	1.0	0.15789473684210525
19	19	7/16	7/16	3/4	2	1	V(64)			g	v		V(64)	V			64				M	1	1	3, 2, -1		3	3	0	1	0.0	0.0	0.0625	0.0
19	19	1/2	1/2	3/4	2	1	V7(4)			g	v		V7(4)	V		7	4				Mm7	1	1	3, 2, 4, 1		3	3	0	3	0.0	0.0	0.6875	0.0
19	19	11/16	11/16	3/4	2	1	V7			g	v		V7	V		7					Mm7	1	1	3, 7, 4, 1		3	3	0	1	0.0	0.0	0.0625	0.0
20	20	0	0	3/4	2	1	IM7(4)|PAC}			g	v		IM7(4)	I	M	7	4		PAC	}	MM7	1	1	2, 1, 3, 7		2	2	0	6	0.0	0.0	1.9375	0.0
20	20	3/16	3/16	3/4	2	1	I(4)			g	v		I(4)	I			4				M	1	1	2, 1, 3		2	2	0	1	0.0	0.0	0.0625	0.0
20	20	1/4	1/4	3/4	2	1	I			g	v		I	I							M	1	1	2, 6, 3		2	2	0	4	0.0	0.0	0.75	0.0
20	20	1/2	1/2	3/4	2	1	I(24)			g	v		I(24)	I			24				M	1	1	4, 1, 3		2	4	1	2	0.3333333333333333	0.1875	0.5	0.2727272727272727
20	20	11/16	11/16	3/4	2	1	IM7(42)			g	v		IM7(42)	I	M	7	42				MM7	1	1	4, 1, 3, 7		2	4	0	1	0.0	0.0	0.0625	0.0
21	21	0	0	3/4	2	1	IM7			g	v		IM7	I	M	7					MM7	1	1	2, 6, 3, 7		2	2	1	6	0.14285714285714285	0.0	2.1875	0.0
21	21	3/16	3/16	3/4	2	1	I			g	v		I	I							M	1	1	2, 6, 3		2	2	0	1	0.0	0.0	0.0625	0.0
21	21	1/4	1/4	3/4	2	1	I(64)			g	v		I(64)	I			64				M	1	1	2, 1, -2		2	2	0	4	0.0	0.0	0.75	0.0
21	21	1/2	1/2	3/4	2	1	I(42)			g	v		I(42)	I			42				M	1	1	4, 1, 3		2	4	1	2	0.3333333333333333	0.1875	0.5	0.2727272727272727
21	21	11/16	11/16	3/4	2	1	IM7(42)			g	v		IM7(42)	I	M	7	42				MM7	1	1	4, 1, 3, 7		2	4	0	1	0.0	0.0	0.0625	0.0
22	22	0	0	3/4	2	1	IM7(4)			g	v		IM7(4)	I	M	7	4				MM7	1	1	2, 1, 3, 7		2	2	0	6	0.0	0.0	1.9375	0.0
22	22	3/16	3/16	3/4	2	1	I(4)			g	v		I(4)	I			4				M	1	1	2, 1, 3		2	2	0	1	0.0	0.0	0.0625	0.0
22	22	1/4	1/4	3/4	2	1	I			g	v		I	I							M	1	1	2, 6, 3		2	2	0	4	0.0	0.0	0.75	0.0
22	22	1/2	1/2	3/4	2	1	I(64)			g	v		I(64)	I			64				M	1	1	2, 1, -2		2	2	0	3	0.0	0.0	0.6875	0.0
22	22	11/16	11/16	3/4	2	1	I(642)			g	v		I(642)	I			642				M	1	1	4, 1, -2		2	4	0	1	0.0	0.0	0.0625	0.0
23	23	0	0	3/4	2	1	I(72)			g	v		I(72)	I			72				M	1	1	4, 6, 3	0	2	4	3	4	0.42857142857142855	0.5	0.6875	0.42105263157894735
23	23	3/16	3/16	3/4	2	1	I(7)			g	v		I(7)	I			7				M	1	1	2, 6, 3	0	2	2	0	1	0.0	0.0	0.0625	0.0
23	23	1/4	1/4	3/4	2	1	I(643)			g	v		I(643)	I			643				M	1	1	2, 1, -2		2	2	2	5	0.2857142857142857	0.1875	1.0	0.15789473684210525
23	23	7/16	7/16	3/4	2	1	I(64)			g	v		I(64)	I			64				M	1	1	2, 1, -2		2	2	0	1	0.0	0.0	0.0625	0.0
23	23	1/2	1/2	3/4	2	1	I(#742)			g	v		I(#742)	I			#742				M	1	1	4, 1, 3	7	2	4	2	5	0.2857142857142857	0.5	0.6875	0.42105263157894735
23	23	11/16	11/16	3/4	2	1	I(#72)			g	v		I(#72)	I			#72				M	1	1	4, 6, 3	7	2	4	0	1	0.0	0.0	0.0625	0.0
24	24	0	0	3/4	2	1	I			g	v		I	I							M	1	1	2, 6, 3		2	2	4	8	0.3333333333333333	0.375	1.625	0.1875
25	25	0	0	3/4	2	1	i.i6{			g	i		i6	i		6				{	m	1	1	-2, 2, 1		1	-2	0	4	0.0	0.0	0.75	0.0
25	25	1/4	1/4	3/4	2	1	ii(4)			g	i		ii(4)	ii			4				m	1	1	3, 2, 4		3	3	1	3	0.25	0.25	0.6875	0.26666666666666666
25	25	7/16	7/16	3/4	2	1	ii			g	i		ii	ii							m	1	1	3, 0, 4		3	3	0	1	0.0	0.0	0.0625	0.0
25	25	1/2	1/2	3/4	2	1	V7			g	i		V7	V		7					Mm7	1	1	2, 6, 3, 0		2	2	0	5	0.0	0.0	1.0	0.0
26	26	0	0	3/4	2	1	i(4)			g	i		i(4)	i			4				m	1	1	1, 0, 2		1	1	0	5	0.0	0.0	1.0	0.0
26	26	1/4	1/4	3/4	2	1	i			g	i		i	i							m	1	1	1, -2, 2		1	1	3	4	0.42857142857142855	0.3125	0.6875	0.3125
27	27	0	0	3/4	2	1	iv.i6{			g	iv		i6	i		6				{	m	1	1	-3, 1, 0		0	-3	0	4	0.0	0.0	0.75	0.0
27	27	1/4	1/4	3/4	2	1	ii(4)			g	iv		ii(4)	ii			4				m	1	1	2, 1, 3		2	2	1	3	0.25	0.25	0.6875	0.26666666666666666
27	27	7/16	7/16	3/4	2	1	ii			g	iv		ii	ii							m	1	1	2, -1, 3		2	2	0	1	0.0	0.0	0.0625	0.0
27	27	1/2	1/2	3/4	2	1	V7			g	iv		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1	0	6	0.0	0.0	1.25	0.0
28	28	0	0	3/4	2	1	i(4)			g	iv		i(4)	i			4				m	1	1	0, -1, 1		0	0	0	5	0.0	0.0	1.0	0.0
28	28	1/4	1/4	3/4	2	1	i			g	iv		i	i							m	1	1	0, -3, 1		0	0	2	3	0.4	0.125	0.625	0.16666666666666666
28	28	1/2	1/2	3/4	2	1	i6			g	iv		i6	i		6					m	1	1	-3, 1, 0		0	-3	1	4	0.2	0.0625	0.6875	0.08333333333333333
29	29	0	0	3/4	2	1	iio6(2)			g	iv		iio6(2)	ii	o	6	2				o	1	1	-1, -4, -3		2	-1	0	5	0.0	0.0	0.9375	0.0
29	29	1/4	1/4	3/4	2	1	iio6			g	iv		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1	2	3	0.4	0.125	0.625	0.16666666666666666
29	29	1/2	1/2	3/4	2	1	iv6(6)			g	iv		iv6(6)	iv		6	6				m	1	1	-4, 2, -1		-1	-4	0	3	0.0	0.0	0.6875	0.0
29	29	11/16	11/16	3/4	2	1	iv6			g	iv		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4	0	1	0.0	0.0	0.0625	0.0
30	30	0	0	3/4	2	1	V(4)			g	iv		V(4)	V			4				M	1	1	1, 0, 2		1	1	0	5	0.0	0.0	1.0	0.0
30	30	1/4	1/4	3/4	2	1	V			g	iv		V	V							M	1	1	1, 5, 2		1	1	2	3	0.4	0.09375	0.40625	0.1875
30	30	1/2	1/2	3/4	2	1	i6			g	iv		i6	i		6					m	1	1	-3, 1, 0		0	-3	1	5	0.16666666666666666	0.03125	0.71875	0.041666666666666664
31	31	0	0	3/4	2	1	iio6(2)			g	iv		iio6(2)	ii	o	6	2				o	1	1	-1, -4, -3		2	-1	0	4	0.0	0.0	0.9375	0.0
31	31	3/16	3/16	3/4	2	1	iio6			g	iv		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1	0	1	0.0	0.0	0.0625	0.0
31	31	1/4	1/4	3/4	2	1	V(6)			g	iv		V(6)	V			6				M	1	1	1, 5, -3		1	1	1	3	0.25	0.1875	0.75	0.2
31	31	7/16	7/16	3/4	2	1	V(64)			g	iv		V(64)	V			64				M	1	1	1, 0, -3		1	1	0	1	0.0	0.0	0.0625	0.0
31	31	1/2	1/2	3/4	2	1	V7(4)			g	iv		V7(4)	V		7	4				Mm7	1	1	1, 0, 2, -1		1	1	0	4	0.0	0.0	0.9375	0.0
31	31	11/16	11/16	3/4	2	1	V7			g	iv		V7	V		7					Mm7	1	1	1, 5, 2, -1		1	1	0	1	0.0	0.0	0.0625	0.0
32	32	0	0	3/4	2	1	i(4)|PAC}			g	iv		i(4)	i			4		PAC	}	m	1	1	0, -1, 1		0	0	0	5	0.0	0.0	1.0	0.0
32	32	1/4	1/4	3/4	2	1	i			g	iv		i	i							m	1	1	0, -3, 1		0	0	2	3	0.4	0.125	0.625	0.16666666666666666
32	32	1/2	1/2	3/4	2	1	i6			g	iv		i6	i		6					m	1	1	-3, 1, 0		0	-3	1	3	0.25	0.0625	0.4375	0.125
33	33	0	0	3/4	2	1	i.III6{			g	i		III6	III		6				{	M	1	1	2, -1, -2		-2	2	0	4	0.0	0.0	0.75	0.0
33	33	1/4	1/4	3/4	2	1	iio6(2)			g	i		iio6(2)	ii	o	6	2				o	1	1	0, -3, -2		3	0	0	3	0.0	0.0	0.6875	0.0
33	33	7/16	7/16	3/4	2	1	iio6			g	i		iio6	ii	o	6					o	1	1	0, -3, 3		3	0	0	1	0.0	0.0	0.0625	0.0
33	33	1/2	1/2	3/4	2	1	i6			g	i		i6	i		6					m	1	1	-2, 2, 1		1	-2	0	4	0.0	0.0	0.75	0.0
34	34	0	0	3/4	2	1	#viio6(2)			g	i		#viio6(2)	#vii	o	6	2				o	1	1	3, 0, 1		6	3	0	4	0.0	0.0	0.9375	0.0
34	34	3/16	3/16	3/4	2	1	#viio6			g	i		#viio6	#vii	o	6					o	1	1	3, 0, 6		6	3	0	1	0.0	0.0	0.0625	0.0
34	34	1/4	1/4	3/4	2	1	i(4)			g	i		i(4)	i			4				m	1	1	1, 0, 2		1	1	0	4	0.0	0.0	0.9375	0.0
34	34	7/16	7/16	3/4	2	1	i			g	i		i	i							m	1	1	1, -2, 2		1	1	0	1	0.0	0.0	0.0625	0.0
34	34	1/2	1/2	3/4	2	1	v6			g	i		v6	v		6					m	1	1	-1, 3, 2		2	-1	0	6	0.0	0.0	1.25	0.0
35	35	0	0	3/4	2	1	#viio6(2)/V			g	i		#viio6(2)/V	#vii	o	6	2	V			o	1	1	4, 1, 2		7	4	0	4	0.0	0.0	0.9375	0.0
35	35	3/16	3/16	3/4	2	1	#viio6/V			g	i		#viio6/V	#vii	o	6		V			o	1	1	4, 1, 7		7	4	0	1	0.0	0.0	0.0625	0.0
35	35	1/4	1/4	3/4	2	1	V(4)			g	i		V(4)	V			4				M	1	1	2, 1, 3		2	2	0	4	0.0	0.0	0.875	0.0
35	35	7/16	7/16	3/4	2	1	V7			g	i		V7	V		7					Mm7	1	1	2, 6, 3, 0		2	2	0	2	0.0	0.0	0.125	0.0
35	35	1/2	1/2	3/4	2	1	V(64)			g	i		V(64)	V			64				M	1	1	2, 1, -2		2	2	0	3	0.0	0.0	0.5625	0.0
35	35	11/16	11/16	3/4	2	1	V7			g	i		V7	V		7					Mm7	1	1	2, 6, 3, 0		2	2	0	3	0.0	0.0	0.1875	0.0
36	36	0	0	3/4	2	1	i			g	i		i	i							m	1	1	1, -2, 2		1	1	0	5	0.0	0.0	1.0	0.0
36	36	1/4	1/4	3/4	2	1	v(4)			g	i		v(4)	v			4				m	1	1	2, 1, 3		2	2	1	4	0.2	0.0625	0.9375	0.0625
36	36	1/2	1/2	3/4	2	1	v			g	i		v	v							m	1	1	2, -1, 3		2	2	1	3	0.25	0.0625	0.6875	0.08333333333333333
37	37	0	0	3/4	2	1	V7/iv			g	i		V7/iv	V		7		iv			Mm7	1	1	1, 5, 2, -1		1	1	0	5	0.0	0.0	1.0	0.0
37	37	1/4	1/4	3/4	2	1	iv(#7)			g	i		iv(#7)	iv			#7				m	1	1	0, -3, 1	5	0	0	0	5	0.0	0.0	1.0	0.0
37	37	1/2	1/2	3/4	2	1	V7/III		VII7	g	i		V7/III	V		7		III			Mm7	1	1	-1, 3, 0, -3		-1	-1	0	5	0.0	0.0	1.0	0.0
38	38	0	0	3/4	2	1	III(7)			g	i		III(7)	III			7				M	1	1	-2, 2, -1	3	-2	-2	0	4	0.0	0.0	0.75	0.0
38	38	1/4	1/4	3/4	2	1	VI7			g	i		VI7	VI		7					Mm7	1	1	-3, 1, -2, -5		-3	-3	1	5	0.16666666666666666	0.1875	1.0625	0.15
38	38	1/2	1/2	3/4	2	1	ii%7			g	i		ii%7	ii	%	7					%7	1	1	3, 0, -3, 1		3	3	0	5	0.0	0.0	1.0	0.0
39	39	0	0	3/4	2	1	V7			g	i		V7	V		7					Mm7	1	1	2, 6, 3, 0		2	2	0	6	0.0	0.0	1.25	0.0
39	39	1/4	1/4	3/4	2	1	V(64)			g	i		V(64)	V			64				M	1	1	2, 1, -2		2	2	3	3	0.5	0.1875	0.5625	0.25
39	39	1/2	1/2	3/4	2	1	i			g	i		i	i							m	1	1	1, -2, 2		1	1	1	4	0.2	0.03125	0.71875	0.041666666666666664
40	40	0	0	3/4	2	1	iio6(2)			g	i		iio6(2)	ii	o	6	2				o	1	1	0, -3, -2		3	0	0	4	0.0	0.0	0.9375	0.0
40	40	3/16	3/16	3/4	2	1	iio6			g	i		iio6	ii	o	6					o	1	1	0, -3, 3		3	0	0	1	0.0	0.0	0.0625	0.0
40	40	1/4	1/4	3/4	2	1	V(6)			g	i		V(6)	V			6				M	1	1	2, 6, -2		2	2	1	3	0.25	0.1875	0.75	0.2
40	40	7/16	7/16	3/4	2	1	V(64)			g	i		V(64)	V			64				M	1	1	2, 1, -2		2	2	0	1	0.0	0.0	0.0625	0.0
40	40	1/2	1/2	3/4	2	1	V7(4)			g	i		V7(4)	V		7	4				Mm7	1	1	2, 1, 3, 0		2	2	0	4	0.0	0.0	0.9375	0.0
40	40	11/16	11/16	3/4	2	1	V7			g	i		V7	V		7					Mm7	1	1	2, 6, 3, 0		2	2	0	1	0.0	0.0	0.0625	0.0
41	41	0	0	3/4	2	1	i(4)			g	i		i(4)	i			4				m	1	1	1, 0, 2		1	1	0	5	0.0	0.0	1.0	0.0
41	41	1/4	1/4	3/4	2	1	i			g	i		i	i							m	1	1	1, -2, 2		1	1	4	7	0.36363636363636365	0.21875	1.28125	0.14583333333333334
42	42	0	0	3/4	2	1	iio6(2)			g	i		iio6(2)	ii	o	6	2				o	1	1	0, -3, -2		3	0	0	5	0.0	0.0	1.0	0.0
42	42	1/4	1/4	3/4	2	1	iio6			g	i		iio6	ii	o	6					o	1	1	0, -3, 3		3	0	2	3	0.4	0.125	0.625	0.16666666666666666
42	42	1/2	1/2	3/4	2	1	iv6(6)			g	i		iv6(6)	iv		6	6				m	1	1	-3, 3, 0		0	-3	0	3	0.0	0.0	0.6875	0.0
42	42	11/16	11/16	3/4	2	1	iv6			g	i		iv6	iv		6					m	1	1	-3, 1, 0		0	-3	0	1	0.0	0.0	0.0625	0.0
43	43	0	0	3/4	2	1	V(4)			g	i		V(4)	V			4				M	1	1	2, 1, 3		2	2	0	4	0.0	0.0	0.75	0.0
43	43	1/4	1/4	3/4	2	1	V			g	i		V	V							M	1	1	2, 6, 3		2	2	2	3	0.4	0.09375	0.40625	0.1875
43	43	1/2	1/2	3/4	2	1	i6			g	i		i6	i		6					m	1	1	-2, 2, 1		1	-2	1	5	0.16666666666666666	0.03125	0.71875	0.041666666666666664
44	44	0	0	3/4	2	1	iio6(2)			g	i		iio6(2)	ii	o	6	2				o	1	1	0, -3, -2		3	0	0	4	0.0	0.0	0.9375	0.0
44	44	3/16	3/16	3/4	2	1	iio6			g	i		iio6	ii	o	6					o	1	1	0, -3, 3		3	0	0	1	0.0	0.0	0.0625	0.0
44	44	1/4	1/4	3/4	2	1	V(65)			g	i		V(65)	V			65				M	1	1	2, 6, -2		2	2	1	3	0.25	0.1875	0.75	0.2
44	44	7/16	7/16	3/4	2	1	V(64)			g	i		V(64)	V			64				M	1	1	2, 1, -2		2	2	0	1	0.0	0.0	0.0625	0.0
44	44	1/2	1/2	3/4	2	1	V7(4)			g	i		V7(4)	V		7	4				Mm7	1	1	2, 1, 3, 0		2	2	0	4	0.0	0.0	0.9375	0.0
44	44	11/16	11/16	3/4	2	1	V7			g	i		V7	V		7					Mm7	1	1	2, 6, 3, 0		2	2	0	1	0.0	0.0	0.0625	0.0
45	45	0	0	3/4	2	1	i7(4)|PAC}			g	i		i7(4)	i		7	4		PAC	}	mm7	1	1	1, 0, 2, -1		1	1	1	5	0.16666666666666666	0.1875	1.75	0.0967741935483871
45	45	3/16	3/16	3/4	2	1	i			g	i		i	i							m	1	1	1, -2, 2		1	1	0	5	0.0	0.0	0.8125	0.0
45	45	1/2	1/2	3/4	2	1	i(42)			g	i		i(42)	i			42				m	1	1	3, 0, 2		1	3	1	2	0.3333333333333333	0.1875	0.5	0.2727272727272727
45	45	11/16	11/16	3/4	2	1	iM7(42)			g	i		iM7(42)	i	M	7	42				mM7	1	1	3, 0, 2, 6		1	3	0	1	0.0	0.0	0.0625	0.0
