mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	minDistance	offset	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	3/8	2	1	D.I{						D	I		I	I						{	M	0	0	2, 6, 3		2	2	0	4	0.0	0.0	0.5	0.0
1	1	1/4	1/4	3/8	2	1	V						D	I		V	V							M	0	0	3, 7, 4		3	3	0	2	0.0	0.0	0.25	0.0
2	2	0	0	3/8	2	1	I6						D	I		I6	I		6					M	0	0	6, 3, 2		2	6	0	4	0.0	0.0	0.5	0.0
2	2	1/4	1/4	3/8	2	1	V						D	I		V	V							M	0	0	3, 7, 4		3	3	0	2	0.0	0.0	0.25	0.0
3	3	0	0	3/8	2	1	I6						D	I		I6	I		6					M	0	0	6, 3, 2		2	6	0	4	0.0	0.0	0.5	0.0
3	3	1/4	1/4	3/8	2	1	V						D	I		V	V							M	0	0	3, 7, 4		3	3	0	2	0.0	0.0	0.25	0.0
4	4	0	0	3/8	2	1	I6						D	I		I6	I		6					M	0	0	6, 3, 2		2	6	0	4	0.0	0.0	0.5	0.0
4	4	1/4	1/4	3/8	2	1	V						D	I		V	V							M	0	0	3, 7, 4		3	3	0	2	0.0	0.0	0.25	0.0
5	5	0	0	3/8	2	1	I						D	I		I	I							M	0	0	2, 6, 3		2	2	2	4	0.3333333333333333	0.25	0.5	0.3333333333333333
6	6	0	0	3/8	2	1	V|HC}						D	I		V	V					HC	}	M	0	0	3, 7, 4		3	3	0	2	0.0	0.0	0.75	0.0
7	7	0	0	3/8	2	1	I						D	I		I	I							M	0	0	2, 6, 3		2	2	2	4	0.3333333333333333	0.25	0.5	0.3333333333333333
8	8	0	0	3/8	2	1	V|HC						D	I		V	V					HC		M	0	0	3, 7, 4		3	3	0	2	0.0	0.0	0.75	0.0
9	9	0	0	3/8	2	1	I						D	I		I	I							M	0	0	2, 6, 3		2	2	2	4	0.3333333333333333	0.25	0.5	0.3333333333333333
10	10	0	0	3/8	2	1	V|HC						D	I		V	V					HC		M	0	0	3, 7, 4		3	3	0	2	0.0	0.0	0.75	0.0
11	11	0	0	3/8	2	1	I{						D	I		I	I						{	M	0	0	2, 6, 3		2	2	0	3	0.0	0.0	0.5	0.0
11	11	1/4	1/4	3/8	2	1	IV						D	I		IV	IV							M	0	0	1, 5, 2		1	1	0	2	0.0	0.0	0.25	0.0
12	12	0	0	3/8	2	1	I6						D	I		I6	I		6					M	0	0	6, 3, 2		2	6	2	4	0.3333333333333333	0.25	0.875	0.2222222222222222
13	13	0	0	3/8	2	1	I						D	I		I	I							M	0	0	2, 6, 3		2	2	0	5	0.0	0.0	1.125	0.0
13	13	1/4	1/4	3/8	2	1	IV(+7)	-2.96062	4.01489		/		D	I		IV(+7)	IV			+7				M	0	0	1, 5, 2	6	1	1	0	2	0.0	0.0	0.25	0.0
14	14	0	0	3/8	2	1	I6						D	I		I6	I		6					M	0	0	6, 3, 2		2	6	2	5	0.2857142857142857	0.25	1.25	0.16666666666666666
15	15	0	0	3/8	2	1	I						D	I		I	I							M	0	0	2, 6, 3		2	2	0	7	0.0	0.0	1.5	0.0
15	15	1/4	1/4	3/8	2	1	IV(+9+7)	-5.02018	3.75745		/		D	I		IV(+9+7)	IV			+9+7				M	0	0	1, 5, 2	3, 6	1	1	0	2	0.0	0.0	0.25	0.0
16	16	0	0	3/8	2	1	I6						D	I		I6	I		6					M	0	0	6, 3, 2		2	6	2	6	0.25	0.25	1.625	0.13333333333333333
17	17	0	0	3/8	2	1	I						D	I		I	I							M	0	0	2, 6, 3		2	2	2	6	0.25	0.25	0.875	0.2222222222222222
18	18	0	0	3/8	2	1	viio						D	I		viio	vii	o						o	0	0	7, 4, 1		7	7	0	5	0.0	0.0	0.75	0.0
18	18	1/4	1/4	3/8	2	1	I						D	I		I	I							M	0	0	2, 6, 3		2	2	0	3	0.0	0.0	0.375	0.0
19	19	0	0	3/8	2	1	V						D	I		V	V							M	0	0	3, 7, 4		3	3	0	8	0.0	0.0	1.25	0.0
19	19	1/4	1/4	3/8	2	1	I6						D	I		I6	I		6					M	0	0	6, 3, 2		2	6	0	5	0.0	0.0	0.625	0.0
20	20	0	0	3/8	2	1	V						D	I		V	V							M	0	0	3, 7, 4		3	3	0	8	0.0	0.0	1.25	0.0
20	20	1/4	1/4	3/8	2	1	I						D	I		I	I							M	0	0	2, 6, 3		2	2	0	5	0.0	0.0	0.625	0.0
21	21	0	0	3/8	2	1	V						D	I		V	V							M	0	0	3, 7, 4		3	3	0	5	0.0	0.0	0.625	0.0
21	21	1/8	1/8	3/8	2	1	I						D	I		I	I							M	0	0	2, 6, 3		2	2	0	5	0.0	0.0	0.625	0.0
21	21	1/4	1/4	3/8	2	1	V						D	I		V	V							M	0	0	3, 7, 4		3	3	0	5	0.0	0.0	0.625	0.0
22	22	0	0	3/8	2	1	I						D	I		I	I							M	0	0	2, 6, 3		2	2	0	5	0.0	0.0	0.625	0.0
22	22	1/8	1/8	3/8	2	1	V						D	I		V	V							M	0	0	3, 7, 4		3	3	0	5	0.0	0.0	0.625	0.0
22	22	1/4	1/4	3/8	2	1	I6						D	I		I6	I		6					M	0	0	6, 3, 2		2	6	0	5	0.0	0.0	0.625	0.0
23	23	0	0	3/8	2	1	V						D	I		V	V							M	0	0	3, 7, 4		3	3	0	5	0.0	0.0	0.625	0.0
23	23	1/8	1/8	3/8	2	1	I6						D	I		I6	I		6					M	0	0	6, 3, 2		2	6	0	5	0.0	0.0	0.625	0.0
23	23	1/4	1/4	3/8	2	1	V						D	I		V	V							M	0	0	3, 7, 4		3	3	0	5	0.0	0.0	0.625	0.0
24	24	0	0	3/8	2	1	I						D	I		I	I							M	0	0	2, 6, 3		2	2	0	5	0.0	0.0	0.625	0.0
24	24	1/8	1/8	3/8	2	1	V						D	I		V	V							M	0	0	3, 7, 4		3	3	0	5	0.0	0.0	0.625	0.0
24	24	1/4	1/4	3/8	2	1	I						D	I		I	I							M	0	0	2, 6, 3		2	2	0	5	0.0	0.0	0.625	0.0
25	25	0	0	3/8	2	1	V|HC}						D	I		V	V					HC	}	M	0	0	3, 7, 4		3	3	0	2	0.0	0.0	0.75	0.0
26	26	0	0	3/8	2	1	V.I{						D	V		I	I						{	M	0	0	3, 7, 4		3	3	4	7	0.36363636363636365	0.34375	0.78125	0.3055555555555556
27	27	0	0	3/8	2	1	ii6						D	V		ii6	ii		6					m	0	0	2, 6, 5		5	2	0	5	0.0	0.0	1.125	0.0
28	28	0	0	3/8	2	1	viio6						D	V		viio6	vii	o	6					o	0	0	5, 2, 8		8	5	5	6	0.45454545454545453	0.46875	0.65625	0.4166666666666667
29	29	0	0	3/8	2	1	I6						D	V		I6	I		6					M	0	0	7, 4, 3		3	7	0	5	0.0	0.0	1.125	0.0
30	30	0	0	3/8	2	1	vi6						D	V		vi6	vi		6					m	0	0	3, 7, 6		6	3	5	6	0.45454545454545453	0.46875	0.65625	0.4166666666666667
31	31	0	0	3/8	2	1	viio6						D	V		viio6	vii	o	6					o	0	0	5, 2, 8		8	5	0	5	0.0	0.0	1.125	0.0
32	32	0	0	3/8	2	1	V6						D	V		V6	V		6					M	0	0	8, 5, 4		4	8	5	6	0.45454545454545453	0.46875	0.65625	0.4166666666666667
33	33	0	0	3/8	2	1	I}{						D	V		I	I						}{	M	0	0	3, 7, 4		3	3	1	9	0.1	0.125	0.75	0.14285714285714285
