mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	minDistance	offset	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	3/8	2	1	D.I(+4){						D	I		I(+4)	I			+4			{	M	0	0	2, 6, 3	1	2	2	3	39	0.07142857142857142	0.1875	2.8125	0.0625
5	5	1/4	1/4	3/8	2	1	V7						D	I		V7	V		7					Mm7	0	0	3, 7, 4, 1		3	3	0	3	0.0	0.0	0.25	0.0
6	6	0	0	3/8	2	1	I						D	I		I	I							M	0	0	2, 6, 3		2	2	0	5	0.0	0.0	0.5	0.0
6	6	1/4	1/4	3/8	2	1	V7						D	I		V7	V		7					Mm7	0	0	3, 7, 4, 1		3	3	0	3	0.0	0.0	0.25	0.0
7	7	0	0	3/8	2	1	I						D	I		I	I							M	0	0	2, 6, 3		2	2	0	5	0.0	0.0	0.5	0.0
7	7	1/4	1/4	3/8	2	1	V7						D	I		V7	V		7					Mm7	0	0	3, 7, 4, 1		3	3	0	3	0.0	0.0	0.25	0.0
8	8	0	0	3/8	2	1	I						D	I		I	I							M	0	0	2, 6, 3		2	2	41	127	0.24404761904761904	1.9625	10.85	0.15317073170731707
19	19	0	0	3/8	2	1	IV						D	I		IV	IV							M	0	0	1, 5, 2		1	1	3	4	0.42857142857142855	0.1875	0.3125	0.375
20	20	0	0	3/8	2	1	viio						D	I		viio	vii	o						o	0	0	7, 4, 1		7	7	3	6	0.3333333333333333	0.1875	0.375	0.3333333333333333
21	21	0	0	3/8	2	1	iii					I6	D	I		iii	iii							m	0	0	6, 3, 7		6	6	3	4	0.42857142857142855	0.1875	0.3125	0.375
22	22	0	0	3/8	2	1	vi						D	I		vi	vi							m	0	0	5, 2, 6		5	5	3	6	0.3333333333333333	0.1875	0.375	0.3333333333333333
23	23	0	0	3/8	2	1	ii						D	I		ii	ii							m	0	0	4, 1, 5		4	4	3	4	0.42857142857142855	0.1875	0.3125	0.375
24	24	0	0	3/8	2	1	V.V						D	V		V	V							M	0	0	4, 8, 5		4	4	6	3	0.6666666666666666	0.375	0.1875	0.6666666666666666
25	25	0	0	3/8	2	1	IV						D	V		IV	IV							M	0	0	2, 6, 3		2	2	3	6	0.3333333333333333	0.1875	0.375	0.3333333333333333
26	26	0	0	3/8	2	1	V						D	V		V	V							M	0	0	4, 8, 5		4	4	6	6	0.5	0.375	0.375	0.5
27	27	0	0	3/8	2	1	I						D	V		I	I							M	0	0	3, 7, 4		3	3	5	7	0.4166666666666667	0.3125	0.4375	0.4166666666666667
28	28	0	0	3/8	2	1	V						D	V		V	V							M	0	0	4, 8, 5		4	4	6	6	0.5	0.375	0.375	0.5
29	29	0	0	3/8	2	1	I						D	V		I	I							M	0	0	3, 7, 4		3	3	5	7	0.4166666666666667	0.3125	0.4375	0.4166666666666667
30	30	0	0	3/8	2	1	V|HC}						D	V		V	V					HC	}	M	0	0	4, 8, 5		4	4	2	3	0.4	0.0625	0.4375	0.125
31	31	0	0	3/8	2	1	v.i6{						D	v		i6	i		6				{	m	0	1	0, 4, 3		3	0	2	12	0.14285714285714285	0.125	1.375	0.08333333333333333
32	32	0	0	3/8	2	1	ii%65						D	v		ii%65	ii	%	65					%7	0	1	2, -1, 3, 5		5	2	2	13	0.13333333333333333	0.125	1.375	0.08333333333333333
33	33	0	0	3/8	2	1	i64						D	v		i64	i		64					m	0	1	4, 3, 0		3	4	3	12	0.2	0.1875	1.3125	0.125
34	34	0	0	3/8	2	1	ii%43						D	v		ii%43	ii	%	43					%7	0	1	-1, 3, 5, 2		5	-1	2	16	0.1111111111111111	0.125	1.75	0.06666666666666667
35	35	0	0	3/8	2	1	i6						D	v		i6	i		6					m	0	1	0, 4, 3		3	0	3	12	0.2	0.1875	1.3125	0.125
36	36	0	0	3/8	2	1	ii%65						D	v		ii%65	ii	%	65					%7	0	1	2, -1, 3, 5		5	2	2	13	0.13333333333333333	0.125	1.375	0.08333333333333333
37	37	0	0	3/8	2	1	i64						D	v		i64	i		64					m	0	1	4, 3, 0		3	4	3	12	0.2	0.1875	1.3125	0.125
38	38	0	0	3/8	2	1	ii%43						D	v		ii%43	ii	%	43					%7	0	1	-1, 3, 5, 2		5	-1	2	16	0.1111111111111111	0.125	1.75	0.06666666666666667
39	39	0	0	3/8	2	1	iv6						D	v		iv6	iv		6					m	0	1	-1, 3, 2		2	-1	0	4	0.0	0.0	0.375	0.0
39	39	1/8	1/8	3/8	2	1	iii6						D	v		iii6	iii		6					m	0	1	-3, 1, 0		0	-3	2	2	0.5	0.1875	0.1875	0.5
39	39	1/4	1/4	3/8	2	1	iio6						D	v		iio6	ii	o	6					o	0	1	2, -1, 5		5	2	0	4	0.0	0.0	0.375	0.0
40	40	0	0	3/8	2	1	i6						D	v		i6	i		6					m	0	1	0, 4, 3		3	0	0	4	0.0	0.0	0.375	0.0
40	40	1/8	1/8	3/8	2	1	#viio6						D	v		#viio6	#vii	o	6					o	0	1	5, 2, 8		8	5	0	4	0.0	0.0	0.375	0.0
40	40	1/4	1/4	3/8	2	1	i						D	v		i	i							m	0	1	3, 0, 4		3	3	0	5	0.0	0.0	0.5	0.0
41	41	0	0	3/8	2	1	V65						D	v		V65	V		65					Mm7	0	1	8, 5, 2, 4		4	8	2	6	0.25	0.125	0.625	0.16666666666666666
41	41	1/4	1/4	3/8	2	1	i						D	v		i	i							m	0	1	3, 0, 4		3	3	1	4	0.2	0.0625	0.4375	0.125
42	42	0	0	3/8	2	1	V|HC}						D	v		V	V					HC	}	M	0	1	4, 8, 5		4	4	1	5	0.16666666666666666	0.0	0.625	0.0
43	43	0	0	3/8	2	1	V7{						D	v		V7	V		7				{	Mm7	0	1	4, 8, 5, 2		4	4	1	7	0.125	0.0625	0.6875	0.08333333333333333
43	43	1/4	1/4	3/8	2	1	V(64)						D	v		V(64)	V			64				M	0	1	4, 3, 0		4	4	0	4	0.0	0.0	0.375	0.0
44	44	0	0	3/8	2	1	#viio2						D	v		#viio2	#vii	o	2					o7	0	1	-1, 8, 5, 2		8	-1	1	7	0.125	0.0625	0.6875	0.08333333333333333
44	44	1/4	1/4	3/8	2	1	iv65					#viio65(^4^2)	D	v		iv65	iv		65					mm7	0	1	-1, 3, 0, 2		2	-1	0	4	0.0	0.0	0.375	0.0
45	45	0	0	3/8	2	1	#viio43						D	v		#viio43	#vii	o	43					o7	0	1	2, -1, 8, 5		8	2	1	7	0.125	0.0625	0.6875	0.08333333333333333
45	45	1/4	1/4	3/8	2	1	ii%65(9)	-5.92124	5.06991		/	#viio43(^11^9)	D	v		ii%65(9)	ii	%	65	9				%7	0	1	2, -1, 3, 5	0	5	2	0	4	0.0	0.0	0.375	0.0
46	46	0	0	3/8	2	1	V(64)	0.514891	6.12256	0.242555	/		D	v		V(64)	V			64				M	0	1	4, 3, 0		4	4	3	4	0.42857142857142855	0.1875	0.4375	0.3
46	46	1/4	1/4	3/8	2	1	V|HC}						D	v		V	V					HC	}	M	0	1	4, 8, 5		4	4	0	2	0.0	0.0	0.25	0.0
47	47	0	0	3/8	2	1	V7{						D	v		V7	V		7				{	Mm7	0	1	4, 8, 5, 2		4	4	1	7	0.125	0.0625	0.6875	0.08333333333333333
47	47	1/4	1/4	3/8	2	1	V(64)						D	v		V(64)	V			64				M	0	1	4, 3, 0		4	4	0	4	0.0	0.0	0.375	0.0
48	48	0	0	3/8	2	1	#viio2						D	v		#viio2	#vii	o	2					o7	0	1	-1, 8, 5, 2		8	-1	1	7	0.125	0.0625	0.6875	0.08333333333333333
48	48	1/4	1/4	3/8	2	1	iv65(9)	-7.73676	4.02286	-0.228213	/	#viio2(^13^11)	D	v		iv65(9)	iv		65	9				mm7	0	1	-1, 3, 0, 2	4	2	-1	0	4	0.0	0.0	0.375	0.0
49	49	0	0	3/8	2	1	iio6(119)	0	5.39741	-0.86531	/		D	v		iio6(119)	ii	o	6	119				o	0	1	2, -1, 5	4, 0	5	2	0	4	0.0	0.0	0.375	0.0
49	49	1/8	1/8	3/8	2	1	iio6						D	v		iio6	ii	o	6					o	0	1	2, -1, 5		5	2	1	3	0.25	0.0625	0.3125	0.16666666666666666
49	49	1/4	1/4	3/8	2	1	iio6(^9^7)						D	v		iio6(^9^7)	ii	o	6	^9^7				o	0	1	2, -1, 3	0	5	2	1	3	0.25	0.0625	0.3125	0.16666666666666666
50	50	0	0	3/8	2	1	V(64)						D	v		V(64)	V			64				M	0	1	4, 3, 0		4	4	3	4	0.42857142857142855	0.1875	0.4375	0.3
50	50	1/4	1/4	3/8	2	1	V|HC}						D	v		V	V					HC	}	M	0	1	4, 8, 5		4	4	0	2	0.0	0.0	0.25	0.0
51	51	0	0	3/8	2	1	V.I{						D	V		I	I						{	M	0	0	3, 7, 4		3	3	5	49	0.09259259259259259	0.3125	4.1875	0.06944444444444445
57	57	0	0	3/8	2	1	ii6						D	V		ii6	ii		6					m	0	0	2, 6, 5		5	2	1	2	0.3333333333333333	0.0625	0.1875	0.25
57	57	1/8	1/8	3/8	2	1	V(64)						D	V		V(64)	V			64				M	0	0	4, 3, 7		4	4	0	3	0.0	0.0	0.25	0.0
57	57	1/4	1/4	3/8	2	1	V						D	V		V	V							M	0	0	4, 8, 5		4	4	0	3	0.0	0.0	0.25	0.0
58	58	0	0	3/8	2	1	I|PAC}{						D	V		I	I					PAC	}{	M	0	0	3, 7, 4		3	3	0	8	0.0	0.0	0.5625	0.0
59	59	0	0	3/8	2	1	IV						D	V		IV	IV							M	0	0	2, 6, 3		2	2	0	3	0.0	0.0	0.1875	0.0
59	59	1/8	1/8	3/8	2	1	ii						D	V		ii	ii							m	0	0	5, 2, 6		5	5	0	3	0.0	0.0	0.1875	0.0
59	59	1/4	1/4	3/8	2	1	viio6						D	V		viio6	vii	o	6					o	0	0	5, 2, 8		8	5	0	3	0.0	0.0	0.1875	0.0
60	60	0	0	3/8	2	1	V						D	V		V	V							M	0	0	4, 8, 5		4	4	0	3	0.0	0.0	0.1875	0.0
60	60	1/8	1/8	3/8	2	1	I6					iii	D	V		I6	I		6					M	0	0	7, 4, 3		3	7	0	3	0.0	0.0	0.1875	0.0
60	60	1/4	1/4	3/8	2	1	I						D	V		I	I							M	0	0	3, 7, 4		3	3	0	3	0.0	0.0	0.1875	0.0
61	61	0	0	3/8	2	1	IV					ii6	D	V		IV	IV							M	0	0	2, 6, 3		2	2	1	2	0.3333333333333333	0.0625	0.1875	0.25
61	61	1/8	1/8	3/8	2	1	V(64)						D	V		V(64)	V			64				M	0	0	4, 3, 7		4	4	0	3	0.0	0.0	0.25	0.0
61	61	1/4	1/4	3/8	2	1	V						D	V		V	V							M	0	0	4, 8, 5		4	4	0	3	0.0	0.0	0.25	0.0
62	62	0	0	3/8	2	1	I|PAC}						D	V		I	I					PAC	}	M	0	0	3, 7, 4		3	3	0	11	0.0	0.0	1.5	0.0
64	64	0	0	3/8	2	1	I.V{						D	I		V	V						{	M	0	0	3, 7, 4		3	3	12	67	0.1518987341772152	0.5	7.0	0.06666666666666667
72	72	0	0	3/8	2	1	I						D	I		I	I							M	0	0	2, 6, 3		2	2	15	73	0.17045454545454544	0.6875	7.375	0.08527131782945736
81	81	0	0	3/8	2	1	IV						D	I		IV	IV							M	0	0	1, 5, 2		1	1	0	6	0.0	0.0	0.5	0.0
82	82	0	0	3/8	2	1	viio						D	I		viio	vii	o						o	0	0	7, 4, 1		7	7	3	6	0.3333333333333333	0.1875	0.375	0.3333333333333333
83	83	0	0	3/8	2	1	I6						D	I		I6	I		6					M	0	0	6, 3, 2		2	6	0	6	0.0	0.0	0.5	0.0
84	84	0	0	3/8	2	1	vi						D	I		vi	vi							m	0	0	5, 2, 6		5	5	3	6	0.3333333333333333	0.1875	0.375	0.3333333333333333
85	85	0	0	3/8	2	1	ii						D	I		ii	ii							m	0	0	4, 1, 5		4	4	0	6	0.0	0.0	0.5	0.0
86	86	0	0	3/8	2	1	V						D	I		V	V							M	0	0	3, 7, 4		3	3	3	6	0.3333333333333333	0.1875	0.375	0.3333333333333333
