mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	minDistance	offset	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	2/4	2	1	a.i{						a	i		i	i						{	m	1	1	3, 0, 4		3	3	0	6	0.0	0.0	1.5	0.0
2	2	0	0	2/4	2	1	V						a	i		V	V							M	1	1	4, 8, 5		4	4	0	9	0.0	0.0	2.0	0.0
3	3	0	0	2/4	2	1	i						a	i		i	i							m	1	1	3, 0, 4		3	3	0	4	0.0	0.0	0.75	0.0
3	3	1/4	1/4	2/4	2	1	#viio6						a	i		#viio6	#vii	o	6					o	1	1	5, 2, 8		8	5	0	4	0.0	0.0	0.75	0.0
4	4	0	0	2/4	2	1	i6						a	i		i6	i		6					m	1	1	0, 4, 3		3	0	0	4	0.0	0.0	0.75	0.0
4	4	1/4	1/4	2/4	2	1	#viio6						a	i		#viio6	#vii	o	6					o	1	1	5, 2, 8		8	5	0	4	0.0	0.0	0.75	0.0
5	5	0	0	2/4	2	1	i						a	i		i	i							m	1	1	3, 0, 4		3	3	1	4	0.2	0.0625	0.6875	0.08333333333333333
5	5	1/4	1/4	2/4	2	1	iv						a	i		iv	iv							m	1	1	2, -1, 3		2	2	2	4	0.3333333333333333	0.125	0.625	0.16666666666666666
6	6	0	0	2/4	2	1	V|HC}						a	i		V	V					HC	}	M	1	1	4, 8, 5		4	4	2	7	0.2222222222222222	0.125	1.3125	0.08695652173913043
7	7	0	0	2/4	2	1	i{						a	i		i	i						{	m	1	1	3, 0, 4		3	3	0	6	0.0	0.0	1.5	0.0
8	8	0	0	2/4	2	1	V						a	i		V	V							M	1	1	4, 8, 5		4	4	0	9	0.0	0.0	2.0	0.0
9	9	0	0	2/4	2	1	i						a	i		i	i							m	1	1	3, 0, 4		3	3	0	4	0.0	0.0	0.75	0.0
9	9	1/4	1/4	2/4	2	1	#viio6						a	i		#viio6	#vii	o	6					o	1	1	5, 2, 8		8	5	0	4	0.0	0.0	0.75	0.0
10	10	0	0	2/4	2	1	i6						a	i		i6	i		6					m	1	1	0, 4, 3		3	0	0	4	0.0	0.0	0.75	0.0
10	10	1/4	1/4	2/4	2	1	#viio6						a	i		#viio6	#vii	o	6					o	1	1	5, 2, 8		8	5	0	4	0.0	0.0	0.75	0.0
11	11	0	0	2/4	2	1	i						a	i		i	i							m	1	1	3, 0, 4		3	3	1	4	0.2	0.0625	0.4375	0.125
11	11	1/4	1/4	2/4	2	1	V						a	i		V	V							M	1	1	4, 8, 5		4	4	0	4	0.0	0.0	0.5	0.0
12	12	0	0	2/4	2	1	i|PAC}						a	i		i	i					PAC	}	m	1	1	3, 0, 4		3	3	0	17	0.0	0.0	2.25	0.0
14	14	0	0	2/4	2	1	V7						a	i		V7	V		7					Mm7	1	1	4, 8, 5, 2		4	4	0	14	0.0	0.0	2.0	0.0
15	15	0	0	2/4	2	1	i						a	i		i	i							m	1	1	3, 0, 4		3	3	0	6	0.0	0.0	0.75	0.0
15	15	1/4	1/4	2/4	2	1	V43						a	i		V43	V		43					Mm7	1	1	5, 2, 4, 8		4	5	0	6	0.0	0.0	0.75	0.0
16	16	0	0	2/4	2	1	i6						a	i		i6	i		6					m	1	1	0, 4, 3		3	0	0	7	0.0	0.0	0.75	0.0
16	16	1/4	1/4	2/4	2	1	V43						a	i		V43	V		43					Mm7	1	1	5, 2, 4, 8		4	5	0	7	0.0	0.0	0.75	0.0
17	17	0	0	2/4	2	1	i						a	i		i	i							m	1	1	3, 0, 4		3	3	1	4	0.2	0.0625	0.6875	0.08333333333333333
17	17	1/4	1/4	2/4	2	1	iv						a	i		iv	iv							m	1	1	2, -1, 3		2	2	2	4	0.3333333333333333	0.125	0.625	0.16666666666666666
18	18	0	0	2/4	2	1	V|HC}						a	i		V	V					HC	}	M	1	1	4, 8, 5		4	4	2	10	0.16666666666666666	0.125	1.3125	0.08695652173913043
19	19	0	0	2/4	2	1	i{						a	i		i	i						{	m	1	1	3, 0, 4		3	3	0	12	0.0	0.0	1.5	0.0
20	20	0	0	2/4	2	1	V7						a	i		V7	V		7					Mm7	1	1	4, 8, 5, 2		4	4	0	14	0.0	0.0	2.0	0.0
21	21	0	0	2/4	2	1	i						a	i		i	i							m	1	1	3, 0, 4		3	3	0	6	0.0	0.0	0.75	0.0
21	21	1/4	1/4	2/4	2	1	V43						a	i		V43	V		43					Mm7	1	1	5, 2, 4, 8		4	5	0	6	0.0	0.0	0.75	0.0
22	22	0	0	2/4	2	1	i6						a	i		i6	i		6					m	1	1	0, 4, 3		3	0	0	7	0.0	0.0	0.75	0.0
22	22	1/4	1/4	2/4	2	1	V43						a	i		V43	V		43					Mm7	1	1	5, 2, 4, 8		4	5	0	7	0.0	0.0	0.75	0.0
23	23	0	0	2/4	2	1	i						a	i		i	i							m	1	1	3, 0, 4		3	3	1	5	0.16666666666666666	0.0625	0.4375	0.125
23	23	1/4	1/4	2/4	2	1	V						a	i		V	V							M	1	1	4, 8, 5		4	4	1	5	0.16666666666666666	0.0625	0.4375	0.125
24	24	0	0	2/4	2	1	i|PAC}						a	i		i	i					PAC	}	m	1	1	3, 0, 4		3	3	0	15	0.0	0.0	1.75	0.0
26	26	0	0	2/4	2	1	V6						a	i		V6	V		6					M	1	1	8, 5, 4		4	8	1	6	0.14285714285714285	0.0625	0.6875	0.08333333333333333
26	26	3/8	3/8	2/4	2	1	V						a	i		V	V							M	1	1	4, 8, 5		4	4	0	3	0.0	0.0	0.25	0.0
27	27	0	0	2/4	2	1	i						a	i		i	i							m	1	1	3, 0, 4		3	3	0	6	0.0	0.0	0.5	0.0
27	27	1/4	1/4	2/4	2	1	V43						a	i		V43	V		43					Mm7	1	1	5, 2, 4, 8		4	5	0	6	0.0	0.0	0.5	0.0
28	28	0	0	2/4	2	1	i						a	i		i	i							m	1	1	3, 0, 4		3	3	0	3	0.0	0.0	0.25	0.0
28	28	1/8	1/8	2/4	2	1	IV6(+2)						a	i		IV6(+2)	IV		6	+2				M	1	1	6, 3, 2	4	2	6	0	3	0.0	0.0	0.25	0.0
28	28	1/4	1/4	2/4	2	1	V6						a	i		V6	V		6					M	1	1	8, 5, 4		4	8	0	3	0.0	0.0	0.25	0.0
28	28	3/8	3/8	2/4	2	1	V7						a	i		V7	V		7					Mm7	1	1	4, 8, 5, 2		4	4	0	3	0.0	0.0	0.25	0.0
29	29	0	0	2/4	2	1	i						a	i		i	i							m	1	1	3, 0, 4		3	3	1	4	0.2	0.0625	0.6875	0.08333333333333333
29	29	1/4	1/4	2/4	2	1	iv						a	i		iv	iv							m	1	1	2, -1, 3		2	2	2	4	0.3333333333333333	0.125	0.625	0.16666666666666666
30	30	0	0	2/4	2	1	V|HC}						a	i		V	V					HC	}	M	1	1	4, 8, 5		4	4	2	7	0.2222222222222222	0.125	1.3125	0.08695652173913043
31	31	0	0	2/4	2	1	i{						a	i		i	i						{	m	1	1	3, 0, 4		3	3	0	10	0.0	0.0	1.0	0.0
32	32	0	0	2/4	2	1	V6						a	i		V6	V		6					M	1	1	8, 5, 4		4	8	1	6	0.14285714285714285	0.0625	0.6875	0.08333333333333333
32	32	3/8	3/8	2/4	2	1	V						a	i		V	V							M	1	1	4, 8, 5		4	4	0	3	0.0	0.0	0.25	0.0
33	33	0	0	2/4	2	1	i						a	i		i	i							m	1	1	3, 0, 4		3	3	0	6	0.0	0.0	0.5	0.0
33	33	1/4	1/4	2/4	2	1	V43						a	i		V43	V		43					Mm7	1	1	5, 2, 4, 8		4	5	0	6	0.0	0.0	0.5	0.0
34	34	0	0	2/4	2	1	i						a	i		i	i							m	1	1	3, 0, 4		3	3	0	3	0.0	0.0	0.25	0.0
34	34	1/8	1/8	2/4	2	1	IV6(+2)						a	i		IV6(+2)	IV		6	+2				M	1	1	6, 3, 2	4	2	6	0	3	0.0	0.0	0.25	0.0
34	34	1/4	1/4	2/4	2	1	V6						a	i		V6	V		6					M	1	1	8, 5, 4		4	8	0	3	0.0	0.0	0.25	0.0
34	34	3/8	3/8	2/4	2	1	V7						a	i		V7	V		7					Mm7	1	1	4, 8, 5, 2		4	4	0	3	0.0	0.0	0.25	0.0
35	35	0	0	2/4	2	1	i						a	i		i	i							m	1	1	3, 0, 4		3	3	1	5	0.16666666666666666	0.0625	0.4375	0.125
35	35	1/4	1/4	2/4	2	1	V						a	i		V	V							M	1	1	4, 8, 5		4	4	1	5	0.16666666666666666	0.0625	0.4375	0.125
36	36	0	0	2/4	2	1	i|PAC}						a	i		i	i					PAC	}	m	1	1	3, 0, 4		3	3	1	14	0.06666666666666667	0.0625	2.1875	0.027777777777777776
38	38	0	0	2/4	2	1	#viio						a	i		#viio	#vii	o						o	1	1	8, 5, 2		8	8	0	5	0.0	0.0	0.75	0.0
38	38	1/4	1/4	2/4	2	1	V7						a	i		V7	V		7					Mm7	1	1	4, 8, 5, 2		4	4	1	6	0.14285714285714285	0.0625	0.9375	0.0625
39	39	0	0	2/4	2	1	i						a	i		i	i							m	1	1	3, 0, 4		3	3	0	7	0.0	0.0	1.0	0.0
39	39	1/4	1/4	2/4	2	1	#viio6						a	i		#viio6	#vii	o	6					o	1	1	5, 2, 8		8	5	0	7	0.0	0.0	1.0	0.0
40	40	0	0	2/4	2	1	i6						a	i		i6	i		6					m	1	1	0, 4, 3		3	0	0	8	0.0	0.0	1.0	0.0
40	40	1/4	1/4	2/4	2	1	#viio6						a	i		#viio6	#vii	o	6					o	1	1	5, 2, 8		8	5	0	6	0.0	0.0	0.5	0.0
41	41	0	0	2/4	2	1	i						a	i		i	i							m	1	1	3, 0, 4		3	3	1	5	0.16666666666666666	0.0625	0.9375	0.0625
41	41	1/4	1/4	2/4	2	1	iv						a	i		iv	iv							m	1	1	2, -1, 3		2	2	2	4	0.3333333333333333	0.125	0.625	0.16666666666666666
42	42	0	0	2/4	2	1	V|HC}						a	i		V	V					HC	}	M	1	1	4, 8, 5		4	4	3	10	0.23076923076923078	0.1875	1.5625	0.10714285714285714
43	43	0	0	2/4	2	1	i6{						a	i		i6	i		6				{	m	1	1	0, 4, 3		3	0	0	4	0.0	0.0	0.75	0.0
43	43	1/4	1/4	2/4	2	1	i						a	i		i	i							m	1	1	3, 0, 4		3	3	1	6	0.14285714285714285	0.0625	0.9375	0.0625
44	44	0	0	2/4	2	1	#viio(2)						a	i		#viio(2)	#vii	o		2				o	1	1	3, 5, 2		8	3	1	5	0.16666666666666666	0.0625	0.9375	0.0625
