mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	volta	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	4/4	2	1	g.i{			g	i		i	i						{	m	1	1	1, -2, 2		1	1	3	9	0.25	0.1875	0.5625	0.25
1	1	3/4	3/4	4/4	2	1	iv			g	i		iv	iv							m	1	1	0, -3, 1		0	0	0	4	0.0	0.0	0.25	0.0
2	2	0	0	4/4	2	1	#viio			g	i		#viio	#vii	o						o	1	1	6, 3, 0		6	6	0	4	0.0	0.0	0.25	0.0
2	2	1/4	1/4	4/4	2	1	V7			g	i		V7	V		7					Mm7	1	1	2, 6, 3, 0		2	2	1	3	0.25	0.0625	0.1875	0.25
2	2	1/2	1/2	4/4	2	1	i			g	i		i	i							m	1	1	1, -2, 2		1	1	1	7	0.125	0.0625	0.6875	0.08333333333333333
2	2	7/8	7/8	4/4	2	1	V2		V	g	i		V2	V		2					Mm7	1	1	0, 2, 6, 3		2	0	0	3	0.0	0.0	0.25	0.0
3	3	0	0	4/4	2	1	i6		i	g	i		i6	i		6					m	1	1	-2, 2, 1		1	-2	1	5	0.16666666666666666	0.0625	0.5625	0.1
3	3	1/4	1/4	4/4	2	1	iv			g	i		iv	iv							m	1	1	0, -3, 1		0	0	0	5	0.0	0.0	0.5	0.0
3	3	1/2	1/2	4/4	2	1	#viio			g	i		#viio	#vii	o						o	1	1	6, 3, 0		6	6	0	2	0.0	0.0	0.125	0.0
3	3	5/8	5/8	4/4	2	1	V6			g	i		V6	V		6					M	1	1	6, 3, 2		2	6	0	3	0.0	0.0	0.375	0.0
3	3	3/4	3/4	4/4	2	1	V7			g	i		V7	V		7					Mm7	1	1	2, 6, 3, 0		2	2	1	4	0.2	0.0625	0.3125	0.16666666666666666
4	4	0	0	4/4	2	1	i			g	i		i	i							m	1	1	1, -2, 2		1	1	1	4	0.2	0.0625	0.4375	0.125
