mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	volta	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	2/2	2	1	C.I{						C	I		I	I						{	M	0	0	0, 4, 1		0	0	0	15	0.0	0.0	3.75	0.0
3	3	0	0	2/2	2	1	IV						C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1	2	4	0.3333333333333333	0.25	0.75	0.25
3	3	1/2	1/2	2/2	2	1	V(4)						C	I		V(4)	V			4				M	0	0	1, 0, 2		1	1	0	2	0.0	0.0	0.5	0.0
3	3	3/4	3/4	2/2	2	1	V						C	I		V	V							M	0	0	1, 5, 2		1	1	0	2	0.0	0.0	0.5	0.0
4	4	0	0	2/2	2	1	I(^7)						C	I		I(^7)	I			^7				M	0	0	0, 4, 1	5	0	0	0	2	0.0	0.0	0.75	0.0
4	4	1/4	1/4	2/2	2	1	I|PAC						C	I		I	I					PAC		M	0	0	0, 4, 1		0	0	0	1	0.0	0.0	0.375	0.0
4	4	1/2	1/2	2/2	2	1	I6						C	I		I6	I		6					M	0	0	4, 1, 0		0	4	1	1	0.5	0.125	0.25	0.3333333333333333
4	4	3/4	3/4	2/2	2	1	I						C	I		I	I							M	0	0	0, 4, 1		0	0	0	3	0.0	0.0	0.5	0.0
5	5	0	0	2/2	2	1	IV						C	I		IV	IV							M	0	0	-1, 3, 0		-1	-1	2	4	0.3333333333333333	0.25	0.75	0.25
5	5	1/2	1/2	2/2	2	1	V(4)						C	I		V(4)	V			4				M	0	0	1, 0, 2		1	1	0	2	0.0	0.0	0.5	0.0
5	5	3/4	3/4	2/2	2	1	V						C	I		V	V							M	0	0	1, 5, 2		1	1	0	2	0.0	0.0	0.5	0.0
6	6	0	0	2/2	2	1	I(^7)}						C	I		I(^7)	I			^7			}	M	0	0	0, 4, 1	5	0	0	0	2	0.0	0.0	0.75	0.0
6	6	1/4	1/4	2/2	2	1	I|PAC						C	I		I	I					PAC		M	0	0	0, 4, 1		0	0	0	1	0.0	0.0	0.5	0.0
6	6	1/2	1/2	2/2	2	1	I6						C	I		I6	I		6					M	0	0	4, 1, 0		0	4	0	1	0.0	0.0	0.25	0.0
6	6	3/4	3/4	2/2	2	1	I{						C	I		I	I						{	M	0	0	0, 4, 1		0	0	0	2	0.0	0.0	0.5	0.0
7	7	0	0	2/2	2	1	ii						C	I		ii	ii							m	0	0	2, -1, 3		2	2	4	4	0.5	0.25	1.0	0.2
7	7	1/2	1/2	2/2	2	1	V64						C	I		V64	V		64					M	0	0	2, 1, 5		1	2	0	1	0.0	0.0	0.25	0.0
7	7	3/4	3/4	2/2	2	1	V7						C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1	0	2	0.0	0.0	0.5	0.0
8	8	0	0	2/2	2	1	I(^2)						C	I		I(^2)	I			^2				M	0	0	0, 2, 1		0	0	0	2	0.0	0.0	1.0	0.0
8	8	1/4	1/4	2/2	2	1	I(#2)						C	I		I(#2)	I			#2				M	0	0	0, 9, 1		0	0	0	1	0.0	0.0	0.25	0.0
8	8	1/2	1/2	2/2	2	1	I						C	I		I	I							M	0	0	0, 4, 1		0	0	0	1	0.0	0.0	0.25	0.0
8	8	3/4	3/4	2/2	2	1	I6						C	I		I6	I		6					M	0	0	4, 1, 0		0	4	0	2	0.0	0.0	0.5	0.0
9	9	0	0	2/2	2	1	ii6						C	I		ii6	ii		6					m	0	0	-1, 3, 2		2	-1	3	5	0.375	0.25	0.75	0.25
9	9	1/2	1/2	2/2	2	1	V						C	I		V	V							M	0	0	1, 5, 2		1	1	0	2	0.0	0.0	0.5	0.0
9	9	3/4	3/4	2/2	2	1	V2						C	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1	0	2	0.0	0.0	0.5	0.0
10	10	0	0	2/2	2	1	I6(^7)						C	I		I6(^7)	I		6	^7				M	0	0	4, 1, 5		0	4	0	2	0.0	0.0	1.25	0.0
10	10	1/4	1/4	2/2	2	1	I6						C	I		I6	I		6					M	0	0	4, 1, 0		0	4	0	3	0.0	0.0	1.25	0.0
11	11	0	0	2/2	2	1	ii7						C	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2	3	6	0.3333333333333333	0.16666666666666666	1.3333333333333333	0.1111111111111111
11	11	1/2	1/2	2/2	2	1	V7						C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1	0	4	0.0	0.0	1.5	0.0
12	12	0	0	2/2	2	1	I(^2)}						C	I		I(^2)	I			^2			}	M	0	0	0, 2, 1		0	0	0	2	0.0	0.0	0.75	0.0
12	12	1/4	1/4	2/2	2	1	I(#2)						C	I		I(#2)	I			#2				M	0	0	0, 9, 1		0	0	0	1	0.0	0.0	0.25	0.0
12	12	1/2	1/2	2/2	2	1	I|IAC						C	I		I	I					IAC		M	0	0	0, 4, 1		0	0	0	3	0.0	0.0	1.0	0.0
13	13	0	0	2/2	2	1	V.I6						C	V		I6	I		6					M	0	0	5, 2, 1		1	5	4	3	0.5714285714285714	0.2916666666666667	1.2083333333333333	0.19444444444444445
13	13	1/2	1/2	2/2	2	1	I6(#4)						C	V		I6(#4)	I		6	#4				M	0	0	5, 7, 1		1	5	0	2	0.0	0.0	0.75	0.0
13	13	3/4	3/4	2/2	2	1	I6						C	V		I6	I		6					M	0	0	5, 2, 1		1	5	0	1	0.0	0.0	0.25	0.0
14	14	0	0	2/2	2	1	#viio6(2)						C	V		#viio6(2)	#vii	o	6	2				o	0	0	3, 0, 1		6	3	4	4	0.5	0.3333333333333333	1.6666666666666667	0.16666666666666666
14	14	1/2	1/2	2/2	2	1	#viio6(^4)						C	V		#viio6(^4)	#vii	o	6	^4				o	0	0	3, 5, 6		6	3	0	2	0.0	0.0	0.75	0.0
14	14	3/4	3/4	2/2	2	1	#viio6						C	V		#viio6	#vii	o	6					o	0	0	3, 0, 6		6	3	0	1	0.0	0.0	0.25	0.0
15	15	0	0	2/2	2	1	I						C	V		I	I							M	0	0	1, 5, 2		1	1	4	5	0.4444444444444444	0.25	1.25	0.16666666666666666
15	15	1/2	1/2	2/2	2	1	I(#2)						C	V		I(#2)	I			#2				M	0	0	1, 10, 2		1	1	0	2	0.0	0.0	0.75	0.0
