mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	pedalend	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
43	43	1/2	1/2	4/4	2	1	iv/ii					Bb	V		iv/ii	iv				ii				m	0	0	0, -3, 1		0	0	2	1	0.6666666666666666	0.25	0.5	0.3333333333333333
43	43	3/4	3/4	4/4	2	1	iio6/ii					Bb	V		iio6/ii	ii	o	6		ii				o	0	0	0, -3, 3		3	0	2	2	0.5	0.25	0.25	0.5
44	44	0	0	4/4	2	1	V/ii[V/ii|HC}{					Bb	V	V/ii	V/ii	V				ii		HC	}{	M	0	0	2, 6, 3		2	2	0	4	0.0	0.0	1.375	0.0
44	44	1/4	1/4	4/4	2	1	V7/ii					Bb	V		V7/ii	V		7		ii				Mm7	0	0	2, 6, 3, 0		2	2	0	1	0.0	0.0	0.125	0.0
44	44	3/8	3/8	4/4	2	1	V(64)/ii					Bb	V		V(64)/ii	V			64	ii				M	0	0	2, 1, -2		2	2	0	2	0.0	0.0	0.25	0.0
44	44	1/2	1/2	4/4	2	1	V/ii					Bb	V		V/ii	V				ii				M	0	0	2, 6, 3		2	2	0	4	0.0	0.0	0.875	0.0
44	44	5/8	5/8	4/4	2	1	V(64)/ii					Bb	V		V(64)/ii	V			64	ii				M	0	0	2, 1, -2		2	2	0	3	0.0	0.0	0.375	0.0
44	44	3/4	3/4	4/4	2	1	V7/ii					Bb	V		V7/ii	V		7		ii				Mm7	0	0	2, 6, 3, 0		2	2	0	3	0.0	0.0	0.375	0.0
44	44	7/8	7/8	4/4	2	1	V(64)/ii					Bb	V		V(64)/ii	V			64	ii				M	0	0	2, 1, -2		2	2	0	3	0.0	0.0	0.375	0.0
45	45	0	0	4/4	2	1	V/ii					Bb	V		V/ii	V				ii				M	0	0	2, 6, 3		2	2	0	5	0.0	0.0	1.5	0.0
45	45	1/4	1/4	4/4	2	1	V7/ii					Bb	V		V7/ii	V		7		ii				Mm7	0	0	2, 6, 3, 0		2	2	0	1	0.0	0.0	0.125	0.0
45	45	3/8	3/8	4/4	2	1	V(64)/ii					Bb	V		V(64)/ii	V			64	ii				M	0	0	2, 1, -2		2	2	0	2	0.0	0.0	0.25	0.0
45	45	1/2	1/2	4/4	2	1	V/ii					Bb	V		V/ii	V				ii				M	0	0	2, 6, 3		2	2	0	4	0.0	0.0	0.875	0.0
45	45	5/8	5/8	4/4	2	1	V(64)/ii					Bb	V		V(64)/ii	V			64	ii				M	0	0	2, 1, -2		2	2	0	3	0.0	0.0	0.375	0.0
45	45	3/4	3/4	4/4	2	1	V7/ii					Bb	V		V7/ii	V		7		ii				Mm7	0	0	2, 6, 3, 0		2	2	0	3	0.0	0.0	0.375	0.0
45	45	7/8	7/8	4/4	2	1	V(64)/ii					Bb	V		V(64)/ii	V			64	ii				M	0	0	2, 1, -2		2	2	0	3	0.0	0.0	0.375	0.0
46	46	0	0	4/4	2	1	V/ii					Bb	V		V/ii	V				ii				M	0	0	2, 6, 3		2	2	0	5	0.0	0.0	1.5	0.0
46	46	1/4	1/4	4/4	2	1	V7/ii					Bb	V		V7/ii	V		7		ii				Mm7	0	0	2, 6, 3, 0		2	2	0	1	0.0	0.0	0.125	0.0
46	46	3/8	3/8	4/4	2	1	V(64)/ii					Bb	V		V(64)/ii	V			64	ii				M	0	0	2, 1, -2		2	2	0	2	0.0	0.0	0.25	0.0
46	46	1/2	1/2	4/4	2	1	V/ii					Bb	V		V/ii	V				ii				M	0	0	2, 6, 3		2	2	0	4	0.0	0.0	0.875	0.0
46	46	5/8	5/8	4/4	2	1	V(64)/ii					Bb	V		V(64)/ii	V			64	ii				M	0	0	2, 1, -2		2	2	0	3	0.0	0.0	0.375	0.0
46	46	3/4	3/4	4/4	2	1	V7/ii					Bb	V		V7/ii	V		7		ii				Mm7	0	0	2, 6, 3, 0		2	2	0	3	0.0	0.0	0.375	0.0
46	46	7/8	7/8	4/4	2	1	V(64)/ii					Bb	V		V(64)/ii	V			64	ii				M	0	0	2, 1, -2		2	2	0	3	0.0	0.0	0.375	0.0
47	47	0	0	4/4	2	1	V7/ii]					Bb	V		V7/ii	V		7		ii	]			Mm7	0	0	2, 6, 3, 0		2	2	1	7	0.125	0.125	1.625	0.07142857142857142
47	47	1/2	1/2	4/4	2	1	i/ii					Bb	V		i/ii	i				ii				m	0	0	1, -2, 2		1	1	0	4	0.0	0.0	0.75	0.0
47	47	3/4	3/4	4/4	2	1	V7/ii					Bb	V		V7/ii	V		7		ii				Mm7	0	0	2, 6, 3, 0		2	2	0	5	0.0	0.0	1.0	0.0
48	48	0	0	4/4	2	1	i/ii|IAC}{					Bb	V		i/ii	i				ii		IAC	}{	m	0	0	1, -2, 2		1	1	1	7	0.125	0.125	1.625	0.07142857142857142
48	48	1/2	1/2	4/4	2	1	I					Bb	V		I	I								M	0	0	-1, 3, 0		-1	-1	0	4	0.0	0.0	0.75	0.0
48	48	3/4	3/4	4/4	2	1	V7					Bb	V		V7	V		7						Mm7	0	0	0, 4, 1, -2		0	0	0	5	0.0	0.0	1.0	0.0
49	49	0	0	4/4	2	1	I|IAC}{					Bb	V		I	I						IAC	}{	M	0	0	-1, 3, 0		-1	-1	1	7	0.125	0.125	1.625	0.07142857142857142
49	49	1/2	1/2	4/4	2	1	#viio6/vi					Bb	V		#viio6/vi	#vii	o	6		vi				o	0	0	4, 1, 7		7	4	0	4	0.0	0.0	0.75	0.0
49	49	3/4	3/4	4/4	2	1	i/vi					Bb	V		i/vi	i				vi				m	0	0	2, -1, 3		2	2	0	4	0.0	0.0	0.75	0.0
50	50	0	0	4/4	2	1	V43/vi					Bb	V		V43/vi	V		43		vi				Mm7	0	0	4, 1, 3, 7		3	4	1	8	0.1111111111111111	0.125	2.0	0.058823529411764705
50	50	1/2	1/2	4/4	2	1	i/vi					Bb	V		i/vi	i				vi				m	0	0	2, -1, 3		2	2	0	4	0.0	0.0	0.75	0.0
50	50	3/4	3/4	4/4	2	1	V7/vi					Bb	V		V7/vi	V		7		vi				Mm7	0	0	3, 7, 4, 1		3	3	0	5	0.0	0.0	1.0	0.0
51	51	0	0	4/4	2	1	i/vi|IAC}{					Bb	V		i/vi	i				vi		IAC	}{	m	0	0	2, -1, 3		2	2	5	7	0.4166666666666667	0.25	0.5625	0.3076923076923077
51	51	1/2	1/2	4/4	2	1	ii					Bb	V		ii	ii								m	0	0	1, -2, 2		1	1	5	7	0.4166666666666667	0.25	0.75	0.25
52	52	0	0	4/4	2	1	v					Bb	V		v	v								m	0	0	0, -3, 1		0	0	6	8	0.42857142857142855	0.375	0.875	0.3
52	52	1/2	1/2	4/4	2	1	I.V					Bb	I		V	V								M	0	0	-1, 3, 0		-1	-1	2	4	0.3333333333333333	0.25	0.75	0.25
52	52	3/4	3/4	4/4	2	1	V7					Bb	I		V7	V		7						Mm7	0	0	-1, 3, 0, -3		-1	-1	0	4	0.0	0.0	0.5	0.0
53	53	0	0	4/4	2	1	I					Bb	I		I	I								M	0	0	-2, 2, -1		-2	-2	4	6	0.4	0.5	1.0	0.3333333333333333
53	53	1/2	1/2	4/4	2	1	IV					Bb	I		IV	IV								M	0	0	-3, 1, -2		-3	-3	4	6	0.4	0.5	1.0	0.3333333333333333
54	54	0	0	4/4	2	1	V[V|HC}{					Bb	I	V	V	V						HC	}{	M	0	0	-1, 3, 0		-1	-1	0	4	0.0	0.0	1.0	0.0
54	54	1/4	1/4	4/4	2	1	V7					Bb	I		V7	V		7						Mm7	0	0	-1, 3, 0, -3		-1	-1	0	1	0.0	0.0	0.125	0.0
54	54	3/8	3/8	4/4	2	1	V(64)/i					Bb	I		V(64)/i	V			64	i				M	0	0	-1, -2, -5		-1	-1	0	2	0.0	0.0	0.25	0.0
54	54	1/2	1/2	4/4	2	1	V					Bb	I		V	V								M	0	0	-1, 3, 0		-1	-1	0	4	0.0	0.0	0.875	0.0
54	54	5/8	5/8	4/4	2	1	V(64)/i					Bb	I		V(64)/i	V			64	i				M	0	0	-1, -2, -5		-1	-1	1	2	0.3333333333333333	0.125	0.25	0.3333333333333333
54	54	3/4	3/4	4/4	2	1	V7					Bb	I		V7	V		7						Mm7	0	0	-1, 3, 0, -3		-1	-1	0	3	0.0	0.0	0.375	0.0
54	54	7/8	7/8	4/4	2	1	V(64)/i					Bb	I		V(64)/i	V			64	i				M	0	0	-1, -2, -5		-1	-1	1	2	0.3333333333333333	0.125	0.25	0.3333333333333333
55	55	0	0	4/4	2	1	V					Bb	I		V	V								M	0	0	-1, 3, 0		-1	-1	0	5	0.0	0.0	1.5	0.0
55	55	1/4	1/4	4/4	2	1	V7					Bb	I		V7	V		7						Mm7	0	0	-1, 3, 0, -3		-1	-1	0	1	0.0	0.0	0.125	0.0
55	55	3/8	3/8	4/4	2	1	V(64)/i					Bb	I		V(64)/i	V			64	i				M	0	0	-1, -2, -5		-1	-1	0	2	0.0	0.0	0.25	0.0
55	55	1/2	1/2	4/4	2	1	V					Bb	I		V	V								M	0	0	-1, 3, 0		-1	-1	0	4	0.0	0.0	0.875	0.0
55	55	5/8	5/8	4/4	2	1	V(64)/i					Bb	I		V(64)/i	V			64	i				M	0	0	-1, -2, -5		-1	-1	0	3	0.0	0.0	0.375	0.0
55	55	3/4	3/4	4/4	2	1	V7					Bb	I		V7	V		7						Mm7	0	0	-1, 3, 0, -3		-1	-1	0	3	0.0	0.0	0.375	0.0
55	55	7/8	7/8	4/4	2	1	V(64)/i					Bb	I		V(64)/i	V			64	i				M	0	0	-1, -2, -5		-1	-1	0	3	0.0	0.0	0.375	0.0
56	56	0	0	4/4	2	1	V					Bb	I		V	V								M	0	0	-1, 3, 0		-1	-1	0	5	0.0	0.0	1.5	0.0
56	56	1/4	1/4	4/4	2	1	V7					Bb	I		V7	V		7						Mm7	0	0	-1, 3, 0, -3		-1	-1	0	1	0.0	0.0	0.125	0.0
56	56	3/8	3/8	4/4	2	1	V(64)/i					Bb	I		V(64)/i	V			64	i				M	0	0	-1, -2, -5		-1	-1	0	2	0.0	0.0	0.25	0.0
56	56	1/2	1/2	4/4	2	1	V					Bb	I		V	V								M	0	0	-1, 3, 0		-1	-1	0	4	0.0	0.0	0.875	0.0
56	56	5/8	5/8	4/4	2	1	V(64)/i					Bb	I		V(64)/i	V			64	i				M	0	0	-1, -2, -5		-1	-1	0	3	0.0	0.0	0.375	0.0
56	56	3/4	3/4	4/4	2	1	V7					Bb	I		V7	V		7						Mm7	0	0	-1, 3, 0, -3		-1	-1	0	3	0.0	0.0	0.375	0.0
56	56	7/8	7/8	4/4	2	1	V(64)/i					Bb	I		V(64)/i	V			64	i				M	0	0	-1, -2, -5		-1	-1	0	3	0.0	0.0	0.375	0.0
57	57	0	0	4/4	2	1	V					Bb	I		V	V								M	0	0	-1, 3, 0		-1	-1	2	5	0.2857142857142857	0.25	1.75	0.125
57	57	1/2	1/2	4/4	2	1	iv6					Bb	I		iv6	iv		6						m	0	0	-6, -2, -3		-3	-6	2	5	0.2857142857142857	0.25	0.875	0.2222222222222222
57	57	7/8	7/8	4/4	2	1	#viio6/iv					Bb	I		#viio6/iv	#vii	o	6		iv				o	0	0	-1, -4, 2		2	-1	0	3	0.0	0.0	0.375	0.0
58	58	0	0	4/4	2	1	iv6					Bb	I		iv6	iv		6						m	0	0	-6, -2, -3		-3	-6	2	5	0.2857142857142857	0.25	0.875	0.2222222222222222
58	58	3/8	3/8	4/4	2	1	#viio/iv					Bb	I		#viio/iv	#vii	o			iv				o	0	0	2, -1, -4		2	2	0	3	0.0	0.0	0.375	0.0
58	58	1/2	1/2	4/4	2	1	iv6					Bb	I		iv6	iv		6						m	0	0	-6, -2, -3		-3	-6	3	6	0.3333333333333333	0.375	0.75	0.3333333333333333
58	58	7/8	7/8	4/4	2	1	#viio6/iv					Bb	I		#viio6/iv	#vii	o	6		iv				o	0	0	-1, -4, 2		2	-1	1	2	0.3333333333333333	0.125	0.25	0.3333333333333333
59	59	0	0	4/4	2	1	iv6					Bb	I		iv6	iv		6						m	0	0	-6, -2, -3		-3	-6	4	4	0.5	0.5	1.0	0.3333333333333333
59	59	1/2	1/2	4/4	2	1	V7					Bb	I		V7	V		7						Mm7	0	0	-1, 3, 0, -3		-1	-1	0	4	0.0	0.0	0.875	0.0
59	59	5/8	5/8	4/4	2	1	V(64)/i					Bb	I		V(64)/i	V			64	i				M	0	0	-1, -2, -5		-1	-1	0	2	0.0	0.0	0.25	0.0
59	59	3/4	3/4	4/4	2	1	V					Bb	I		V	V								M	0	0	-1, 3, 0		-1	-1	0	2	0.0	0.0	0.25	0.0
59	59	7/8	7/8	4/4	2	1	V(64)/i					Bb	I		V(64)/i	V			64	i				M	0	0	-1, -2, -5		-1	-1	0	2	0.0	0.0	0.25	0.0
60	60	0	0	4/4	2	1	V7					Bb	I		V7	V		7						Mm7	0	0	-1, 3, 0, -3		-1	-1	0	4	0.0	0.0	0.875	0.0
60	60	1/8	1/8	4/4	2	1	V(64)/i					Bb	I		V(64)/i	V			64	i				M	0	0	-1, -2, -5		-1	-1	0	2	0.0	0.0	0.25	0.0
60	60	1/4	1/4	4/4	2	1	V					Bb	I		V	V								M	0	0	-1, 3, 0		-1	-1	0	2	0.0	0.0	0.25	0.0
60	60	3/8	3/8	4/4	2	1	V(64)/i					Bb	I		V(64)/i	V			64	i				M	0	0	-1, -2, -5		-1	-1	0	2	0.0	0.0	0.25	0.0
60	60	1/2	1/2	4/4	2	1	V7					Bb	I		V7	V		7						Mm7	0	0	-1, 3, 0, -3		-1	-1	0	4	0.0	0.0	0.875	0.0
60	60	5/8	5/8	4/4	2	1	V(64)/i					Bb	I		V(64)/i	V			64	i				M	0	0	-1, -2, -5		-1	-1	0	2	0.0	0.0	0.25	0.0
60	60	3/4	3/4	4/4	2	1	V					Bb	I		V	V								M	0	0	-1, 3, 0		-1	-1	0	2	0.0	0.0	0.25	0.0
60	60	7/8	7/8	4/4	2	1	V(64)/i					Bb	I		V(64)/i	V			64	i				M	0	0	-1, -2, -5		-1	-1	0	2	0.0	0.0	0.25	0.0
61	61	0	0	4/4	2	1	V7}					Bb	I		V7	V		7					}	Mm7	0	0	-1, 3, 0, -3		-1	-1	0	3	0.0	0.0	0.75	0.0
61	61	1/8	1/8	4/4	2	1	V(64)/i					Bb	I		V(64)/i	V			64	i				M	0	0	-1, -2, -5		-1	-1	0	2	0.0	0.0	0.25	0.0
61	61	1/4	1/4	4/4	2	1	V|HC					Bb	I		V	V						HC		M	0	0	-1, 3, 0		-1	-1	6	8	0.42857142857142855	0.375	0.875	0.3
62	62	0	0	4/4	2	1	V7{					Bb	I		V7	V		7					{	Mm7	0	0	-1, 3, 0, -3		-1	-1	0	3	0.0	0.0	0.5	0.0
62	62	1/4	1/4	4/4	2	1	V65				viio	Bb	I		V65	V		65						Mm7	0	0	3, 0, -3, -1		-1	3	1	3	0.25	0.03125	0.46875	0.0625
62	62	1/2	1/2	4/4	2	1	I					Bb	I		I	I								M	0	0	-2, 2, -1		-2	-2	0	4	0.0	0.0	0.875	0.0
62	62	3/4	3/4	4/4	2	1	ii65					Bb	I		ii65	ii		65						mm7	0	0	-3, 1, -2, 0		0	-3	1	5	0.16666666666666666	0.0625	0.5625	0.1
63	63	0	0	4/4	2	1	V(64)					Bb	I		V(64)	V			64					M	0	0	-1, -2, 2		-1	-1	2	5	0.2857142857142857	0.041666666666666664	0.9583333333333334	0.041666666666666664
63	63	1/4	1/4	4/4	2	1	V7					Bb	I		V7	V		7						Mm7	0	0	-1, 3, 0, -3		-1	-1	1	5	0.16666666666666666	0.03125	0.96875	0.03125
63	63	1/2	1/2	4/4	2	1	I|PAC}{					Bb	I		I	I						PAC	}{	M	0	0	-2, 2, -1		-2	-2	0	3	0.0	0.0	0.5	0.0
63	63	3/4	3/4	4/4	2	1	vi6					Bb	I		vi6	vi		6						m	0	0	-2, 2, 1		1	-2	1	3	0.25	0.125	0.625	0.16666666666666666
64	64	0	0	4/4	2	1	V6					Bb	I		V6	V		6						M	0	0	3, 0, -1		-1	3	1	3	0.25	0.125	0.625	0.16666666666666666
64	64	1/4	1/4	4/4	2	1	V7					Bb	I		V7	V		7						Mm7	0	0	-1, 3, 0, -3		-1	-1	1	3	0.25	0.125	0.625	0.16666666666666666
64	64	1/2	1/2	4/4	2	1	I					Bb	I		I	I								M	0	0	-2, 2, -1		-2	-2	1	2	0.3333333333333333	0.125	0.375	0.25
64	64	3/4	3/4	4/4	2	1	#viio6/ii					Bb	I		#viio6/ii	#vii	o	6		ii				o	0	0	2, -1, 5		5	2	1	3	0.25	0.125	0.625	0.16666666666666666
65	65	0	0	4/4	2	1	IV					Bb	I		IV	IV								M	0	0	-3, 1, -2		-3	-3	1	3	0.25	0.125	0.625	0.16666666666666666
65	65	1/4	1/4	4/4	2	1	V6/V					Bb	I		V6/V	V		6		V				M	0	0	4, 1, 0		0	4	0	3	0.0	0.0	0.5	0.0
65	65	1/2	1/2	4/4	2	1	V					Bb	I		V	V								M	0	0	-1, 3, 0		-1	-1	1	3	0.25	0.0625	0.4375	0.125
65	65	3/4	3/4	4/4	2	1	I6					Bb	I		I6	I		6						M	0	0	2, -1, -2		-2	2	2	3	0.4	0.25	0.5	0.3333333333333333
66	66	0	0	4/4	2	1	V(64)					Bb	I		V(64)	V			64					M	0	0	-1, -2, 2		-1	-1	0	3	0.0	0.0	0.375	0.0
66	66	1/8	1/8	4/4	2	1	V7					Bb	I		V7	V		7						Mm7	0	0	-1, 3, 0, -3		-1	-1	0	2	0.0	0.0	0.125	0.0
66	66	1/4	1/4	4/4	2	1	V(64)					Bb	I		V(64)	V			64					M	0	0	-1, -2, 2		-1	-1	0	3	0.0	0.0	0.375	0.0
66	66	3/8	3/8	4/4	2	1	V					Bb	I		V	V								M	0	0	-1, 3, 0		-1	-1	0	2	0.0	0.0	0.125	0.0
66	66	1/2	1/2	4/4	2	1	I|PAC}{					Bb	I		I	I						PAC	}{	M	0	0	-2, 2, -1		-2	-2	0	3	0.0	0.0	0.5	0.0
66	66	3/4	3/4	4/4	2	1	vi6					Bb	I		vi6	vi		6						m	0	0	-2, 2, 1		1	-2	1	3	0.25	0.125	0.625	0.16666666666666666
67	67	0	0	4/4	2	1	V6					Bb	I		V6	V		6						M	0	0	3, 0, -1		-1	3	2	3	0.4	0.125	0.625	0.16666666666666666
67	67	1/4	1/4	4/4	2	1	V7					Bb	I		V7	V		7						Mm7	0	0	-1, 3, 0, -3		-1	-1	1	4	0.2	0.0625	0.6875	0.08333333333333333
67	67	1/2	1/2	4/4	2	1	I					Bb	I		I	I								M	0	0	-2, 2, -1		-2	-2	2	2	0.5	0.125	0.375	0.25
67	67	3/4	3/4	4/4	2	1	#viio6/ii					Bb	I		#viio6/ii	#vii	o	6		ii				o	0	0	2, -1, 5		5	2	1	4	0.2	0.125	0.625	0.16666666666666666
68	68	0	0	4/4	2	1	IV					Bb	I		IV	IV								M	0	0	-3, 1, -2		-3	-3	2	3	0.4	0.125	0.625	0.16666666666666666
68	68	1/4	1/4	4/4	2	1	V6/V					Bb	I		V6/V	V		6		V				M	0	0	4, 1, 0		0	4	1	3	0.25	0.0625	0.4375	0.125
68	68	1/2	1/2	4/4	2	1	V					Bb	I		V	V								M	0	0	-1, 3, 0		-1	-1	1	3	0.25	0.0625	0.4375	0.125
68	68	3/4	3/4	4/4	2	1	I6					Bb	I		I6	I		6						M	0	0	2, -1, -2		-2	2	0	4	0.0	0.0	0.625	0.0
68	68	7/8	7/8	4/4	2	1	IV					Bb	I		IV	IV								M	0	0	-3, 1, -2		-3	-3	0	3	0.0	0.0	0.375	0.0
69	69	0	0	4/4	2	1	V(64)					Bb	I		V(64)	V			64					M	0	0	-1, -2, 2		-1	-1	0	3	0.0	0.0	0.75	0.0
69	69	1/4	1/4	4/4	2	1	V					Bb	I		V	V								M	0	0	-1, 3, 0		-1	-1	0	3	0.0	0.0	0.75	0.0
69	69	1/2	1/2	4/4	2	1	I|PAC}{					Bb	I		I	I						PAC	}{	M	0	0	-2, 2, -1		-2	-2	4	6	0.4	0.25	0.75	0.25
70	70	0	0	4/4	2	1	V					Bb	I		V	V								M	0	0	-1, 3, 0		-1	-1	3	5	0.375	0.375	1.0	0.2727272727272727
70	70	1/2	1/2	4/4	2	1	I					Bb	I		I	I								M	0	0	-2, 2, -1		-2	-2	4	7	0.36363636363636365	0.25	1.0	0.2
71	71	0	0	4/4	2	1	V					Bb	I		V	V								M	0	0	-1, 3, 0		-1	-1	4	4	0.5	0.5	0.875	0.36363636363636365
71	71	1/2	1/2	4/4	2	1	I					Bb	I		I	I								M	0	0	-2, 2, -1		-2	-2	4	7	0.36363636363636365	0.25	1.0	0.2
72	72	0	0	4/4	2	1	V					Bb	I		V	V								M	0	0	-1, 3, 0		-1	-1	3	5	0.375	0.375	1.0	0.2727272727272727
72	72	1/2	1/2	4/4	2	1	I					Bb	I		I	I								M	0	0	-2, 2, -1		-2	-2	4	7	0.36363636363636365	0.25	1.0	0.2
73	73	0	0	4/4	2	1	V					Bb	I		V	V								M	0	0	-1, 3, 0		-1	-1	4	4	0.5	0.5	0.875	0.36363636363636365
73	73	1/2	1/2	4/4	2	1	I|PAC}{					Bb	I		I	I						PAC	}{	M	0	0	-2, 2, -1		-2	-2	2	4	0.3333333333333333	0.125	0.4375	0.2222222222222222
73	73	3/4	3/4	4/4	2	1	IV					Bb	I		IV	IV								M	0	0	-3, 1, -2		-3	-3	2	4	0.3333333333333333	0.0625	0.4375	0.125
74	74	0	0	4/4	2	1	V(4)					Bb	I		V(4)	V			4					M	0	0	-1, -2, 0		-1	-1	0	4	0.0	0.0	0.875	0.0
74	74	3/8	3/8	4/4	2	1	V					Bb	I		V	V								M	0	0	-1, 3, 0		-1	-1	0	1	0.0	0.0	0.125	0.0
74	74	1/2	1/2	4/4	2	1	I					Bb	I		I	I								M	0	0	-2, 2, -1		-2	-2	2	3	0.4	0.125	0.375	0.25
74	74	3/4	3/4	4/4	2	1	IV					Bb	I		IV	IV								M	0	0	-3, 1, -2		-3	-3	2	4	0.3333333333333333	0.0625	0.4375	0.125
75	75	0	0	4/4	2	1	V(4)					Bb	I		V(4)	V			4					M	0	0	-1, -2, 0		-1	-1	0	4	0.0	0.0	0.875	0.0
75	75	3/8	3/8	4/4	2	1	V					Bb	I		V	V								M	0	0	-1, 3, 0		-1	-1	0	1	0.0	0.0	0.125	0.0
75	75	1/2	1/2	4/4	2	1	I|PAC}					Bb	I		I	I						PAC	}	M	0	0	-2, 2, -1		-2	-2	0	2	0.0	0.0	0.5	0.0
