mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	volta	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	12/8	2	1	a.i{						a	i		i	i						{	m	1	1	3, 0, 4		3	3	0	4	0.0	0.0	0.5	0.0
1	1	1/2	1/2	12/8	2	1	#viio6						a	i		#viio6	#vii	o	6					o	1	1	5, 2, 8		8	5	0	2	0.0	0.0	0.25	0.0
1	1	3/4	3/4	12/8	2	1	i						a	i		i	i							m	1	1	3, 0, 4		3	3	0	4	0.0	0.0	0.5	0.0
1	1	5/4	5/4	12/8	2	1	#viio6						a	i		#viio6	#vii	o	6					o	1	1	5, 2, 8		8	5	0	2	0.0	0.0	0.25	0.0
2	2	0	0	12/8	2	1	i}						a	i		i	i						}	m	1	1	3, 0, 4		3	3	0	4	0.0	0.0	0.5	0.0
2	2	1/2	1/2	12/8	2	1	#viio6						a	i		#viio6	#vii	o	6					o	1	1	5, 2, 8		8	5	0	2	0.0	0.0	0.25	0.0
2	2	3/4	3/4	12/8	2	1	i						a	i		i	i							m	1	1	3, 0, 4		3	3	1	2	0.3333333333333333	0.125	0.5	0.2
2	2	11/8	11/8	12/8	2	1	iv						a	i		iv	iv							m	1	1	2, -1, 3		2	2	0	2	0.0	0.0	0.25	0.0
3	3	0	0	12/8	2	1	i{						a	i		i	i						{	m	1	1	3, 0, 4		3	3	0	8	0.0	0.0	1.75	0.0
3	3	1/2	1/2	12/8	2	1	#viio6						a	i		#viio6	#vii	o	6					o	1	1	5, 2, 8		8	5	0	4	0.0	0.0	0.5	0.0
3	3	3/4	3/4	12/8	2	1	i(^4^2)						a	i		i(^4^2)	i			^4^2				m	1	1	3, 5, 2		3	3	2	3	0.4	0.25	0.875	0.2222222222222222
3	3	9/8	9/8	12/8	2	1	i						a	i		i	i							m	1	1	3, 0, 4		3	3	0	3	0.0	0.0	0.625	0.0
3	3	5/4	5/4	12/8	2	1	#viio6						a	i		#viio6	#vii	o	6					o	1	1	5, 2, 8		8	5	0	4	0.0	0.0	0.5	0.0
4	4	0	0	12/8	2	1	i(^4^2)						a	i		i(^4^2)	i			^4^2				m	1	1	3, 5, 2		3	3	2	3	0.4	0.25	0.875	0.2222222222222222
4	4	3/8	3/8	12/8	2	1	i						a	i		i	i							m	1	1	3, 0, 4		3	3	0	3	0.0	0.0	0.625	0.0
4	4	1/2	1/2	12/8	2	1	#viio6						a	i		#viio6	#vii	o	6					o	1	1	5, 2, 8		8	5	0	4	0.0	0.0	0.5	0.0
4	4	3/4	3/4	12/8	2	1	i|IAC}						a	i		i	i					IAC	}	m	1	1	3, 0, 4		3	3	3	7	0.3	0.375	2.25	0.14285714285714285
