mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	volta	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
23	23	0	0	2/4	2	1	V						f	III		V	V							M	1	0	-3, 1, -2		-3	-3	3	5	0.375	0.1875	0.5625	0.25
23	23	3/8	3/8	2/4	2	1	V6					viio	f	III		V6	V		6					M	1	0	1, -2, -3		-3	1	1	2	0.3333333333333333	0.0625	0.1875	0.25
24	24	0	0	2/4	2	1	I						f	III		I	I							M	1	0	-4, 0, -3		-4	-4	1	2	0.3333333333333333	0.0625	0.1875	0.25
24	24	1/8	1/8	2/4	2	1	IV						f	III		IV	IV							M	1	0	-5, -1, -4		-5	-5	1	2	0.3333333333333333	0.0625	0.1875	0.25
24	24	1/4	1/4	2/4	2	1	V(64)						f	III		V(64)	V			64				M	1	0	-3, -4, 0		-3	-3	1	2	0.3333333333333333	0.0625	0.1875	0.25
24	24	3/8	3/8	2/4	2	1	V						f	III		V	V							M	1	0	-3, 1, -2		-3	-3	1	2	0.3333333333333333	0.0625	0.1875	0.25
25	25	0	0	2/4	2	1	I|PAC}{						f	III		I	I					PAC	}{	M	1	0	-4, 0, -3		-4	-4	3	4	0.42857142857142855	0.1875	0.5625	0.25
25	25	3/8	3/8	2/4	2	1	viio6/V						f	III		viio6/V	vii	o	6		V			o	1	0	-1, -4, 2		2	-1	1	3	0.25	0.0625	0.3125	0.16666666666666666
26	26	0	0	2/4	2	1	V6						f	III		V6	V		6					M	1	0	1, -2, -3		-3	1	1	7	0.125	0.0625	0.6875	0.08333333333333333
26	26	1/4	1/4	2/4	2	1	V6/V					V65/V	f	III		V6/V	V		6		V			M	1	0	2, -1, -2		-2	2	2	6	0.25	0.125	0.625	0.16666666666666666
27	27	0	0	2/4	2	1	V2					viio64	f	III		V2	V		2					Mm7	1	0	-5, -3, 1, -2		-3	-5	1	7	0.125	0.0625	0.6875	0.08333333333333333
27	27	1/4	1/4	2/4	2	1	I6						f	III		I6	I		6					M	1	0	0, -3, -4		-4	0	0	4	0.0	0.0	0.375	0.0
27	27	3/8	3/8	2/4	2	1	viio						f	III		viio	vii	o						o	1	0	1, -2, -5		1	1	0	4	0.0	0.0	0.375	0.0
28	28	0	0	2/4	2	1	I						f	III		I	I							M	1	0	-4, 0, -3		-4	-4	5	7	0.4166666666666667	0.4375	0.6875	0.3888888888888889
28	28	3/8	3/8	2/4	2	1	IV						f	III		IV	IV							M	1	0	-5, -1, -4		-5	-5	0	4	0.0	0.0	0.375	0.0
29	29	0	0	2/4	2	1	V						f	III		V	V							M	1	0	-3, 1, -2		-3	-3	6	10	0.375	0.5	1.0	0.3333333333333333
30	30	0	0	2/4	2	1	I						f	III		I	I							M	1	0	-4, 0, -3		-4	-4	1	2	0.3333333333333333	0.0625	0.1875	0.25
30	30	1/8	1/8	2/4	2	1	IV						f	III		IV	IV							M	1	0	-5, -1, -4		-5	-5	1	2	0.3333333333333333	0.0625	0.1875	0.25
30	30	1/4	1/4	2/4	2	1	V(64)						f	III		V(64)	V			64				M	1	0	-3, -4, 0		-3	-3	1	2	0.3333333333333333	0.0625	0.1875	0.25
30	30	3/8	3/8	2/4	2	1	V						f	III		V	V							M	1	0	-3, 1, -2		-3	-3	1	2	0.3333333333333333	0.0625	0.1875	0.25
31	31	0	0	2/4	2	1	I|PAC}{						f	III		I	I					PAC	}{	M	1	0	-4, 0, -3		-4	-4	3	5	0.375	0.1875	0.5625	0.25
31	31	3/8	3/8	2/4	2	1	V6						f	III		V6	V		6					M	1	0	1, -2, -3		-3	1	1	2	0.3333333333333333	0.0625	0.1875	0.25
32	32	0	0	2/4	2	1	I						f	III		I	I							M	1	0	-4, 0, -3		-4	-4	3	5	0.375	0.1875	0.5625	0.25
32	32	3/8	3/8	2/4	2	1	V6						f	III		V6	V		6					M	1	0	1, -2, -3		-3	1	1	2	0.3333333333333333	0.0625	0.1875	0.25
33	33	0	0	2/4	2	1	I						f	III		I	I							M	1	0	-4, 0, -3		-4	-4	1	2	0.3333333333333333	0.0625	0.1875	0.25
33	33	1/8	1/8	2/4	2	1	IV						f	III		IV	IV							M	1	0	-5, -1, -4		-5	-5	1	2	0.3333333333333333	0.0625	0.1875	0.25
33	33	1/4	1/4	2/4	2	1	V(64)						f	III		V(64)	V			64				M	1	0	-3, -4, 0		-3	-3	1	2	0.3333333333333333	0.0625	0.1875	0.25
33	33	3/8	3/8	2/4	2	1	V						f	III		V	V							M	1	0	-3, 1, -2		-3	-3	1	2	0.3333333333333333	0.0625	0.1875	0.25
34	34	0	0	2/4	2	1	I|PAC}{						f	III		I	I					PAC	}{	M	1	0	-4, 0, -3		-4	-4	3	7	0.3	0.1875	0.9375	0.16666666666666666
34	34	3/8	3/8	2/4	2	1	V6						f	III		V6	V		6					M	1	0	1, -2, -3		-3	1	1	3	0.25	0.0625	0.3125	0.16666666666666666
35	35	0	0	2/4	2	1	I						f	III		I	I							M	1	0	-4, 0, -3		-4	-4	1	2	0.3333333333333333	0.0625	0.1875	0.25
35	35	1/8	1/8	2/4	2	1	IV						f	III		IV	IV							M	1	0	-5, -1, -4		-5	-5	1	2	0.3333333333333333	0.0625	0.1875	0.25
35	35	1/4	1/4	2/4	2	1	V(64)						f	III		V(64)	V			64				M	1	0	-3, -4, 0		-3	-3	1	2	0.3333333333333333	0.0625	0.1875	0.25
35	35	3/8	3/8	2/4	2	1	V						f	III		V	V							M	1	0	-3, 1, -2		-3	-3	1	2	0.3333333333333333	0.0625	0.1875	0.25
36	36	0	0	2/4	2	1	I|PAC}						f	III		I	I					PAC	}	M	1	0	-4, 0, -3		-4	-4	2	26	0.07142857142857142	0.125	3.3125	0.03636363636363636
40	39	0	0	2/4	2	1	v.iv6						f	v		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4	1	6	0.14285714285714285	0.0625	0.5625	0.1
40	39	1/4	1/4	2/4	2	1	V2/III						f	v		V2/III	V		2		III			Mm7	1	1	-4, -2, 2, -1		-2	-4	1	7	0.125	0.0625	0.6875	0.08333333333333333
41	40	0	0	2/4	2	1	I6/III	-0.433459	3.78897	/			f	v		I6/III	I		6		III			M	1	1	1, -2, -3		-3	1	3	8	0.2727272727272727	0.125	1.0625	0.10526315789473684
42	41	0	0	2/4	2	1	iv6	0.3	3.5	/			f	v		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4	1	6	0.14285714285714285	0.0625	0.5625	0.1
42	41	1/4	1/4	2/4	2	1	V2/III						f	v		V2/III	V		2		III			Mm7	1	1	-4, -2, 2, -1		-2	-4	1	7	0.125	0.0625	0.6875	0.08333333333333333
43	42	0	0	2/4	2	1	I6/III}						f	v		I6/III	I		6		III		}	M	1	1	1, -2, -3		-3	1	2	11	0.15384615384615385	0.0625	1.375	0.043478260869565216
44	43	0	0	2/4	2	1	#viio6/iv						f	v		#viio6/iv	#vii	o	6		iv			o	1	1	1, -2, 4		4	1	3	11	0.21428571428571427	0.1875	1.0625	0.15
45	44	0	0	2/4	2	1	i6(6)/iv						f	v		i6(6)/iv	i		6	6	iv			m	1	1	-4, -5, -1		-1	-4	0	2	0.0	0.0	0.25	0.0
45	44	1/8	1/8	2/4	2	1	i6/iv						f	v		i6/iv	i		6		iv			m	1	1	-4, 0, -1		-1	-4	2	6	0.25	0.125	0.75	0.14285714285714285
46	45	0	0	2/4	2	1	#viio6/iv						f	v		#viio6/iv	#vii	o	6		iv			o	1	1	1, -2, 4		4	1	3	11	0.21428571428571427	0.1875	1.0625	0.15
47	46	0	0	2/4	2	1	i6(6)/iv}						f	v		i6(6)/iv	i		6	6	iv		}	m	1	1	-4, -5, -1		-1	-4	0	2	0.0	0.0	0.25	0.0
47	46	1/8	1/8	2/4	2	1	i6/iv						f	v		i6/iv	i		6		iv			m	1	1	-4, 0, -1		-1	-4	0	4	0.0	0.0	0.5	0.0
47	46	3/8	3/8	2/4	2	1	iv{						f	v		iv	iv						{	m	1	1	-1, -4, 0		-1	-1	1	3	0.25	0.0625	0.3125	0.16666666666666666
48	47	0	0	2/4	2	1	III6						f	v		III6	III		6					M	1	1	1, -2, -3		-3	1	1	7	0.125	0.0625	0.6875	0.08333333333333333
48	47	1/4	1/4	2/4	2	1	iio6						f	v		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1	1	7	0.125	0.0625	0.6875	0.08333333333333333
49	48	0	0	2/4	2	1	i6						f	v		i6	i		6					m	1	1	-3, 1, 0		0	-3	1	7	0.125	0.0625	0.6875	0.08333333333333333
49	48	1/4	1/4	2/4	2	1	#viio6						f	v		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2	1	7	0.125	0.0625	0.6875	0.08333333333333333
50	49	0	0	2/4	2	1	i6						f	v		i6	i		6					m	1	1	-3, 1, 0		0	-3	1	7	0.125	0.0625	0.6875	0.08333333333333333
50	49	1/4	1/4	2/4	2	1	iio6					iv	f	v		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1	3	4	0.42857142857142855	0.1875	0.4375	0.3
51	50	0	0	2/4	2	1	V|HC}						f	v		V	V					HC	}	M	1	1	1, 5, 2		1	1	1	6	0.14285714285714285	0.0	1.0	0.0
52	51	0	0	2/4	2	1	iv64						f	v		iv64	iv		64					m	1	1	0, -1, -4		-1	0	3	10	0.23076923076923078	0.1875	0.9375	0.16666666666666666
53	52	0	0	2/4	2	1	i(64)						f	v		i(64)	i			64				m	1	1	0, -1, -4		0	0	0	3	0.0	0.0	0.375	0.0
53	52	1/8	1/8	2/4	2	1	i						f	v		i	i							m	1	1	0, -3, 1		0	0	0	7	0.0	0.0	1.0	0.0
54	53	0	0	2/4	2	1	iv64						f	v		iv64	iv		64					m	1	1	0, -1, -4		-1	0	3	10	0.23076923076923078	0.1875	0.9375	0.16666666666666666
55	54	0	0	2/4	2	1	i(64)						f	v		i(64)	i			64				m	1	1	0, -1, -4		0	0	0	3	0.0	0.0	0.375	0.0
55	54	1/8	1/8	2/4	2	1	i						f	v		i	i							m	1	1	0, -3, 1		0	0	2	7	0.2222222222222222	0.125	0.875	0.125
56	55	0	0	2/4	2	1	iv6						f	v		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4	1	2	0.3333333333333333	0.0625	0.1875	0.25
56	55	1/8	1/8	2/4	2	1	III6						f	v		III6	III		6					M	1	1	1, -2, -3		-3	1	1	2	0.3333333333333333	0.0625	0.1875	0.25
56	55	1/4	1/4	2/4	2	1	iio6						f	v		iio6	ii	o	6					o	1	1	-1, -4, 2		2	-1	1	2	0.3333333333333333	0.0625	0.1875	0.25
56	55	3/8	3/8	2/4	2	1	i6						f	v		i6	i		6					m	1	1	-3, 1, 0		0	-3	1	2	0.3333333333333333	0.0625	0.1875	0.25
57	56	0	0	2/4	2	1	#viio6						f	v		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2	1	2	0.3333333333333333	0.0625	0.1875	0.25
57	56	1/8	1/8	2/4	2	1	VI6						f	v		VI6	VI		6					M	1	1	0, -3, -4		-4	0	1	2	0.3333333333333333	0.0625	0.1875	0.25
57	56	1/4	1/4	2/4	2	1	V						f	v		V	V							M	1	1	1, 5, 2		1	1	0	3	0.0	0.0	0.25	0.0
57	56	3/8	3/8	2/4	2	1	V65					#viio	f	v		V65	V		65					Mm7	1	1	5, 2, -1, 1		1	5	1	2	0.3333333333333333	0.0625	0.1875	0.25
58	57	0	0	2/4	2	1	i}						f	v		i	i						}	m	1	1	0, -3, 1		0	0	2	3	0.4	0.125	0.1875	0.4
58	57	1/4	1/4	2/4	2	1	V						f	v		V	V							M	1	1	1, 5, 2		1	1	1	3	0.25	0.0625	0.1875	0.25
59	58	0	0	2/4	2	1	i						f	v		i	i							m	1	1	0, -3, 1		0	0	2	2	0.5	0.125	0.125	0.5
59	58	1/4	1/4	2/4	2	1	V						f	v		V	V							M	1	1	1, 5, 2		1	1	1	3	0.25	0.0625	0.1875	0.25
60	59	0	0	2/4	2	1	i{						f	v		i	i						{	m	1	1	0, -3, 1		0	0	0	3	0.0	0.0	0.25	0.0
60	59	1/8	1/8	2/4	2	1	v						f	v		v	v							m	1	1	1, -2, 2		1	1	0	3	0.0	0.0	0.25	0.0
60	59	1/4	1/4	2/4	2	1	VI						f	v		VI	VI							M	1	1	-4, 0, -3		-4	-4	0	3	0.0	0.0	0.25	0.0
60	59	3/8	3/8	2/4	2	1	III						f	v		III	III							M	1	1	-3, 1, -2		-3	-3	0	3	0.0	0.0	0.25	0.0
61	60	0	0	2/4	2	1	iv						f	v		iv	iv							m	1	1	-1, -4, 0		-1	-1	0	3	0.0	0.0	0.25	0.0
61	60	1/8	1/8	2/4	2	1	i						f	v		i	i							m	1	1	0, -3, 1		0	0	0	3	0.0	0.0	0.25	0.0
61	60	1/4	1/4	2/4	2	1	#viio						f	v		#viio	#vii	o						o	1	1	5, 2, -1		5	5	0	3	0.0	0.0	0.25	0.0
61	60	3/8	3/8	2/4	2	1	i						f	v		i	i							m	1	1	0, -3, 1		0	0	0	3	0.0	0.0	0.25	0.0
62	61	0	0	2/4	2	1	V						f	v		V	V							M	1	1	1, 5, 2		1	1	0	3	0.0	0.0	0.25	0.0
62	61	1/8	1/8	2/4	2	1	iv					iio6	f	v		iv	iv							m	1	1	-1, -4, 0		-1	-1	1	3	0.25	0.0625	0.3125	0.16666666666666666
62	61	1/4	1/4	2/4	2	1	V(64)						f	v		V(64)	V			64				M	1	1	1, 0, -3		1	1	0	4	0.0	0.0	0.375	0.0
62	61	3/8	3/8	2/4	2	1	V						f	v		V	V							M	1	1	1, 5, 2		1	1	0	4	0.0	0.0	0.375	0.0
63	62	0	0	2/4	2	1	i}{						f	v		i	i						}{	m	1	1	0, -3, 1		0	0	0	3	0.0	0.0	0.25	0.0
63	62	1/8	1/8	2/4	2	1	v						f	v		v	v							m	1	1	1, -2, 2		1	1	0	3	0.0	0.0	0.25	0.0
63	62	1/4	1/4	2/4	2	1	VI						f	v		VI	VI							M	1	1	-4, 0, -3		-4	-4	0	3	0.0	0.0	0.25	0.0
63	62	3/8	3/8	2/4	2	1	III						f	v		III	III							M	1	1	-3, 1, -2		-3	-3	0	3	0.0	0.0	0.25	0.0
64	63	0	0	2/4	2	1	iv						f	v		iv	iv							m	1	1	-1, -4, 0		-1	-1	0	3	0.0	0.0	0.25	0.0
64	63	1/8	1/8	2/4	2	1	i						f	v		i	i							m	1	1	0, -3, 1		0	0	0	3	0.0	0.0	0.25	0.0
64	63	1/4	1/4	2/4	2	1	#viio						f	v		#viio	#vii	o						o	1	1	5, 2, -1		5	5	0	3	0.0	0.0	0.25	0.0
64	63	3/8	3/8	2/4	2	1	i						f	v		i	i							m	1	1	0, -3, 1		0	0	0	3	0.0	0.0	0.25	0.0
65	64	0	0	2/4	2	1	V						f	v		V	V							M	1	1	1, 5, 2		1	1	0	3	0.0	0.0	0.25	0.0
65	64	1/8	1/8	2/4	2	1	iv					iio6	f	v		iv	iv							m	1	1	-1, -4, 0		-1	-1	1	2	0.3333333333333333	0.0625	0.1875	0.25
65	64	1/4	1/4	2/4	2	1	V(64)						f	v		V(64)	V			64				M	1	1	1, 0, -3		1	1	0	3	0.0	0.0	0.25	0.0
65	64	3/8	3/8	2/4	2	1	V						f	v		V	V							M	1	1	1, 5, 2		1	1	0	3	0.0	0.0	0.25	0.0
66	65	0	0	2/4	2	1	i.V|EC}{						f	i		V	V					EC	}{	M	1	1	0, 4, 1		0	0	4	11	0.26666666666666666	0.25	1.125	0.18181818181818182
67	66	0	0	2/4	2	1	i64						f	i		i64	i		64					m	1	1	0, -1, -4		-1	0	3	16	0.15789473684210525	0.1875	1.6875	0.1
68	67	0	0	2/4	2	1	V7(9)						f	i		V7(9)	V		7	9				Mm7	1	1	0, 4, 1, -2	-5	0	0	4	16	0.2	0.25	1.75	0.125
69	68	0	0	2/4	2	1	V7						f	i		V7	V		7					Mm7	1	1	0, 4, 1, -2		0	0	3	15	0.16666666666666666	0.1875	1.5625	0.10714285714285714
70	69	0	0	2/4	2	1	i						f	i		i	i							m	1	1	-1, -4, 0		-1	-1	1	5	0.16666666666666666	0.0625	0.4375	0.125
70	69	1/4	1/4	2/4	2	1	iio6					iv	f	i		iio6	ii	o	6					o	1	1	-2, -5, 1		1	-2	3	3	0.5	0.1875	0.3125	0.375
71	70	0	0	2/4	2	1	V(4)}						f	i		V(4)	V			4			}	M	1	1	0, -1, 1		0	0	0	2	0.0	0.0	0.25	0.0
71	70	1/8	1/8	2/4	2	1	V|HC						f	i		V	V					HC		M	1	1	0, 4, 1		0	0	0	5	0.0	0.0	0.75	0.0
72	71	0	0	2/4	2	1	iv64						f	i		iv64	iv		64					m	1	1	-1, -2, -5		-2	-1	3	10	0.23076923076923078	0.1875	0.9375	0.16666666666666666
73	72	0	0	2/4	2	1	i(64)						f	i		i(64)	i			64				m	1	1	-1, -2, -5		-1	-1	0	3	0.0	0.0	0.375	0.0
73	72	1/8	1/8	2/4	2	1	i						f	i		i	i							m	1	1	-1, -4, 0		-1	-1	0	7	0.0	0.0	1.0	0.0
74	73	0	0	2/4	2	1	iv64						f	i		iv64	iv		64					m	1	1	-1, -2, -5		-2	-1	3	10	0.23076923076923078	0.1875	0.9375	0.16666666666666666
75	74	0	0	2/4	2	1	i(64)						f	i		i(64)	i			64				m	1	1	-1, -2, -5		-1	-1	0	3	0.0	0.0	0.375	0.0
75	74	1/8	1/8	2/4	2	1	i						f	i		i	i							m	1	1	-1, -4, 0		-1	-1	2	8	0.2	0.125	1.0	0.1111111111111111
76	75	0	0	2/4	2	1	IV6						f	i		IV6	IV		6					M	1	1	2, -1, -2		-2	2	0	3	0.0	0.0	0.25	0.0
76	75	1/8	1/8	2/4	2	1	#viio						f	i		#viio	#vii	o						o	1	1	4, 1, -2		4	4	1	2	0.3333333333333333	0.0625	0.1875	0.25
76	75	1/4	1/4	2/4	2	1	V6						f	i		V6	V		6					M	1	1	4, 1, 0		0	4	0	3	0.0	0.0	0.25	0.0
76	75	3/8	3/8	2/4	2	1	i						f	i		i	i							m	1	1	-1, -4, 0		-1	-1	1	2	0.3333333333333333	0.0625	0.1875	0.25
77	76	0	0	2/4	2	1	VI6						f	i		VI6	VI		6					M	1	1	-1, -4, -5		-5	-1	0	3	0.0	0.0	0.25	0.0
77	76	1/8	1/8	2/4	2	1	iio						f	i		iio	ii	o						o	1	1	1, -2, -5		1	1	1	2	0.3333333333333333	0.0625	0.1875	0.25
77	76	1/4	1/4	2/4	2	1	#viio6						f	i		#viio6	#vii	o	6					o	1	1	1, -2, 4		4	1	0	3	0.0	0.0	0.25	0.0
77	76	3/8	3/8	2/4	2	1	III						f	i		III	III							M	1	1	-4, 0, -3		-4	-4	1	2	0.3333333333333333	0.0625	0.1875	0.25
78	77	0	0	2/4	2	1	i6						f	i		i6	i		6					m	1	1	-4, 0, -1		-1	-4	0	3	0.0	0.0	0.25	0.0
