mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	volta	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	4/4	2	1	d.i{						d	i		i	i						{	m	1	1	2, -1, 3		2	2	0	9	0.0	0.0	0.75	0.0
1	1	1/2	1/2	4/4	2	1	V(64)						d	i		V(64)	V			64				M	1	1	3, 2, -1		3	3	1	5	0.16666666666666666	0.0625	0.6875	0.08333333333333333
1	1	3/4	3/4	4/4	2	1	#viio43						d	i		#viio43	#vii	o	43					o7	1	1	1, -2, 7, 4		7	1	1	5	0.16666666666666666	0.0625	0.6875	0.08333333333333333
2	2	0	0	4/4	2	1	i6						d	i		i6	i		6					m	1	1	-1, 3, 2		2	-1	0	5	0.0	0.0	0.5	0.0
2	2	1/4	1/4	4/4	2	1	V64						d	i		V64	V		64					M	1	1	4, 3, 7		3	4	1	4	0.2	0.0625	0.4375	0.125
2	2	1/2	1/2	4/4	2	1	i						d	i		i	i							m	1	1	2, -1, 3		2	2	0	4	0.0	0.0	0.4375	0.0
2	2	5/8	5/8	4/4	2	1	iio6						d	i		iio6	ii	o	6					o	1	1	1, -2, 4		4	1	0	3	0.0	0.0	0.3125	0.0
2	2	3/4	3/4	4/4	2	1	i6						d	i		i6	i		6					m	1	1	-1, 3, 2		2	-1	0	4	0.0	0.0	0.4375	0.0
2	2	7/8	7/8	4/4	2	1	#viio6						d	i		#viio6	#vii	o	6					o	1	1	4, 1, 7		7	4	0	3	0.0	0.0	0.3125	0.0
3	3	0	0	4/4	2	1	i						d	i		i	i							m	1	1	2, -1, 3		2	2	0	4	0.0	0.0	0.4375	0.0
3	3	1/8	1/8	4/4	2	1	iio6						d	i		iio6	ii	o	6					o	1	1	1, -2, 4		4	1	0	3	0.0	0.0	0.3125	0.0
3	3	1/4	1/4	4/4	2	1	i6						d	i		i6	i		6					m	1	1	-1, 3, 2		2	-1	0	4	0.0	0.0	0.4375	0.0
3	3	3/8	3/8	4/4	2	1	#viio6						d	i		#viio6	#vii	o	6					o	1	1	4, 1, 7		7	4	0	3	0.0	0.0	0.3125	0.0
3	3	1/2	1/2	4/4	2	1	i						d	i		i	i							m	1	1	2, -1, 3		2	2	0	4	0.0	0.0	0.4375	0.0
3	3	5/8	5/8	4/4	2	1	iio6						d	i		iio6	ii	o	6					o	1	1	1, -2, 4		4	1	0	3	0.0	0.0	0.3125	0.0
