mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	volta	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
25	25	3/8	3/8	12/8	2	1	#viio6		c	v		#viio6		#vii	o	6					o	1	1	3, 0, 6		6	3	2	4	0.3333333333333333	0.25	1.25	0.16666666666666666
25	25	3/4	3/4	12/8	2	1	#viio7		c	v		#viio7		#vii	o	7					o7	1	1	6, 3, 0, -3		6	6	0	6	0.0	0.0	1.25	0.0
25	25	9/8	9/8	12/8	2	1	V7(9)		c	v		V7(9)		V		7	9				Mm7	1	1	2, 6, 3, 0	-3	2	2	0	6	0.0	0.0	1.0	0.0
26	26	0	0	12/8	2	1	i		c	v		i		i							m	1	1	1, -2, 2		1	1	1	2	0.3333333333333333	0.125	0.375	0.25
26	26	1/4	1/4	12/8	2	1	VI		c	v		VI		VI							M	1	1	-3, 1, -2		-3	-3	0	3	0.0	0.0	0.375	0.0
26	26	3/8	3/8	12/8	2	1	iio6		c	v		iio6		ii	o	6					o	1	1	0, -3, 3		3	0	2	3	0.4	0.25	0.5	0.3333333333333333
26	26	5/8	5/8	12/8	2	1	V		c	v		V		V							M	1	1	2, 6, 3		2	2	0	3	0.0	0.0	0.375	0.0
26	26	3/4	3/4	12/8	2	1	i|PAC}{		c	v		i		i					PAC	}{	m	1	1	1, -2, 2		1	1	0	6	0.0	0.0	1.125	0.0
26	26	9/8	9/8	12/8	2	1	V7		c	v		V7		V		7					Mm7	1	1	2, 6, 3, 0		2	2	1	6	0.14285714285714285	0.125	1.0	0.1111111111111111
27	27	0	0	12/8	2	1	i		c	v		i		i							m	1	1	1, -2, 2		1	1	1	5	0.16666666666666666	0.125	0.625	0.16666666666666666
27	27	3/8	3/8	12/8	2	1	V7		c	v		V7		V		7					Mm7	1	1	2, 6, 3, 0		2	2	1	6	0.14285714285714285	0.125	1.0	0.1111111111111111
27	27	3/4	3/4	12/8	2	1	i		c	v		i		i							m	1	1	1, -2, 2		1	1	1	5	0.16666666666666666	0.125	0.625	0.16666666666666666
27	27	9/8	9/8	12/8	2	1	V7		c	v		V7		V		7					Mm7	1	1	2, 6, 3, 0		2	2	1	6	0.14285714285714285	0.125	1.0	0.1111111111111111
28	28	0	0	12/8	2	1	i		c	v		i		i							m	1	1	1, -2, 2		1	1	2	3	0.4	0.25	0.5	0.3333333333333333
28	28	1/4	1/4	12/8	2	1	VI		c	v		VI		VI							M	1	1	-3, 1, -2		-3	-3	0	3	0.0	0.0	0.375	0.0
28	28	3/8	3/8	12/8	2	1	iio6		c	v		iio6		ii	o	6					o	1	1	0, -3, 3		3	0	2	3	0.4	0.25	0.5	0.3333333333333333
28	28	5/8	5/8	12/8	2	1	V		c	v		V		V							M	1	1	2, 6, 3		2	2	0	3	0.0	0.0	0.375	0.0
28	28	3/4	3/4	12/8	2	1	i|PAC}{		c	v		i		i					PAC	}{	m	1	1	1, -2, 2		1	1	0	5	0.0	0.0	0.75	0.0
28	28	9/8	9/8	12/8	2	1	V7		c	v		V7		V		7					Mm7	1	1	2, 6, 3, 0		2	2	1	5	0.16666666666666666	0.125	0.625	0.16666666666666666
29	29	0	0	12/8	2	1	i		c	v		i		i							m	1	1	1, -2, 2		1	1	1	7	0.125	0.125	1.0	0.1111111111111111
29	29	3/8	3/8	12/8	2	1	V7		c	v		V7		V		7					Mm7	1	1	2, 6, 3, 0		2	2	1	5	0.16666666666666666	0.125	0.625	0.16666666666666666
29	29	3/4	3/4	12/8	2	1	i		c	v		i		i							m	1	1	1, -2, 2		1	1	1	7	0.125	0.125	1.0	0.1111111111111111
29	29	9/8	9/8	12/8	2	1	V7		c	v		V7		V		7					Mm7	1	1	2, 6, 3, 0		2	2	1	5	0.16666666666666666	0.125	0.625	0.16666666666666666
30	30	0	0	12/8	2	1	i	1	c	v		i		i							m	1	1	1, -2, 2		1	1	1	2	0.3333333333333333	0.125	0.375	0.25
30	30	1/4	1/4	12/8	2	1	VI	1	c	v		VI		VI							M	1	1	-3, 1, -2		-3	-3	0	3	0.0	0.0	0.375	0.0
30	30	3/8	3/8	12/8	2	1	iio6	1	c	v		iio6		ii	o	6					o	1	1	0, -3, 3		3	0	2	3	0.4	0.25	0.5	0.3333333333333333
30	30	5/8	5/8	12/8	2	1	V	1	c	v		V		V							M	1	1	2, 6, 3		2	2	0	3	0.0	0.0	0.375	0.0
30	30	3/4	3/4	12/8	2	1	i|PAC}	1	c	v		i		i					PAC	}	m	1	1	1, -2, 2		1	1	0	2	0.0	0.0	0.75	0.0
30	30	9/8	9/8	12/8	2	1	i.V{	1	c	i		V		V						{	M	1	1	1, 5, 2		1	1	3	3	0.5	0.1875	0.1875	0.5
31	30	0	0	12/8	2	1	i	2	c	v		i		i							m	1	1	1, -2, 2		1	1	1	2	0.3333333333333333	0.125	0.375	0.25
31	30	1/4	1/4	12/8	2	1	VI	2	c	v		VI		VI							M	1	1	-3, 1, -2		-3	-3	0	3	0.0	0.0	0.375	0.0
31	30	3/8	3/8	12/8	2	1	iio6	2	c	v		iio6		ii	o	6					o	1	1	0, -3, 3		3	0	2	3	0.4	0.25	0.5	0.3333333333333333
31	30	5/8	5/8	12/8	2	1	V	2	c	v		V		V							M	1	1	2, 6, 3		2	2	0	3	0.0	0.0	0.375	0.0
31	30	3/4	3/4	12/8	2	1	i|PAC}{	2	c	v		i		i					PAC	}{	m	1	1	1, -2, 2		1	1	2	5	0.2857142857142857	0.25	0.75	0.25
32	31	0	0	12/8	2	1	i.V		c	i		V		V							M	1	1	1, 5, 2		1	1	5	7	0.4166666666666667	0.625	1.375	0.3125
32	31	9/8	9/8	12/8	2	1	#viio64		c	i		#viio64		#vii	o	64					o	1	1	-1, 5, 2		5	-1	1	5	0.16666666666666666	0.125	1.0	0.1111111111111111
33	32	0	0	12/8	2	1	#viio6		c	i		#viio6		#vii	o	6					o	1	1	2, -1, 5		5	2	2	3	0.4	0.75	0.5	0.6
33	32	1/4	1/4	12/8	2	1	i		c	i		i		i							m	1	1	0, -3, 1		0	0	0	1	0.0	0.0	0.125	0.0
33	32	3/8	3/8	12/8	2	1	#viio		c	i		#viio		#vii	o						o	1	1	5, 2, -1		5	5	1	3	0.25	0.125	1.0	0.1111111111111111
33	32	3/4	3/4	12/8	2	1	V7		c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1	0	4	0.0	0.0	1.125	0.0
33	32	9/8	9/8	12/8	2	1	i6		c	i		i6		i		6					m	1	1	-3, 1, 0		0	-3	1	3	0.25	0.125	0.75	0.14285714285714285
34	33	0	0	12/8	2	1	i		c	i		i		i							m	1	1	0, -3, 1		0	0	1	5	0.16666666666666666	0.125	1.25	0.09090909090909091
34	33	3/8	3/8	12/8	2	1	VI		c	i		VI		VI							M	1	1	-4, 0, -3		-4	-4	1	4	0.2	0.125	1.375	0.08333333333333333
34	33	3/4	3/4	12/8	2	1	iv		c	i		iv		iv							m	1	1	-1, -4, 0		-1	-1	1	4	0.2	0.125	1.375	0.08333333333333333
34	33	9/8	9/8	12/8	2	1	vii%7/III		c	i		vii%7/III		vii	%	7		III			%7	1	1	2, -1, -4, 0		2	2	0	5	0.0	0.0	1.125	0.0
35	34	0	0	12/8	2	1	V7(9)/III		c	i		V7(9)/III		V		7	9	III			Mm7	1	1	-2, 2, -1, -4	0	-2	-2	1	7	0.125	0.125	1.125	0.1
35	34	3/8	3/8	12/8	2	1	V7/III		c	i		V7/III		V		7		III			Mm7	1	1	-2, 2, -1, -4		-2	-2	2	5	0.2857142857142857	0.25	0.875	0.2222222222222222
35	34	3/4	3/4	12/8	2	1	I64/III		c	i		I64/III		I		64		III			M	1	1	-2, -3, 1		-3	-2	5	9	0.35714285714285715	0.625	1.625	0.2777777777777778
36	35	0	0	12/8	2	1	V/III|HC}{		c	i		V/III		V				III	HC	}{	M	1	1	-2, 2, -1		-2	-2	1	7	0.125	0.125	1.375	0.08333333333333333
36	35	3/4	3/4	12/8	2	1	I/III		c	i		I/III		I				III			M	1	1	-3, 1, -2		-3	-3	1	7	0.125	0.125	1.375	0.08333333333333333
37	36	0	0	12/8	2	1	V/III		c	i		V/III		V				III			M	1	1	-2, 2, -1		-2	-2	1	7	0.125	0.125	1.375	0.08333333333333333
37	36	3/4	3/4	12/8	2	1	I/III		c	i		I/III		I				III			M	1	1	-3, 1, -2		-3	-3	1	7	0.125	0.125	1.375	0.08333333333333333
38	37	0	0	12/8	2	1	V7/iv		c	i		V7/iv		V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0	1	7	0.125	0.125	1.375	0.08333333333333333
38	37	3/4	3/4	12/8	2	1	i/iv		c	i		i/iv		i				iv			m	1	1	-1, -4, 0		-1	-1	1	7	0.125	0.125	1.375	0.08333333333333333
39	38	0	0	12/8	2	1	V7/iv		c	i		V7/iv		V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0	1	7	0.125	0.125	1.375	0.08333333333333333
39	38	3/4	3/4	12/8	2	1	i/iv		c	i		i/iv		i				iv			m	1	1	-1, -4, 0		-1	-1	1	7	0.125	0.125	1.375	0.08333333333333333
40	39	0	0	12/8	2	1	V7/v		c	i		V7/v		V		7		v			Mm7	1	1	2, 6, 3, 0		2	2	1	7	0.125	0.125	1.375	0.08333333333333333
40	39	3/4	3/4	12/8	2	1	i/v		c	i		i/v		i				v			m	1	1	1, -2, 2		1	1	1	7	0.125	0.125	1.375	0.08333333333333333
41	40	0	0	12/8	2	1	V7/v		c	i		V7/v		V		7		v			Mm7	1	1	2, 6, 3, 0		2	2	1	7	0.125	0.125	1.375	0.08333333333333333
41	40	3/4	3/4	12/8	2	1	V7		c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1	4	9	0.3076923076923077	0.5	1.625	0.23529411764705882
42	41	0	0	12/8	2	1	i		c	i		i		i							m	1	1	0, -3, 1		0	0	4	9	0.3076923076923077	0.5	1.625	0.23529411764705882
42	41	3/4	3/4	12/8	2	1	V7		c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1	4	9	0.3076923076923077	0.5	1.625	0.23529411764705882
43	42	0	0	12/8	2	1	i		c	i		i		i							m	1	1	0, -3, 1		0	0	4	9	0.3076923076923077	0.5	1.625	0.23529411764705882
43	42	3/4	3/4	12/8	2	1	V7		c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1	5	8	0.38461538461538464	0.875	1.25	0.4117647058823529
44	43	0	0	12/8	2	1	i|IAC}{		c	i		i		i					IAC	}{	m	1	1	0, -3, 1		0	0	2	6	0.25	0.25	1.25	0.16666666666666666
44	43	3/4	3/4	12/8	2	1	VI		c	i		VI		VI							M	1	1	-4, 0, -3		-4	-4	1	3	0.25	0.125	0.625	0.16666666666666666
44	43	9/8	9/8	12/8	2	1	iv		c	i		iv		iv							m	1	1	-1, -4, 0		-1	-1	1	4	0.2	0.125	1.0	0.1111111111111111
45	44	0	0	12/8	2	1	V		c	i		V		V							M	1	1	1, 5, 2		1	1	1	3	0.25	0.125	0.625	0.16666666666666666
45	44	3/8	3/8	12/8	2	1	i		c	i		i		i							m	1	1	0, -3, 1		0	0	1	3	0.25	0.125	0.625	0.16666666666666666
45	44	3/4	3/4	12/8	2	1	VI		c	i		VI		VI							M	1	1	-4, 0, -3		-4	-4	1	3	0.25	0.125	0.625	0.16666666666666666
45	44	9/8	9/8	12/8	2	1	iv		c	i		iv		iv							m	1	1	-1, -4, 0		-1	-1	1	4	0.2	0.125	1.0	0.1111111111111111
46	45	0	0	12/8	2	1	V		c	i		V		V							M	1	1	1, 5, 2		1	1	1	3	0.25	0.125	1.75	0.06666666666666667
46	45	3/8	3/8	12/8	2	1	V7(9)		c	i		V7(9)		V		7	9				Mm7	1	1	1, 5, 2, -1	-4	1	1	0	3	0.0	0.0	0.5	0.0
46	45	5/8	5/8	12/8	2	1	V(64)		c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1	0	2	0.0	0.0	0.25	0.0
46	45	3/4	3/4	12/8	2	1	V7		c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1	0	3	0.0	0.0	0.5	0.0
46	45	1	1	12/8	2	1	V(64)		c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1	0	2	0.0	0.0	0.25	0.0
46	45	9/8	9/8	12/8	2	1	V		c	i		V		V							M	1	1	1, 5, 2		1	1	1	2	0.3333333333333333	0.1875	0.375	0.3333333333333333
46	45	11/8	11/8	12/8	2	1	V(64)		c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1	1	2	0.3333333333333333	0.03125	0.15625	0.16666666666666666
47	46	0	0	12/8	2	1	V		c	i		V		V							M	1	1	1, 5, 2		1	1	1	3	0.25	0.125	1.75	0.06666666666666667
47	46	3/8	3/8	12/8	2	1	V7(9)		c	i		V7(9)		V		7	9				Mm7	1	1	1, 5, 2, -1	-4	1	1	0	3	0.0	0.0	0.5	0.0
47	46	5/8	5/8	12/8	2	1	V(64)		c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1	0	2	0.0	0.0	0.25	0.0
47	46	3/4	3/4	12/8	2	1	V7		c	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1	0	3	0.0	0.0	0.5	0.0
47	46	1	1	12/8	2	1	V(64)		c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1	0	2	0.0	0.0	0.25	0.0
47	46	9/8	9/8	12/8	2	1	V		c	i		V		V							M	1	1	1, 5, 2		1	1	1	2	0.3333333333333333	0.1875	0.375	0.3333333333333333
47	46	11/8	11/8	12/8	2	1	V(64)		c	i		V(64)		V			64				M	1	1	1, 0, -3		1	1	1	2	0.3333333333333333	0.03125	0.15625	0.16666666666666666
48	47	0	0	12/8	2	1	V(^4)}		c	i		V(^4)		V			^4			}	M	1	1	1, 5, 0		1	1	0	2	0.0	0.0	1.125	0.0
48	47	3/8	3/8	12/8	2	1	V|HC		c	i		V		V					HC		M	1	1	1, 5, 2		1	1	5	5	0.5	0.15625	0.21875	0.4166666666666667
48	47	3/4	3/4	12/8	2	1	i{		c	i		i		i						{	m	1	1	0, -3, 1		0	0	4	8	0.3333333333333333	0.5	1.625	0.23529411764705882
49	48	0	0	12/8	2	1	V(^4)}		c	i		V(^4)		V			^4			}	M	1	1	1, 5, 0		1	1	0	2	0.0	0.0	1.125	0.0
