mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	volta	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	2/4	2	1	c.i{						c	i		i	i						{	m	1	1	0, -3, 1		0	0	2	30	0.0625	0.125	1.9375	0.06060606060606061
5	5	0	0	2/4	2	1	iv						c	i		iv	iv							m	1	1	-1, -4, 0		-1	-1	2	3	0.4	0.125	0.1875	0.4
5	5	1/4	1/4	2/4	2	1	#viio6						c	i		#viio6	#vii	o	6					o	1	1	2, -1, 5		5	2	2	3	0.4	0.125	0.1875	0.4
6	6	0	0	2/4	2	1	i6						c	i		i6	i		6					m	1	1	-3, 1, 0		0	-3	2	3	0.4	0.125	0.1875	0.4
6	6	1/4	1/4	2/4	2	1	i						c	i		i	i							m	1	1	0, -3, 1		0	0	1	4	0.2	0.0625	0.25	0.2
7	7	0	0	2/4	2	1	iio					#viio6	c	i		iio	ii	o						o	1	1	2, -1, -4		2	2	2	3	0.4	0.125	0.1875	0.4
7	7	1/4	1/4	2/4	2	1	i						c	i		i	i							m	1	1	0, -3, 1		0	0	2	3	0.4	0.125	0.1875	0.4
8	8	0	0	2/4	2	1	V|HC}{						c	i		V	V					HC	}{	M	1	1	1, 5, 2		1	1	1	3	0.25	0.0625	0.3125	0.16666666666666666
8	8	1/4	1/4	2/4	2	1	i6						c	i		i6	i		6					m	1	1	-3, 1, 0		0	-3	1	3	0.25	0.0625	0.1875	0.25
9	9	0	0	2/4	2	1	iv6						c	i		iv6	iv		6					m	1	1	-4, 0, -1		-1	-4	2	4	0.3333333333333333	0.125	0.375	0.25
9	9	1/4	1/4	2/4	2	1	VII						c	i		VII	VII							M	1	1	-2, 2, -1		-2	-2	1	4	0.2	0.0625	0.3125	0.16666666666666666
10	10	0	0	2/4	2	1	III6						c	i		III6	III		6					M	1	1	1, -2, -3		-3	1	2	4	0.3333333333333333	0.125	0.375	0.25
10	10	1/4	1/4	2/4	2	1	VI						c	i		VI	VI							M	1	1	-4, 0, -3		-4	-4	1	4	0.2	0.0625	0.3125	0.16666666666666666
