mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
1	1	0	0	3/8	2	1	Bb.I{					Bb	I		I	I						{	M	0	0	-2, 2, -1		-2	-2	0	22	0.0	0.0	2.9375	0.0
6	6	0	0	3/8	2	1	I6					Bb	I		I6	I		6					M	0	0	2, -1, -2		-2	2	0	7	0.0	0.0	0.75	0.0
7	7	0	0	3/8	2	1	IV					Bb	I		IV	IV							M	0	0	-3, 1, -2		-3	-3	1	3	0.25	0.125	0.625	0.16666666666666666
8	8	0	0	3/8	2	1	V					Bb	I		V	V							M	0	0	-1, 3, 0		-1	-1	0	2	0.0	0.0	0.5	0.0
8	8	1/8	1/8	3/8	2	1	V7					Bb	I		V7	V		7					Mm7	0	0	-1, 3, 0, -3		-1	-1	1	2	0.3333333333333333	0.03125	0.21875	0.125
9	9	0	0	3/8	2	1	I					Bb	I		I	I							M	0	0	-2, 2, -1		-2	-2	0	6	0.0	0.0	0.75	0.0
10	10	0	0	3/8	2	1	I6					Bb	I		I6	I		6					M	0	0	2, -1, -2		-2	2	0	7	0.0	0.0	0.75	0.0
11	11	0	0	3/8	2	1	IV					Bb	I		IV	IV							M	0	0	-3, 1, -2		-3	-3	1	3	0.25	0.125	0.625	0.16666666666666666
12	12	0	0	3/8	2	1	V					Bb	I		V	V							M	0	0	-1, 3, 0		-1	-1	0	2	0.0	0.0	0.5	0.0
12	12	1/8	1/8	3/8	2	1	V7					Bb	I		V7	V		7					Mm7	0	0	-1, 3, 0, -3		-1	-1	1	2	0.3333333333333333	0.03125	0.21875	0.125
13	13	0	0	3/8	2	1	I(4)}					Bb	I		I(4)	I			4			}	M	0	0	-2, -3, -1		-2	-2	0	2	0.0	0.0	0.375	0.0
13	13	1/8	1/8	3/8	2	1	I|IAC					Bb	I		I	I					IAC		M	0	0	-2, 2, -1		-2	-2	2	7	0.2222222222222222	0.125	1.125	0.1
15	15	0	0	3/8	2	1	V(4)					Bb	I		V(4)	V			4				M	0	0	-1, -2, 0		-1	-1	0	3	0.0	0.0	0.75	0.0
15	15	1/8	1/8	3/8	2	1	V					Bb	I		V	V							M	0	0	-1, 3, 0		-1	-1	2	3	0.4	0.125	0.25	0.3333333333333333
16	16	0	0	3/8	2	1	I(9)					Bb	I		I(9)	I			9				M	0	0	-2, 2, -1	0	-2	-2	0	3	0.0	0.0	0.75	0.0
16	16	1/8	1/8	3/8	2	1	I					Bb	I		I	I							M	0	0	-2, 2, -1		-2	-2	1	4	0.2	0.0625	0.3125	0.16666666666666666
17	17	0	0	3/8	2	1	viio6(11)					Bb	I		viio6(11)	vii	o	6	11				o	0	0	0, -3, 3	2	3	0	0	3	0.0	0.0	0.75	0.0
17	17	1/8	1/8	3/8	2	1	viio6					Bb	I		viio6	vii	o	6					o	0	0	0, -3, 3		3	0	1	4	0.2	0.0625	0.3125	0.16666666666666666
18	18	0	0	3/8	2	1	I6(11)					Bb	I		I6(11)	I		6	11				M	0	0	2, -1, -2	-3	-2	2	0	3	0.0	0.0	0.75	0.0
18	18	1/8	1/8	3/8	2	1	I6					Bb	I		I6	I		6					M	0	0	2, -1, -2		-2	2	2	3	0.4	0.125	0.25	0.3333333333333333
19	19	0	0	3/8	2	1	viio(9)/V					Bb	I		viio(9)/V	vii	o		9	V			o	0	0	4, 1, -2	-1	4	4	0	3	0.0	0.0	0.75	0.0
19	19	1/8	1/8	3/8	2	1	viio/V					Bb	I		viio/V	vii	o			V			o	0	0	4, 1, -2		4	4	1	4	0.2	0.0625	0.3125	0.16666666666666666
20	20	0	0	3/8	2	1	I(9)/V					Bb	I		I(9)/V	I			9	V			M	0	0	-1, 3, 0	1	-1	-1	0	3	0.0	0.0	0.75	0.0
20	20	1/8	1/8	3/8	2	1	I/V					Bb	I		I/V	I				V			M	0	0	-1, 3, 0		-1	-1	1	4	0.2	0.0625	0.3125	0.16666666666666666
21	21	0	0	3/8	2	1	ii6/V					Bb	I		ii6/V	ii		6		V			m	0	0	-2, 2, 1		1	-2	3	5	0.375	0.1875	0.6875	0.21428571428571427
22	22	0	0	3/8	2	1	V/V|HC}					Bb	I		V/V	V				V	HC	}	M	0	0	0, 4, 1		0	0	1	3	0.25	0.0625	0.6875	0.08333333333333333
23	23	0	0	3/8	2	1	V.V{					Bb	V		V	V						{	M	0	0	0, 4, 1		0	0	2	5	0.2857142857142857	0.125	0.625	0.16666666666666666
24	24	0	0	3/8	2	1	I					Bb	V		I	I							M	0	0	-1, 3, 0		-1	-1	3	10	0.23076923076923078	0.1875	1.0625	0.15
26	26	0	0	3/8	2	1	V					Bb	V		V	V							M	0	0	0, 4, 1		0	0	2	11	0.15384615384615385	0.125	1.125	0.1
28	28	0	0	3/8	2	1	I					Bb	V		I	I							M	0	0	-1, 3, 0		-1	-1	2	11	0.15384615384615385	0.125	1.125	0.1
30	30	0	0	3/8	2	1	IV					Bb	V		IV	IV							M	0	0	-2, 2, -1		-2	-2	3	10	0.23076923076923078	0.1875	1.0625	0.15
32	32	0	0	3/8	2	1	I6					Bb	V		I6	I		6					M	0	0	3, 0, -1		-1	3	2	11	0.15384615384615385	0.125	1.125	0.1
34	34	0	0	3/8	2	1	viio6					Bb	V		viio6	vii	o	6					o	0	0	1, -2, 4		4	1	0	6	0.0	0.0	0.5	0.0
35	35	0	0	3/8	2	1	viio6(+2)					Bb	V		viio6(+2)	vii	o	6	+2				o	0	0	1, -2, 4	-1	4	1	1	6	0.14285714285714285	0.0625	0.6875	0.08333333333333333
36	36	0	0	3/8	2	1	I|IAC}					Bb	V		I	I					IAC	}	M	0	0	-1, 3, 0		-1	-1	0	6	0.0	0.0	0.5	0.0
37	37	0	0	3/8	2	1	i6/vi{					Bb	V		i6/vi	i		6		vi		{	m	0	0	-1, 3, 2		2	-1	1	5	0.16666666666666666	0.0625	0.6875	0.08333333333333333
37	37	1/4	1/4	3/8	2	1	iv/vi					Bb	V		iv/vi	iv				vi			m	0	0	1, -2, 2		1	1	1	2	0.3333333333333333	0.0625	0.25	0.2
38	38	0	0	3/8	2	1	i6/vi					Bb	V		i6/vi	i		6		vi			m	0	0	-1, 3, 2		2	-1	1	6	0.14285714285714285	0.0625	0.8125	0.07142857142857142
38	38	1/4	1/4	3/8	2	1	iv/vi					Bb	V		iv/vi	iv				vi			m	0	0	1, -2, 2		1	1	0	2	0.0	0.0	0.25	0.0
39	39	0	0	3/8	2	1	i6/vi					Bb	V		i6/vi	i		6		vi			m	0	0	-1, 3, 2		2	-1	2	6	0.25	0.125	0.625	0.16666666666666666
39	39	1/4	1/4	3/8	2	1	iv/vi					Bb	V		iv/vi	iv				vi			m	0	0	1, -2, 2		1	1	1	3	0.25	0.0625	0.3125	0.16666666666666666
40	40	0	0	3/8	2	1	i6/vi					Bb	V		i6/vi	i		6		vi			m	0	0	-1, 3, 2		2	-1	0	3	0.0	0.0	0.5	0.0
40	40	1/8	1/8	3/8	2	1	ii%/vi					Bb	V		ii%/vi	ii	%			vi			%7	0	0					2	0	1.0	0.375	0.0	1.0
40	40	1/4	1/4	3/8	2	1	V7/vi					Bb	V		V7/vi	V		7		vi			Mm7	0	0	3, 7, 4, 1		3	3	1	3	0.25	0.03125	0.21875	0.125
41	41	0	0	3/8	2	1	i/vi|IAC}					Bb	V		i/vi	i				vi	IAC	}	m	0	0	2, -1, 3		2	2	1	3	0.25	0.0625	0.6875	0.08333333333333333
42	42	0	0	3/8	2	1	iv6/ii{					Bb	V		iv6/ii	iv		6		ii		{	m	0	0	-3, 1, 0		0	-3	1	5	0.16666666666666666	0.0625	0.75	0.07692307692307693
42	42	1/4	1/4	3/8	2	1	i64/ii					Bb	V		i64/ii	i		64		ii			m	0	0	2, 1, -2		1	2	0	2	0.0	0.0	0.25	0.0
43	43	0	0	3/8	2	1	iv6/ii					Bb	V		iv6/ii	iv		6		ii			m	0	0	-3, 1, 0		0	-3	1	6	0.14285714285714285	0.0625	0.8125	0.07142857142857142
43	43	1/4	1/4	3/8	2	1	i64/ii					Bb	V		i64/ii	i		64		ii			m	0	0	2, 1, -2		1	2	0	2	0.0	0.0	0.25	0.0
44	44	0	0	3/8	2	1	iio6(+7)/ii					Bb	V		iio6(+7)/ii	ii	o	6	+7	ii			o	0	0	0, -3, 3	1	3	0	2	6	0.25	0.125	0.625	0.16666666666666666
44	44	1/4	1/4	3/8	2	1	i6/ii					Bb	V		i6/ii	i		6		ii			m	0	0	-2, 2, 1		1	-2	1	3	0.25	0.0625	0.3125	0.16666666666666666
45	45	0	0	3/8	2	1	iio6(+7)/ii					Bb	V		iio6(+7)/ii	ii	o	6	+7	ii			o	0	0	0, -3, 3	1	3	0	0	3	0.0	0.0	0.5	0.0
45	45	1/8	1/8	3/8	2	1	i6/ii					Bb	V		i6/ii	i		6		ii			m	0	0	-2, 2, 1		1	-2	0	2	0.0	0.0	0.25	0.0
45	45	1/4	1/4	3/8	2	1	#viio6/ii					Bb	V		#viio6/ii	#vii	o	6		ii			o	0	0	3, 0, 6		6	3	1	4	0.2	0.03125	0.34375	0.08333333333333333
46	46	0	0	3/8	2	1	i/ii|IAC}					Bb	V		i/ii	i				ii	IAC	}	m	0	0	1, -2, 2		1	1	1	4	0.2	0.0625	0.6875	0.08333333333333333
48	48	1/8	1/8	3/8	2	1	#viio43/iv{	-2.52293	5.63545	/		Bb	V		#viio43/iv	#vii	o	43		iv		{	o7	0	0	-3, -6, 3, 0		3	-3	4	0	1.0	0.75	0.0	1.0
49	49	0	0	3/8	2	1	i6(13)/iv					Bb	V		i6(13)/iv	i		6	13	iv			m	0	0	-5, -1, -2	-6	-2	-5	4	0	1.0	0.625	0.0	1.0
49	49	1/8	1/8	3/8	2	1	i6/iv					Bb	V		i6/iv	i		6		iv			m	0	0	-5, -1, -2		-2	-5	9	2	0.8181818181818182	0.8125	0.0625	0.9285714285714286
50	50	1/8	1/8	3/8	2	1	#viio43/iv					Bb	V		#viio43/iv	#vii	o	43		iv			o7	0	0	-3, -6, 3, 0		3	-3	4	0	1.0	0.75	0.0	1.0
51	51	0	0	3/8	2	1	i6(13)/iv					Bb	V		i6(13)/iv	i		6	13	iv			m	0	0	-5, -1, -2	-6	-2	-5	4	0	1.0	0.625	0.0	1.0
51	51	1/8	1/8	3/8	2	1	i6/iv					Bb	V		i6/iv	i		6		iv			m	0	0	-5, -1, -2		-2	-5	9	2	0.8181818181818182	0.8125	0.0625	0.9285714285714286
52	52	1/8	1/8	3/8	2	1	V2(9)/IV					Bb	V		V2(9)/IV	V		2	9	IV			Mm7	0	0	-3, -1, 3, 0	1	-1	-3	0	6	0.0	0.0	1.0	0.0
53	53	0	0	3/8	2	1	I6(13)/IV					Bb	V		I6(13)/IV	I		6	13	IV			M	0	0	2, -1, -2	1	-2	2	0	4	0.0	0.0	0.625	0.0
53	53	1/8	1/8	3/8	2	1	I6/IV					Bb	V		I6/IV	I		6		IV			M	0	0	2, -1, -2		-2	2	3	8	0.2727272727272727	0.125	0.75	0.14285714285714285
54	54	1/8	1/8	3/8	2	1	V2(9)/IV					Bb	V		V2(9)/IV	V		2	9	IV			Mm7	0	0	-3, -1, 3, 0	1	-1	-3	0	6	0.0	0.0	1.0	0.0
55	55	0	0	3/8	2	1	I6(13)/IV					Bb	V		I6(13)/IV	I		6	13	IV			M	0	0	2, -1, -2	1	-2	2	0	4	0.0	0.0	0.625	0.0
55	55	1/8	1/8	3/8	2	1	I6/IV					Bb	V		I6/IV	I		6		IV			M	0	0	2, -1, -2		-2	2	3	7	0.3	0.125	0.625	0.16666666666666666
56	56	0	0	3/8	2	1	IV6					Bb	V		IV6	IV		6					M	0	0	2, -1, -2		-2	2	2	9	0.18181818181818182	0.125	1.125	0.1
57	57	0	0	3/8	2	1	V7}{					Bb	V		V7	V		7				}{	Mm7	0	0	0, 4, 1, -2		0	0	0	5	0.0	0.0	0.75	0.0
57	57	1/4	1/4	3/8	2	1	V(b64)					Bb	V		V(b64)	V			b64				M	0	0	0, -1, -4		0	0	0	3	0.0	0.0	0.375	0.0
58	58	0	0	3/8	2	1	V7(4)					Bb	V		V7(4)	V		7	4				Mm7	0	0	0, -1, 1, -2		0	0	0	4	0.0	0.0	0.5	0.0
58	58	1/8	1/8	3/8	2	1	V7					Bb	V		V7	V		7					Mm7	0	0	0, 4, 1, -2		0	0	0	4	0.0	0.0	0.5	0.0
58	58	1/4	1/4	3/8	2	1	V(b64)					Bb	V		V(b64)	V			b64				M	0	0	0, -1, -4		0	0	1	5	0.16666666666666666	0.015625	0.484375	0.03125
59	59	0	0	3/8	2	1	V(^11)					Bb	V		V(^11)	V			^11				M	0	0	0, 4, 1	-1	0	0	0	4	0.0	0.0	0.5	0.0
59	59	1/8	1/8	3/8	2	1	V					Bb	V		V	V							M	0	0	0, 4, 1		0	0	0	4	0.0	0.0	0.5	0.0
59	59	1/4	1/4	3/8	2	1	V(b64)					Bb	V		V(b64)	V			b64				M	0	0	0, -1, -4		0	0	0	4	0.0	0.0	0.5	0.0
60	60	0	0	3/8	2	1	V7(4)					Bb	V		V7(4)	V		7	4				Mm7	0	0	0, -1, 1, -2		0	0	0	4	0.0	0.0	0.5	0.0
60	60	1/8	1/8	3/8	2	1	V7					Bb	V		V7	V		7					Mm7	0	0	0, 4, 1, -2		0	0	0	4	0.0	0.0	0.5	0.0
60	60	1/4	1/4	3/8	2	1	V(b64)					Bb	V		V(b64)	V			b64				M	0	0	0, -1, -4		0	0	1	5	0.16666666666666666	0.015625	0.484375	0.03125
61	61	0	0	3/8	2	1	V(^11)					Bb	V		V(^11)	V			^11				M	0	0	0, 4, 1	-1	0	0	0	4	0.0	0.0	0.5	0.0
