mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	0.5	0	0	3/8	1	1	1/8		1/8	1		3	81	A5	5	0
1	1	1/2	0.5	1/8	1/8	3/8	1	1	1/8		1/8	1		4	76	E5	5	1
1	1	1	0.5	1/4	1/4	3/8	1	1	1/8		1/8	1		7	73	C#5	5	2
2	2	3/2	0.5	0	0	3/8	1	1	1/8		1/8	1		3	69	A4	4	3
2	2	2	0.5	1/8	1/8	3/8	1	1	1/8		1/8	1		4	64	E4	4	4
2	2	5/2	0.5	1/4	1/4	3/8	1	1	1/8		1/8	1		7	61	C#4	4	5
3	3	3	0.25	0	0	3/8	1	1	1/16		1/16	1		3	57	A3	3	6
3	3	13/4	0.25	1/16	1/16	3/8	2	1	1/16		1/16	1		3	45	A2	2	8
3	3	7/2	0.25	1/8	1/8	3/8	2	1	1/16		1/16	1		7	49	C#3	3	9
3	3	15/4	0.25	3/16	3/16	3/8	2	1	1/16		1/16	1		4	52	E3	3	10
3	3	4	0.25	1/4	1/4	3/8	2	1	1/16		1/16	1		3	57	A3	3	11
3	3	17/4	0.25	5/16	5/16	3/8	1	1	1/16		1/16	1		7	61	C#4	4	7
3	3	17/4	0.25	5/16	5/16	3/8	1	1	1/16		1/16	1		4	64	E4	4	7
4	4	9/2	0.25	0	0	3/8	2	1	1/16		1/16	1		2	62	D4	4	16
4	4	9/2	0.25	0	0	3/8	2	1	1/16		1/16	1		6	66	F#4	4	16
4	4	19/4	0.25	1/16	1/16	3/8	1	1	1/16		1/16	1		3	81	A5	5	12
4	4	5	0.25	1/8	1/8	3/8	1	1	1/16		1/16	1		6	78	F#5	5	13
4	4	21/4	0.25	3/16	3/16	3/8	1	1	1/16		1/16	1		2	74	D5	5	14
4	4	11/2	0.25	1/4	1/4	3/8	1	1	1/16		1/16	1		3	69	A4	4	15
4	4	23/4	0.25	5/16	5/16	3/8	2	1	1/16		1/16	1		2	62	D4	4	17
4	4	23/4	0.25	5/16	5/16	3/8	2	1	1/16		1/16	1		6	66	F#4	4	17
5	5	6	0.25	0	0	3/8	1	1	1/16		1/16	1		7	61	C#4	4	18
5	5	6	0.25	0	0	3/8	1	1	1/16		1/16	1		4	64	E4	4	18
5	5	25/4	0.25	1/16	1/16	3/8	2	1	1/16		1/16	1		3	45	A2	2	20
5	5	13/2	0.25	1/8	1/8	3/8	2	1	1/16		1/16	1		7	49	C#3	3	21
5	5	27/4	0.25	3/16	3/16	3/8	2	1	1/16		1/16	1		4	52	E3	3	22
5	5	7	0.25	1/4	1/4	3/8	2	1	1/16		1/16	1		3	57	A3	3	23
5	5	29/4	0.25	5/16	5/16	3/8	1	1	1/16		1/16	1		7	61	C#4	4	19
5	5	29/4	0.25	5/16	5/16	3/8	1	1	1/16		1/16	1		4	64	E4	4	19
6	6	15/2	0.25	0	0	3/8	2	1	1/16		1/16	1		2	62	D4	4	28
6	6	15/2	0.25	0	0	3/8	2	1	1/16		1/16	1		6	66	F#4	4	28
6	6	31/4	0.25	1/16	1/16	3/8	1	1	1/16		1/16	1		3	81	A5	5	24
6	6	8	0.25	1/8	1/8	3/8	1	1	1/16		1/16	1		6	78	F#5	5	25
6	6	33/4	0.25	3/16	3/16	3/8	1	1	1/16		1/16	1		2	74	D5	5	26
